Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__PRKRIR	9.1253	7.7476	7.8076	9.338	7.918	7.5965	6.9452	7.0352	8.6927	8.1006	7.8564	8.7561	7.6003	8.2642	8.4684	7.7516	7.5375	8.1211	7.1304	8.2839	7.9468	10.7632	6.8576	8.5159	8.0769	7.458	7.2631	8.25	7.5467	6.8547	8.0119	7.9799	7.1922	7.8581	10.7226	7.8441	7.7156	6.7416	7.6098
U133A__THBS3	6.2912	5.8276	5.7381	6.275	6.7039	7.1068	6.3338	8.126	6.7233	6.0136	6.1875	5.1508	5.7931	5.6536	6.7703	6.3532	7.2496	6.8148	6.0048	5.9467	5.9646	5.7134	6.1586	6.4049	5.3286	5.9381	6.1711	6.1654	6.0105	8.1531	5.5847	6.1891	8.5329	6.6929	6.0802	6.2639	7.7209	6.9753	6.1098
U133A__ST3GAL5	9.5805	6.4839	6.6923	7.1715	6.4751	6.5116	7.1656	6.8297	6.4177	6.6646	6.2875	6.5189	7.4825	7.0233	6.7829	6.2111	6.6579	6.0716	7.1331	6.6666	7.2166	7.8029	7.2347	7.3281	7.1366	8.5636	7.8383	6.8596	6.6984	6.6962	6.5316	6.736	6.7353	6.6495	8.4997	6.4642	6.9124	8.0021	6.7229
U133A__EMP3	4.327	3.9888	4.4028	4.2731	4.2246	9.9908	4.5129	5.9249	4.5177	4.8069	4.4271	6.169	4.4585	4.1728	4.8236	4.8179	9.0618	5.7623	10.2742	4.4979	4.6047	4.5679	9.169	4.2846	9.3624	4.4717	4.519	4.3967	4.5344	9.6246	8.36	9.3993	5.4208	4.3435	4.3907	4.6524	4.1567	4.2003	4.5004
U133A__HSPB8	7.1855	6.051	8.3424	6.117	10.5584	4.8732	8.9372	5.2653	5.2554	9.9574	5.3779	7.1384	7.7295	5.5586	5.7058	5.2302	6.0879	4.9705	7.4722	5.9505	7.092	7.9963	5.6915	7.4217	5.354	9.502	7.0711	5.3281	5.3147	5.3216	5.8513	6.7961	5.3147	7.2769	8.4231	7.8393	9.15	5.4253	7.0301
U133A__PYCARD	8.3425	4.2244	4.7298	5.4701	7.3246	4.447	5.1843	5.0099	4.8594	5.9409	5.1793	7.5264	9.1393	4.5935	6.2626	4.5237	6.4245	5.2816	5.108	6.9726	6.9218	7.3557	4.5675	7.1603	4.9364	7.8265	8.0508	7.5019	4.0792	4.5829	7.3411	4.6416	7.1454	5.9713	7.4295	5.4483	8.3358	5.9965	6.5847
U133A__DSP	8.0337	8.7599	8.19	10.2272	10.7384	4.1204	8.9093	9.9995	10.3829	5.1408	8.2259	9.6499	10.3321	8.5612	10.8212	10.0141	8.0855	10.7105	4.4382	8.5645	8.7556	10.6943	6.7151	8.9162	6.2146	8.9265	9.3477	6.8808	8.7908	4.2093	8.6303	4.4257	9.3172	9.9535	9.0121	9.2126	10.4274	10.2253	8.4497
U133A__C6orf211	4.7061	5.7621	5.6679	7.0185	8.9986	4.6285	6.9624	4.5967	4.1924	8.487	5.0896	6.0769	4.6395	5.7836	6.7831	4.2786	4.0272	5.9741	4.6184	6.7797	7.9113	8.0697	4.908	6.42	5.865	8.5915	6.0873	5.0652	5.1504	4.4327	4.8395	5.1406	4.7754	6.2025	7.0532	6.7713	6.982	4.5541	9.4202
U133A__WIPF2	7.8898	9.6083	7.3695	7.5985	8.5238	6.9901	7.5467	7.046	7.4943	7.0421	7.2034	7.7741	7.5312	7.0628	7.8499	7.4139	8.121	8.031	6.801	6.8968	7.2167	7.3216	6.9982	7.2732	7.0631	6.9269	7.0783	6.7501	9.2517	6.8638	6.9429	6.4372	6.7552	7.6318	7.3093	8.1352	11.4709	7.2703	8.1868
U133A__ARHGDIB	8.5293	8.1199	5.8842	6.4501	7.2463	4.7304	4.7976	5.607	6.4063	8.0311	5.4551	9.4922	9.2045	7.5589	10.3184	8.841	4.8659	9.2277	6.0753	4.7729	5.4535	5.0219	5.5393	10.2407	10.0378	9.1753	10.118	6.7721	8.9124	5.2272	8.2832	6.2232	9.5105	9.0231	7.7081	6.377	9.6437	8.9659	6.9107
U133A__PLA2G16	7.1982	8.495	6.5464	8.0667	6.7911	5.2454	6.3602	6.5026	6.8197	7.8318	5.449	8.3152	7.9048	6.0987	8.3904	5.2744	7.1345	7.8377	6.4017	6.4259	7.1985	9.0873	8.8867	7.7284	8.576	5.7546	9.345	5.7119	8.4557	5.8096	8.2032	7.7789	6.2083	6.7106	9.2644	9.5939	8.748	5.3636	5.4294
U133A__NETO2	4.1866	5.2203	8.556	5.5229	7.0904	8.3314	3.6251	4.9915	7.0426	7.6731	6.7208	7.6539	7.7076	8.3348	6.592	6.4802	7.0906	8.0553	7.0052	6.605	6.4807	8.0547	5.8595	3.8496	4.3	7.2842	7.0955	8.1756	5.1442	7.8191	7.5577	8.059	8.5558	7.8592	7.8868	4.4382	6.024	6.2995	7.593
U133A__FJX1	6.5939	4.9534	5.2022	5.1338	5.6537	7.6143	5.2415	5.7766	5.3144	5.5751	8.4788	9.4197	5.9251	7.3678	6.3201	5.9498	5.4115	4.6526	6.5954	5.4403	5.4523	6.721	7.1474	6.4742	7.4808	5.9475	6.7105	6.7111	4.6379	6.7667	7.656	7.4484	6.3312	7.0899	7.5153	7.9006	6.3415	5.6275	6.4607
U133A__COL1A1	4.8595	4.5017	4.3453	6.7347	4.1388	11.3634	4.9378	5.8092	4.8212	5.5465	4.0655	4.7173	4.1605	3.5882	4.5906	7.139	10.8683	4.5265	10.6014	3.8974	5.0738	5.193	10.155	4.7577	3.982	5.968	4.0965	6.6127	3.9594	11.1959	5.4949	8.7142	5.5253	4.1782	4.3818	5.6643	3.9736	5.6976	5.9443
U133A__CEBPD	6.6929	8.6335	8.0005	6.0731	7.3742	9.5029	6.3522	8.0968	9.7249	7.1484	7.2111	7.8098	8.6922	7.3539	6.9569	9.2087	8.8963	8.6788	6.0953	6.5099	7.0844	6.2396	8.7538	7.4876	5.9531	6.0972	6.213	6.2153	6.6089	8.2928	8.4856	8.7118	7.0693	6.7231	5.3927	7.6899	7.834	7.6569	6.9549
U133A__AKR1B1	5.4264	6.9517	12.2474	5.9901	5.6065	8.7781	5.6946	5.6857	6.894	7.4072	8.1445	9.6667	9.0128	6.1103	5.5161	9.8841	10.5542	10.1821	10.9824	5.9497	5.9629	5.5375	10.7395	7.1787	9.6852	6.313	7.2479	5.7109	5.7104	9.5693	11.8108	11.2588	5.2415	5.4299	5.3117	5.4185	5.0463	5.5959	6.4257
U133A__AGR2	10.3169	10.6821	4.8118	11.0027	11.4133	4.8801	9.5473	4.7238	4.9574	5.6983	5.7322	9.8422	7.8487	8.9628	11.018	5.5521	4.8807	6.5245	4.9432	9.0223	9.5307	5.3115	4.1066	11.5908	5.8781	10.7955	11.9865	9.8595	9.5144	5.8546	5.7616	4.7808	12.2035	10.6989	11.3355	11.4831	10.6889	9.3155	10.4286
U133A__ASAH1	6.782	7.6309	6.5642	6.3725	8.8965	6.263	7.5971	6.3153	6.9968	5.0105	5.7667	4.9323	6.2513	6.0697	8.3842	5.5519	5.7256	5.6042	5.8445	5.7707	5.2513	5.7445	5.9329	8.181	5.5178	6.9474	6.1367	6.0655	7.0733	5.3256	5.8795	4.5582	8.1595	6.9545	6.4194	6.6742	7.7847	7.9367	7.1685
U133A__MYL9	4.7297	4.7978	8.5122	4.3871	5.1373	9.1832	8.8391	8.4341	4.0346	5.7648	9.6218	6.0583	4.625	4.5724	4.813	9.5538	8.1157	4.8778	9.6227	4.8854	4.7024	4.6027	8.4701	5.1536	7.1009	4.6393	6.8697	4.2936	4.5311	8.308	6.9483	4.9714	4.4915	5.1012	4.7852	7.4332	7.2213	4.811	4.1039
U133A__PLS3	7.4402	8.1478	10.5953	6.684	6.6342	10.0973	5.9543	9.6656	8.887	8.3576	8.6835	9.5501	9.8794	9.4261	9.6483	11.1688	10.1743	10.073	9.1672	7.7474	5.0117	3.273	8.691	5.8468	9.2106	7.8484	9.2009	7.8326	8.6187	9.3368	8.8304	8.2318	4.6121	9.0743	7.5828	7.7544	2.9017	8.1646	8.5997
U133A__KDM2A	7.2137	6.0776	5.4846	6.8307	6.8577	5.1137	6.4261	5.2782	6.9905	5.6064	5.5117	6.6561	7.0595	4.6201	6.8906	5.157	6.1068	5.6614	4.1525	6.0098	5.9119	7.6322	4.4139	6.3875	5.1802	6.2027	8.3951	6.7402	5.0631	4.418	4.6811	4.8195	5.0138	6.3186	6.2171	6.0868	6.6318	6.6085	7.1312
U133A__SIK1	5.5407	6.6616	6.0677	4.9096	5.4238	6.6913	5.4221	7.7282	8.163	5.4636	5.4409	6.6593	5.7017	6.0411	5.3807	7.5037	6.582	5.9786	5.4702	6.3386	6.4975	5.7459	5.7844	5.5274	5.4881	5.517	5.6329	4.9697	5.7079	6.6356	7.7926	6.1986	5.6693	5.94	6.413	5.5653	6.0509	5.3543	5.5297
U133A__GOLGA7	7.8627	7.1818	7.7299	7.3188	9.2393	8.597	9.1869	7.8963	8.1613	8.3657	7.9391	7.8112	8.6586	8.9611	7.9552	8.1564	8.4016	6.6522	7.8128	6.9887	6.9504	7.3033	8.6761	8.0589	7.7669	8.218	6.831	7.5845	6.547	6.8417	8.3803	7.5855	8.834	7.4587	10.2354	8.4365	8.9759	9.4111	9.0354
U133A__APOD	9.7815	7.0284	6.0701	6.285	6.7823	6.0931	6.2108	6.2081	5.8998	6.1683	6.3706	5.6952	6.6942	6.2645	8.9069	6.3223	5.9225	5.7288	6.1374	6.3176	7.3443	6.6797	6.0506	10.0771	6.1221	6.443	10.7247	6.2183	7.7596	6.2803	5.9412	6	5.9374	5.8299	8.0883	8.1551	9.0423	10.6398	5.9344
U133A__SCGB1D2	12.0295	5.9787	4.3246	7.4401	4.2367	4.2012	5.4419	4.6072	4.468	4.4654	4.979	4.1649	4.2359	4.5342	4.6409	4.3858	4.3554	4.1849	4.42	4.4166	4.8656	4.8114	4.6315	7.8355	4.3171	10.0737	11.5815	4.2609	4.5471	4.4279	4.1243	4.5642	4.1517	10.427	7.4584	4.425	11.9399	6.8625	4.441
U133A__CPD	8.2101	8.1216	5.649	7.6179	7.5848	6.7762	5.6894	6.4387	5.4846	5.716	5.8418	6.9123	6.7767	7.1457	6.9298	6.9384	7.8036	6.9833	6.223	5.6333	5.8221	7.2464	6.1744	7.3296	6.9398	9.0281	6.4524	6.7077	7.2602	6.3593	5.2009	6.5355	8.9923	8.5259	7.2562	7.5889	9.3538	8.3809	7.1765
U133A__IGFBP4	11.0146	5.2361	5.7082	9.7198	9.3935	7.2318	8.0076	7.3593	7.5275	9.1421	8.2795	8.0721	7.2479	6.0637	6.3741	6.0228	8.3002	8.3906	8.9442	7.3456	9.23	9.7558	7.7929	7.1647	10.3468	9.1055	9.0012	5.6107	6.7255	5.6586	7.7099	9.881	6.4871	5.3041	5.5116	9.5902	10.2401	6.4333	8.2681
U133A__CTSL2	6.6891	6.6544	7.9888	6.1776	5.8575	7.9594	6.6191	10.2184	5.7305	6.0333	7.4727	7.4576	7.8409	7.0974	6.0122	8.0945	7.7367	8.1816	5.7412	7.1939	6.6615	6.6808	8.3407	7.0612	5.8619	6.3803	7.5018	5.5789	6.5624	6.5317	6.8619	5.7468	7.4294	6.7808	5.8074	7.2087	6.9109	6.678	7.0021
U133A__SPRY4	9.1625	7.666	6.7206	7.0909	6.6778	6.1402	6.2326	6.5822	6.2255	6.1928	6.858	6.8281	6.4451	6.6843	6.3436	6.0899	6.4449	6.0177	6.9419	6.1993	6.3284	6.8972	6.7042	8.6704	9.0079	6.9669	6.9797	7.1359	7.2561	6.6597	6.6632	7.669	6.9477	7.7472	7.2227	6.3081	7.6452	6.1551	6.3391
U133A__PFKFB3	6.4163	5.8115	6.0536	6.5643	8.0618	6.4057	5.4033	5.7092	4.2179	5.9599	5.4297	6.8708	5.8142	6.5936	6.17	5.7306	5.9454	7.4158	5.4595	5.3191	5.7956	6.0067	7.654	6.5726	5.85	5.5781	7.4072	5.907	5.1845	4.5678	5.6563	5.1913	4.7671	6.7484	7.6179	8.8019	8.5879	5.527	6.0006
U133A__FOXA1	9.1328	7.7572	6.523	9.0263	9.4147	4.7595	8.7472	5.2283	5.7444	8.14	5.0961	5.822	6.5694	7.5076	8.8813	6.9658	5.4233	5.6401	5.6268	8.3942	8.6803	9.0814	4.7116	8.5308	5.3926	8.8057	8.3218	9.2428	7.9736	5.241	5.689	5.6432	8.73	9.3117	8.6746	8.6077	7.9866	8.9553	8.3695
