Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg24522076__MLLT7	0.4487	0.02465	0.038033	0.03023	0.03084	0.074347	0.027345	0.021836	0.39505	0.26231	0.031429	0.030792	0.044158	0.094771	0.34755	0.055666	0.38949	0.21236	0.023682	0.023885	0.028538	0.049964	0.026516	0.4157	0.15937	0.03257	0.090398	0.46346	0.049732	0.021684	0.035283	0.17668	0.025394	0.025887	0.26796	0.063271	0.039041	0.048988	0.026063
Meth__cg06577005__DHDDS	0.71863	0.055503	0.07696	0.30454	0.10177	0.52275	0.31878	0.055737	0.077985	0.092941	0.041511	0.14124	0.13012	0.054937	0.062252	0.13297	0.091398	0.039346	0.14943	0.099431	0.23592	0.13483	0.089076	0.04906	0.85323	0.60093	0.058381	0.13963	0.071293	0.03745	0.32239	0.22277	0.070878	0.029004	0.072879	0.17279	0.061565	0.085577	0.49144
Meth__cg16330965__SNAPC5	0.24942	0.080318	0.22225	0.23486	0.39785	0.07524	0.092328	0.55567	0.24476	0.1189	0.79012	0.6688	0.36718	0.12116	0.4802	0.18202	0.20372	0.19814	0.53266	0.41749	0.40002	0.87764	0.17742	0.8453	0.14978	0.18121	0.13447	0.28856	0.1714	0.25539	0.076956	0.069992	0.1405	0.2679	0.049528	0.14331	0.17374	0.43671	0.12769
Meth__cg26516759__BMP7	0.54377	0.04131	0.048821	0.033763	0.024196	0.81919	0.15332	0.044237	0.066597	0.092884	0.10191	0.037619	0.23335	0.74379	0.05554	0.030405	0.031164	0.069931	0.029195	0.51389	0.44036	0.87963	0.058903	0.69886	0.88409	0.035779	0.066597	0.9014	0.050985	0.028257	0.041776	0.029442	0.026734	0.018844	0.39169	0.11496	0.099948	0.083409	0.046586
Meth__cg06139836__EBF3	0.52184	0.039021	0.25049	0.07263	0.059202	0.84466	0.84846	0.16887	0.036056	0.62053	0.06288	0.12835	0.60702	0.2197	0.047723	0.041108	0.16567	0.11475	0.04273	0.64793	0.52613	0.25554	0.041066	0.4363	0.66854	0.46212	0.11467	0.77453	0.082158	0.038211	0.04557	0.31274	0.039935	0.041669	0.85535	0.061913	0.058442	0.045076	0.044779
Meth__cg16124337__UBE2J1	0.080895	0.14801	0.13841	0.085117	0.3382	0.35391	0.15084	0.064767	0.4703	0.56079	0.065873	0.057075	0.40439	0.12083	0.41476	0.077443	0.1667	0.12898	0.50848	0.079794	0.35953	0.33767	0.06028	0.21344	0.7158	0.095868	0.10852	0.11934	0.29128	0.048379	0.057097	0.58596	0.57498	0.044094	0.20048	0.15699	0.044728	0.05315	0.46699
Meth__cg04981414__POMT1	0.066015	0.055713	0.91839	0.045001	0.060533	0.033255	0.073624	0.028208	0.038658	0.038381	0.053935	0.34071	0.08055	0.034878	0.27181	0.063082	0.034292	0.096239	0.067654	0.049546	0.058804	0.051427	0.076159	0.041499	0.093473	0.051315	0.092961	0.12238	0.056504	0.069866	0.040255	0.049775	0.12224	0.78253	0.052474	0.11788	0.10125	0.057357	0.073698
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.24307	0.10138	0.042337	0.92337	0.93411	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.57655	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.090924	0.040507	0.38648	0.92884	0.4383	0.12573	0.82717	0.67958	0.14752	0.053351	0.10631	0.044819	0.40495	0.95312	0.87763	0.054991	0.6243	0.92087
Meth__cg19177941__ALDH1A3	0.65452	0.11564	0.04902	0.86285	0.7929	0.97054	0.86933	0.15491	0.041659	0.77254	0.9603	0.040326	0.043047	0.87113	0.052804	0.074262	0.087499	0.075738	0.088324	0.54452	0.69424	0.49036	0.071282	0.38632	0.81726	0.62711	0.4558	0.71795	0.099593	0.46801	0.055653	0.63404	0.085723	0.037034	0.6284	0.33599	0.064319	0.53313	0.82475
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.89045	0.49069	0.14346	0.89734	0.066634	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.045545	0.20721	0.11607	0.81098	0.11559	0.85596	0.16372	0.080597	0.085484	0.8779	0.078094	0.84344	0.083305	0.23253	0.072633	0.13885	0.42263	0.10951	0.86493	0.32626	0.063749	0.049729	0.074136	0.83956	0.064022	0.058976
Meth__cg02058918__GABBR2	0.94139	0.06917	0.087121	0.080334	0.08012	0.48256	0.95193	0.04975	0.067283	0.089428	0.37945	0.06458	0.37093	0.20005	0.066302	0.072844	0.070762	0.12195	0.066492	0.66331	0.49315	0.55761	0.091487	0.65936	0.88019	0.11015	0.11496	0.92766	0.11824	0.080908	0.06147	0.078861	0.065558	0.050267	0.63484	0.14317	0.11604	0.47099	0.30749
Meth__cg24599739__DDT	0.026185	0.55288	0.96762	0.97456	0.13907	0.031453	0.4202	0.97818	0.12049	0.96723	0.028793	0.04171	0.95969	0.53901	0.37469	0.96726	0.025299	0.26369	0.60455	0.64339	0.96772	0.029468	0.55407	0.39723	0.048058	0.035868	0.055177	0.047608	0.43616	0.86588	0.026071	0.020525	0.6929	0.59113	0.018443	0.058155	0.035451	0.56346	0.95016
Meth__cg13904968__PCK1	0.22638	0.029321	0.84031	0.77681	0.30093	0.22964	0.11873	0.91737	0.17542	0.27324	0.7301	0.79833	0.73655	0.04978	0.12029	0.6354	0.83553	0.080703	0.053446	0.71984	0.52464	0.4173	0.65725	0.46327	0.24246	0.069437	0.1143	0.10702	0.052067	0.40072	0.046142	0.077045	0.39179	0.045305	0.59085	0.18162	0.84146	0.37982	0.33507
Meth__cg22424444__TOLLIP	0.10094	0.9322	0.059372	0.72383	0.27583	0.78316	0.23379	0.10221	0.76155	0.39618	0.061843	0.51628	0.77123	0.88917	0.61813	0.12382	0.10192	0.1663	0.080916	0.11346	0.08943	0.4458	0.72343	0.21328	0.8913	0.89195	0.1021	0.83568	0.81409	0.048869	0.066267	0.57236	0.084304	0.07687	0.10431	0.85661	0.34285	0.88931	0.90335
Meth__cg08558873__ZNF214	0.017725	0.013859	0.9049	0.19296	0.018913	0.45861	0.058932	0.48442	0.0134	0.018878	0.33448	0.20582	0.53777	0.25653	0.069827	0.025684	0.014812	0.30624	0.017775	0.70088	0.73614	0.015463	0.17269	0.014986	0.082498	0.080416	0.077785	0.029144	0.027794	0.23505	0.020834	0.017947	0.014011	0.030514	0.020051	0.024956	0.030331	0.02492	0.020849
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.1414	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.09923	0.65817	0.076453	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.56297	0.075446	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg16924616__DLX5	0.56161	0.1086	0.92651	0.39425	0.14641	0.93601	0.95049	0.024187	0.032921	0.50429	0.031693	0.91253	0.13295	0.93903	0.051339	0.042455	0.036687	0.30841	0.031771	0.56542	0.54657	0.23523	0.045858	0.46129	0.89313	0.048207	0.73679	0.81025	0.78007	0.046199	0.10841	0.26663	0.040611	0.033293	0.95006	0.9066	0.055602	0.66985	0.39188
Meth__cg02729352__ZNF432	0.056702	0.035899	0.5938	0.38553	0.040366	0.045263	0.053541	0.33365	0.034326	0.045764	0.074835	0.058303	0.60185	0.033227	0.13633	0.056146	0.047628	0.12461	0.045	0.62046	0.049038	0.043394	0.075684	0.052107	0.11144	0.048654	0.11876	0.13846	0.071593	0.045135	0.055451	0.069763	0.039731	0.46946	0.54918	0.070136	0.059226	0.10493	0.064306
Meth__cg26660414__SLC7A8	0.089981	0.083658	0.89626	0.86328	0.40122	0.89037	0.084633	0.92933	0.086597	0.38148	0.86811	0.91943	0.86861	0.14047	0.12852	0.91157	0.23034	0.66788	0.5971	0.92373	0.8887	0.077953	0.74028	0.049862	0.67306	0.051548	0.10422	0.1539	0.20126	0.043478	0.91456	0.49966	0.90458	0.57687	0.14877	0.10077	0.060355	0.88919	0.85983
Meth__cg18979491__LBP	0.17217	0.048797	0.63837	0.51741	0.26538	0.088703	0.3393	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.11815	0.064395	0.13314	0.061055	0.070701	0.3416	0.076672	0.12134	0.053702	0.2705	0.15196	0.097749
Meth__cg10401803__TAF1	0.60631	0.042352	0.038402	0.042156	0.42147	0.038062	0.061496	0.0366	0.45941	0.61886	0.035581	0.029068	0.045287	0.45188	0.47325	0.51611	0.50287	0.40593	0.04022	0.03658	0.043339	0.56818	0.080113	0.51424	0.074005	0.04531	0.40975	0.49149	0.21685	0.03964	0.041572	0.58546	0.034039	0.039203	0.4987	0.06615	0.48124	0.40777	0.040214
Meth__cg16632715__HOXD11	0.95203	0.33728	0.64178	0.81954	0.37255	0.9606	0.95826	0.92378	0.059422	0.049872	0.17427	0.11438	0.10019	0.65259	0.04656	0.29829	0.27507	0.11581	0.2443	0.59378	0.75352	0.874	0.036818	0.9605	0.89375	0.44406	0.1788	0.9199	0.87117	0.048024	0.049211	0.063466	0.034373	0.029254	0.42565	0.36151	0.46403	0.9529	0.95176
Meth__cg02248486__HOXA5	0.63573	0.19504	0.96565	0.62093	0.45163	0.47729	0.94717	0.034478	0.37397	0.62043	0.067124	0.077656	0.40564	0.95366	0.4758	0.074411	0.055672	0.06056	0.052122	0.052438	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.9223	0.60598	0.4491	0.052507	0.058033	0.059939	0.46593	0.94598	0.93058	0.073473	0.95036	0.94801
Meth__cg24924779__KCNG1	0.45081	0.059255	0.53987	0.13994	0.076837	0.80165	0.4482	0.067664	0.055079	0.10756	0.076121	0.067438	0.28217	0.24394	0.053203	0.047206	0.39338	0.081816	0.10243	0.5414	0.64972	0.43225	0.10991	0.18484	0.89723	0.071283	0.11522	0.89282	0.087164	0.044417	0.08453	0.36938	0.085147	0.047252	0.57945	0.11175	0.1233	0.048887	0.039899
Meth__cg19461644__COL15A1	0.6587	0.087179	0.74486	0.12921	0.089224	0.85744	0.87387	0.29893	0.059756	0.12353	0.67137	0.12955	0.49181	0.35872	0.095735	0.090616	0.089669	0.14266	0.083586	0.87249	0.88091	0.61435	0.58161	0.86774	0.83682	0.1539	0.095869	0.85401	0.12228	0.080576	0.16915	0.19874	0.072132	0.070324	0.84434	0.86129	0.066615	0.68947	0.68799
Meth__cg00096922__DLX5	0.30221	0.057017	0.2724	0.055451	0.030236	0.32999	0.30697	0.059143	0.058187	0.048798	0.047004	0.65195	0.071389	0.047427	0.035272	0.046404	0.034129	0.17173	0.046309	0.0255	0.17677	0.12177	0.043787	0.11942	0.77153	0.065611	0.11387	0.62253	0.19287	0.045366	0.038395	0.052008	0.043959	0.047108	0.57231	0.16577	0.06333	0.068547	0.046815
Meth__cg17345480__SPPL3	0.053196	0.078066	0.3816	0.11973	0.13251	0.085106	0.091727	0.066082	0.4749	0.080278	0.099898	0.48452	0.32185	0.070881	0.43245	0.11413	0.06606	0.25609	0.47561	0.071011	0.089898	0.1098	0.115	0.097457	0.12405	0.070458	0.093686	0.13637	0.16923	0.066223	0.060994	0.058386	0.24593	0.061561	0.076463	0.088125	0.096135	0.11241	0.10041
Meth__cg10539712__LYN	0.039092	0.11779	0.076111	0.062704	0.079822	0.88486	0.34458	0.071227	0.037709	0.39811	0.037561	0.060118	0.041841	0.10999	0.041893	0.072131	0.037619	0.10118	0.021652	0.16435	0.85782	0.57656	0.06039	0.43048	0.10941	0.056431	0.062754	0.90998	0.34584	0.038843	0.038389	0.034761	0.021981	0.052748	0.079535	0.1438	0.052309	0.047396	0.044305
Meth__cg14833160__BAX	0.047694	0.035066	0.073237	0.47436	0.2788	0.12173	0.056618	0.074024	0.050979	0.042296	0.082776	0.191	0.29117	0.17248	0.11928	0.20602	0.20504	0.14585	0.038242	0.14999	0.062622	0.04353	0.078313	0.044614	0.077563	0.18716	0.071218	0.10033	0.12736	0.044503	0.05328	0.051049	0.21688	0.12434	0.033332	0.096128	0.061676	0.05748	0.060105
Meth__cg27465566__TRIO	0.024397	0.27295	0.84884	0.83913	0.65135	0.48962	0.11579	0.48689	0.028903	0.047022	0.12145	0.42972	0.82892	0.028083	0.090203	0.36551	0.080993	0.34613	0.094946	0.32659	0.22242	0.41645	0.025444	0.42055	0.06595	0.039658	0.3364	0.052355	0.33801	0.038261	0.044263	0.28959	0.54768	0.57793	0.36802	0.026888	0.048818	0.36534	0.3877
Meth__cg19356189__KLK10	0.11129	0.082353	0.92857	0.41018	0.39302	0.11997	0.24895	0.34246	0.32816	0.078506	0.5566	0.91555	0.57589	0.071381	0.24072	0.68844	0.4355	0.30062	0.06801	0.18811	0.18347	0.90827	0.22113	0.14488	0.12476	0.41859	0.12415	0.20444	0.11531	0.24514	0.0795	0.10198	0.21146	0.44753	0.71902	0.13391	0.13097	0.15143	0.13023
Meth__cg18555117__DDHD1	0.094536	0.089065	0.78227	0.52691	0.40008	0.6985	0.10845	0.083005	0.7439	0.065931	0.51025	0.44526	0.2897	0.15316	0.47291	0.099454	0.065421	0.49451	0.45317	0.16853	0.068907	0.099078	0.32762	0.18513	0.28706	0.081783	0.18104	0.18105	0.13339	0.097489	0.079931	0.43201	0.4124	0.15924	0.067898	0.25932	0.073226	0.11094	0.10917
Meth__cg27321979__C15orf27	0.068457	0.066685	0.326	0.3542	0.12458	0.097992	0.16241	0.84338	0.088831	0.071757	0.29111	0.23347	0.26304	0.065338	0.11055	0.088442	0.094164	0.15892	0.25661	0.11644	0.092175	0.066573	0.084666	0.11273	0.14418	0.11424	0.12164	0.15696	0.17587	0.082017	0.10813	0.068025	0.13926	0.10677	0.21288	0.14294	0.077513	0.1215	0.091899
Meth__cg13958614__FOXD1	0.19846	0.085385	0.092532	0.09293	0.044101	0.052312	0.88175	0.14169	0.041184	0.062029	0.068294	0.032711	0.086414	0.89939	0.041285	0.086733	0.088682	0.16677	0.045584	0.47162	0.5081	0.57108	0.064971	0.59489	0.86824	0.086926	0.63331	0.48553	0.12866	0.052463	0.046171	0.063003	0.048512	0.060332	0.89858	0.5279	0.052637	0.058232	0.061593
Meth__cg17387870__CHFR	0.065444	0.060594	0.66855	0.12198	0.38011	0.2052	0.067933	0.3524	0.11855	0.10856	0.35159	0.73465	0.33922	0.073339	0.10819	0.20545	0.086244	0.23614	0.475	0.33792	0.050667	0.16568	0.087859	0.080194	0.82164	0.20646	0.39295	0.17496	0.13169	0.057787	0.12255	0.34958	0.28736	0.22536	0.23636	0.22336	0.10377	0.40855	0.87303
Meth__cg26024531__CHAF1B	0.065669	0.043904	0.12365	0.35682	0.17255	0.05109	0.058591	0.089276	0.080285	0.081214	0.053254	0.16624	0.16794	0.064509	0.0841	0.087896	0.050793	0.060915	0.082639	0.303	0.069755	0.13659	0.12357	0.6612	0.23529	0.15015	0.08986	0.12426	0.060253	0.057989	0.046172	0.066658	0.071246	0.11416	0.045381	0.075472	0.10056	0.32696	0.077093
Meth__cg26955512__HDAC8	0.57107	0.075007	0.093328	0.084228	0.16325	0.093215	0.083644	0.064606	0.11919	0.077046	0.08743	0.070504	0.094998	0.1366	0.11019	0.093735	0.12387	0.14291	0.062987	0.072634	0.074301	0.56456	0.088139	0.54457	0.10613	0.082117	0.12153	0.2665	0.10234	0.073417	0.088685	0.21109	0.06713	0.085272	0.14961	0.19644	0.10919	0.10027	0.097881
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.53519	0.052368	0.053964	0.066556	0.076233	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.074398	0.10108	0.092776	0.13985	0.058107	0.15634	0.16008	0.076482	0.087938	0.084439	0.058226	0.25015	0.071174	0.061363	0.086528	0.077661	0.078665	0.084746
Meth__cg01143454__C20orf141	0.066652	0.029496	0.031545	0.089608	0.045641	0.12984	0.087075	0.040895	0.041067	0.14698	0.044435	0.032523	0.048417	0.40971	0.043276	0.082435	0.024153	0.066499	0.036901	0.099003	0.12698	0.16071	0.048466	0.37609	0.09199	0.11102	0.067956	0.24896	0.085023	0.059621	0.041952	0.058305	0.57343	0.045775	0.1355	0.22183	0.05396	0.24796	0.17852
Meth__cg14601560__SCLY	0.094461	0.08518	0.14165	0.16414	0.080434	0.084485	0.096664	0.67811	0.082814	0.097187	0.11528	0.10229	0.14468	0.073566	0.10303	0.095025	0.09425	0.17969	0.11028	0.12511	0.09561	0.095213	0.11154	0.10431	0.10764	0.098058	0.11868	0.13529	0.12503	0.099448	0.092221	0.082875	0.093346	0.091927	0.088259	0.09594	0.084868	0.081757	0.091196
Meth__cg18676679__BANP	0.047315	0.043622	0.027332	0.032203	0.055861	0.098136	0.046171	0.030761	0.042991	0.044334	0.040649	0.04045	0.072864	0.234	0.03304	0.033059	0.032317	0.033639	0.026013	0.039009	0.035645	0.20648	0.049339	0.028215	0.25117	0.36155	0.080698	0.059701	0.084036	0.024062	0.027124	0.038891	0.048277	0.028592	0.039014	0.097318	0.045418	0.04398	0.04522
Meth__cg02723533__CCND1	0.015932	0.026104	0.98322	0.6518	0.51424	0.98462	0.026745	0.79339	0.98617	0.77529	0.98443	0.98863	0.93881	0.062791	0.94224	0.98802	0.98918	0.97175	0.98434	0.1761	0.15033	0.25454	0.98491	0.42618	0.044692	0.3249	0.099099	0.086387	0.073504	0.9629	0.99205	0.98104	0.49212	0.066662	0.044368	0.13932	0.091317	0.45041	0.020733
Meth__cg09044743__PANK4	0.05407	0.046202	0.13045	0.69989	0.70409	0.085507	0.064025	0.12681	0.057755	0.069729	0.16758	0.14104	0.14295	0.073099	0.081247	0.078209	0.07428	0.15611	0.047663	0.14571	0.30804	0.046167	0.20263	0.14578	0.073667	0.62169	0.08452	0.36285	0.1959	0.053698	0.042783	0.050547	0.096017	0.27602	0.043757	0.097832	0.095741	0.25782	0.087561
Meth__cg13694867__SIM2	0.13524	0.038007	0.076635	0.036648	0.026311	0.58798	0.58013	0.075711	0.12015	0.046886	0.047533	0.052806	0.11566	0.018707	0.13061	0.033674	0.038773	0.11532	0.018893	0.095414	0.053629	0.48508	0.062391	0.55176	0.72921	0.077486	0.0576	0.6712	0.069622	0.14115	0.054991	0.031887	0.024476	0.026271	0.5204	0.069623	0.039488	0.044503	0.23879
Meth__cg11882252__LOC134147	0.082366	0.69514	0.94994	0.063967	0.042309	0.051507	0.050095	0.96587	0.9426	0.064345	0.063868	0.8972	0.70932	0.032713	0.79672	0.86034	0.036988	0.42928	0.04345	0.79122	0.055378	0.055562	0.68874	0.056468	0.1225	0.052794	0.052945	0.10497	0.51784	0.066362	0.15225	0.051902	0.28066	0.25607	0.049856	0.14241	0.079722	0.065805	0.07752
Meth__cg01837719__FUT9	0.43626	0.16398	0.415	0.056259	0.10559	0.43245	0.8816	0.065994	0.077476	0.11396	0.89043	0.056332	0.87993	0.90781	0.063885	0.090042	0.080842	0.091839	0.057705	0.062683	0.072589	0.72819	0.093416	0.39653	0.75357	0.52459	0.14798	0.095204	0.095466	0.063914	0.52567	0.24389	0.88086	0.076381	0.89157	0.72777	0.84681	0.10896	0.073024
Meth__cg00263760__VAX1	0.84826	0.044353	0.079678	0.0481	0.048373	0.54936	0.9442	0.96217	0.20193	0.83211	0.083951	0.9405	0.18554	0.59299	0.18005	0.070842	0.0461	0.11297	0.048861	0.94569	0.94481	0.56289	0.057688	0.49716	0.86845	0.62871	0.35438	0.60632	0.15439	0.047594	0.054054	0.12095	0.03238	0.051569	0.93151	0.9245	0.050056	0.91741	0.90873
Meth__cg15239123__SMOC1	0.95158	0.7168	0.52987	0.69414	0.60681	0.73334	0.57074	0.062623	0.039704	0.92938	0.31621	0.053545	0.76533	0.5167	0.30559	0.039071	0.16967	0.063723	0.12442	0.93369	0.94518	0.94673	0.072842	0.060604	0.86867	0.13486	0.063318	0.88557	0.074772	0.038584	0.032389	0.033173	0.47895	0.037445	0.94194	0.74841	0.040817	0.5322	0.81818
Meth__cg13797282__CARD10	0.14219	0.2719	0.073431	0.19278	0.059984	0.08425	0.093866	0.2263	0.4958	0.075215	0.079555	0.12621	0.082285	0.37054	0.45465	0.087782	0.13445	0.074271	0.056263	0.069648	0.17905	0.057721	0.073544	0.5092	0.10685	0.30859	0.078433	0.67464	0.12966	0.88728	0.057904	0.84594	0.040549	0.087533	0.4542	0.14079	0.083327	0.12356	0.06896
Meth__cg04112019__IGF2AS	0.26588	0.18084	0.19996	0.20226	0.12886	0.4375	0.73293	0.1425	0.17679	0.17377	0.19098	0.26721	0.25015	0.16801	0.18175	0.18015	0.16534	0.29384	0.17735	0.93673	0.88001	0.36158	0.17236	0.6832	0.88841	0.8324	0.21473	0.72873	0.2122	0.14577	0.24014	0.15493	0.15302	0.1654	0.57836	0.52136	0.1884	0.15621	0.14052
Meth__cg17210604__HIC1	0.031807	0.023268	0.97968	0.042098	0.060549	0.021892	0.038967	0.020654	0.026981	0.042391	0.59423	0.051207	0.51646	0.033977	0.041374	0.068177	0.029758	0.10953	0.021768	0.1405	0.03125	0.076209	0.91636	0.061718	0.91994	0.070513	0.073154	0.12463	0.066732	0.51941	0.029494	0.055239	0.96217	0.96901	0.87065	0.10733	0.066321	0.17695	0.045668
Meth__cg16029760__OSTbeta	0.039272	0.039868	0.047415	0.60108	0.046524	0.039009	0.051263	0.16268	0.043643	0.040824	0.90243	0.85222	0.87137	0.058818	0.045216	0.049565	0.046274	0.82459	0.38137	0.031479	0.037736	0.041392	0.038088	0.030542	0.09209	0.032676	0.087503	0.064876	0.065436	0.048586	0.075156	0.054881	0.88702	0.043402	0.031825	0.064177	0.039132	0.49803	0.62299
Meth__cg19959519__NF1	0.040335	0.11284	0.083734	0.05733	0.062264	0.031581	0.069555	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.051979	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.063143	0.086012	0.071316	0.047725	0.094103	0.039591	0.12895	0.045296	0.036734	0.038276	0.23808	0.16861	0.039914	0.040475	0.056838	0.046934	0.029727
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.71993	0.72257	0.079727	0.81308	0.041119	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.23209	0.83995	0.039296	0.80353	0.22128	0.20157	0.065789	0.14739	0.35135	0.83626	0.28397	0.70635	0.17797	0.13073	0.095624	0.21359	0.053552	0.10004
