Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__CD164	8.8299	7.4328	7.8665	9.2592	7.0173	6.725	7.417	6.2788	6.6028	7.1499	7.0635	7.0555	8.4732	7.2985	8.7913	7.3645	5.813	8.0951	6.2029	6.6221	7.6965	7.5817	6.8808	8.2318	6.227	8.7748	8.5415	7.5779	7.1225	6.9702	6.1841	7.3245	9.5526	8.5094	9.2897	7.6503	8.2668	9.5015	7.5031
U133A__CDS1	6.9342	8.169	7.1014	6.1529	6.9943	4.6661	6.6883	5.7098	6.1086	5.7983	6.1974	6.6959	6.7502	7.3118	6.8258	6.321	5.7782	6.6791	5.005	6.6497	6.3397	7.0044	4.9123	6.9792	5.0018	7.4359	6.9108	6.7669	7.3771	4.7441	6.4201	5.4182	9.0847	7.0352	6.8814	6.4939	6.8096	7.0282	7.4944
U133A__PCK2	6.284	6.7214	6.7969	7.826	7.0049	6.9382	7.006	6.6359	6.756	6.5554	5.8093	6.4794	7.416	6.5607	6.4475	6.7694	6.1271	8.2428	6.1926	7.1246	7.2563	7.2173	6.0304	7.2309	6.7161	7.0416	6.961	7.5692	6.43	7.0357	6.5541	5.9544	9.2728	8.7286	8.2243	6.6431	6.8268	6.8368	7.7107
U133A__SNX7	7.2258	6.9361	6.6633	6.3575	7.242	8.2264	6.3147	7.2735	6.4903	7.5596	7.2552	8.0102	8.1539	7.6537	5.9321	7.1316	8.3416	7.9242	8.5314	5.7752	7.1402	5.4831	8.5363	5.4501	9.0729	6.7602	6.3801	7.3553	7.4533	9.1969	8.5021	8.5449	5.1871	6.7639	5.9201	4.634	7.2475	6.574	7.2083
U133A__SORL1	5.7086	8.3488	6.9424	6.2947	7.7962	3.6815	5.7057	7.3847	5.8328	7.1687	4.6981	6.6514	5.1493	4.9174	7.6933	5.6486	4.043	5.3373	4.3902	5.4828	4.6985	6.2511	4.3243	7.3687	3.9044	7.8562	7.1221	6.9027	7.7997	4.4591	4.9864	4.7273	7.0604	8.2421	7.5793	7.4088	8.5574	6.4981	5.8997
U133A__INPP1	4.5957	4.4569	5.3404	4.9835	4.834	5.0794	5.1826	5.963	4.6759	5.639	5.6827	7.4891	8.6164	5.1384	5.405	5.9736	7.2265	6.8993	6.1595	5.0695	5.2167	5.3192	7.3656	4.5652	7.1876	5.2332	5.0871	5.2625	4.6214	5.2558	5.5906	7.2272	4.1464	6.4462	4.8667	4.4657	5.4371	4.7565	4.867
U133A__SOD2	5.5088	6.9736	6.9797	4.881	5.1914	7.7208	5.6061	6.6548	7.6545	5.7471	8.3722	7.9873	6.5132	7.3532	5.9588	7.7653	6.3289	7.5586	6.3059	5.2549	6.0585	6.0706	8.5843	5.3729	5.5954	5.823	6.3231	5.1422	6.0321	7.3062	8.7586	9.3681	4.9814	6.4789	6.5449	5.6744	6.295	4.8445	6.1557
U133A__CLIC3	4.5666	8.3548	7.3076	6.491	6.4612	3.6425	6.6116	6.5625	4.1162	9.4396	3.2494	4.1193	7.3005	3.2852	7.8558	3.5136	3.8325	4.8032	3.4001	4.7747	7.6637	4.0788	3.6152	7.5984	3.714	6.3844	4.7366	7.8342	6.9665	3.6517	3.9377	4.0323	7.4723	8.2999	4.2879	9.4402	9.412	5.9785	6.9891
U133A__CSRP2	4.6788	4.979	4.1554	5.0201	4.0119	7.7089	4.3732	5.1256	8.5335	4.1902	5.8713	8.9537	4.8602	4.5477	5.8602	6.7445	6.1986	3.8214	6.0008	4.9673	4.4735	5.2102	6.9489	4.3389	7.2707	5.5783	4.5925	4.4372	4.4089	6.4662	6.4077	5.9498	4.0688	4.8518	4.6758	4.0357	4.863	4.0661	5.474
U133A__GLS	4.4195	5.7518	7.2918	4.0759	4.3543	6.6791	3.7784	7.3472	5.1229	5.2186	7.3126	7.012	5.7987	5.3433	5.3827	5.5398	7.1731	7.3676	5.5516	5.2015	5.0259	4.7226	6.4009	4.2736	7.034	4.1183	4.9112	3.4156	4.8237	7.9906	6.7428	6.0561	4.4919	4.9067	4.4406	4.5268	4.8293	4.3555	4.9851
U133A__GATA3	4.3432	3.6303	5.3574	5.039	9.974	4.1358	8.5593	2.9041	5.2215	8.0058	4.0984	4.9866	4.7334	5.0131	7.9089	3.0972	5.915	5.4572	3.2756	8.2784	9.0129	8.8407	2.9786	7.4635	3.0718	7.1761	6.9304	9.0051	4.2017	3.2494	3.2905	2.7796	8.2158	5.6253	7.0477	8.5736	7.9187	6.4257	8.156
U133A__GALNT7	10.2749	7.7966	5.6985	7.8677	6.8942	5.9383	6.9964	6.6851	5.6639	3.9737	5.7113	6.7685	7.3988	7.0344	7.7397	4.6655	5.1799	8.3199	6.9868	6.8564	5.8593	6.8119	5.811	7.398	7.0977	8.8145	8.7549	8.0766	7.524	6.8101	7.2673	6.1104	10.1522	8.9872	9.6661	5.5302	7.9458	7.9301	7.8191
U133A__CAV2	3.628	3.1779	7.8332	3.3923	3.0698	7.8986	2.8462	7.2226	3.0586	4.8437	4.7763	8.5945	8.2912	7.4602	3.682	7.035	7.4937	8.1446	7.6605	4.8362	4.751	3.1371	7.6109	3.3443	7.438	2.9043	3.4366	3.0974	3.3199	7.4425	7.9614	7.5886	3.3399	6.4715	4.8789	2.8856	3.9524	2.9463	2.6443
U133A__PPFIBP2	6.7549	6.3345	4.8049	7.4348	6.1149	4.4968	6.0418	6.4455	5.3026	5.1869	5.4586	4.7554	5.4037	4.6165	7.4999	5.2311	4.6232	5.0742	4.2075	5.4242	4.8287	5.6702	4.5175	7.6244	4.6322	6.4314	7.3432	7.8022	6.3835	5.0991	4.7511	4.6531	7.8773	6.6225	6.8047	4.696	7.4245	6.0795	4.9504
