Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	-1	1	-1	-1
EA_G__ARRB1	8.2889	9.278	8.6028	9.8252	9.1138	7.2888	9.9283	8.1013	10.1215	7.5478	8.8726	9.7235	8.7038	5.9949	7.766	8.4052	8.3822	9.0201	6.4387	7.4618	8.705	7.8793	8.548	9.302	11.1235	8.3332	10.9277	8.1342	8.6984	8.8635	8.7944	9.5879	6.4149	7.6542	5.28	8.8767	8.3635	9.7353	8.9914	9.19	7.8939	7.5003
EA_G__CD44	5.0643	6.221	10.4901	5.8402	7.147	9.4203	5.0229	11.129	6.7431	8.6542	5.9841	8.2408	10.1261	11.6066	10.3665	10.8891	4.2923	6.5189	10.2825	8.6214	8.932	10.7718	5.0212	5.5111	8.1534	9.6122	6.1197	8.8998	8.3912	8.3341	5.0009	5.3355	9.4761	9.5375	9.1489	4.4169	9.289	4.2538	7.4487	7.7525	7.9545	4.4431
EA_G__ETS1	3.8667	4.805	5.9815	3.8221	3.5321	9.1987	3.7611	9.7835	5.4674	8.8179	3.5174	3.7092	9.0214	8.4312	8.6336	7.6481	4.1411	4.2609	8.9186	6.6496	6.1098	7.8626	4.2242	4.1251	3.6311	8.5584	3.7782	8.8462	3.44	3.778	4.6855	4.7509	7.741	7.9709	8.314	4.3718	5.9158	4.288	4.0329	3.9583	4.1234	3.7159
EA_G__PPFIBP2	7.8433	6.5176	5.6898	8.685	6.6337	5.3909	6.8131	5.2124	6.2853	5.3868	7.7925	5.6154	5.8536	4.9366	5.4374	5.497	7.8702	7.7047	5.6356	5.98	5.7397	4.7978	6.5585	6.3397	6.9949	4.0523	8.1624	5.0389	7.4755	8.9514	7.7945	6.9673	5.7632	5.0592	4.8184	8.3164	7.5942	7.3962	6.0261	6.8366	6.9521	5.8403
EA_G__SLC24A3	6.1884	5.8567	4.866	7.6921	8.927	4.9069	8.2005	5.4026	8.4196	5.6591	7.088	7.3408	6.854	5.1651	4.81	5.1148	6.8799	7.4995	5.2071	4.6949	7.2516	7.5909	6.3113	7.6462	7.4927	4.6514	6.4122	4.8684	7.4147	6.5707	7.3839	6.6887	4.7718	5.043	4.925	7.853	6.2864	7.3459	7.4011	6.4345	6.9271	6.0728
EA_G__SERPINE2	4.0868	4.5291	7.1362	5.0367	4.5921	8.5856	4.3339	6.6648	6.196	10.0503	4.0924	4.3624	6.511	6.4522	5.0436	6.2877	4.351	4.4667	7.9244	5.5267	4.4716	8.6674	4.8736	4.5462	4.2566	7.5002	4.6258	6.157	6.2779	4.8582	4.7758	4.3674	6.3207	7.4697	5.5084	4.4828	4.7034	4.6027	4.4743	4.4909	4.3197	4.6893
EA_G__FOSL1	5.7631	6.0413	7.5462	6.1458	5.9209	7.919	5.8606	9.0589	5.8613	8.9972	6.4142	5.6608	6.5225	9.6121	8.7498	8.1476	6.1033	5.9831	8.443	7.8496	6.2968	9.5414	6.2276	6.2266	5.9202	7.7186	6.2518	9.0294	6.0945	5.7333	6.9064	6.1028	9.2315	7.675	8.8965	6.0134	6.702	6.2235	6.2177	6.1091	6.0999	6.6548
EA_G__TSPAN15	10.7984	9.8778	9.8263	10.9843	10.8123	5.9455	9.6871	8.6585	7.7059	7.1726	10.0108	11.304	6.5389	8.5996	8.2911	9.3744	10.6364	10.3737	8.5205	6.7083	9.9074	5.7659	10.1381	9.8403	10.1996	8.4957	10.7309	8.9092	9.9043	11.0955	10.7178	10.8031	5.8294	6.72	5.9083	10.8783	9.4913	9.7656	9.5826	10.1287	9.2614	9.4224
EA_G__ABCC4	4.0162	7.9015	4.1881	5.887	4.057	7.9337	4.8344	7.9145	4.1608	6.591	4.2718	3.7883	7.984	6.0505	5.8245	6.6924	4.4895	4.194	6.9176	7.1819	4.3603	7.2826	6.884	5.8639	4.3607	8.2748	5.4801	6.8775	5.2767	6.6107	4.9413	5.1307	6.5936	6.4059	7.3103	6.1696	4.4039	4.3086	4.4926	5.0538	4.9592	6.3257
EA_G__TMEM63C	7.9641	8.592	6.0696	8.7886	7.8238	4.5419	8.2991	4.5942	6.0379	5.3185	8.5746	8.1623	7.3653	4.9035	4.698	7.1967	8.3326	7.5247	6.3223	7.603	7.3911	4.2781	5.8289	6.3846	8.1346	7.6805	8.2487	4.4405	7.4794	8.0082	9.2885	7.5344	4.2336	4.6113	4.8724	8.902	8.7742	7.7339	5.4872	9.4194	7.6357	6.3547
EA_G__KIRREL	7.5887	5.9225	6.9042	5.6081	5.7258	10.3544	5.5244	9.7389	9.3978	9.7405	5.3224	5.3906	10.1946	8.1	9.2642	8.6382	5.5212	5.5174	9.3051	9.8443	7.0456	9.2853	5.8194	5.7806	5.2632	10.0757	6.4854	8.5703	5.2519	5.8751	6.4035	5.6421	10.2171	8.5799	9.3106	5.6723	5.8787	5.7361	6.8062	6.3514	5.7109	6.6927
EA_G__DOPEY2	8.2239	7.9457	6.5423	8.2781	7.6848	6.7292	6.8553	6.4959	7.261	5.4701	8.972	8.176	5.1726	5.2203	5.5628	6.4086	7.668	8.0014	5.6175	5.1986	6.0869	5.9919	7.9673	7.5194	7.1617	6.3299	8.384	5.0722	7.8844	7.5647	7.2843	7.5263	6.4388	5.1658	5.6352	8.4635	7.2463	8.5448	7.6241	7.9335	7.2307	6.2296
EA_G__TFF1	11.84	6.7837	4.897	11.4404	12.9215	5.4971	7.8702	4.3741	5.1241	5.0018	11.8255	12.4366	5.5277	5.3954	4.6693	5.167	7.8188	8.9703	4.6936	4.9862	5.1043	4.7645	11.9278	12.3462	9.3139	4.4746	11.1606	5.7316	11.3324	5.6288	8.5496	6.452	5.3551	4.8953	4.847	10.6487	5.5541	5.7562	7.7064	12.854	6.1027	12.0692
EA_G__EIF5A2	5.0671	6.2951	7.8413	5.3636	5.4876	7.0288	3.9816	6.5229	4.6112	6.4989	4.0049	6.0151	6.4365	8.0195	8.5671	6.6962	4.3065	4.1127	7.1292	7.9963	5.1445	8.1412	6.4023	6.2623	4.3311	7.3762	6.1378	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	5.477	4.3927	4.1756	6.6644	4.8266	4.4717	5.0973
EA_G__MGAT4A	7.1175	7.2337	6.1293	7.9405	6.6441	3.5648	7.0458	6.4377	7.0051	5.7811	8.3426	8.7133	3.9622	4.1821	6.597	7.0333	7.4289	7.2257	7.3125	6.0781	7.3453	3.4221	6.2895	7.3787	7.4632	4.2994	7.5161	4.4567	7.106	7.0817	5.7758	6.8743	4.1153	5.0296	3.4517	7.4609	7.7127	6.3828	5.6407	6.6198	5.7478	4.6306
EA_G__STARD10	8.7444	9.3189	7.1028	9.838	10.3464	6.9657	8.9884	7.0812	7.6816	6.3309	10.6337	9.9114	7.9561	7.2257	7.6626	7.4036	9.0078	9.147	7.3262	6.4872	7.4777	6.0307	9.734	9.5739	9.1011	7.4208	9.3232	6.2262	9.903	9.0237	9.6166	9.3077	6.0593	7.4425	5.9183	8.838	8.704	9.3903	8.7334	9.6701	9.2205	9.5445
EA_G__BCAM	9.8674	8.5352	7.2259	9.581	8.9707	6.2673	8.0224	7.1544	8.0057	6.9655	10.324	8.5515	6.7296	7.6049	7.9327	7.5802	9.5644	8.0228	7.377	7.7845	6.7104	7.3065	8.3757	8.9779	9.6798	6.5678	9.3828	6.643	10.3764	9.5041	8.8674	9.7229	6.3302	7.3465	6.1911	10.1589	9.4881	10.6832	9.4485	8.6028	9.8222	7.872
EA_G__ST6GALNAC2	10.2973	5.0291	5.516	10.3685	9.1426	4.5595	8.7228	6.5984	7.353	4.8036	9.9648	6.5371	4.6823	5.9709	5.9589	4.8008	9.0183	8.1178	5.1009	5.8811	7.4136	4.6967	6.3217	8.8799	9.8266	5.7877	9.9075	4.6438	11.3695	9.1258	9.9534	5.1063	4.954	6.391	4.6258	9.9215	6.6702	10.1722	9.3112	10.0639	10.5198	10.1631
EA_G__ADM	6.4321	7.8699	8.2549	6.7316	6.3919	9.2873	6.4248	8.2428	6.6451	7.5044	6.2464	7.0564	6.6729	7.9741	8.8778	8.7503	7.8693	7.2347	7.2128	7.2707	6.52	10.4389	7.4329	6.5314	6.9772	8.6667	6.6563	8.0916	6.7527	7.0205	6.9918	7.7146	8.0335	8.0033	7.3379	6.5653	7.3322	7.1694	7.7755	6.1965	6.2225	6.2827
EA_G__SLC7A8	8.5421	7.6746	4.869	8.8236	8.1028	5.042	10.6962	5.0441	6.3737	6.0296	9.5636	7.2944	4.7488	8.4816	5.2606	5.1604	8.3362	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	10.8003	4.7921	10.2389	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	7.0086	8.4994	8.5397	9.0232	10.533	6.8407	5.1734
EA_G__PRKCDBP	4.8323	4.9869	6.6066	4.8024	4.8467	7.0079	4.9027	9.1517	5.7634	8.3214	4.4053	4.6242	7.4982	8.314	8.1819	4.8293	5.3299	5.4113	6.7699	7.3649	6.0356	8.2985	5.6818	5.3427	4.9622	7.9633	5.8675	8.1638	4.8741	6.2092	5.7995	5.1549	8.6926	7.6327	8.5386	4.9303	5.1614	4.9373	5.379	5.3021	5.1032	5.0301
EA_G__FAM46C	7.2034	6.5679	5.0716	7.2736	7.3711	4.4742	6.598	4.9588	8.1081	4.7892	7.1412	8.3311	4.2893	4.5706	4.9818	4.9152	4.3105	7.3574	5.1651	5.1344	6.0986	4.6335	5.6979	7.4742	6.9553	4.5008	7.298	5.9973	6.2513	7.0994	4.7529	5.5045	4.2856	4.9044	4.4957	8.0851	5.8403	8.0227	5.1973	6.326	6.6373	5.9488
EA_G__KIAA0644	6.6204	7.8892	5.8869	7.22	7.5292	5.0429	7.1733	4.6612	6.9032	4.7288	6.0241	7.1183	5.0476	5.3085	5.1206	6.1557	7.8377	7.1336	5.2546	5.1951	6.8486	4.7598	5.9194	5.6884	7.036	4.7568	6.3434	4.8293	6.4892	6.3319	6.5456	7.9545	4.9716	5.2662	5.3064	7.3471	7.7024	6.1171	6.8002	7.5086	6.8457	5.1298
EA_G__SLC16A6	6.3763	6.9175	5.8252	7.9652	9.3395	6.2609	8.504	6.5765	5.5061	7.0216	8.6466	7.1262	4.4458	5.417	6.0462	6.0024	6.6771	7.1765	6.5612	5.107	5.8467	4.2712	7.8573	8.4955	9.9281	5.155	7.3289	4.8415	6.8034	6.259	9.8112	7.1754	4.514	5.1226	6.0726	9.6108	5.5918	7.6663	7.6884	9.1586	6.7156	6.4555
EA_G__LEPREL1	5.7216	5.3689	8.7317	4.9851	4.4724	10.3012	4.557	8.9252	6.2886	8.0287	4.8272	4.6886	7.0575	7.3377	10.557	8.7823	4.979	4.9267	6.6553	7.275	10.0194	7.8041	5.1104	5.2716	4.6323	7.7667	5.025	8.5047	4.5016	8.1409	5.3213	5.515	5.8187	7.5245	8.0967	4.9053	5.1145	5.3778	5.2092	5.118	4.9238	4.7824
EA_G__PLAC2	7.092	6.5212	6.272	6.2707	7.6406	4.6991	6.5129	6.0206	4.7126	4.7023	7.6164	7.0925	4.4729	4.9591	5.5125	5.7204	7.5466	6.3614	5.0401	4.0759	5.545	4.6795	6.094	5.7331	6.3838	5.7395	8.3496	4.412	7.2278	5.4979	5.6125	7.2238	5.2128	5.3025	5.0216	6.6899	5.7468	6.1706	5.5055	7.3122	5.5028	5.7836
EA_G__MYB	6.4454	7.3833	5.8315	7.7499	7.6455	5.0163	7.364	5.9692	6.8993	5.1898	8.3839	7.6386	5.2504	4.5412	5.2464	5.6456	6.725	8.0208	5.3536	4.5154	5.93	5.8028	7.1808	8.0709	7.0712	4.4789	6.9476	5.6926	8.6746	7.4365	7.2492	6.6892	4.7019	5.5426	4.7383	6.1985	6.1338	6.9719	6.8456	7.1594	6.537	7.2111
EA_G__SLC9A3R1	10.8284	10.4111	9.8632	10.9597	12.1339	8.7121	11.6704	8.938	9.3166	7.8985	11.4576	12.2228	9.8097	9.4062	9.2397	9.4918	10.8515	10.1126	9.0002	8.2983	10.211	7.7047	11.5891	11.5335	10.9539	7.5431	10.175	9.0363	12.6162	10.3807	11.9228	10.702	7.9923	8.16	8.1862	10.5458	9.9597	10.2024	10.9276	11.5295	11.3238	11.858
EA_G__SLC16A14	8.027	5.154	7.2259	9.4226	7.5525	4.7617	9.2456	6.9964	7.124	7.7154	7.6445	7.9787	6.0737	7.1437	6.7561	6.3346	8.4717	8.8237	7.5912	7.3306	7.1073	4.5964	7.4319	7.513	8.762	4.7248	8.6295	5.7839	9.7294	7.7908	8.0978	5.2884	5.1813	5.5497	5.0783	8.0577	8.3088	8.4916	7.4261	7.4162	8.8439	7.3206
EA_G__UPP1	5.4549	6.1015	7.1467	5.448	5.1849	6.6737	5.1357	6.9823	5.3696	6.6838	4.889	5.2305	5.3407	7.4135	7.397	7.9997	5.1198	5.3149	6.9028	6.8339	6.2895	6.4335	5.6169	5.127	5.3567	6.8378	5.5727	6.9034	4.8709	5.1442	5.3505	5.686	7.1274	6.5287	6.8426	5.5523	7.256	5.5613	5.6237	5.6119	5.0034	5.0762
EA_G__MET	5.2919	8.4888	9.8576	6.907	6.8321	8.3625	3.2377	9.2522	5.3249	7.5857	3.2698	6.3495	6.1792	8.7101	9.18	9.5533	5.8399	6.3674	8.9764	6.0304	8.9068	9.9443	6.8639	7.1523	4.6219	7.3588	5.4183	9.002	7.5613	6.2826	3.9662	7.0874	9.5923	8.4591	9.0204	5.2276	7.3053	6.7738	4.1065	3.6661	5.8882	4.1216
EA_G__PTRF	6.1378	5.9441	8.4012	5.9461	5.7085	9.47	6.0342	7.9379	6.2178	8.1509	5.8965	5.563	7.0871	8.0149	8.4522	8.1467	6.1849	6.696	6.8672	9.1449	6.8679	9.7016	6.208	6.3008	5.6737	8.7173	5.9941	8.8381	5.6244	6.5879	6.7201	6.1917	8.0202	8.0864	8.6629	5.8363	6.4714	6.5439	6.4796	5.9012	5.9419	5.7248
EA_G__ALDH4A1	6.6137	7.563	7.3057	9.6464	7.5347	6.4231	8.4263	6.2446	7.1993	6.1997	8.3781	7.28	7.0017	6.8621	7.236	7.2316	8.1565	8.1332	6.577	6.5174	8.276	6.5183	7.8706	7.9981	7.9767	6.5559	8.9964	6.44	8.6197	7.9773	10.1902	8.6634	6.6103	6.757	6.4059	8.2904	6.8675	7.3929	8.1326	7.6348	9.4543	7.8978
EA_G__CACNA1D	5.1325	7.7334	5.8969	6.4883	7.1711	4.3929	5.9883	5.0697	5.9576	4.3872	7.9984	8.2401	5.3635	4.4459	4.8797	4.8552	7.1779	7.7626	4.6953	4.4363	5.9109	4.1169	6.6581	6.2977	6.8725	4.2473	7.3781	4.4991	6.9919	6.4139	7.5077	7.7938	4.5576	4.5211	4.5248	5.9556	6.0469	7.638	6.6987	6.9375	7.5353	5.8883
EA_G__CTSC	5.4952	6.9314	6.7103	4.9649	5.3028	7.7911	5.4136	8.0983	5.7933	7.5281	4.0374	6.0004	6.9612	7.7773	7.2324	8.405	6.5359	6.6336	7.2167	8.6748	7.5384	7.787	4.8884	5.0084	4.6775	7.2029	5.0392	7.1921	5.7985	6.5951	5.359	6.8275	5.9194	8.5472	8.368	4.9625	6.6113	5.1935	5.7068	5.3761	5.9173	5.5737
EA_G__TOB1	9.7608	9.0994	8.2733	10.3884	10.6059	7.4602	9.6086	8.2488	7.4455	7.3781	10.7407	10.9032	8.0535	7.6285	8.1314	7.6875	11.098	9.066	7.1435	8.0148	7.7478	5.8354	9.5153	10.1659	9.1038	7.4631	9.6678	6.2229	10.9348	8.9254	9.3315	8.7014	7.2404	7.3259	7.5716	9.1303	8.452	9.2129	9.9542	9.2213	10.3392	10.2663
EA_G__PRSS8	9.6655	9.4021	8.6396	9.1182	9.8896	5.839	8.563	7.0852	9.3449	5.6234	9.9989	8.7449	9.0331	7.2019	7.5485	8.8439	10.563	9.5767	7.8573	5.7101	9.9771	5.7054	9.0099	8.9593	8.5698	5.822	9.4326	5.9163	9.2733	8.5573	8.7847	9.0995	6.067	7.8782	5.7102	9.9436	9.4381	6.9483	8.2088	9.2864	8.4567	7.7295
EA_G__TFF3	9.2227	5.933	5.6996	10.0034	10.7125	5.7698	6.0317	5.2869	5.5149	5.2225	11.1718	9.6618	5.4121	5.8319	5.6036	5.5634	8.4004	6.5691	5.6123	5.5181	5.8234	5.3069	7.253	7.5253	7.3798	5.1884	11.3167	5.6698	10.8538	8.3961	6.3143	6.2639	5.6818	5.5285	5.7962	10.7256	6.6908	7.1122	7.4428	11.8709	7.4014	9.3846
EA_G__C1orf34	8.0896	8.7299	6.5143	8.6653	9.5229	4.3849	7.8825	4.9498	6.4694	4.4875	9.621	10.7155	4.7666	5.4992	6.0973	5.9825	8.7478	8.1981	5.8414	4.7716	8.2159	4.4583	7.4708	8.655	7.6569	4.7734	7.5177	4.9479	9.2873	8.812	7.8876	9.2993	4.8324	4.8993	4.8296	8.0572	7.8121	7.8552	8.6739	9.9698	7.8377	8.6777
EA_G__MSN	6.7845	5.5245	8.9289	4.0134	4.419	10.3783	4.1022	11.3117	10.2913	10.364	4.1309	7.0685	10.7693	10.103	9.5137	10.4191	4.3616	4.4627	9.6207	10.8946	10.6461	10.7237	4.1429	4.7797	6.5085	10.1759	5.7957	10.8438	3.9279	8.4521	5.0086	4.469	10.7101	10.614	10.7822	3.9763	6.4413	4.674	4.3941	4.086	5.8385	7.8425
EA_G__RNF145	8.2864	8.9906	7.8601	5.9042	6.4469	8.2399	3.6986	8.1927	6.4509	8.8975	4.383	6.8288	6.957	7.388	7.931	8.2957	7.1362	6.8248	7.964	8.0655	8.2727	9.2999	7.2541	5.8841	5.5607	8.7718	5.3762	8.5754	5.0477	9.0789	5.5689	8.0365	8.8456	9.6135	7.7868	7.1606	8.1719	8.3063	7.5792	6.3729	6.331	6.4106
EA_G__TP53INP1	7.1211	4.0339	4.7723	8.5398	8.086	6.3946	6.9129	4.1921	4.5465	4.4168	10.0237	8.8782	6.0874	4.385	6.9501	5.9169	8.0398	6.8808	4.0731	6.0588	6.1896	5.8195	7.2924	7.6158	7.3659	6.6539	7.4096	4.5579	8.3123	7.0256	6.518	4.5237	3.7159	4.1588	3.8629	7.5959	7.2959	5.8419	6.9661	7.8789	6.8327	6.9651
EA_G__ACSL4	3.8905	3.2437	6.8678	3.2175	3.0199	8.1981	3.93	5.8474	4.9921	7.8339	3.2795	4.7223	6.0223	5.4391	5.9242	7.1514	3.1844	3.2448	6.4566	7.5506	6.3064	7.7862	4.3467	3.4318	4.0505	6.5727	4.394	8.0383	3.8174	6.3426	4.0514	3.2697	7.359	6.9283	7.5937	6.0038	3.4226	5.8348	4.7256	3.5077	3.3705	5.1109
EA_G__IGF2BP3	3.6624	4.2122	8.2012	3.8851	3.6266	4.6605	3.6779	7.2037	4.1296	7.5191	4.0699	3.6299	7.7252	8.3337	6.971	7.5306	3.9006	4.3622	6.5162	8.1443	7.9738	7.2336	4.1652	4.2482	3.9471	8.6283	4.0471	7.7226	5.4133	4.7006	4.2992	4.4079	8.7171	4.3408	5.2561	3.7931	4.4225	5.3115	4.8538	3.948	3.8747	4.3159
EA_G__FSCN1	6.8308	6.9952	7.5474	7.1701	7.1692	8.8985	6.7299	9.8533	9.8245	9.7445	6.454	7.0825	8.4576	11.4143	9.3293	9.3009	7.014	7.0833	8.7193	9.1685	9.4212	9.8571	7.5215	7.7422	6.5522	9.6478	6.8572	8.4388	6.817	7.4765	7.24	7.0958	7.3337	9.286	10.5846	7.0571	7.894	7.1431	7.0679	6.8991	6.8126	8.0465
EA_G__EFHD1	9.6927	10.4897	6.7838	10.8877	11.0855	6.4363	11.3552	8.4531	10.9246	7.5588	10.9769	10.5969	8.0806	6.5687	7.1335	7.0749	11.1351	10.7681	8.1233	6.512	6.812	6.1904	7.6784	9.8691	9.5217	6.8011	10.6784	7.1188	10.1568	10.3331	10.1827	10.9819	6.6063	7.3525	6.5382	10.5168	10.3753	10.2061	10.8369	10.3846	11.0058	9.4912
EA_G__POPDC3	4.0536	5.4767	8.9926	3.4924	3.4786	4.7785	3.2555	7.1357	3.5857	3.6644	4.5477	4.0952	8.0904	6.8204	5.9743	7.1176	3.8058	3.69	6.6232	7.4945	6.4594	5.9804	4.1027	3.6397	3.7352	6.6553	3.6034	7.7354	3.7091	5.9969	3.737	4.2054	7.9858	6.6727	5.0813	3.6103	7.014	7.0935	3.6805	4.3597	3.6212	4.6441
EA_G__PRKCA	5.1123	6.9849	6.7965	6.093	4.4173	8.7689	4.7539	7.1254	3.9318	7.493	4.0132	4.0291	5.6109	6.9189	6.4077	7.722	4.558	6.2455	7.0923	8.9502	4.7269	8.3028	6.6467	5.9656	4.7651	9.6278	6.3184	8.5886	5.5478	7.1467	5.4288	7.173	9.0008	4.8225	8.6544	5.553	5.3847	5.7431	5.6894	6.2828	5.5399	5.837
EA_G__FAM126A	6.3818	4.5794	7.043	7.153	4.3663	8.6294	6.0958	6.8821	7.6573	8.533	3.5746	4.3202	7.0721	8.1954	7.9781	8.1677	5.2757	4.5708	7.4622	7.9965	6.1561	9.3766	5.7628	4.3029	2.9915	9.1447	5.9057	7.9583	6.4401	5.131	4.7284	4.2539	8.47	5.9557	9.0501	6.6312	5.0043	6.138	7.4823	6.8191	6.6976	7.2663
EA_G__PRLR	4.5995	7.9719	3.7946	9.1863	9.9247	4.9871	9.5426	6.8392	7.9902	5.3778	9.5253	9.6628	4.8155	3.4702	5.1603	5.2633	8.7529	8.3946	6.1661	3.8892	6.4743	3.5713	6.7331	8.7018	9.5475	6.0702	7.3558	3.9288	10.1469	8.5814	7.4217	7.8099	3.7377	4.6704	4.4364	9.0648	6.4511	8.0691	11.1837	7.9121	8.9712	5.9926
EA_G__MAP7D3	5.3052	6.181	7.0881	3.7726	5.4351	8.0335	4.1145	8.2134	6.6816	7.4399	3.8649	5.2828	6.9662	6.369	7.7975	7.3791	3.9067	3.9768	7.9146	7.4129	6.0423	7.4841	5.9373	6.1096	3.8188	6.9765	4.3266	8.4972	3.8711	3.6075	4.4657	5.4472	6.6247	7.5826	7.2635	4.9255	4.3312	5.013	4.094	6.2554	3.8949	6.3251
EA_G__C3orf57	9.2863	5.9049	4.4867	7.7309	8.9084	4.6794	7.6111	4.6058	4.6305	4.8902	7.5725	7.8092	4.6555	4.8895	6.7978	6.3972	8.5908	7.6159	5.5729	4.2895	7.5956	4.3645	9.7988	9.5034	6.3347	4.7775	8.9892	4.9538	8.019	6.9899	7.6702	6.6396	4.8998	5.106	4.8812	9.1923	8.0725	6.9367	7.0395	9.2455	4.7138	4.7469
EA_G__KIAA0953	5.8011	7.1466	5.1187	6.4823	6.4155	5.2019	5.9649	5.0737	5.2215	5.2114	7.1887	6.4801	6.417	5.2006	4.9367	5.1337	7.245	6.7991	5.5015	4.9454	5.1521	4.9522	6.5841	7.1799	7.1045	6.3501	6.4431	5.3853	6.697	5.4274	6.3729	7.3694	5.9187	5.1845	5.2015	7.2702	5.1623	6.2853	5.4857	7.35	6.0943	5.5729
EA_G__GLS	7.4277	7.4228	9.005	6.9834	6.7626	8.2057	6.6295	9.1094	7.2106	8.9736	8.0475	7.609	9.5461	8.4018	8.6477	8.1178	5.0412	7.4503	8.7597	8.412	7.7883	8.4596	6.8403	6.6922	7.5002	8.8394	6.5709	8.5453	6.2814	7.2594	4.5529	7.0692	10.0833	8.7098	8.438	6.5093	7.0957	6.6458	6.6057	6.9638	6.5527	6.4748
EA_G__SH3KBP1	6.9181	6.3485	7.4737	6.2274	6.2885	8.1333	6.2943	7.8321	5.0438	7.9499	5.0309	5.2233	8.041	6.9922	7.6968	8.5194	5.3393	5.9744	7.0511	7.4211	7.9876	7.6714	7.6042	7.027	6.3902	8.4773	6.7531	7.8992	6.2095	5.0461	6.2935	5.9915	9.2351	7.3744	8.3209	6.2036	7.3834	6.9534	5.4421	7.2851	5.7527	7.1467
EA_G__DFNA5	4.4375	4.9524	5.0814	4.5784	4.6557	8.4986	4.6876	4.6458	5.1282	6.5279	4.5264	5.0703	5.5616	7.8414	5.9883	5.1072	4.7021	4.5042	5.8293	6.3843	4.7786	6.9984	4.8523	4.6266	4.4233	7.4631	5.4062	8.2468	5.284	4.3728	4.9581	5.0627	7.5676	6.6997	8.1967	5.0913	6.9021	4.6634	5.3806	5.5044	5.7413	4.8228
EA_G__CRABP2	7.4296	6.1829	7.8329	8.2111	10.912	4.4698	7.9616	8.6534	10.6063	6.122	10.0004	9.994	6.1523	5.359	9.2933	9.5237	10.1591	10.1017	7.2807	7.095	10.0598	5.7308	10.0904	10.2988	9.8344	5.4326	9.6052	6.2093	6.9694	9.4935	9.9741	8.4814	6.0872	6.2944	6.0848	9.0317	7.6666	8.6722	10.4906	11.0984	7.8585	8.5211
EA_G__DNAJB4	5.6443	6.1035	6.4481	3.9001	4.3168	7.9907	4.3378	5.2992	5.8049	7.7414	5.9526	5.3929	5.5614	6.4492	5.8692	5.7091	4.7853	5.1111	6.1544	6.802	5.857	8.51	4.2631	4.0582	5.6577	6.9904	4.7861	7.3876	4.94	5.3639	3.9784	5.149	8.1583	6.4834	8.0232	4.1585	6.7141	5.2226	5.0912	4.2958	4.3341	4.3752
EA_G__SDC1	9.8678	9.8238	9.9144	9.5408	10.3	8.2603	9.1986	8.3541	10.0467	8.3696	10.5063	8.5726	8.8345	9.0355	9.2236	9.4389	11.6207	9.8784	8.3024	7.9464	10.0645	8.4409	9.4673	8.7275	8.6508	8.7282	10.8626	8.9286	9.0714	9.007	9.5907	10.3639	7.9955	7.9054	7.6301	9.8965	9.1961	9.5786	8.4186	9.5167	8.2436	8.615
EA_G__GATA3	6.1846	6.0285	7.7046	9.1018	10.8993	4.9681	10.7896	5.7457	8.0649	4.7885	9.427	10.3545	5.8406	7.0576	7.0787	7.9689	10.1018	9.3687	5.6591	6.5915	8.1065	4.9955	10.3924	10.9892	10.6143	4.5959	9.7188	5.609	9.224	9.5855	9.916	7.2562	6.9	7.9032	5.883	10.1592	7.7068	9.5042	10.5263	10.2285	9.6733	10.1029
EA_G__PLOD2	6.1911	8.3419	8.1358	7.0175	6.9131	10.2933	6.8168	7.2038	5.3942	8.7914	7.1322	7.4866	8.0339	6.5989	8.2857	9.3417	7.8623	4.782	8.6845	9.2717	8.4052	9.1792	7.4818	7.5432	4.2248	9.0537	5.9173	8.1487	7.3068	7.3589	6.2115	7.2225	7.589	9.2253	8.3727	7.0657	7.6736	7.2993	8.5125	7.6262	6.8806	7.1493
EA_G__KIAA0040	7.8069	7.4789	6.7956	8.0575	9.0121	3.8	8.4048	6.4704	6.2146	3.5663	7.7336	8.3521	5.6685	8.0741	7.745	7.301	7.8004	6.8134	6.2849	4.5853	7.7369	4.0879	6.7133	6.7455	8.3812	4.2463	7.4731	4.9457	6.8716	7.5622	7.7957	7.5472	3.741	6.2459	5.6792	7.6424	7.7124	8.7967	7.0601	8.0289	7.7549	6.7365
