Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1	1	1	-1	-1	1	1	1	1	-1	1	-1	-1	-1	1
EA_G__EDN1	5.2663	8.1028	6.2977	5.2078	7.9344	8.1553	6.5703	7.5041	5.7319	4.5756	4.8516	6.2763	5.0209	5.9089	6.9297	7.211	8.6515	8.6146	4.7054	5.4658	8.295	5.4886	8.2475	4.9256	5.4079	5.9415	8.3803	4.7881	4.85	6.8017	7.9053	4.7668	6.6667	7.4801	6.6039	7.3281	5.6339	8.5048	4.5134	6.3579	6.7847
EA_G__ERBB2	9.7997	12.3532	8.5748	12.3566	10.2935	7.7806	9.1247	7.7491	8.9829	7.1261	12.6526	8.5876	11.3467	7.4832	7.6512	12.3708	10.2349	8.7512	8.1322	8.6875	7.0841	8.5271	8.7417	8.307	7.9542	9.8661	7.3805	11.4924	9.0715	10.6304	12.0992	8.1194	7.4859	7.6326	8.7176	12.6826	8.6454	9.1608	12.2493	10.0611	9.751
EA_G__FADS1	6.6433	4.7141	7.2546	9.5956	7.4039	10.1515	7.5281	8.2598	7.0575	9.9309	4.0972	5.4088	10.6542	8.1857	8.0502	5.5901	7.0268	4.6587	9.6457	7.7037	9.4569	9.3974	9.182	9.1142	8.5065	8.1467	9.8587	8.5301	8.809	7.6383	4.5228	9.4392	10.2821	8.8653	9.5297	7.0002	7.2535	8.3505	8.5121	6.6254	8.136
EA_G__CHN1	4.5284	4.0137	4.6079	5.619	6.1267	6.2208	7.5276	6.5904	6.2909	7.1423	3.4928	7.0242	4.1356	4.188	4.353	4.7556	3.9524	6.1469	8.2707	5.1835	6.059	6.8288	6.6782	5.13	8.7363	4.1657	6.693	6.2794	5.3912	4.3748	3.8667	6.6457	8.1629	7.7282	4.5954	6.0646	5.4836	4.5742	5.2127	7.5735	5.5815
EA_G__TUBA1A	7.6355	5.4685	5.381	5.6512	9.2456	8.5574	5.2673	7.5744	7.0553	7.0856	5.0704	8.0223	5.4043	5.756	5.3459	5.6963	5.4595	6.7726	8.2873	6.6422	6.9356	6.9879	6.9528	9.6075	9.3841	6.0716	6.1397	7.3423	5.4308	5.3052	5.5696	8.0508	6.0672	7.9037	8.3704	6.2207	5.6145	7.3729	7.6587	5.7136	7.3281
EA_G__GALNT14	6.4713	5.6202	6.9006	5.6465	5.3068	5.258	5.7724	7.5391	7.3538	5.7727	6.1496	4.9671	7.5743	8.5702	6.1607	5.2645	5.4374	6.4883	5.9174	6.7045	5.0195	6.6583	6.7424	8.4591	6.5487	5.8006	5.1108	7.2126	5.5293	8.2117	5.4656	7.1989	6.4268	7.283	8.1052	5.2478	6.2779	5.6528	5.4551	6.1075	7.7655
EA_G__SDF2	10.0876	9.1304	8.9469	9.0822	9.4165	9.2741	9.3591	8.1063	8.9935	8.6316	10.4069	8.66	9.6218	8.7141	9.0785	9.765	8.7896	9.2227	9.7018	8.9126	8.9229	9.117	9.3493	9.585	9.6399	9.6411	9.4677	9.626	9.3285	8.2248	9.5982	8.717	8.8358	9.0203	9.184	9.948	8.4796	10.2134	10.7746	9.2296	9.1488
EA_G__SLC16A1	4.1518	4.5175	8.7535	4.621	5.0518	8.3945	6.9479	8.2121	6.7131	8.0753	4.1803	6.0711	8.1756	8.6169	9.6833	7.5445	4.3803	8.5633	9.301	7.8102	8.2915	6.6982	6.3272	6.7496	8.5674	5.5971	4.2042	4.7554	9.2031	5.243	5.3943	8.0807	8.4519	8.8065	6.2744	5.3618	6.7559	5.7245	3.8845	5.3972	7.3424
EA_G__SRPX	4.8418	3.8166	4.7162	5.1588	4.2865	4.4735	4.0039	7.2853	4.7073	10.396	4.3236	4.6318	9.3757	4.3267	4.0548	5.2999	4.527	5.7129	5.7652	4.6263	6.3779	4.5545	4.5687	4.7756	6.9883	4.2764	5.8279	4.3906	5.7889	4.9086	4.3626	10.949	6.1023	9.3259	4.8527	4.4114	4.3412	4.962	4.12	4.6042	4.6542
EA_G__NEDD9	6.0988	7.0541	8.0254	6.369	5.6202	4.3702	6.2842	6.296	8.1089	4.4978	7.6662	5.8265	4.8435	5.1507	7.3277	7.9067	6.6483	8.7324	4.4449	5.8518	6.7673	5.6187	6.171	5.5023	5.6725	7.695	5.7837	7.1416	6.0837	5.3281	7.4896	4.4785	5.6738	7.5467	4.6345	6.6369	6.7999	6.6815	5.1042	5.6103	4.8497
EA_G__GGT1	7.5575	8.3568	6.9163	7.1065	7.2693	5.3711	7.6542	5.7143	6.1119	5.8255	8.3686	6.7667	5.8302	6.2027	5.5974	6.1793	7.0078	6.4158	5.6441	6.8205	6.8466	6.2737	6.3007	7.403	6.0052	7.7936	6.8593	9.9959	6.1859	7.8444	7.6843	6.2313	5.996	6.5788	5.9141	7.6846	7.3051	6.8609	6.8846	9.633	5.9641
EA_G__SLC45A3	8.3993	9.4614	8.5019	6.3914	7.1243	6.7449	5.9989	6.8338	7.3632	6.833	9.3329	6.1092	7.8421	7.4695	6.8411	7.3782	8.3279	8.1733	7.0086	8.2368	6.9773	6.9731	7.0142	6.8171	7.7159	8.9468	7.9903	5.9858	9.3593	8.1569	9.3131	6.4692	7.3103	6.9522	6.2317	8.39	7.9484	6.8494	7.7818	6.0996	6.6263
EA_G__ADD3	6.6458	6.7936	5.9838	6.1357	6.08	3.6675	7.3762	6.6549	7.1568	6.6177	4.7737	7.6154	6.6105	7.5674	6.5917	6.7963	6.6152	4.7335	7.1144	7.6169	7.7425	6.0556	5.1911	5.7301	7.2875	4.417	5.7074	8.3368	10.0224	4.4241	6.2413	7.1567	7.9093	4.0687	5.2859	7.9608	8.622	6.3595	5.9504	5.6145	7.1749
EA_G__ORMDL3	8.742	9.4661	7.4855	11.4831	8.9199	7.3014	8.1979	6.6416	7.9055	7.2593	8.4602	8.1771	7.8021	7.2506	8.1827	12.4038	8.7695	8.0969	8.429	7.8199	7.3423	7.8046	7.8203	9.0599	7.7325	8.5764	7.4686	7.6291	8.4639	8.7947	9.477	6.7234	6.7856	7.2867	7.9185	7.7687	8.0333	8.8896	10.8822	9.0178	8.2547
EA_G__ST6GAL1	7.1627	7.7394	5.4994	6.0727	5.7592	4.9826	5.8866	5.2929	4.8651	4.3675	7.1704	4.4732	6.6134	4.3999	5.6027	6.9928	6.3251	5.7577	4.7896	6.3255	4.7526	5.2073	4.6559	4.3331	4.6197	6.3901	4.8325	5.7496	8.8885	5.4107	6.5704	5.1495	6.8937	4.9485	5.7285	7.4109	6.9642	6.9889	6.987	7.0116	5.2249
EA_G__TGFB1	5.3638	4.5484	6.9795	5.3055	7.7729	8.6552	4.8695	7.9382	5.3512	8.1243	4.8967	7.1632	5.9921	7.3595	6.5109	5.8477	5.2968	5.5807	8.5133	7.4316	9.1035	7.528	7.3696	6.3607	9.3331	5.2601	7.5055	6.5085	4.5964	5.5747	5.0627	8.0166	7.9822	8.834	5.1563	5.9724	5.4959	5.4741	6.0657	5.4676	6.8786
EA_G__APOBEC3C	4.9575	4.3796	8.4404	5.0079	4.3185	4.6432	3.9746	6.252	7.5233	7.2601	4.2715	4.3922	4.4322	7.6314	8.0586	6.1462	4.9659	6.7292	8.0813	6.5526	7.1948	4.5514	4.7951	5.3873	7.4161	4.4358	7.5841	7.6699	8.5436	4.8073	4.7309	4.6374	7.9769	7.4662	5.0818	5.0684	8.9395	4.9317	4.2818	4.5283	4.3357
EA_G__FAM120C	6.734	6.9119	6.4205	6.9027	7.2895	7.5805	6.9332	6.2679	8.4703	6.4023	7.0268	6.7884	6.3034	5.144	5.782	7.0889	7.8624	4.9352	6.3925	6.2466	6.2966	7.8199	7.3178	6.909	6.2234	7.9999	6.1857	6.9862	6.9113	7.2472	7.2245	5.878	6.9624	6.042	6.8034	6.3654	6.0982	7.9788	7.8176	7.9865	7.5028
EA_G__MARVELD1	6.3862	5.3113	5.9748	5.5142	6.3847	7.6134	5.3264	7.1404	5.7017	7.7105	6.0777	6.1142	6.5362	7.5039	6.5506	5.3668	5.8617	5.7939	6.82	6.0213	7.1847	7.3941	7.3092	7.5172	7.7933	6.0998	7.0751	6.4668	6.1576	7.2206	5.5818	8.5826	7.8275	6.9251	6.5543	6.0294	5.574	6.505	5.7338	5.6257	5.8763
EA_G__NPAL2	6.9008	5.9027	6.8153	6.3489	6.9902	4.937	4.6577	5.4937	6.2101	3.9815	8.9241	8.0853	6.4543	4.0973	7.2119	6.8325	7.1773	6.7199	5.7675	6.141	6.516	7.0963	6.8102	4.6957	6.6986	7.2536	6.4927	6.9277	6.313	5.4176	5.8846	5.0348	6.7427	5.276	5.5001	8.6295	6.5493	6.7587	7.214	6.7578	6.4154
EA_G__F2R	6.7287	3.9377	5.3006	6.0925	5.4609	4.2658	5.4885	8.6304	7.5208	7.3673	3.7952	3.924	5.4926	5.8655	6.2163	6.2123	4.8476	5.9294	5.7165	5.6475	8.9206	4.2515	4.3759	7.2447	9.6043	7.1297	6.9131	6.7434	7.4069	4.324	4.1797	9.12	5.1913	9.355	7.9381	4.7486	5.2218	4.3686	4.2223	6.5613	6.8521
EA_G__C2orf54	8.3218	8.7775	6.6126	6.6129	6.4191	5.3623	6.4403	6.3795	5.4429	5.2559	7.0081	6.0254	5.6238	5.8691	6.2319	6.7258	7.7521	6.3336	5.1584	7.085	5.5817	6.7537	6.16	5.7166	5.3858	8.0504	5.5605	7.7213	5.2486	7.7989	9.4912	5.4913	5.8188	5.4747	5.8124	8.1237	8.5672	5.5588	8.1165	8.5209	5.6076
EA_G__CST3	10.0647	8.3718	6.0505	11.2622	11.3026	10.076	9.6505	8.7754	7.4043	10.2791	10.4498	11.5438	11.0344	10.895	5.2619	7.3686	9.9545	7.8763	10.6237	6.9838	10.6584	10.9571	11.0955	11.5165	10.9746	12.3157	10.4303	11.2597	11.6755	9.2305	9.1846	9.4857	10.9825	10.4127	11.7364	9.8738	10.5733	10.0425	10.6168	9.1089	9.5064
EA_G__ZNF750	6.7199	7.3482	4.6567	6.7097	6.6858	4.9155	5.6839	4.6689	7.2202	5.1846	6.7591	6.451	4.7703	5.1668	5.5797	5.4145	7.1353	5.1352	4.7351	5.3662	4.4688	5.7987	6.4591	5.1944	4.6503	6.6426	4.6995	6.0296	5.1191	6.1847	7.0681	4.8725	5.4428	4.8895	6.5246	7.0578	6.3349	6.3737	6.0345	6.7232	5.4634
EA_G__GALNT10	9.3812	9.4138	7.1051	8.6302	7.9105	9.1786	9.3732	6.602	6.3646	8.1789	8.3228	7.334	7.2598	6.5998	7.951	7.4715	8.4982	6.9708	7.2458	5.0836	9.4439	7.8167	7.7543	7.444	8.2044	8.7906	9.4934	8.736	10.3413	9.3986	9.9127	6.9021	7.1762	8.2465	8.7201	9.0248	9.1419	8.6398	9.3244	8.5702	7.8168
EA_G__IKZF5	6.5164	6.6157	5.7197	6.6624	6.9522	6.6779	6.9851	7.3418	6.4121	7.1601	7.0417	6.993	6.6619	7.3469	7.2332	6.3206	6.6884	6.4935	6.869	6.1927	6.3499	6.632	6.6328	7.1656	6.4243	6.7709	6.6738	7.5747	7.753	6.5253	6.1635	6.4895	6.5585	7.1344	6.9838	6.7219	10.8887	6.2548	6.9802	7.1312	6.6628
EA_G__PTEN	7.2929	6.7572	6.7521	8.3353	7.3756	7.4761	7.7015	8.3428	7.4191	6.9806	7.7334	8.1211	6.8549	8.067	4.5399	7.4371	6.8501	4.6739	7.009	6.5674	7.7527	7.9036	7.7983	8.1335	7.3787	7.3936	7.4829	7.987	7.4459	7.6327	6.7137	8.2678	6.2864	7.9683	8.0513	7.6619	7.5376	7.9067	7.5902	8.1313	10.2759
EA_G__SDC1	9.8678	9.8238	9.9144	9.5408	10.3	8.2603	9.1986	8.3541	10.0467	8.3696	10.5063	8.5726	8.8345	9.0355	9.2236	9.4389	9.8784	8.3024	7.9464	10.0645	8.4409	9.4673	8.7275	8.6508	8.7282	10.8626	8.9286	9.0714	9.007	9.5907	10.3639	7.9955	7.9054	7.6301	9.8965	9.1961	9.5786	8.4186	9.5167	8.2436	8.615
EA_G__PFTK1	6.4434	4.6955	5.7636	6.7976	6.166	4.3015	6.6181	7.0255	7.2514	8.1983	5.1313	5.2688	5.6752	6.2696	7.1337	4.869	4.3274	7.3448	6.6948	6.5962	7.6551	4.7366	4.6529	6.7084	5.6797	5.2948	7.034	5.2519	7.2384	5.4197	4.6521	6.6485	7.9803	6.9505	6.8473	6.6428	8.2703	5.5371	5.1284	5.3968	5.376
EA_G__FLJ33790	6.6866	7.7222	7.3971	7.557	7.2318	6.5064	8.2235	6.9082	6.9404	7.3245	6.6492	7.3755	9.4994	6.7278	7.2245	6.7675	7.2427	6.7291	6.6399	7.2212	6.2331	6.5074	7.7906	6.5877	6.9103	7.6832	5.9928	6.5489	6.2324	9.313	7.5911	6.9989	8.1377	6.4363	6.4097	8.3494	7.2226	7.5509	8.5104	7.5982	7.5542
EA_G__S100A9	9.9286	10.4677	9.3762	5.0812	6.9142	4.3949	4.6743	6.0501	8.569	5.7944	4.4989	4.2624	6.1371	5.9066	7.4444	9.4016	10.6024	7.5374	5.7237	8.3124	4.4361	5.5374	5.7212	4.7981	5.1561	7.6995	4.9199	4.4352	4.3882	5.3761	9.4696	5.0333	6.3185	5.2789	5.5378	7.0502	7.3179	5.8982	7.8924	4.854	4.7601
EA_G__RND1	7.3143	8.2366	5.1518	5.5848	8.1345	5.2959	7.5678	4.9253	6.6945	4.833	6.5432	5.3653	4.8394	5.688	5.355	5.6049	6.4109	5.1296	5.0251	5.5654	4.655	7.389	6.8855	7.5082	4.321	9.0383	5.229	6.9107	7.667	7.8736	8.9453	5.08	5.2271	5.1002	6.2484	6.2849	5.9817	7.1618	8.9243	7.8627	6.9375
EA_G__LOC493869	7.5675	4.5883	6.8253	6.5814	6.1373	9.9093	3.4796	6.1974	8.7434	9.0133	2.7338	6.9972	7.0989	7.0566	6.7197	7.9293	4.9328	8.408	8.8576	8.31	8.9892	6.3644	5.0232	6.2845	9.1317	6.159	8.3857	6.483	7.7228	4.5915	3.9953	9.3612	8.0153	9.2636	9.5856	8.1735	5.9401	8.3805	5.4012	4.2873	7.5247
EA_G__B4GALNT1	6.4731	5.449	5.1942	5.1344	5.891	8.2262	7.3138	7.4049	7.3268	6.8971	4.6753	6.7284	7.6681	7.8394	5.1563	5.2945	4.9134	6.8708	7.8115	7.1808	7.2349	7.1537	7.3249	6.5747	7.1554	5.2487	6.2731	8.1105	6.3089	6.1507	5.5622	7.7587	6.5329	6.9668	5.2211	5.1367	5.7415	6.2031	5.0823	7.2733	7.8176
EA_G__SPRY1	8.1188	6.6834	4.9398	6.5822	5.7073	5.4318	5.413	5.5559	5.6548	6.0127	8.022	5.0918	4.2774	5.0493	5.5141	7.2697	8.1014	5.4831	4.7961	5.822	5.1568	5.707	5.842	5.0568	5.8247	8.163	6.8469	6.0705	6.6836	7.4882	6.7315	5.3479	4.8691	5.332	6.7313	6.8209	6.5996	5.6949	6.1545	6.792	5.6266
EA_G__LARP6	6.5428	5.5659	6.7676	6.5078	5.6237	7.1073	5.4248	7.0083	5.9575	8.956	6.0089	5.5778	8.0006	6.6088	6.8861	6.3143	5.8963	6.643	6.7771	7.3264	7.2463	6.5469	6.0363	6.6533	7.6928	5.9258	7.1621	7.2715	5.3831	6.1623	6.1477	9.1172	7.1147	7.1286	6.8268	7.5145	7.2592	5.9801	7.0379	5.8008	6.3795
EA_G__KLK6	7.0631	5.1518	10.5243	4.8512	5.8665	5.2192	4.6448	8.8704	8.905	5.1136	4.7495	4.8798	5.6861	5.5909	9.742	11.2708	5.6391	7.5474	5.0016	6.7784	5.0055	5.3676	5.2398	4.9524	4.568	5.7877	4.9383	4.943	5.4919	5.7632	5.2367	4.7431	5.2022	4.9939	5.2092	6.61	8.0331	5.256	6.6689	5.0143	4.7424
EA_G__ST3GAL2	5.1245	5.2182	6.5232	5.461	5.7091	7.5988	6.4466	6.0393	6.1556	7.2036	5.7459	7.7065	6.7122	6.5264	6.1728	6.5381	5.6583	5.9653	7.54	6.4734	7.1447	5.7205	5.275	6.6306	8.9673	5.7831	7.274	5.3718	6.8043	6.2369	5.6945	7.4105	6.2584	7.0882	6.2638	5.539	6.4992	5.8892	6.0176	6.7239	6.2097
EA_G__EFHD1	9.6927	10.4897	6.7838	10.8877	11.0855	6.4363	11.3552	8.4531	10.9246	7.5588	10.9769	10.5969	8.0806	6.5687	7.1335	7.0749	10.7681	8.1233	6.512	6.812	6.1904	7.6784	9.8691	9.5217	6.8011	10.6784	7.1188	10.1568	10.3331	10.1827	10.9819	6.6063	7.3525	6.5382	10.5168	10.3753	10.2061	10.8369	10.3846	11.0058	9.4912
EA_G__FABP5	4.5852	4.0903	3.2953	5.6242	4.9494	3.2476	4.6763	8.607	6.7919	6.8194	6.1227	5.9207	8.2855	8.2952	8.2315	3.6763	3.8303	6.6193	8.1268	8.0179	7.4143	4.5795	4.4465	3.9307	7.8224	7.8662	8.5296	6.4531	5.4059	3.6267	5.0183	9.5285	6.2494	8.6298	3.1829	4.1928	3.9817	3.7328	3.6033	6.0214	6.839
EA_G__GSTP1	11.5172	6.0003	6.1295	6.0346	5.6096	11.1308	5.8622	12.02	11.7468	11.734	5.8607	5.9335	11.77	12.0193	5.513	5.9581	11.1635	11.2713	11.265	8.5568	10.561	6.195	5.9383	6.017	11.1738	6.1668	8.9486	5.7978	11.6968	6.8557	9.2514	11.0721	11.5502	11.2948	11.9288	6.2721	6.4486	6.3612	5.7143	6.0423	7.4988
EA_G__SH3BGRL	7.102	3.942	5.8526	7.1953	5.0198	7.4323	7.7708	7.8664	5.9809	7.0227	7.314	6.1049	7.0572	6.0477	6.2545	3.6697	7.2912	6.4261	8.2649	7.7216	6.3939	7.5036	8.6749	7.7542	6.6349	7.6797	7.0193	8.0679	10.253	6.9757	5.0457	7.6014	7.6059	6.7317	6.7682	6.2722	8.3469	7.2142	7.1465	8.439	7.1421
EA_G__DPYSL2	5.7919	5.364	7.4747	6.5531	7.199	10.3808	7.342	8.2545	6.1583	8.9742	5.9297	7.6053	8.5864	6.9477	7.2433	7.0544	6.0442	8.2008	8.1649	6.9424	9.7881	7.6608	7.1866	8.4213	8.7065	7.6457	8.0483	7.6197	5.6238	7.8734	5.0121	9.7796	9.6176	9.3425	8.7012	6.9372	7.67	7.3599	7.4901	5.1537	6.9799
EA_G__GRB7	8.5454	10.9211	8.0083	11.1297	8.1717	6.2075	7.1224	7.4261	7.5684	6.3606	11.6802	7.283	9.436	7.1132	6.9786	11.7721	8.4244	7.8473	5.9178	8.1182	6.2106	7.3692	7.4325	7.641	5.5442	8.1737	6.1796	9.8138	7.8417	8.799	10.5391	7.3985	7.0859	6.2713	7.9055	12.3691	8.1468	7.4714	10.6486	7.7878	8.0155
EA_G__GRHL1	7.4864	9.2777	8.5882	8.4331	8.1596	4.5777	7.3829	6.9572	8.8017	5.6615	8.8513	8.2691	8.5193	5.7475	7.9388	8.2395	8.8189	5.7083	3.8144	8.6706	4.7181	7.8945	7.4297	7.0309	3.8956	8.4011	4.4916	8.2061	6.5684	8.093	8.9502	4.0578	4.9376	4.3753	8.8226	7.1577	7.2173	7.8761	7.8942	8.1774	7.5772
EA_G__TMEM63A	10.3392	9.9042	8.8139	9.2252	9.8321	7.9009	8.9321	8.0876	8.6713	7.8552	9.8166	7.6708	8.6227	8.3271	8.8127	8.4558	9.0724	8.6764	7.9149	9.794	7.6274	8.0926	8.3874	8.1943	8.1384	10.2093	7.9491	9.2452	9.2999	9.5319	9.8231	7.2609	9.6586	7.7197	9.4813	9.5874	9.3064	8.91	8.3396	8.9229	8.1762
EA_G__TNC	6.8419	4.5317	8.0622	7.9377	5.5042	6.5045	4.5282	10.3359	11.7961	10.5952	4.4803	4.2461	6.7117	5.6666	6.5706	9.083	6.9443	8.7277	10.3709	9.8215	9.1583	4.8052	4.8852	9.5513	10.3004	5.5014	6.8871	5.9621	9.4908	9.8865	4.591	9.3078	7.1626	9.313	6.8903	6.6164	9.3018	4.8565	4.7517	4.5568	4.34
EA_G__CHML	7.3051	8.0598	9.4275	6.7424	7.7308	8.2161	6.9082	8.1602	7.3331	7.0119	7.1661	5.7495	7.6763	6.6312	8.3273	7.997	7.2242	9.946	7.2647	6.6481	7.2914	6.5456	7.1028	5.819	7.6941	7.7859	8.0033	7.1863	7.0993	6.6415	6.9693	6.1961	7.4021	8.5148	6.7959	6.6868	7.0402	6.6901	5.9455	7.3261	7.1769
EA_G__MLLT6	8.5446	7.5689	7.9745	10.2659	8.1938	7.2075	7.8921	7.3103	7.924	7.3901	6.9293	7.4125	7.6523	7.1562	7.5017	7.4407	7.9772	7.9221	7.1573	7.9475	7.3379	7.5901	7.3045	7.6289	6.8315	7.8394	7.544	8.5385	7.1777	8.2068	8.0174	7.181	7.6071	7.4195	7.375	7.3583	7.2287	7.7259	8.7446	7.8067	7.7721
EA_G__TRPV6	5.9489	8.172	7.7697	7.3399	5.3999	5.1131	5.837	4.7885	8.2265	4.7744	4.871	5.2912	5.0413	5.1102	5.1268	8.1564	9.2894	5.4021	4.7952	8.0611	5.0177	5.4671	5.4788	5.1602	4.7818	7.6043	4.9054	7.7522	6.6101	8.7922	8.2537	5.0953	5.2391	5.3572	7.0029	9.1168	7.0934	8.5497	5.0626	8.2569	5.6418
EA_G__AQP3	8.5634	9.4605	7.3208	5.9982	5.7402	5.9284	6.21	6.9181	8.7753	6.0722	5.6465	5.5676	5.9591	8.5193	8.8965	7.1712	7.8163	7.6078	5.6859	6.9894	5.8908	8.5796	8.3327	6.1119	5.6588	7.0604	7.3994	7.2701	6.9905	7.1901	9.9423	5.7893	6.6768	5.8468	9.0342	7.6002	5.8771	6.6367	5.7694	9.1742	5.8237
EA_G__DNMBP	6.264	5.6061	5.9029	7.4671	4.629	7.5821	6.0355	6.771	5.1335	6.3707	6.1806	6.5786	5.9325	7.7479	5.3193	6.346	6.2645	6.8332	6.0247	5.8245	7.7047	5.5747	6.2957	7.0161	6.7426	6.1111	9.5674	7.7793	7.3264	6.7295	5.3964	7.8646	5.9863	7.7632	6.7723	5.9044	6.519	5.1557	5.326	6.8578	4.9304
EA_G__RHOV	7.283	9.7227	8.4574	8.0872	8.3758	6.4486	7.6528	7.8628	8.3043	6.7707	8.7399	7.3848	6.8553	7.3721	7.5034	7.5923	9.2953	7.7164	7.1533	10.4826	6.6712	7.3987	7.7727	6.8814	6.5363	9.1443	6.5731	6.9177	7.754	8.1173	9.6719	6.3819	8.2071	6.3571	7.415	7.5265	7.9056	8.4813	7.4151	7.846	8.0596
EA_G__SPNS2	9.8805	9.969	8.6701	8.4662	9.1726	6.8191	7.0283	7.5126	9.9317	6.8229	11.6553	7.2706	6.8292	7.4192	7.6798	7.3562	10.0962	8.1059	6.6545	9.2274	6.7099	8.0606	7.5755	7.2118	7.0562	8.216	6.6837	7.9393	7.0477	8.1117	10.6069	6.7323	6.8803	6.9207	9.4183	9.1181	9.2715	8.6209	9.1067	8.3499	7.8089
EA_G__GPR137B	7.3173	7.3696	7.6294	7.4089	8.1599	7.0778	7.3259	6.2259	6.8084	6.4613	8.107	8.2884	6.8585	6.7126	6.9986	6.5121	7.6793	6.8539	6.108	3.5024	4.7996	6.656	7.7104	7.9816	7.3236	7.799	6.6327	7.212	5.9258	6.6425	7.1303	6.8735	6.4763	5.6081	7.6708	7.6703	7.3033	7.8159	7.0711	8.8563	7.0471
EA_G__LRIG1	9.1612	8.4644	7.5392	8.7042	8.5962	7.0764	8.4047	7.6769	8.3325	7.3526	9.3453	9.2857	7.6133	6.3691	7.9605	7.5204	9.2238	7.7319	6.9662	7.6377	8.0083	7.897	7.9151	8.2763	6.6753	9.1526	7.0332	9.4991	6.4779	9.8144	7.5698	6.9521	7.7575	7.6009	7.4641	8.9085	8.3308	9.4649	8.0402	8.882	9.1154
EA_G__RAB25	10.8666	10.4334	10.1003	9.9079	10.8445	3.8607	10.7159	9.6031	10.1822	3.6389	9.7437	9.4452	6.1522	9.1054	10.0308	9.6647	10.1648	9.5767	3.8849	10.5599	3.9126	10.2002	10.0905	9.4475	3.7434	11.0147	4.0552	9.3272	9.9948	9.7709	10.1201	4.0278	9.2791	4.5403	10.7285	10.0699	10.2789	10.6313	10.6547	10.5913	10.6589
EA_G__7A5	10.3607	8.9896	8.1824	8.3314	9.0219	3.2606	7.2942	7.6597	5.6095	3.7134	9.2592	6.5231	3.7622	8.2988	8.3687	9.8414	8.9054	8.2759	4.0236	9.6757	3.4441	6.8545	7.4974	5.2953	3.1486	9.6105	4.0122	7.6718	8.5499	7.1	8.7273	3.9994	6.9247	3.9668	7.1495	9.2352	7.0569	8.1383	9.6843	7.3096	9.2036
EA_G__CD109	6.1416	4.6673	6.5985	3.7921	5.5339	8.3527	3.4254	9.8252	3.4962	9.2487	3.0817	6.5144	7.1157	8.0877	9.3691	3.591	3.7098	9.8537	8.8739	7.4854	8.6953	4.4126	5.5731	3.3263	8.0959	5.2943	3.3463	6.1181	7.5862	3.8296	4.357	10.4754	8.624	9.3002	5.8117	4.6067	3.6874	4.1718	7.6538	4.3542	4.5237
EA_G__PTPRG	5.21	4.499	7.3722	6.6243	6.3169	8.0079	5.5387	7.4888	4.6346	7.7804	4.1773	4.0564	5.6861	5.5681	5.9594	4.0333	5.3326	5.4838	5.8104	7.3366	8.2883	6.2363	6.1699	7.0743	7.2877	6.4314	7.5303	6.992	3.9613	6.0453	4.4986	8.4789	7.313	7.5088	6.5257	5.2016	4.9075	4.399	7.2354	6.022	6.6035
EA_G__RAD51C	6.8606	4.935	6.7649	8.5637	5.8431	5.7975	7.0133	6.7198	6.1266	6.765	6.9505	7.073	6.4052	6.0643	6.7	6.7522	6.4426	6.4353	6.9924	6.4504	6.032	8.6623	8.8987	6.8283	7.2504	5.918	6.8714	8.1751	5.6679	5.7756	4.7278	7.4921	6.206	7.2721	6.2036	6.6002	6.2317	7.1679	7.1046	7.3229	8.0509
EA_G__MAP1B	4.0691	4.1506	5.5635	4.4828	4.4376	7.3859	4.0451	7.1683	6.6007	8.4876	3.7581	4.3324	4.8655	5.0727	5.2252	5.1172	4.0538	6.0101	7.7143	6.2577	8.7705	4.4155	5.0935	5.1036	7.836	4.0668	7.159	4.158	5.8074	4.7968	4.2089	8.0577	4.7129	8.5112	8.6027	6.5307	4.2357	4.0326	4.3419	4.0378	4.0619
