Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__NPAL2	6.9008	5.9027	6.8153	6.3489	6.9902	4.937	4.6577	5.4937	6.2101	3.9815	8.9241	8.0853	6.4543	4.0973	7.2119	6.8325	7.1773	6.7199	5.7675	6.141	6.516	7.0963	6.8102	4.6957	6.6986	7.2536	6.4927	6.9277	6.313	5.4176	5.8846	5.0348	6.7427	5.276	5.5001	8.6295	6.5493	6.7587	7.214	6.7578	6.4154
EA_G__CD58	6.8277	6.9871	9.2583	5.6632	6.0538	7.2021	6.9656	6.9285	6.0743	5.8761	6.1121	6.4586	6.5012	6.6152	7.7048	6.6519	5.819	7.4036	7.9261	7.5297	6.7504	6.6201	6.8207	6.3345	6.9016	5.5527	7.6471	5.6213	6.7996	4.9268	6.6071	7.1219	7.1185	7.2653	6.5758	7.1223	6.201	6.1213	6.1303	6.1112	6.1329
EA_G__ICA1	6.8007	4.2391	5.5241	7.7109	6.3638	4.2132	7.1927	4.9716	5.9258	3.7922	7.0962	6.1191	4.2211	4.1324	4.8164	5.9834	6.8093	5.7834	3.9633	4.0011	3.8101	6.8677	7.0587	6.9084	4.0082	5.8056	5.9475	6.8185	5.8066	6.6253	6.7251	5.4292	5.8257	4.0589	6.974	7.7989	6.9839	7.286	7.3446	7.8273	7.4766
EA_G__SCUBE2	4.7629	5.0546	4.9929	5.8206	11.4402	4.9679	4.8344	4.6654	7.3754	4.8634	5.6711	11.3873	5.0011	5.0155	4.8528	5.0303	7.8015	4.8511	4.9676	5.1207	5.0834	6.1512	7.9257	8.4991	6.3243	9.6401	4.9595	7.4764	5.106	5.7841	5.3968	4.9885	5.3571	5.0823	5.1082	5.4785	5.2741	9.74	8.5451	4.9859	5.4146
EA_G__LGALS1	9.5939	7.899	10.8558	6.574	9.6496	11.277	11.2005	10.6348	10.804	11.7239	8.5854	10.1779	10.2933	8.0472	9.9389	9.7448	6.6399	9.8953	11.0029	10.3007	12.1505	8.6291	8.5415	9.6518	11.8084	10.2704	10.9971	7.1961	10.4959	9.9326	8.5912	11.5902	10.2838	11.5369	6.7362	7.9171	9.4367	10.1992	8.4422	6.9899	7.1286
EA_G__ZDBF2	6.4609	4.0093	7.191	4.3795	5.2227	4.1504	5.6366	7.521	6.6376	4.0996	3.6749	4.0049	7.2764	7.507	7.4754	5.2557	4.0831	6.3681	5.7993	4.5643	5.6345	5.0182	4.1935	6.764	7.8693	5.6254	6.6516	5.4922	4.0637	4.618	4.239	4.0801	7.2589	6.2425	6.5261	4.0978	7.2216	4.976	5.4728	5.4875	6.1062
EA_G__SYK	6.4062	5.9849	7.3582	7.3327	7.0955	4.7423	5.0707	5.0835	6.2633	4.4833	4.4849	6.8967	4.6334	7.5505	7.6245	8.463	6.9189	8.076	4.409	4.8371	4.7997	6.8007	6.8805	4.6771	4.5247	7.3438	4.6861	6.3931	4.4987	5.1463	7.264	4.8881	4.8966	4.8173	5.6372	7.2579	7.2591	6.9358	5.5448	6.3764	5.6168
EA_G__GNG12	7.9257	8.0554	9.1125	6.9215	6.2823	9.5214	5.0723	8.6155	6.8475	8.645	7.8236	7.2029	8.1673	7.6447	8.9862	8.8599	7.3246	8.9495	9.2848	9.2523	10.1455	5.2669	6.6554	6.6615	8.7552	6.672	9.0735	6.6523	8.8439	7.2152	7.7602	9.7441	7.9395	9.8269	7.4973	8.4644	7.8464	7.0967	6.8414	6.0561	6.6101
EA_G__TNFSF15	8.1057	5.0665	4.2376	6.5491	5.3442	4.8168	3.937	6.7509	8.5035	4.0823	4.4359	4.2295	4.6983	5.0589	6.2062	5.7244	6.7812	6.1778	3.8683	5.2534	4.2908	5.1889	4.1671	6.2623	4.6553	5.7061	4.5483	8.9447	6.2674	5.0295	4.9746	4.2144	5.4643	4.2661	8.0557	5.1116	7.2695	5.1029	5.1025	4.7308	4.587
EA_G__APOD	9.195	8.4131	4.3529	4.576	6.0208	4.5205	4.8705	4.8545	4.5494	4.4454	6.7594	5.1462	5.4408	4.5387	5.4509	4.809	9.674	4.7458	4.3722	4.5508	4.2252	6.0782	8.385	5.8081	4.9883	11.311	4.705	6.0232	11.749	5.2095	8.0318	4.3242	4.9073	4.892	4.5929	4.8909	9.5483	10.5135	7.4462	12.4719	5.2026
EA_G__TSPAN12	8.1459	4.8065	5.8963	7.7101	6.1921	4.3818	4.2948	4.7016	6.0141	4.4727	8.3821	5.7973	5.0621	5.3798	4.4833	5.7382	8.3077	6.0146	4.17	5.5669	4.8314	5.1698	5.8543	4.838	4.91	10.0466	6.9227	8.0057	8.1337	5.1424	5.347	5.4176	6.1065	4.1776	9.0237	6.801	6.3377	6.1741	6.5665	5.9616	6.0829
EA_G__CPE	8.6965	8.4804	4.0052	7.2374	7.1476	5.447	8.0609	5.0502	5.8349	4.1555	10.5244	4.3901	9.6381	3.877	5.3587	5.2796	4.5581	5.1626	5.9491	7.3628	6.6032	5.401	7.6439	6.8504	6.9886	7.7079	6.5889	7.6605	9.2716	5.5786	7.2783	5.1539	7.8673	4.9719	6.8651	10.2284	9.751	8.0944	8.6851	9.2257	7.9683
EA_G__C20orf114	11.0401	7.0553	5.2127	7.8852	6.3309	4.6121	5.1097	5.1526	5.0573	5.3378	7.2331	4.8674	5.6278	5.3641	7.8002	6.663	10.464	5.2185	4.9445	6.5348	5.1707	6.0915	5.6898	7.9038	4.9152	13.2701	5.1911	10.0853	13.2886	5.7893	7.2236	5.1248	5.3721	5.3882	11.3388	5.3234	10.3221	7.7395	8.1169	5.6322	7.4759
EA_G__MT1JP	6.7292	6.6321	8.2896	6.2727	6.3985	6.9116	6.6686	6.6193	5.8113	6.6685	6.5757	6.7785	5.8586	7.179	7.6138	7.8824	6.3952	7.5047	6.5983	7.2695	7.4192	6.4199	6.6983	5.8912	6.5937	6.2681	8.0383	6.3704	7.7117	6.9775	7.1574	8.626	8.2754	8.4374	6.9914	7.577	8.0625	5.7723	6.1877	6.591	5.6863
EA_G__FGFR3	6.4098	6.4686	6.758	7.2628	8.1528	6.3636	6.1745	6.0463	7.8694	6.2454	8.4332	6.4613	6.4522	6.9181	8.6444	6.4297	8.0712	6.4189	6.4648	6.2407	6.1123	7.8528	6.8679	6.5519	6.7138	6.8004	6.4535	7.8569	6.8435	7.043	6.5493	6.0993	6.6322	6.2285	11.9162	6.826	6.7292	7.4786	7.0184	6.8274	7.3067
