Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G10280__RAB11FIP1__RAB11FIP1	7.6887	6.2778	7.0128	12.2859	4.5822	8.1106	7.2796	4.0893	8.438	8.7856	8.1977	5.5418	6.2577	5.6096	5.7509	6.7727	5.928	3.3836	5.4681	6.386	10.7433	6.6273	5.9329	7.033	5.945	5.9973	6.155	2.8408	4.7669	11.4127	4.8767	7.8875	7.9949	6.493	9.2453	8.7531
RS_G7852__SLC40A1__SLC40A1	8.1261	6.0053	7.765	8.1177	0	7.1984	1.8182	1.1013	7.0717	9.5596	4.9572	4.0017	0.11962	2.6831	2.3757	3.5437	5.1833	0	0	0.15331	0.15829	5.071	2.5055	7.5995	9.0335	0	6.8656	0.27233	0.42348	6.3631	0.91534	4.6019	10.0753	3.8126	7.1722	6.288
RS_G12225__A2ML1__A2ML1	0.55235	3.015	2.3348	1.6963	0.051186	0.20298	5.7466	0.4159	1.5662	4.2978	0.67252	2.6485	4.0087	2.6029	1.1693	0.099944	5.3202	0.059283	1.3786	1.1201	0.84535	0.083725	0.049173	1.9963	0.48814	5.6281	5.0462	0	3.9701	3.2228	0.36821	4.9828	0.50916	1.8703	1.3113	0.21477
RS_G12287__ANPEP__ANPEP	4.6781	3.3458	0.4918	2.3499	9.3546	0.34204	0.60793	3.8277	2.1245	1.2098	2.4168	4.5501	9.2789	0.94625	0.81235	7.8441	6.672	8.9544	1.7722	1.5798	0.72205	10.471	0.4706	0.586	0.65303	2.7753	2.6835	13.7475	11.5166	0.084498	7.974	0.8554	1.2223	6.7332	1.7071	0.4654
RS_G13984__TNFRSF10D__TNFRSF10D	0.47373	0	0	0	0.27889	0	7.3456	0.24361	0.43255	0.61535	3.624	5.9027	4.4719	4.3597	7.4006	7.5913	1.9892	8.1692	0.93493	0.14914	0	4.7278	7.4603	0	0.13627	0.38305	0	6.4505	0	5.4051	5.1856	0.30762	0	0.68226	4.0385	0.11014
RS_G826__SLC2A3__SLC2A3	0.69254	0.061538	0	0.37073	6.4407	0.13515	2.8137	5.088	0.55696	0.3447	0.23364	3.3262	0.29792	0.064317	6.6068	0.25129	0.43349	3.7661	0.3097	0.19758	0.071217	1.2539	5.7836	0.18471	0.77274	0.18822	1.0205	3.9255	2.1931	0	0	0.33768	0	0.046556	3.5598	0.099332
RS_G19430__TGM2__TGM2	5.7731	4.6351	0.075916	1.8639	2.1072	1.5359	1.1001	3.5707	1.4478	2.0468	2.7949	4.4499	9.0075	9.2277	2.5436	7.904	4.964	6.8507	5.4294	2.0974	2.9293	4.6858	7.9893	1.2109	1.8048	3.27	2.1179	2.6677	8.7502	0	12.5541	5.6263	0.8381	10.315	1.5682	0
RS_G15192__FAM101A__FAM101A	0	0	5.0831	3.729	0	4.3808	1.9118	0.12967	0.23103	1.0259	0	1.2172	2.5187	0	0	0.48686	0	0.24737	0	0	1.9609	1.1709	0.95138	4.1848	3.6832	3.3613	0	0	5.271	0	0	0	0	4.0247	5.5645	8.5957
RS_G12549__ANGPTL4__ANGPTL4	1.3628	1.7355	0.28988	1.6842	7.1002	2.6448	1.0067	0.41541	3.6172	2.1231	3.7472	4.8525	6.5014	3.8004	3.7687	4.8409	3.5734	5.2861	5.7269	6.1066	1.3524	6.5731	5.4475	1.9371	3.028	3.5753	5.5559	7.218	7.3786	5.6931	6.5586	10.3721	5.9315	5.0877	6.2922	1.8001
RS_G8887__PLAC8__PLAC8	3.4307	0.78955	1.4119	1.8455	6.3471	2.1601	3.6961	2.6576	2.0722	2.8257	3.7442	4.2756	6.833	4.3387	2.138	2.6302	1.977	3.3026	2.9326	2.2767	3.133	3.0243	7.9065	2.0243	1.8874	2.3395	2.7574	2.9311	5.5878	2.4519	7.3535	6.9757	3.1961	4.5752	2.3072	1.8458
RS_G12147__C12orf28__C12orf28	3.7725	1.3232	3.5004	3.7041	0.45315	3.1857	6.4736	0	1.4931	4.0161	0	0	0.66813	2.3794	2.6395	0	4.1714	0.89314	0	0.45362	2.5994	0.6752	0	3.1148	3.6943	2.3264	4.1368	1.0242	0	3.4286	0	4.8699	6.5669	2.8142	4.5988	1.4045
RS_G2210__PRODH__PRODH	6.6996	8.8601	8.1502	4.8255	0.12095	8.7378	5.7577	0.77143	8.8848	5.7828	1.603	2.3836	5.1535	2.1092	3.4667	0.7919	0.3561	1.043	4.9495	1.9741	5.4938	7.7774	0.11484	10.9405	11.3567	6.7245	8.0182	1.3588	2.1155	10.7743	4.0417	8.8787	7.139	7.072	9.1687	9.3919
RS_G6987__IRAK2__IRAK2	3.1643	1.4718	0.5092	1.1488	4.7227	3.1634	5.6254	5.2952	2.5617	0.94193	6.0897	3.9784	5.1855	5.6527	4.5118	4.398	2.653	4.8247	2.0925	1.0345	3.99	3.2041	5.3682	0.65158	0.48601	6.3606	0.99949	7.2984	3.1827	3.3124	3.6375	0.5055	2.5127	2.9404	1.6147	0.48699
RS_G477__SH2D2A__SH2D2A	0.94001	4.6893	0.32589	2.6798	0	0.29969	3.9685	1.0373	0	2.4134	6.2239	1.8472	3.8194	0.97591	2.5234	2.1292	3.9223	0.48031	1.0982	0	0.1632	2.1868	0	3.6932	2.1948	3.755	0	1.9177	4.4467	2.5454	3.6017	0.81263	3.7963	2.6117	3.0212	5.6658
RS_G16371__NOG__NOG	1.0519	0	2.2697	0	2.4767	0.38977	5.9809	0.41694	0	0	5.9691	2.4824	4.4078	2.8449	1.7954	0.37246	0	1.2498	2.0981	0.67981	0.39325	1.9775	4.0505	0.28562	0	2.5744	0	4.5948	2.2238	1.4442	5.7748	2.1665	0	0.68639	1.1986	0
RS_G27825__RP5-857K21.11__RP5-857K21.11	10.9434	6.6704	13.2896	12.1731	10.1851	12.3866	12.2165	12.1985	12.3339	11.8487	10.0205	11.1852	10.4344	10.7845	10.3199	11.7062	10.6909	11.5127	7.1751	11.6662	11.723	9.4247	10.3684	10.1889	9.1151	9.3724	9.7862	8.7916	12.4549	15.3032	9.1959	9.7	10.1982	9.1015	9.4473	12.2867
RS_G4338__RBP1__RBP1	1.987	3.1128	6.0775	5.3745	0	5.1226	10.5498	1.9031	1.2883	8.8629	1.8734	6.0151	9.7819	9.0972	5.2502	6.3557	8.9415	0.38579	0	2.1658	12.2119	8.6783	1.3317	2.4359	1.5538	7.4955	0	2.5823	8.2226	11.0804	5.7116	0	2.3228	6.7232	0.47168	0
RS_G16598__PROS1__PROS1	4.6854	0	0	0	6.3048	0.91111	3.1664	1.7086	0.9029	1.3688	2.6571	2.8994	1.0067	1.4914	4.4328	2.7055	0.13375	1.5091	0.71549	2.8721	0	0.12149	6.4587	0.13992	0	4.1969	0	4.4556	2.5764	0	0.42536	1.3477	0	0.10127	0.55269	0.21169
RS_G424__FHL1__FHL1	2.0586	0.14817	0	0.62912	8.4195	0	7.8581	7.6811	0	0.22544	5.2396	7.0935	5.4999	1.6533	8.1859	4.294	0.90187	10.0365	3.4656	2.4039	0.32044	3.163	4.1986	1.521	0.52788	3.2163	0.9089	7.0593	5.007	3.6967	2.9989	7.6498	0	4.6859	0.6065	1.4646
RS_G2016__COL9A3__COL9A3	1.4993	4.0111	0.88215	3.5012	1.2322	0.70713	6.8804	0.60545	2.0714	1.1249	5.9643	2.9465	2.6759	0	0.21295	2.7092	0.925	0.61144	3.7968	1.6879	3.6563	4.4015	0.36722	3.2525	4.299	9.0893	0.38251	0.35941	9.2432	5.9379	4.908	2.9855	4.585	7.0235	1.077	0.53092
RS_G12830__ATOH8__ATOH8	7.7862	1.7824	1.7667	0.27703	4.4009	0.19465	0.5588	2.2938	0.74704	0	0.17001	0	4.2842	0.17819	2.4652	3.9632	0.90834	5.5191	4.3355	0.76855	0.28556	4.0234	3.9999	3.1334	2.6418	2.8882	3.1621	2.2177	5.0986	4.2677	5.8057	0.76237	0	2.4473	0.25948	0.3877
RS_G5632__POF1B__POF1B	3.5829	2.9715	6.5667	4.6059	0	3.611	1.8493	0	5.1177	8.4924	0.11745	1.93	0.5287	1.2403	0.74799	0.9373	5.002	0	2.5362	5.5091	2.4432	0.41607	0	4.135	0.95867	0.55468	2.3599	0	0	4.4269	1.5172	1.4106	1.9519	0.56039	5.3682	2.3153
RS_G4477__IFIH1__IFIH1	5.5519	5.0104	4.6702	6.8435	0.57761	6.2807	4.7528	3.2819	4.2422	5.0304	10.0636	4.7985	6.0943	6.2488	4.7248	3.5667	8.2669	1.4788	4.3502	3.9352	6.35	4.2171	3.4482	3.4814	4.6777	7.2422	5.237	3.3564	5.3174	6.8807	4.8413	5.1924	4.8213	3.2622	5.4048	4.3929
RS_G4225__SPARC__SPARC	0.1343	0.14978	0.094438	0.083816	14.1217	2.1509	6.2713	9.2733	0.091823	0.11392	4.201	0.91565	6.6944	2.2353	11.9638	11.47	4.5495	13.0059	1.8624	0.63481	5.5294	3.5813	6.8619	0.63899	1.2224	2.1099	0	6.5885	3.3867	0	2.9029	0	0	0.40268	0.4355	0
RS_G18796__ZNF323__ZNF323	4.0592	4.7404	4.0046	3.0955	0.64925	4.6182	4.4034	5.7516	3.7182	1.871	1.786	3.694	2.5334	3.3804	4.7592	3.1953	5.4161	2.505	2.6108	3.7035	3.4829	4.5911	2.41	4.2997	3.2401	2.8491	4.3569	1.7508	4.3278	7.3598	2.2784	3.8048	3.1218	2.3392	2.4992	3.5796
RS_G13907__ADCY5__ADCY5	4.7972	9.5091	1.3853	2.137	3.3713	0.73212	1.1076	0.25153	7.8828	0.56612	0.10578	0.27387	0.74037	2.3353	0	2.0944	0	1.1236	6.8663	8.0975	4.6028	7.1349	0.71745	0.38401	0.38978	1.3778	7.1157	2.8061	0.43515	0.19881	0.18466	0.60349	0	8.1408	0.69567	0.088049
RS_G16049__EPGN__EPGN	0.62908	1.2748	0.81396	1.382	0	0	2.3756	0	0.79607	0.96975	0.49786	3.9373	1.4815	5.3723	2.3909	0	3.8394	0	0	0	0.56023	0.80166	0	1.4689	0	1.9751	1.4898	0.88324	4.5126	5.4435	2.7586	6.7991	2.2266	0	0	0
RS_G17647__ARL4C__ARL4C	6.4058	3.9508	6.5819	4.9192	8.0292	4.7101	7.6877	9.0067	6.0138	2.9942	6.2663	7.0619	6.2607	5.9989	6.9743	7.5755	6.7168	7.9861	5.7583	4.3584	5.9484	7.7683	7.5221	4.073	1.3609	5.306	5.4578	10.7033	6.3785	4.8348	5.2782	6.5854	3.1525	4.5654	3.7385	3.6318
RS_G41__TFPI__TFPI	1.8179	0.2174	0.72568	0.79129	8.5146	4.5244	0	4.3639	0.37081	3.8782	0	2.3925	3.7167	5.6665	2.9865	5.668	6.5509	6.9449	4.0401	7.4224	4.2219	2.2633	7.667	0.35548	0	0	0.67722	3.6419	0	0.60216	5.6653	4.1591	0	0.79281	0	0
RS_G21977__CDSN__CDSN	2.9956	1.1401	1.9282	8.8482	0	7.9711	3.9985	0.95695	0.40357	2.8234	1.1935	1.4924	4.5761	3.2825	2.5207	1.6413	2.6093	1.6494	1.9908	2.5728	6.9357	3.504	1.1401	7.5991	7.4583	2.97	2.0925	0.87848	3.1569	3.2981	3.3602	9.9964	1.8435	6.5285	2.9772	1.9794
RS_G3361__SERPINE1__SERPINE1	3.34	3.0676	0.59751	2.4332	5.0316	0.27016	6.6992	3.2308	0.83167	1.6028	2.0024	7.2689	6.7282	7.1883	6.7085	6.8413	0.30685	12.9763	5.4003	1.4898	1.9126	6.056	9.7718	2.0705	3.8827	2.3465	2.1126	7.2491	0.86367	4.6185	11.3681	8.7657	0.75362	1.085	1.8838	0.90015
RS_G463__VIM__VIM	2.9652	2.2052	5.3309	4.7875	13.722	3.764	13.663	13.843	4.156	0	10.3261	6.4127	8.4787	10.5793	11.7234	13.9024	10.1043	15.089	6.8882	3.1521	9.4838	11.1994	13.7198	1.8929	3.5908	12.9747	2.3972	16.3769	9.8039	3.625	11.237	3.9594	5.7587	8.8159	3.9298	0.37376
RS_G12887__ROR2__ROR2	0.99671	0	0	3.2452	0	6.8376	4.2998	2.7187	0	0.28529	1.6518	1.9581	3.8669	0.15018	2.2208	4.9915	0	2.6226	1.7196	0.43584	0.057404	2.4422	0	5.8797	6.4732	0.78917	0	0.52239	7.9269	2.4446	1.6918	4.8317	6.1975	5.4064	5.0886	5.4198
RS_G7727__DUOX1__DUOX1	1.4964	0.31093	0.28904	2.2162	0.41212	1.2062	4.1596	0.88339	0.32501	0.12922	0.62883	4.2651	4.978	0.98382	0.63747	1.434	2.8116	0.46676	0.18092	0.6225	1.7968	0.52095	0.53163	0.71698	1.3439	1.7641	0	0.70113	2.5207	2.265	4.6581	0.56659	1.1404	0.87157	1.2028	0.87454
RS_G3189__FAM83E__FAM83E	5.5054	1.2887	6.353	0.46463	0	0.66648	2.1666	0.72379	2.2539	2.0567	0	0.54652	0.91415	0.6177	1.8641	1.3612	6.4207	0.62619	0.24924	0.64938	2.6827	3.2312	0.43665	6.4674	1.5424	1.724	0.31951	1.7205	1.4596	2.1883	3.2627	0.50302	0.72718	0.71148	0	1.3318
RS_G16566__CSF1__CSF1	4.9267	3.3068	0.63581	2.0826	5.2612	3.3153	1.4233	5.6818	2.1574	3.7992	8.8161	4.2899	6.4616	5.0175	5.9173	8.2679	5.7738	6.5134	2.7338	1.7785	2.7317	4.4905	7.9524	1.6766	0.68883	8.8887	2.3696	8.6661	7.9034	3.0812	5.3272	1.8363	3.2028	3.3419	2.5385	0.98173
RS_G14914__PGBD5__PGBD5	2.5018	2.9794	3.1999	5.547	1.9775	5.1598	6.6397	3.0331	0.22966	1.317	4.4039	1.9745	2.6064	4.145	5.9063	4.2302	7.2011	0	5.1453	2.4298	5.3324	4.843	0	5.1969	0	8.3665	0.70583	0.26209	6.4248	5.2064	4.7336	3.9571	2.1338	4.951	6.1655	4.287
RS_G14073__MARCH3__MARCH3	2.7745	3.2569	2.3112	3.8079	7.2639	3.9127	3.3371	3.5078	4.7162	3.7624	3.8529	2.2062	4.095	4.8337	3.733	3.2795	3.1876	5.5727	4.1582	4.2518	5.4319	4.115	5.8431	2.9157	3.9047	8.6586	3.2788	3.641	1.93	5.5269	5.393	3.9215	5.5492	4.9057	4.0362	3.6738
RS_G8446__RCN3__RCN3	2.5656	5.646	0.1561	1.0231	6.0513	0.50087	6.6643	7.1184	4.6093	1.7805	6.5676	7.7882	4.1885	2.6545	3.5399	4.4844	5.4142	8.2599	4.8105	2.497	2.3104	2.3304	0.46976	1.1202	1.2148	3.3418	4.6915	9.0074	0	5.2147	5.4759	0.54176	3.3249	2.4497	3.0716	0
RS_G5137__PCDHB8__PCDHB8	4.1245	0	0.40791	0.19959	1.1122	0.29489	0	4.7627	1.7502	1.5596	0.8932	0	4.7931	0.92476	0.75205	1.2825	3.5918	3.0537	5.0151	3.7676	2.0712	4.0203	0.57331	2.9026	0.48847	1.3015	0	4.5919	0	2.5263	0.94975	0.21773	6.7331	0.99402	0.27829	1.5526
RS_G11045__AKR7A3__AKR7A3	1.5004	9.0838	2.8319	5.5429	2.3864	5.6015	0.33305	2.1664	10.1604	6.9813	3.9476	2.5796	2.6553	2.5611	1.6885	1.8247	3.6119	3.3894	2.2465	2.6067	6.6687	2.6739	2.2116	8.4881	9.7412	2.8796	7.4822	2.8625	4.159	3.7916	3.0998	3.0519	5.115	7.2329	8.6879	8.2294
RS_G4919__CTGF__CTGF	9.505	4.4992	0.78195	1.8219	12.8527	0	8.7089	7.2404	1.2136	1.2462	8.3956	5.4822	6.3887	7.5308	10.7526	9.5522	5.6891	12.5646	2.5154	1.758	0.22651	5.5647	10.5691	3.2516	1.4824	11.3633	4.5607	6.2663	7.3857	6.1576	5.3545	6.591	2.1019	4.4628	1.8454	1.1337
RS_G2274__TIMP3__TIMP3	7.1676	1.4484	0.20404	4.3628	0	0.54618	0.15932	7.2281	0.73369	0.19599	11.9588	8.3461	9.2857	0.17607	7.7407	0.49099	0.92898	10.0072	4.2692	9.644	8.0855	7.3564	5.7329	2.0761	1.5956	5.5897	1.9357	0.46861	4.2941	4.6453	7.3446	4.9621	4.2155	4.6465	2.5201	0.72845
RS_G19421__ANKRD43__ANKRD43	0.68894	0.2593	3.6807	5.9951	0.14915	8.0828	0.2467	0.39425	4.0266	5.3162	2.7259	0.3412	1.4485	1.9012	1.8589	0.34528	2.0114	0.32538	1.9544	1.3813	4.5803	1.4627	0.073516	2.734	0.68446	2.4367	0	0	1.9312	0.58703	0	0.7374	6.731	7.7023	2.4612	3.3888
RS_G12350__NKX3-1__NKX3-1	4.0111	3.0421	4.5967	3.2193	5.9168	0.20679	3.4163	2.8754	8.2383	2.2197	2.5014	4.5082	5.0436	4.5614	2.108	3.6481	2.9619	4.6247	2.6249	2.2666	4.0113	4.4838	5.0431	1.9725	0.74777	5.608	3.6696	4.5496	2.7666	2.43	4.7663	3.8792	4.0238	4.3938	2.1251	2.5927
RS_G11896__SLITRK5__SLITRK5	4.4036	3.1192	0.25167	0.55999	7.5383	0.33996	2.6478	1.5099	3.2337	0.23193	0.20843	2.0435	1.4606	1.2422	4.0805	3.7712	0.38943	3.1632	0	0.89617	0	1.3578	3.81	0.33673	0.21086	0	3.1578	2.9616	3.3742	0.06974	0.56419	0.60653	3.5177	0.49001	4.3354	5.212
RS_G11812__GEM__GEM	3.4128	0.39241	0.65863	3.922	5.2987	6.9453	3.3766	6.9016	3.2647	1.7787	5.7468	2.6702	1.7895	3.1414	3.4334	7.1501	4.5528	7.2633	2.3845	2.808	1.1814	3.2811	6.6694	2.2264	0	3.0181	0	9.784	1.7987	4.2186	4.1378	1.5477	3.517	5.196	2.6213	0.81572
RS_G14619__GJC3__GJC3	5.1109	1.8959	1.5143	3.8425	0.41479	2.0959	4.3671	0.96981	5.4889	2.1872	4.8849	1.0688	1.8684	4.541	2.8968	0.86946	6.1687	2.0321	1.4189	1.6812	2.2311	2.9997	0.56527	4.4185	4.9652	4.0407	0	0	2.9844	3.916	1.0534	4.0553	3.7645	1.1652	3.6653	3.406
RS_G11051__LAPTM5__LAPTM5	2.8393	0.20669	0	1.2492	0.22567	2.6129	1.7293	2.6516	0.45429	2.2405	3.3755	3.4596	4.1543	2.745	1.1634	0.66768	0.69552	0.91454	1.473	0.33275	2.7641	1.0672	9.5586	0.73502	0.39464	2.4712	0	7.01	2.1102	0	6.916	0.65062	0	1.4999	1.1637	0
RS_G14507__AL133445.4__AL133445.4	3.9862	4.92	6.1168	4.9254	0	3.5289	0.34141	0	2.9907	0.73593	0	0.82434	2.311	0	0	0.69544	1.8332	0.44594	2.7258	3.3483	6.6989	2.2186	0	2.881	3.5843	0	2.2355	0	0.72157	2.7742	0.58825	0.76526	5.1359	4.5022	2.6906	0
RS_G10326__NMNAT2__NMNAT2	6.6	0.30207	0.5195	4.1564	2.4102	0.093162	5.2476	3.0218	2.6025	1.3761	1.4049	3.0914	4.7602	1.6212	4.0426	0.32631	0.33832	4.3466	0.089314	0.54336	0.88415	4.3612	5.3772	2.181	0.62001	5.1991	1.6548	1.5533	4.0954	0.10382	0.6965	1.1755	4.3552	4.8679	4.2739	1.8525
RS_G4465__FNDC4__FNDC4	2.0609	0.96004	3.9996	2.8072	4.2327	0	3.2685	4.1418	3.2899	1.4867	5.815	3.9698	3.0605	0.28662	4.4007	2.7242	1.864	5.8787	1.1879	0.3037	0	3.3295	1.0742	3.3088	0	4.1372	1.589	5.801	1.1384	0	1.8508	0.60227	3.2523	4.2561	0.74175	2.5291
RS_G2254__SEPT3__SEPT3	6.0681	2.128	4.9259	6.2715	4.0342	7.0323	5.5395	6.587	2.8368	6.2334	9.9177	2.4132	3.8373	5.0382	6.0119	6.3541	7.4978	1.0676	3.8242	4.4659	7.7589	3.6069	2.331	4.6968	5.3424	7.9558	1.0761	2.2186	3.1444	4.9445	2.392	1.7564	4.2999	3.5537	6.3302	6.7753
RS_G13159__ADRA1B__ADRA1B	0.18329	1.0437	0	0.11811	0	0.23221	3.1228	2.5203	0.44765	0	0.38564	2.2667	0.17378	3.1453	4.6405	1.2095	0.38458	4.1574	0.32467	0.6723	0.52594	3.0163	4.5454	0.30935	0	1.8242	1.7875	7.9508	2.9802	2.2674	6.7332	1.8183	1.1225	0.92045	1.1506	0
RS_G5810__CD70__CD70	2.1298	0	0	0	9.7205	0	0	1.7744	0	0	2.6289	1.0273	7.8922	0	6.1861	6.9112	1.3388	6.277	2.7908	0	0	0	0	0	0	5.1436	0	9.1854	7.1955	0	5.7209	1.9353	4.0443	2.049	2.2205	0
RS_G2649__SRPX__SRPX	2.5884	1.0314	2.6197	0.97679	2.7858	0.26305	6.6006	9.7982	0.70231	2.9338	7.0833	1.997	1.2447	5.9047	3.9004	4.6477	1.8195	5.4903	2.0271	1.2433	2.542	2.1877	5.0677	1.48	0.77069	5.5235	0	9.8027	4.4822	1.5505	2.81	0	0	1.0759	2.558	1.0927
RS_G14428__C7orf10__C7orf10	3.7743	1.0982	0.7662	0.89114	5.2894	0.14994	3.7882	2.8196	2.0669	0.37628	4.9639	4.3508	2.6963	2.255	2.9243	4.0509	0.65512	4.1949	0.3938	0.96976	1.5258	1.2013	2.0049	0.13633	0	4.5349	0	4.8912	2.9044	0	1.2329	0.30448	2.8094	1.8546	1.8441	2.0889
RS_G8938__IQGAP2__IQGAP2	4.9364	3.2259	5.623	2.3392	0.13382	6.2903	2.0729	0.53615	0.58039	1.0363	0	0.40008	1.1611	4.0429	0.62697	0.53648	3.826	0	0.091238	1.0825	2.2397	0	0	2.1637	4.2405	0.12995	4.3124	0	0.85454	1.4654	0	0	0	0.38642	4.3239	2.9035
RS_G2913__KIAA1199__KIAA1199	7.641	2.9944	1.7452	2.2245	8.7442	1.1372	1.3566	4.1092	1.6288	1.1836	1.0036	0.63034	1.6954	1.9755	1.4692	3.9475	1.0185	8.171	2.3433	3.1087	4.1294	3.0434	4.72	2.3213	0.96256	1.8888	0.42582	3.094	0.79594	1.1095	0.6955	2.814	1.156	4.3478	0.37723	0.75076
RS_G11693__AC010990.3__AC010990.3	1.7961	0.68784	0	0	0	0	1.0911	1.222	2.59	0	2.9069	1.745	3.1818	6.7489	0.13845	2.4197	7.4569	3.2872	2.5149	0.36743	0	2.6547	0.63123	0	0	3.3869	0	2.4176	2.4682	1.5552	3.7252	0.27953	0	0	0	0
RS_G15383__ARL14__ARL14	0	0.18019	0.72953	2.3706	0	0	0.58572	0.42152	0.40015	0	0	2.6526	4.8541	3.8349	0.93297	0.36786	3.4795	0	0	0	0.69233	0	0	0.57875	0	0	0	0	1.3343	1.231	1.8454	0.98861	0	0	0	0
RS_G7338__SERPINE2__SERPINE2	2.3994	0.79327	3.83	2.2086	10.1196	0.18958	7.4411	11.5894	0.28363	0.46684	9.8235	6.7055	2.8475	7.0236	8.1647	6.4473	2.5456	9.5902	2.7962	1.3238	1.0935	5.4003	6.5495	4.3532	2.126	10.4702	0	6.0111	6.9672	2.2537	5.6749	0	0.83906	1.3572	3.4753	1.5784
RS_G1589__PGR__PGR	0	0	5.8141	4.6073	0	5.1131	0	0	0	6.0643	0	0	0	0	0	0.29135	0	0	5.3098	2.2482	2.7384	0.085527	0	4.3203	0.097528	0	0	0	0	0	0	0.84492	7.8522	6.9785	6.2611	0.35204
