Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg20264732__RBM35B	0.046686	0.034188	0.057528	0.039043	0.027442	0.95268	0.043285	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.032751	0.42705	0.072816	0.07017	0.92495	0.033588	0.046215	0.033661	0.93122	0.032962	0.88563	0.052389	0.071887	0.075573	0.098937	0.83739	0.031245	0.94422	0.027784	0.032487	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg07007400__KRT7	0.055763	0.046739	0.070614	0.055848	0.053989	0.86183	0.087797	0.049454	0.05255	0.85972	0.10655	0.053436	0.075979	0.055336	0.054914	0.078192	0.099266	0.84862	0.877	0.86467	0.54035	0.85256	0.040393	0.14013	0.059741	0.099584	0.102	0.059799	0.10632	0.046383	0.053153	0.054552	0.048268	0.045592	0.51199	0.051887	0.83956	0.82992
Meth__cg13936125__GNAO1	0.099232	0.033322	0.042166	0.034261	0.02737	0.98173	0.04019	0.042185	0.037047	0.045018	0.10769	0.028251	0.062683	0.032252	0.035792	0.02854	0.058338	0.037992	0.039332	0.060209	0.058214	0.033241	0.028377	0.53895	0.047045	0.042804	0.068071	0.045646	0.029419	0.030016	0.054924	0.028495	0.026743	0.026475	0.064807	0.037865	0.040787	0.04469
Meth__cg19713196__LAD1	0.037088	0.033483	0.04903	0.030894	0.069663	0.93908	0.17135	0.14803	0.027553	0.10249	0.041001	0.052973	0.072	0.03452	0.63622	0.31309	0.081901	0.065618	0.041797	0.037644	0.057369	0.69284	0.039943	0.84	0.039173	0.046531	0.17757	0.073475	0.36712	0.024038	0.65133	0.027912	0.029821	0.040008	0.057748	0.044178	0.033714	0.032604
Meth__cg21091629__FRAG1	0.022814	0.016036	0.019512	0.024762	0.021006	0.038032	0.024711	0.030894	0.016467	0.024567	0.02394	0.025718	0.025535	0.020328	0.021172	0.098538	0.02976	0.01714	0.018889	0.021424	0.03411	0.044318	0.021977	0.09323	0.024399	0.021114	0.027207	0.020181	0.0255	0.023872	0.24227	0.019285	0.020743	0.014646	0.034792	0.022603	0.021099	0.01732
Meth__cg07248310__HOOK1	0.056178	0.037432	0.043628	0.054967	0.049321	0.86922	0.074866	0.41777	0.021745	0.062432	0.86304	0.03843	0.10755	0.042222	0.037242	0.077994	0.070103	0.15619	0.03897	0.050086	0.046723	0.05315	0.045612	0.18446	0.063604	0.059634	0.092447	0.074568	0.031195	0.032619	0.079691	0.037384	0.035707	0.034896	0.18116	0.062428	0.060689	0.049295
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.055719	0.063485	0.93289	0.22515	0.042965	0.099001	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.70398	0.93777	0.057251	0.098049	0.072433	0.095283	0.10569	0.10386	0.60017	0.050924	0.051159	0.049664	0.054514	0.047205	0.68789	0.064975	0.928	0.91954
Meth__cg08314660__PKP3	0.046644	0.028778	0.037573	0.044512	0.033102	0.97405	0.040461	0.0397	0.033567	0.052808	0.030695	0.03027	0.032239	0.027954	0.040536	0.058007	0.086497	0.035639	0.043956	0.057505	0.030062	0.67464	0.029927	0.067237	0.05354	0.036046	0.15997	0.036625	0.6669	0.029844	0.03991	0.039097	0.031995	0.025863	0.060417	0.041506	0.057496	0.061924
Meth__cg15457899__SCN3B	0.98204	0.42207	0.50346	0.73666	0.04861	0.98232	0.98289	0.20757	0.083613	0.98334	0.98504	0.4217	0.49952	0.30947	0.092995	0.49166	0.095358	0.94886	0.98745	0.97247	0.98406	0.72372	0.36485	0.97875	0.98083	0.86117	0.977	0.16063	0.97971	0.06625	0.063077	0.0224	0.0247	0.14199	0.94306	0.044822	0.54705	0.95169
Meth__cg11747771__GLDC	0.97063	0.062312	0.96593	0.060334	0.036813	0.37399	0.53926	0.069004	0.043994	0.054896	0.96807	0.032925	0.37792	0.047523	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.36242	0.10623	0.033563	0.9496	0.34	0.064432	0.93215	0.071885	0.039028	0.046127	0.10011	0.047405	0.066555	0.031097	0.078672	0.042647	0.2828	0.56143
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.035368	0.95327	0.20931	0.075276	0.57891	0.93843	0.67345	0.028109	0.61738	0.092084	0.87976	0.35618	0.099688	0.29328	0.068337	0.1977	0.050178	0.42597	0.026429	0.025366	0.034106	0.042676	0.041423	0.061834	0.0432
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.023155	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.054086	0.046766	0.29196	0.070231	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.015531	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg24625388__NEBL	0.1676	0.095977	0.071449	0.10198	0.11038	0.91554	0.11052	0.10135	0.077672	0.090854	0.2206	0.08732	0.15515	0.090221	0.82146	0.67341	0.1386	0.43309	0.099786	0.12267	0.10286	0.77423	0.16554	0.33256	0.10882	0.14297	0.16136	0.12146	0.85177	0.16292	0.89489	0.0963	0.10417	0.099572	0.19281	0.10856	0.11305	0.096147
Meth__cg11140785__ZNF264	0.026863	0.024425	0.035768	0.027875	0.025434	0.029618	0.036554	0.050246	0.023486	0.031731	0.03232	0.016231	0.93105	0.037365	0.032291	0.026934	0.043379	0.024853	0.86126	0.8522	0.036019	0.058558	0.019079	0.28403	0.037748	0.030193	0.080161	0.040707	0.032671	0.031718	0.027227	0.027443	0.019731	0.022155	0.055778	0.035581	0.040462	0.028191
Meth__cg25718402__CLDN7	0.013506	0.011159	0.014832	0.011284	0.010185	0.98123	0.012773	0.0091835	0.0075293	0.010103	0.98212	0.010654	0.011771	0.0086343	0.91224	0.032574	0.028902	0.32748	0.0090689	0.018089	0.012671	0.96994	0.012841	0.52053	0.012386	0.020458	0.026573	0.014851	0.82241	0.010117	0.74822	0.0081056	0.0089592	0.0094347	0.024682	0.012662	0.017288	0.014569
Meth__cg06636463__DDX1	0.039901	0.44741	0.3134	0.20114	0.090606	0.027528	0.17077	0.034142	0.41087	0.035186	0.033303	0.078075	0.091636	0.31035	0.042932	0.03385	0.052536	0.024996	0.030734	0.050972	0.051985	0.044238	0.050582	0.045021	0.19873	0.38508	0.056035	0.10801	0.027408	0.025672	0.031826	0.2161	0.054906	0.059077	0.11037	0.044864	0.034766	0.15627
Meth__cg01479232__C20orf54	0.23381	0.10505	0.15561	0.15093	0.53088	0.66217	0.17359	0.093385	0.20892	0.32161	0.75657	0.17097	0.25162	0.14771	0.21905	0.85649	0.248	0.12352	0.84777	0.7819	0.7172	0.55262	0.077579	0.5263	0.18592	0.146	0.23887	0.19105	0.61203	0.26047	0.1575	0.064739	0.090284	0.095044	0.24066	0.2092	0.33209	0.23776
Meth__cg02275989__SMPDL3A	0.057368	0.039703	0.061206	0.047644	0.042962	0.041642	0.058256	0.049989	0.031363	0.037626	0.05077	0.033234	0.066472	0.033907	0.038375	0.040604	0.069141	0.037439	0.033724	0.054785	0.29837	0.041518	0.028993	0.083352	0.064155	0.047963	0.080349	0.062851	0.038091	0.029675	0.048726	0.032497	0.033603	0.033012	0.14573	0.040801	0.043362	0.037214
Meth__cg25499099__TNK1	0.032652	0.027856	0.031586	0.037242	0.035071	0.76598	0.049258	0.05389	0.035219	0.044526	0.031275	0.0359	0.077447	0.037565	0.040279	0.038973	0.13487	0.040545	0.045809	0.033799	0.052589	0.6178	0.030299	0.31613	0.03894	0.06104	0.082882	0.04794	0.14134	0.02446	0.046693	0.024566	0.030605	0.02888	0.043149	0.043687	0.037916	0.045772
Meth__cg15055101__SH2D3A	0.052624	0.03237	0.052175	0.053912	0.060818	0.93679	0.051684	0.60411	0.044447	0.077592	0.045032	0.051737	0.090166	0.0451	0.026803	0.89085	0.13701	0.040112	0.040848	0.066175	0.30832	0.6316	0.043432	0.16622	0.28723	0.075676	0.079925	0.052512	0.35371	0.025354	0.080415	0.045821	0.033666	0.037844	0.13673	0.069947	0.058638	0.04555
Meth__cg21201572__AGR2	0.087938	0.051537	0.61013	0.065894	0.11165	0.85673	0.10081	0.29263	0.054959	0.11769	0.2657	0.079256	0.11427	0.085174	0.13194	0.59621	0.10874	0.72625	0.10519	0.082409	0.65132	0.86306	0.04482	0.15998	0.077594	0.21651	0.1035	0.13683	0.27791	0.10468	0.79252	0.073901	0.057961	0.045562	0.18669	0.074152	0.067327	0.070375
Meth__cg18414381__EHF	0.078625	0.055305	0.065735	0.057748	0.078553	0.69809	0.10193	0.029721	0.80767	0.31158	0.83047	0.1032	0.089789	0.68616	0.19697	0.86029	0.15656	0.58178	0.84902	0.7167	0.20063	0.83498	0.052914	0.84179	0.12622	0.13814	0.099162	0.072017	0.89817	0.028652	0.86332	0.059945	0.040141	0.039274	0.2032	0.064074	0.056128	0.043745
Meth__cg09243900__RAB25	0.06656	0.044754	0.065745	0.069495	0.057205	0.92211	0.065311	0.049319	0.053652	0.070708	0.36055	0.054334	0.088115	0.051841	0.18874	0.90448	0.09224	0.8575	0.05608	0.067266	0.064249	0.92018	0.067062	0.85421	0.07798	0.10981	0.057734	0.21213	0.43773	0.060403	0.88861	0.051223	0.050536	0.053532	0.08133	0.061831	0.061861	0.058729
Meth__cg16967583__AGXT	0.061093	0.034182	0.042645	0.056478	0.046725	0.66809	0.12653	0.20629	0.054644	0.26955	0.077525	0.20632	0.13025	0.04618	0.1418	0.077208	0.12229	0.045708	0.17994	0.23803	0.50812	0.80132	0.069398	0.32975	0.19917	0.088778	0.16264	0.083106	0.49279	0.046267	0.041965	0.1405	0.04256	0.047842	0.22055	0.059493	0.051019	0.083552
Meth__cg14870461__AER61	0.69573	0.94442	0.75392	0.97486	0.95143	0.03558	0.22057	0.69238	0.85566	0.24271	0.027343	0.77487	0.87496	0.87452	0.040534	0.020638	0.14968	0.011646	0.2137	0.27823	0.26523	0.17849	0.59615	0.037273	0.25964	0.022156	0.5696	0.79922	0.017455	0.019148	0.011109	0.94438	0.6021	0.73793	0.24775	0.49158	0.82783	0.77426
Meth__cg18345369__PRSS22	0.032726	0.034802	0.038384	0.032551	0.027661	0.6492	0.036381	0.030451	0.024067	0.034181	0.052854	0.021631	0.054597	0.028594	0.028853	0.11819	0.064471	0.10441	0.033502	0.040577	0.042888	0.93275	0.035459	0.94603	0.037314	0.046265	0.12171	0.025288	0.10469	0.039087	0.10953	0.021735	0.041775	0.020294	0.047668	0.038835	0.030151	0.034786
Meth__cg13765785__SCN3B	0.89892	0.12824	0.19658	0.61181	0.098868	0.82963	0.82203	0.53261	0.42545	0.121	0.73936	0.17129	0.17427	0.33211	0.11728	0.45274	0.1343	0.25719	0.87833	0.88038	0.40906	0.15386	0.096199	0.80561	0.81554	0.18991	0.49012	0.15432	0.10611	0.12599	0.17136	0.10558	0.1155	0.090089	0.5102	0.11201	0.25977	0.11249
Meth__cg16026550__SORL1	0.056447	0.039578	0.053877	0.0436	0.038748	0.6791	0.05928	0.054116	0.067544	0.048257	0.097678	0.035748	0.10044	0.04903	0.038391	0.072768	0.11437	0.15953	0.055568	0.055496	0.052177	0.41061	0.039467	0.42793	0.051901	0.059507	0.12305	0.092417	0.05781	0.076376	0.0872	0.045197	0.040025	0.038439	0.073201	0.045545	0.054403	0.051236
Meth__cg05697249__C11orf52	0.063577	0.036649	0.072743	0.057755	0.045496	0.81729	0.059855	0.066511	0.041786	0.049995	0.11194	0.086407	0.11993	0.047439	0.051717	0.79239	0.074356	0.62525	0.04626	0.10354	0.057075	0.76562	0.0529	0.80554	0.050172	0.088371	0.092303	0.07757	0.85419	0.04898	0.46568	0.03913	0.039659	0.077129	0.12188	0.043958	0.048631	0.056347
Meth__cg12391048__PRSS27	0.063758	0.060614	0.047018	0.76358	0.27053	0.94683	0.49564	0.048251	0.053812	0.19267	0.37107	0.078608	0.18226	0.060288	0.60333	0.88467	0.056981	0.95591	0.33725	0.58087	0.89301	0.94302	0.15431	0.93919	0.74681	0.57986	0.80948	0.076096	0.41385	0.035576	0.95432	0.056089	0.036259	0.059247	0.10236	0.04798	0.073585	0.34728
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.03652	0.92898	0.075771	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.063894	0.88193	0.94787	0.1373	0.70766	0.074811	0.079126	0.073119	0.92101	0.048147	0.86271	0.063345	0.14187	0.24839	0.075923	0.9203	0.44319	0.94559	0.043162	0.046024	0.049245	0.11597	0.053438	0.057515	0.082597
Meth__cg25957124__DNAH3	0.03284	0.015667	0.025723	0.026286	0.021258	0.80174	0.025798	0.027903	0.021162	0.020719	0.022183	0.022542	0.036247	0.019752	0.19153	0.30428	0.039688	0.97339	0.024247	0.031101	0.028437	0.97454	0.021379	0.94477	0.02393	0.036635	0.034003	0.038737	0.82312	0.033216	0.97473	0.015385	0.022033	0.022526	0.046948	0.030246	0.021022	0.017574
Meth__cg03270204__DDR1	0.044018	0.048964	0.062368	0.040882	0.064752	0.95527	0.19392	0.033428	0.038747	0.075029	0.43591	0.10019	0.088779	0.050735	0.048002	0.93738	0.087736	0.95905	0.12197	0.089284	0.085729	0.9042	0.043413	0.89823	0.052829	0.070897	0.10857	0.10077	0.93404	0.037622	0.93929	0.048499	0.040012	0.031979	0.055897	0.068538	0.043246	0.060556
Meth__cg04005707__FLJ21511	0.12982	0.043118	0.55118	0.35222	0.46558	0.94222	0.52021	0.91594	0.032524	0.90249	0.9349	0.055657	0.90502	0.11329	0.83309	0.40982	0.066608	0.4111	0.94702	0.71636	0.53603	0.88855	0.33618	0.8918	0.58308	0.23063	0.50331	0.095736	0.049851	0.056325	0.38811	0.10674	0.038839	0.70901	0.098453	0.066271	0.62419	0.87034
Meth__cg21614638__DAPP1	0.099832	0.082773	0.13199	0.244	0.10857	0.8397	0.80152	0.13278	0.11595	0.068795	0.83475	0.094454	0.14362	0.11454	0.085681	0.87824	0.15623	0.55129	0.67994	0.60743	0.77698	0.58786	0.07166	0.82298	0.46172	0.18744	0.79713	0.16211	0.85558	0.077946	0.65291	0.14628	0.070356	0.23979	0.45385	0.12869	0.11453	0.13137
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg02940164__FRAG1	0.022063	0.019783	0.01897	0.01976	0.023682	0.030165	0.021235	0.054227	0.017422	0.032984	0.02267	0.046517	0.028862	0.031503	0.021304	0.021515	0.041117	0.34428	0.025183	0.023347	0.062352	0.033584	0.021148	0.040636	0.039338	0.02365	0.03706	0.042004	0.11383	0.019592	0.67081	0.01789	0.018854	0.017704	0.06782	0.024997	0.023132	0.02827
Meth__cg10882227__APLP2	0.19679	0.11386	0.096515	0.11003	0.16196	0.75082	0.18379	0.083016	0.082367	0.14122	0.086329	0.089792	0.21009	0.060347	0.084328	0.17043	0.31595	0.20603	0.28121	0.19887	0.18945	0.24449	0.1247	0.093072	0.12879	0.13084	0.33695	0.14731	0.10875	0.052542	0.18019	0.090217	0.068086	0.097776	0.10929	0.10084	0.1389	0.15854
Meth__cg05508067__PNPLA4	0.50297	0.036677	0.091111	0.046538	0.048053	0.46073	0.071487	0.11661	0.084683	0.04997	0.9127	0.048091	0.15972	0.084005	0.13915	0.086135	0.37919	0.058653	0.14572	0.1223	0.050862	0.095968	0.036305	0.15468	0.049689	0.11454	0.094951	0.10283	0.14946	0.082012	0.09846	0.055071	0.066887	0.13387	0.17536	0.049638	0.04279	0.047563
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.044908	0.040714	0.02438	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.026805	0.02638	0.022949	0.1333	0.038124	0.029955	0.033008
Meth__cg08896945__CALCB	0.053901	0.04835	0.15917	0.20462	0.03918	0.67538	0.13948	0.57538	0.042582	0.052428	0.41903	0.094656	0.53335	0.047294	0.50711	0.14598	0.10142	0.051481	0.88885	0.90465	0.18829	0.13781	0.055919	0.85224	0.10886	0.057462	0.83774	0.14393	0.045033	0.051875	0.29802	0.034339	0.049971	0.12534	0.1326	0.06188	0.47486	0.43772
Meth__cg25018755__BIK	0.038604	0.034844	0.041902	0.044398	0.023592	0.63567	0.032922	0.046446	0.025471	0.033515	0.40828	0.02332	0.055866	0.023407	0.044294	0.0492	0.032626	0.76191	0.031472	0.036237	0.03653	0.031408	0.036198	0.11065	0.089939	0.03603	0.086517	0.054471	0.10179	0.031526	0.072915	0.020958	0.024542	0.025647	0.092637	0.03318	0.029738	0.051292
Meth__cg01346718__CSNK1E	0.064285	0.13141	0.17989	0.13578	0.12717	0.75483	0.19053	0.17916	0.14903	0.17277	0.23345	0.58873	0.30305	0.18172	0.33513	0.19933	0.20503	0.11726	0.39383	0.27603	0.44402	0.75817	0.097957	0.19836	0.21841	0.187	0.19512	0.13831	0.098087	0.068539	0.17664	0.062957	0.11662	0.14511	0.26672	0.16425	0.13205	0.083173
Meth__cg21878918__LOC56901	0.060216	0.033143	0.061021	0.044715	0.034428	0.57739	0.041583	0.063152	0.047477	0.058212	0.28889	0.43934	0.15442	0.046544	0.56841	0.076066	0.11736	0.051808	0.047475	0.052893	0.052076	0.85824	0.031947	0.55113	0.052433	0.071523	0.094995	0.051951	0.050525	0.033256	0.21634	0.034423	0.033426	0.70918	0.083211	0.035035	0.053703	0.045019
Meth__cg14055374__MAF	0.047253	0.036945	0.030611	0.042968	0.023581	0.88733	0.0481	0.11626	0.028992	0.043166	0.089236	0.032134	0.061186	0.038075	0.046471	0.22897	0.063612	0.027795	0.028808	0.034198	0.044961	0.041536	0.02219	0.79347	0.035636	0.036346	0.057791	0.052524	0.035159	0.037471	0.049113	0.034855	0.025885	0.040771	0.061022	0.044164	0.03587	0.034308
Meth__cg02204046__MYCN	0.59686	0.039731	0.21698	0.043936	0.03514	0.90006	0.042943	0.027354	0.032909	0.04692	0.19654	0.084374	0.444	0.037513	0.070415	0.22004	0.21934	0.37671	0.41306	0.43284	0.23378	0.05704	0.033341	0.82328	0.037578	0.083631	0.12497	0.099693	0.1324	0.14908	0.12421	0.03666	0.053066	0.20705	0.092355	0.039824	0.07907	0.040711
Meth__cg23799276__NUP210	0.081755	0.083301	0.086868	0.078426	0.047744	0.68181	0.11655	0.18176	0.08311	0.082918	0.55181	0.071611	0.11624	0.099638	0.12276	0.14884	0.083385	0.35774	0.05884	0.12075	0.068555	0.16491	0.18291	0.093512	0.083659	0.10725	0.12371	0.10643	0.18337	0.055287	0.11634	0.059364	0.058412	0.052595	0.15958	0.069522	0.079156	0.074449
Meth__cg06722216__NOL4	0.52991	0.017395	0.42015	0.028435	0.022763	0.62269	0.031126	0.045316	0.015469	0.021478	0.57875	0.062601	0.097868	0.01905	0.034785	0.50901	0.29391	0.01833	0.21401	0.045061	0.051276	0.048119	0.024028	0.93513	0.032874	0.03104	0.043399	0.039975	0.029471	0.016852	0.093633	0.02766	0.023999	0.16792	0.78514	0.027343	0.020311	0.024443
Meth__cg25924032__BMS1L	0.21991	0.016551	0.045364	0.019247	0.021278	0.49407	0.20925	0.14906	0.01502	0.037029	0.045398	0.030783	0.070846	0.020055	0.02357	0.024939	0.052928	0.077002	0.29267	0.40486	0.36092	0.033537	0.021332	0.51904	0.033065	0.033355	0.3391	0.026936	0.018051	0.026019	0.027445	0.15989	0.01952	0.34644	0.062771	0.050336	0.046428	0.018554
Meth__cg08775230__C11orf52	0.15705	0.090283	0.11342	0.13866	0.069693	0.60713	0.13002	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.062945	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.57095	0.13317	0.60424	0.14157	0.18984	0.14716	0.1012	0.8496	0.08232	0.27826	0.079417	0.067185	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.30425	0.047024	0.31484	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg18277754__ALK	0.92758	0.21382	0.9786	0.037579	0.03659	0.96318	0.95328	0.21953	0.16257	0.58937	0.56143	0.35639	0.056129	0.13633	0.051845	0.11409	0.10548	0.47294	0.91696	0.95342	0.67748	0.0386	0.043923	0.85776	0.82031	0.096749	0.8833	0.54126	0.52852	0.034636	0.14901	0.030592	0.033582	0.032429	0.64462	0.4593	0.41061	0.39452
Meth__cg22827640__HPCAL4	0.036249	0.025145	0.03167	0.028287	0.023861	0.35563	0.029861	0.022132	0.019645	0.027871	0.40681	0.018482	0.043615	0.036081	0.12842	0.10842	0.063949	0.03413	0.025884	0.034855	0.032977	0.032225	0.023525	0.046657	0.029762	0.032022	0.039768	0.057407	0.024138	0.02232	0.025609	0.025708	0.022211	0.022205	0.067067	0.034975	0.029391	0.024849
Meth__cg07715387__SLC1A4	0.16016	0.057658	0.054597	0.051989	0.032499	0.65763	0.04216	0.093622	0.026942	0.033166	0.53634	0.032091	0.088888	0.054916	0.055962	0.044544	0.084451	0.091732	0.54965	0.12811	0.036212	0.067771	0.037073	0.29139	0.074382	0.060608	0.11113	0.13517	0.031043	0.043543	0.078379	0.040424	0.038394	0.025355	0.088169	0.036651	0.038093	0.052222
Meth__cg15544036__CLDN4	0.070365	0.07651	0.087092	0.086687	0.040271	0.90246	0.072186	0.74483	0.056794	0.061457	0.28063	0.035566	0.0749	0.059484	0.057726	0.91331	0.11086	0.88533	0.049186	0.064337	0.055514	0.89436	0.051605	0.30727	0.050864	0.06305	0.087228	0.090923	0.61702	0.069876	0.91049	0.042922	0.04303	0.040252	0.14933	0.050241	0.043782	0.056735
Meth__cg19111262__IGSF9	0.039211	0.051878	0.049253	0.051877	0.032709	0.87894	0.049199	0.040137	0.036842	0.055298	0.074081	0.053224	0.083688	0.047581	0.051816	0.22488	0.08207	0.87074	0.069502	0.050441	0.048899	0.95482	0.034731	0.80738	0.066364	0.070038	0.062521	0.062023	0.71583	0.066415	0.94467	0.052027	0.038395	0.043157	0.075828	0.059041	0.046012	0.039604
