Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Response	-1	1	-1	1	1	-1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	-1	1	-1	1	1	1	1	-1	1	1	1	-1	1	-1	-1	1	-1
EA_G__METTL7A	6.6212	6.9604	6.7362	7.0326	6.869	4.438	7.0951	4.6015	6.7344	4.7987	6.5581	7.3135	5.4968	4.9351	6.486	5.4707	7.305	6.3376	5.6256	7.1115	4.6054	5.9996	5.7336	7.5801	4.9239	7.1558	4.5007	8.7566	8.0203	6.7689	7.6197	4.517	6.9958	6.3483	5.7368	6.5321	8.0299	7.8142	6.044	7.2418	6.1952
EA_G__DCBLD2	8.5471	4.4849	10.0473	7.708	6.5121	9.4737	3.6511	8.2451	7.0105	8.7746	8.1518	3.6162	7.8489	10.0058	9.1965	9.857	8.0481	9.6844	9.6487	8.7991	10.7754	7.3132	6.7617	6.081	10.5443	7.7964	9.4729	7.8692	3.5968	6.9997	6.6151	9.3028	7.7366	9.0471	7.064	7.7637	7.4904	8.1841	8.5023	7.8199	7.5897
EA_G__CACNA1D	5.1325	7.7334	5.8969	6.4883	7.1711	4.3929	5.9883	5.0697	5.9576	4.3872	7.9984	8.2401	5.3635	4.4459	4.8797	4.8552	7.7626	4.6953	4.4363	5.9109	4.1169	6.6581	6.2977	6.8725	4.2473	7.3781	4.4991	6.9919	6.4139	7.5077	7.7938	4.5576	4.5211	4.5248	5.9556	6.0469	7.638	6.6987	6.9375	7.5353	5.8883
EA_G__KIRREL	7.5887	5.9225	6.9042	5.6081	5.7258	10.3544	5.5244	9.7389	9.3978	9.7405	5.3224	5.3906	10.1946	8.1	9.2642	8.6382	5.5174	9.3051	9.8443	7.0456	9.2853	5.8194	5.7806	5.2632	10.0757	6.4854	8.5703	5.2519	5.8751	6.4035	5.6421	10.2171	8.5799	9.3106	5.6723	5.8787	5.7361	6.8062	6.3514	5.7109	6.6927
EA_G__FOSL1	5.7631	6.0413	7.5462	6.1458	5.9209	7.919	5.8606	9.0589	5.8613	8.9972	6.4142	5.6608	6.5225	9.6121	8.7498	8.1476	5.9831	8.443	7.8496	6.2968	9.5414	6.2276	6.2266	5.9202	7.7186	6.2518	9.0294	6.0945	5.7333	6.9064	6.1028	9.2315	7.675	8.8965	6.0134	6.702	6.2235	6.2177	6.1091	6.0999	6.6548
EA_G__OBFC2A	8.663	7.6101	9.2122	5.7752	5.5617	8.0921	4.5264	8.1177	5.6774	8.5995	6.3325	5.6037	7.6901	9.0276	8.7656	8.7563	6.3893	8.8214	9.7788	7.8827	9.2412	6.4123	6.7442	5.6996	8.2834	6.6746	9.4543	5.5142	6.1973	6.3699	6.996	8.5565	8.4307	9.0169	7.7607	7.9834	6.1808	5.7689	6.4453	5.6546	6.4721
EA_G__MAP7D3	5.3052	6.181	7.0881	3.7726	5.4351	8.0335	4.1145	8.2134	6.6816	7.4399	3.8649	5.2828	6.9662	6.369	7.7975	7.3791	3.9768	7.9146	7.4129	6.0423	7.4841	5.9373	6.1096	3.8188	6.9765	4.3266	8.4972	3.8711	3.6075	4.4657	5.4472	6.6247	7.5826	7.2635	4.9255	4.3312	5.013	4.094	6.2554	3.8949	6.3251
EA_G__SH3KBP1	6.9181	6.3485	7.4737	6.2274	6.2885	8.1333	6.2943	7.8321	5.0438	7.9499	5.0309	5.2233	8.041	6.9922	7.6968	8.5194	5.9744	7.0511	7.4211	7.9876	7.6714	7.6042	7.027	6.3902	8.4773	6.7531	7.8992	6.2095	5.0461	6.2935	5.9915	9.2351	7.3744	8.3209	6.2036	7.3834	6.9534	5.4421	7.2851	5.7527	7.1467
EA_G__ALDH4A1	6.6137	7.563	7.3057	9.6464	7.5347	6.4231	8.4263	6.2446	7.1993	6.1997	8.3781	7.28	7.0017	6.8621	7.236	7.2316	8.1332	6.577	6.5174	8.276	6.5183	7.8706	7.9981	7.9767	6.5559	8.9964	6.44	8.6197	7.9773	10.1902	8.6634	6.6103	6.757	6.4059	8.2904	6.8675	7.3929	8.1326	7.6348	9.4543	7.8978
EA_G__MYLIP	6.7069	7.7441	7.2374	7.7961	7.3174	4.455	7.8443	5.524	7.4104	6.0376	7.4993	9.1957	7.2494	6.5654	7.3278	6.8576	7.9226	6.8467	6.4026	7.0558	6.0263	7.3524	8.0793	7.5303	5.2059	8.449	6.7869	8.1069	7.8265	7.0391	7.6774	4.8163	7.2753	5.6734	7.6692	7.5201	6.3688	7.0329	5.6494	8.0057	6.8543
EA_G__GPD1L	7.1581	8.4613	5.3985	8.9161	7.7328	6.4188	7.7827	6.2488	5.9624	6.2165	8.38	7.4073	6.0314	6.2961	6.7928	7.0246	9.6036	7.1174	6.939	6.6889	6.1596	8.6801	8.5606	7.1846	6.3214	7.8672	6.7807	8.9259	7.8841	8.5556	8.1451	6.377	7.0466	7.118	8.1813	7.3485	8.142	7.77	7.872	8.385	7.5835
EA_G__FAM126A	6.3818	4.5794	7.043	7.153	4.3663	8.6294	6.0958	6.8821	7.6573	8.533	3.5746	4.3202	7.0721	8.1954	7.9781	8.1677	4.5708	7.4622	7.9965	6.1561	9.3766	5.7628	4.3029	2.9915	9.1447	5.9057	7.9583	6.4401	5.131	4.7284	4.2539	8.47	5.9557	9.0501	6.6312	5.0043	6.138	7.4823	6.8191	6.6976	7.2663
EA_G__EIF5A2	5.0671	6.2951	7.8413	5.3636	5.4876	7.0288	3.9816	6.5229	4.6112	6.4989	4.0049	6.0151	6.4365	8.0195	8.5671	6.6962	4.1127	7.1292	7.9963	5.1445	8.1412	6.4023	6.2623	4.3311	7.3762	6.1378	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	5.477	4.3927	4.1756	6.6644	4.8266	4.4717	5.0973
EA_G__COL4A1	5.2274	5.1752	5.7736	5.0845	4.9534	8.4977	5.0007	7.7123	5.163	7.1576	4.8711	4.8859	6.8901	7.6945	6.6224	5.5455	5.3043	8.5407	8.3695	5.3973	9.1832	5.3929	5.3075	5.1744	10.8621	5.4841	6.5621	5.0616	4.8149	5.8907	5.2895	5.8097	6.7643	5.719	5.1567	5.4451	5.4895	5.3269	5.26	5.2465	5.1624
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.5657	5.8659	8.1435	5.706	5.736	8.5431	8.8082	7.6081	6.3498	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	5.9015	11.3453	6.2475	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	5.9988	6.2438	5.8257
EA_G__KIAA1467	6.6315	7.5406	6.6624	7.2865	9.3605	5.8311	8.6582	6.745	7.3667	6.7519	7.505	7.9446	7.4237	6.29	6.3595	5.9867	7.0355	6.5908	7.377	7.3791	6.2821	8.4645	9.6294	9.3226	6.5187	8.4148	6.7367	8.5894	8.7607	6.8448	6.5345	5.8873	6.7214	6.6599	7.8531	6.7002	8.4419	6.5175	8.1267	7.9241	8.2149
EA_G__HIG2	7.7193	10.3182	7.6916	9.7982	8.3094	7.1806	8.8925	6.8114	9.2443	7.6533	8.9429	8.8777	8.7612	7.0476	7.034	6.886	9.728	7.6702	6.7164	7.1713	7.7054	9.4173	8.7386	7.9982	7.3557	9.539	7.2633	9.5566	8.4201	8.6189	9.6608	7.134	7.2611	7.6784	8.9239	8.0475	8.4674	9.1108	7.9012	8.5845	8.2687
EA_G__KIAA0644	6.6204	7.8892	5.8869	7.22	7.5292	5.0429	7.1733	4.6612	6.9032	4.7288	6.0241	7.1183	5.0476	5.3085	5.1206	6.1557	7.1336	5.2546	5.1951	6.8486	4.7598	5.9194	5.6884	7.036	4.7568	6.3434	4.8293	6.4892	6.3319	6.5456	7.9545	4.9716	5.2662	5.3064	7.3471	7.7024	6.1171	6.8002	7.5086	6.8457	5.1298
EA_G__PRLR	4.5995	7.9719	3.7946	9.1863	9.9247	4.9871	9.5426	6.8392	7.9902	5.3778	9.5253	9.6628	4.8155	3.4702	5.1603	5.2633	8.3946	6.1661	3.8892	6.4743	3.5713	6.7331	8.7018	9.5475	6.0702	7.3558	3.9288	10.1469	8.5814	7.4217	7.8099	3.7377	4.6704	4.4364	9.0648	6.4511	8.0691	11.1837	7.9121	8.9712	5.9926
EA_G__IGF2BP2	5.3274	4.148	7.4447	3.9096	4.2959	8.766	3.9519	7.3402	4.3688	4.3263	4.1485	4.3259	7.0273	8.2498	8.3885	7.7439	4.275	6.2409	6.9871	7.7544	7.1361	5.5721	4.3172	4.4761	7.532	4.382	7.4978	4.1685	4.075	5.017	4.4165	7.5737	6.9236	7.8986	7.1443	6.5836	5.9502	4.389	5.6488	4.0823	5.0564
EA_G__LYN	6.7091	5.0314	7.5883	4.8348	5.1853	5.1028	5.0591	6.6688	6.1794	6.2336	4.7252	4.705	8.3103	7.6061	8.3886	8.7529	5.1541	7.3798	6.2885	9.3436	5.5146	5.3756	5.2372	4.5418	7.4913	5.1404	7.6488	4.7925	6.2007	5.3564	5.3096	7.3032	7.3173	7.4683	5.287	6.1842	6.0271	6.1764	5.6508	5.0276	5.7183
EA_G__PRNP	8.5325	8.966	9.4338	7.1683	7.8965	10.0008	4.5591	9.9432	9.4469	10.1123	6.5717	6.5746	9.6536	10.4869	10.7038	10.0801	8.4081	9.0153	10.7803	8.4326	9.5619	7.9611	6.9297	6.4105	9.4125	8.7312	9.6684	7.846	5.9126	6.856	9.276	9.3299	8.787	9.619	7.018	9.7165	8.8016	7.8626	8.2148	6.9197	7.6553
EA_G__SEPP1	5.8056	5.9218	3.3766	6.3037	4.7371	3.5677	6.3167	3.2726	4.6837	3.6948	7.4843	6.7786	5.6468	3.6065	4.0479	3.7188	7.1792	3.7197	3.9899	3.8702	4.1466	3.8268	4.8399	7.5823	3.5405	4.9	3.4066	9.2661	9.3975	6.8488	4.9906	3.4597	3.7391	4.0567	6.7115	7.3823	5.9143	7.0828	4.9858	9.1555	5.4501
EA_G__UPP1	5.4549	6.1015	7.1467	5.448	5.1849	6.6737	5.1357	6.9823	5.3696	6.6838	4.889	5.2305	5.3407	7.4135	7.397	7.9997	5.3149	6.9028	6.8339	6.2895	6.4335	5.6169	5.127	5.3567	6.8378	5.5727	6.9034	4.8709	5.1442	5.3505	5.686	7.1274	6.5287	6.8426	5.5523	7.256	5.5613	5.6237	5.6119	5.0034	5.0762
EA_G__ETS1	3.8667	4.805	5.9815	3.8221	3.5321	9.1987	3.7611	9.7835	5.4674	8.8179	3.5174	3.7092	9.0214	8.4312	8.6336	7.6481	4.2609	8.9186	6.6496	6.1098	7.8626	4.2242	4.1251	3.6311	8.5584	3.7782	8.8462	3.44	3.778	4.6855	4.7509	7.741	7.9709	8.314	4.3718	5.9158	4.288	4.0329	3.9583	4.1234	3.7159
EA_G__PPFIBP2	7.8433	6.5176	5.6898	8.685	6.6337	5.3909	6.8131	5.2124	6.2853	5.3868	7.7925	5.6154	5.8536	4.9366	5.4374	5.497	7.7047	5.6356	5.98	5.7397	4.7978	6.5585	6.3397	6.9949	4.0523	8.1624	5.0389	7.4755	8.9514	7.7945	6.9673	5.7632	5.0592	4.8184	8.3164	7.5942	7.3962	6.0261	6.8366	6.9521	5.8403
EA_G__CD44	5.0643	6.221	10.4901	5.8402	7.147	9.4203	5.0229	11.129	6.7431	8.6542	5.9841	8.2408	10.1261	11.6066	10.3665	10.8891	6.5189	10.2825	8.6214	8.932	10.7718	5.0212	5.5111	8.1534	9.6122	6.1197	8.8998	8.3912	8.3341	5.0009	5.3355	9.4761	9.5375	9.1489	4.4169	9.289	4.2538	7.4487	7.7525	7.9545	4.4431
EA_G__KLRG2	6.9239	8.089	6.5067	8.4057	7.5283	6.4	9.6446	7.8073	7.8405	6.0509	7.7071	6.9473	6.3701	7.4151	7.5596	6.6501	8.4247	7.0207	6.3157	7.1726	6.2275	7.2573	7.355	8.1612	6.4254	8.7608	6.1478	7.9256	9.0586	8.2741	8.7105	6.5291	6.5715	6.701	8.0547	7.249	6.6918	7.2045	7.9626	8.9974	8.1477
EA_G__FAM46C	7.2034	6.5679	5.0716	7.2736	7.3711	4.4742	6.598	4.9588	8.1081	4.7892	7.1412	8.3311	4.2893	4.5706	4.9818	4.9152	7.3574	5.1651	5.1344	6.0986	4.6335	5.6979	7.4742	6.9553	4.5008	7.298	5.9973	6.2513	7.0994	4.7529	5.5045	4.2856	4.9044	4.4957	8.0851	5.8403	8.0227	5.1973	6.326	6.6373	5.9488
EA_G__MAP4K4	6.8339	4.283	7.8822	6.9846	6.6211	7.6195	6.5829	6.9551	7.9128	9.6361	4.6415	6.9167	7.5113	7.577	8.575	7.535	5.8437	7.5774	7.9209	6.8842	8.4149	6.9634	6.292	7.0002	8.0307	6.2858	7.2345	6.2708	6.4071	4.8013	4.4212	9.5851	6.9638	7.773	6.0739	7.3778	6.2682	6.226	6.4416	6.0425	6.3334
EA_G__STARD10	8.7444	9.3189	7.1028	9.838	10.3464	6.9657	8.9884	7.0812	7.6816	6.3309	10.6337	9.9114	7.9561	7.2257	7.6626	7.4036	9.147	7.3262	6.4872	7.4777	6.0307	9.734	9.5739	9.1011	7.4208	9.3232	6.2262	9.903	9.0237	9.6166	9.3077	6.0593	7.4425	5.9183	8.838	8.704	9.3903	8.7334	9.6701	9.2205	9.5445
EA_G__CADPS2	7.5792	7.7456	4.908	7.4979	5.9192	4.0964	6.4627	4.4223	5.6493	4.16	7.0315	4.4205	4.0071	4.8258	4.1246	5.3083	6.7121	3.9804	3.6804	6.6876	4.1893	5.843	6.0549	4.6595	4.342	7.6282	5.1269	5.4529	8.4842	6.1528	6.7688	4.2951	6.5761	6.4273	7.7822	6.6469	5.8467	5.8717	6.468	6.224	5.6319
EA_G__IGF2BP3	3.6624	4.2122	8.2012	3.8851	3.6266	4.6605	3.6779	7.2037	4.1296	7.5191	4.0699	3.6299	7.7252	8.3337	6.971	7.5306	4.3622	6.5162	8.1443	7.9738	7.2336	4.1652	4.2482	3.9471	8.6283	4.0471	7.7226	5.4133	4.7006	4.2992	4.4079	8.7171	4.3408	5.2561	3.7931	4.4225	5.3115	4.8538	3.948	3.8747	4.3159
EA_G__SMURF2	8.446	7.7298	8.0428	8.2746	7.8368	9.8564	6.6637	10.5112	7.0418	7.8621	7.7637	8.6801	7.5054	8.9098	8.775	8.3035	7.6877	8.9159	8.6812	7.1542	9.333	8.7978	8.6744	7.0906	9.4814	7.3084	10.1395	9.8551	7.1148	7.9894	7.7281	10.2043	7.5872	8.0381	8.0679	7.9758	7.3694	8.0201	7.792	8.4751	8.3347
EA_G__EFHD1	9.6927	10.4897	6.7838	10.8877	11.0855	6.4363	11.3552	8.4531	10.9246	7.5588	10.9769	10.5969	8.0806	6.5687	7.1335	7.0749	10.7681	8.1233	6.512	6.812	6.1904	7.6784	9.8691	9.5217	6.8011	10.6784	7.1188	10.1568	10.3331	10.1827	10.9819	6.6063	7.3525	6.5382	10.5168	10.3753	10.2061	10.8369	10.3846	11.0058	9.4912
EA_G__SNAI2	4.1699	3.7124	6.6607	3.6871	4.9983	9.1313	3.88	6.4837	3.2197	8.7471	3.8197	3.4385	9.9938	8.7811	7.6103	8.0586	3.6267	5.6992	9.113	6.23	9.6167	3.8127	4.5304	3.9551	10.2171	6.415	6.0717	4.3797	4.0291	3.8604	3.2179	9.5792	6.7031	8.0848	4.5561	3.8284	5.6708	3.7912	4.4566	3.9037	4.1802
EA_G__MYB	6.4454	7.3833	5.8315	7.7499	7.6455	5.0163	7.364	5.9692	6.8993	5.1898	8.3839	7.6386	5.2504	4.5412	5.2464	5.6456	8.0208	5.3536	4.5154	5.93	5.8028	7.1808	8.0709	7.0712	4.4789	6.9476	5.6926	8.6746	7.4365	7.2492	6.6892	4.7019	5.5426	4.7383	6.1985	6.1338	6.9719	6.8456	7.1594	6.537	7.2111
EA_G__ARRB1	8.2889	9.278	8.6028	9.8252	9.1138	7.2888	9.9283	8.1013	10.1215	7.5478	8.8726	9.7235	8.7038	5.9949	7.766	8.4052	9.0201	6.4387	7.4618	8.705	7.8793	8.548	9.302	11.1235	8.3332	10.9277	8.1342	8.6984	8.8635	8.7944	9.5879	6.4149	7.6542	5.28	8.8767	8.3635	9.7353	8.9914	9.19	7.8939	7.5003
EA_G__MAG1	5.0042	4.8462	6.5185	4.46	4.6633	4.7063	5.5047	8.6994	3.8116	8.0966	5.258	4.0635	8.6953	8.0707	6.8669	7.0484	4.3276	6.6603	4.7034	4.608	6.35	4.994	5.0979	6.6825	4.3329	5.303	7.3618	5.1826	6.106	4.5695	4.4668	7.8363	4.8364	7.0045	6.1928	7.0747	5.4076	5.0039	4.6966	4.7718	6.0232
EA_G__CTNNAL1	6.2431	4.2542	7.954	6.4387	5.6072	8.7735	6.3931	8.1612	4.1256	7.0137	7.1051	6.4816	7.2239	8.0383	7.9871	8.3836	5.4545	6.4832	7.6805	5.2114	7.9664	6.1901	5.6676	6.3907	8.9997	5.5644	8.7663	6.723	5.544	5.0793	5.2778	7.4006	6.8008	8.0664	7.008	3.6217	5.7089	6.5608	6.3006	5.4776	5.9197
EA_G__LIX1L	7.0503	6.1563	6.3021	6.3732	6.1186	8.7243	6.1524	6.3183	7.1465	9.297	6.3577	6.1008	8.1997	7.2702	6.291	7.1682	5.8085	7.3612	8.4933	7.499	8.3386	6.4769	6.4167	5.9297	8.6126	6.3139	8.6972	6.1507	5.6465	7.0801	6.2616	8.5432	6.7169	8.4945	6.0937	6.5185	6.4799	6.6102	7.8906	7.1669	6.7312
EA_G__FXYD5	9.087	8.4722	10.1501	5.1452	6.8194	10.3061	5.212	9.9677	7.5861	9.9666	4.9676	5.8157	8.678	10.7836	9.0929	10.6352	7.316	9.7402	8.2865	10.1781	9.7392	5.3102	5.5668	5.4603	10.1368	5.6902	9.7893	5.2174	5.9207	8.6977	8.8892	7.4253	9.2964	9.4217	8.919	8.5269	5.7418	8.3542	7.2186	5.8579	5.2807
EA_G__SLC7A8	8.5421	7.6746	4.869	8.8236	8.1028	5.042	10.6962	5.0441	6.3737	6.0296	9.5636	7.2944	4.7488	8.4816	5.2606	5.1604	8.1148	4.7435	5.7111	5.5632	5.0076	5.3353	5.3922	10.8003	4.7921	10.2389	4.9899	10.2853	9.6818	8.7371	6.5396	4.8894	6.1091	4.9765	7.0086	8.4994	8.5397	9.0232	10.533	6.8407	5.1734
EA_G__OSMR	7.3804	4.082	9.4472	5.802	6.8804	9.497	7.2103	7.7341	7.646	9.3854	7.0832	7.2204	9.4997	8.1243	8.2112	9.4281	3.9004	8.415	7.5476	9.8494	9.3473	5.7608	5.667	3.9652	9.6437	5.9028	8.3514	6.6129	4.4232	5.7495	3.6578	7.5476	8.4167	9.3045	6.6755	6.9844	7.2652	7.6885	7.1203	6.7778	4.7162
EA_G__PHLDA1	7.264	5.5624	8.6994	5.4323	6.0387	7.1715	4.5343	8.4106	6.9458	7.8576	5.8538	7.0573	5.0523	9.211	9.0987	8.5591	7.6233	7.8731	8.6225	7.3199	9.1532	6.9348	6.4868	7.1009	7.7793	8.4937	9.2009	5.3553	5.2952	5.3613	5.4233	9.2377	6.425	6.9972	5.2608	7.1747	5.2914	7.144	5.156	4.4997	5.4815
EA_G__RHOB	9.2793	9.3585	7.394	9.8896	9.3985	7.6395	10.3938	7.6986	6.9264	7.1127	10.2289	10.0866	7.0769	7.524	6.9368	7.9047	8.7278	7.261	6.7834	7.1452	8.2823	9.565	9.2465	9.8531	8.3788	9.4573	7.5833	10.0124	8.9442	9.8377	10.0424	7.0709	7.9873	8.8352	8.6291	8.0375	9.0331	8.5103	9.1206	9.1928	9.4859
EA_G__TGFB3	7.1774	8.6881	4.6236	8.3173	7.5047	5.5213	7.607	5.4247	6.0167	7.2469	8.7177	7.0531	5.7405	5.0309	4.787	4.6977	8.3291	5.2017	9.4529	6.474	5.1135	6.187	6.6684	7.2071	8.1792	8.396	4.6681	7.9033	8.6527	8.8772	8.7065	7.2984	5.3984	5.4579	8.0666	7.2829	8.7559	8.4583	8.7206	7.4674	6.7545
EA_G__C1orf64	8.0389	7.093	5.835	8.5042	7.2135	5.7056	6.4148	5.3251	5.8239	5.7955	9.3609	5.9959	5.5774	5.6345	5.7833	5.7959	6.0412	5.5348	5.7137	5.9871	5.6903	6.0348	5.929	5.6565	5.6187	7.052	5.7254	8.2425	8.7956	6.6608	7.869	5.917	6.0097	5.9263	8.388	6.8583	7.5468	7.081	7.8354	8.5419	7.5124
EA_G__KDELC2	6.195	4.3773	8.1197	5.9275	6.452	7.6967	3.8076	7.0908	3.834	7.3746	7.0664	5.2272	8.6469	7.2625	6.6468	5.9378	7.1883	6.2686	7.4909	5.9922	7.7477	6.5941	5.6485	4.099	7.9831	5.9974	8.4462	7.1548	5.4826	5.0437	5.7329	7.8354	6.7742	5.803	7.1242	6.6623	5.9204	8.2453	7.5465	5.0136	3.3889
EA_G__GPR81	4.9668	6.0516	3.5022	7.939	8.2233	3.5141	6.9006	2.868	3.5631	3.7151	8.6916	6.629	4.3242	6.9887	7.1222	5.8908	7.3637	3.5687	5.2175	4.6384	2.9743	7.6206	7.1395	6.8412	3.373	8.2863	4.1802	8.6643	7.4676	6.8526	6.064	3.7546	3.8905	2.7273	7.8144	4.8618	5.8669	6.462	5.8118	6.8539	6.1376
EA_G__TUBB6	6.692	7.2698	7.7018	7.4183	6.4048	9.6368	6.551	9.5051	9.2748	8.7564	6.7473	7.8841	8.7984	8.9031	9.0863	7.9565	6.9209	9.1825	10.3276	8.0512	9.8505	8.3664	7.7207	7.2372	10.3152	6.4923	8.5128	7.6669	6.2429	7.2555	7.6011	9.9093	8.4349	9.9172	6.749	7.0652	7.1787	8.0286	8.0785	7.0165	8.7717
EA_G__HERPUD1	8.6285	10.4478	9.2085	10.5562	10.0457	9.4448	10.349	8.6294	9.3023	9.4727	9.8717	10.0827	8.4007	9.3534	9.6033	8.7193	9.3689	9.1327	10.4734	9.8305	9.1198	9.0948	9.0238	9.215	9.246	9.8406	9.1072	10.4887	10.6213	8.9895	10.5573	10.2198	9.2076	10.4204	10.2215	12.2288	10.1602	8.8683	9.8176	10.4281	9.3348
EA_G__TSPAN15	10.7984	9.8778	9.8263	10.9843	10.8123	5.9455	9.6871	8.6585	7.7059	7.1726	10.0108	11.304	6.5389	8.5996	8.2911	9.3744	10.3737	8.5205	6.7083	9.9074	5.7659	10.1381	9.8403	10.1996	8.4957	10.7309	8.9092	9.9043	11.0955	10.7178	10.8031	5.8294	6.72	5.9083	10.8783	9.4913	9.7656	9.5826	10.1287	9.2614	9.4224
EA_G__ABCC11	4.9799	5.0771	4.4868	8.9135	5.5246	4.3409	6.068	4.3488	4.5022	4.3945	9.0536	6.4968	4.3846	4.531	5.3781	4.6172	5.5215	4.3978	4.2837	4.7067	4.5984	4.5406	4.9815	5.9853	4.152	8.7674	4.4954	7.3019	6.4495	9.0235	6.726	4.427	4.9806	4.4854	9.756	7.5508	8.4576	9.3681	8.0366	9.5692	4.8818
EA_G__TMPRSS2	7.1443	7.2062	5.9505	7.4163	6.1494	4.76	5.2206	5.9465	7.398	4.4614	8.4729	6.5273	4.686	4.6026	5.5772	4.5393	9.8984	4.5147	4.4592	8.9766	4.216	7.2592	6.7275	6.4975	4.3741	6.8914	4.2222	6.094	7.3281	6.4244	7.2688	4.3749	4.9769	4.5539	6.2306	7.1473	5.1128	7.3834	5.9248	4.9624	4.7479
EA_G__BAG2	3.8525	4.3299	5.1524	3.8546	3.7077	7.7073	3.4446	6.687	6.4005	6.3219	6.2911	4.5582	8.1386	7.9545	7.1173	6.8822	4.381	6.3286	7.4399	6.2299	7.9982	5.0232	5.4682	4.334	7.5584	3.3871	8.1211	5.4731	4.2242	4.7056	4.5241	8.2828	6.9224	8.5168	5.2833	6.1298	3.6269	5.8246	5.7192	3.7646	3.4296
