Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G17229__CYP4F3__CYP4F3	2.8276	0.42396	0.82997	2.1145	0	0	1.9205	3.0475	0.096044	0.23782	0.76	3.2897	5.8049	5.0833	0.17701	0	3.2122	0	0.58609	0.71066	5.7984	1.6698	0	0.99839	0	0.71488	0	0	3.0069	2.4756	1.7387	4.6287	0	2.4083	3.1686	0.3519
RS_G6639__KHDRBS3__KHDRBS3	2.7656	1.8859	6.3116	2.5982	3.6717	3.9119	7.3774	8.9619	0.14162	3.5335	5.9593	3.7957	4.6798	4.5205	3.9564	3.1927	3.2543	5.0197	0.13271	1.6897	3.5037	3.0254	7.1711	4.1739	3.1378	6.1196	0.99985	6.8705	2.3588	5.4535	0.69378	2.4602	2.8818	4.0823	4.0691	5.0319
RS_G1492__DUSP13__DUSP13	1.1639	3.9306	0	3.4195	0	0.39666	0.7545	0	4.3288	4.8779	0.46004	0	0	0.476	0	0.26614	0	0.56268	4.1128	4.8187	2.0092	0.887	1.9107	4.6054	0	0	3.3152	0	0.88679	0	1.9153	1.3829	2.1176	7.1145	2.0528	2.255
RS_G18125__SERPINA3__SERPINA3	4.7146	3.3896	4.376	10.7059	2.3912	2.7642	6.2583	3.3543	0.66673	7.2136	10.5492	0	5.3815	10.8182	10.6257	6.7693	12.7208	0.21085	6.7297	9.783	8.3617	7.6689	1.5613	5.0195	0.91162	12.1397	0.99928	4.6246	5.7375	9.0406	6.7507	9.884	3.6615	9.293	7.7049	5.721
RS_G11572__GUCY1A3__GUCY1A3	2.1771	3.1726	6.4643	3.3749	2.7359	0	6.4477	4.1023	6.8828	0	3.6806	4.4499	2.4961	6.7048	0.41764	2.2033	8.1568	0.45496	0.056954	2.1317	0.22101	4.4527	0	5.9314	6.7064	4.7362	0	1.7081	3.0364	3.5309	1.891	0	0	1.1889	3.6042	3.0295
RS_G9403__SESN3__SESN3	2.3465	0.95592	1.9433	1.1053	1.9298	0	2.8601	6.7706	0.38727	1.3803	2.9138	1.2586	3.1787	5.218	3.7349	1.2617	5.7426	0.72009	1.0257	3.5018	4.8632	1.551	3.829	1.2595	2.6745	4.7057	0	2.2333	1.6506	2.2977	3.064	0	0	2.0062	3.2095	1.8699
RS_G15449__PSTK__PSTK	3.0441	2.5953	2.506	2.888	3.4201	1.9302	3.6997	3.918	3.1924	3.047	4.0419	3.5195	3.7742	3.8694	4.1269	3.8838	3.0608	2.759	3.2617	3.0766	3.4609	2.7387	4.1285	3.3489	3.8483	5.2788	2.2706	4.3471	3.1501	3.2526	2.3549	9.5518	2.9723	3.3824	3.321	2.3236
RS_G5964__IFI6__IFI6	5.3782	8.5811	5.9672	11.3914	7.0701	4.3614	9.5009	7.3907	6.6723	7.664	12.1836	6.5744	9.3088	10.0121	4.292	5.2167	14.3723	6.944	9.5876	8.5173	9.97	6.977	6.6483	4.6766	6.3087	11.7519	6.9747	6.9378	10.5253	13.8974	8.8025	8.4812	9.361	7.8955	7.5298	3.1302
RS_G12908__CPT1C__CPT1C	5.2042	3.5784	0	2.7437	7.4381	0.43105	4.8268	0.20732	1.2967	2.5356	0	0.98468	0.79667	0.81333	1.0342	0.67375	0.88718	3.7559	1.5574	2.7702	1.3798	4.9879	5.9182	0.24982	0.58011	0.97446	2.3699	7.1905	2.3159	0	6.9607	3.0118	3.0157	0.85989	6.2814	7.1736
RS_G18084__RASSF10__RASSF10	2.2875	3.2549	1.5835	0	0	1.9282	3.3829	0	2.6352	1.3053	0	4.0508	3.2488	0	0	0	0.86239	0.42569	1.1382	0.38499	3.3615	5.7958	0	0.65729	0	0	0	0	0.93369	0	4.2475	0	0	1.0731	1.334	2.1765
RS_G7629__CLPS__CLPS	0.64757	0.39797	0.47804	4.1686	0	0	2.6577	2.6416	0	7.2248	5.6025	0	0.63906	0	0	0	1.542	0.84833	0	0	3.3994	0	0	1.6654	0	5.4581	0	0	0	0	0	4.9291	0.86004	3.2082	3.7855	0
RS_G2877__XYLT1__XYLT1	2.0844	5.3814	2.4407	4.4724	0	0	0	4.3641	0.50241	0.97748	5.7699	1.0611	4.0689	2.9429	0	0.084142	2.9742	6.5261	3.5265	3.3908	4.8806	2.0604	0	2.621	0.37812	5.5435	5.1266	7.6523	3.9492	2.7842	1.0292	1.651	2.5806	4.1291	2.3564	1.7844
RS_G6413__KLHDC7B__KLHDC7B	0.44351	1.5307	0.26069	3.0774	0	0.36018	2.9582	0	0.57664	0.17453	6.5033	2.0385	8.7777	1.2454	3.2379	0.23533	9.8389	0.27498	1.5856	0.44704	0.36343	1.4672	0.51994	0.11993	0.41783	5.7495	0	3.5951	9.2685	6.0434	4.1718	0.85166	0.80079	1.2281	2.9772	0
RS_G22042__HLA-F__HLA-F	4.748	2.4472	0.95172	6.5911	0	4.0757	5.6306	6.511	1.1434	3.8771	9.1074	6.966	7.902	5.9406	6.6764	6.4276	9.9102	1.1237	5.6214	3.8954	6.6517	6.6684	3.2625	3.8368	1.838	10.4159	0.99069	6.9802	8.3968	8.494	6.9181	5.328	7.0422	7.5762	6.3212	6.1653
RS_G11896__SLITRK5__SLITRK5	4.4036	3.1192	0.25167	0.55999	7.5383	0.33996	2.6478	1.5099	3.2337	0.23193	0.20843	2.0435	1.4606	1.2422	4.0805	3.7712	0.38943	3.1632	0	0.89617	0	1.3578	3.81	0.33673	0.21086	0	3.1578	2.9616	3.3742	0.06974	0.56419	0.60653	3.5177	0.49001	4.3354	5.212
RS_G10396__MX1__MX1	5.0317	2.1882	2.341	9.7474	1.2107	2.9127	0.58267	3.4654	1.7872	6.108	12.6076	7.2285	8.2993	1.5829	0.13769	5.2771	11.1388	0.88359	4.0943	2.2	2.5585	4.8037	2.0846	2.1457	2.1832	9.98	1.2321	2.5812	8.0306	10.2882	4.8585	3.8153	7.6903	4.3967	2.718	0.84851
RS_G16329__AC005332.1__AC005332.1	1.4126	6.8891	0.52114	0.61053	0.59991	4.3973	2.5319	0	3.8846	3.0082	0.29172	0	4.0142	0.87419	1.9266	0	0.30182	0.9157	3.5412	1.9513	1.7228	4.6396	0.58014	2.4085	1.8568	0.95239	3.5274	1.8698	1.0444	0.73792	0.87371	0.51986	4.1958	3.3993	1.2154	1.6357
RS_G3807__LPXN__LPXN	4.4572	3.8249	4.6454	3.0135	4.0192	4.0199	3.3559	5.9285	1.6903	3.703	5.2704	7.4217	5.7899	3.8946	5.7034	3.7592	6.6655	8.9465	4.1342	2.9364	4.5474	3.5991	6.0065	3.4461	4.0319	6.1177	3.5122	4.9321	3.6065	5.8063	1.4933	4.6376	4.4154	3.9342	3.882	3.6265
RS_G22701__ATP10A__ATP10A	7.5074	0.25087	0	2.7124	0	0	4.4453	2.6536	0	0.069701	4.892	0.22617	4.9408	0	4.6253	0.75404	4.7523	3.1988	1.6168	0	0.049383	0	3.3339	0.08933	0.17543	6.8059	0	6.5671	0.10086	3.9696	4.7707	6.3999	5.6339	5.6284	3.9525	1.7496
RS_G13766__MUCL1__MUCL1	8.2971	9.2684	12.3825	10.0828	0	8.4661	0	0.90826	7.872	5.344	1.4703	1.545	2.4156	8.9393	0	0	5.508	0	7.4503	7.7859	7.1029	9.5099	0	13.1852	9.8025	5.3187	9.1199	1.9667	0.85403	14.8568	1.8097	13.9402	2.6873	12.0261	11.3802	3.1773
RS_G7177__OASL__OASL	4.4911	1.7777	0.97103	6.8272	1.337	1.2602	1.554	4.611	1.6683	3.7442	10.6972	1.8634	8.7426	5.6195	0.99833	5.4605	9.5817	0.28875	4.2687	4.3836	5.4917	3.7861	5.2892	3.3996	3.0473	6.2305	0.59656	2.0833	6.5224	6.2748	6.1035	2.6117	4.8781	3.232	3.9024	1.989
RS_G29779__HMX1__HMX1	0	0.12473	3.8952	5.4103	0	0	0	0	0	0.63916	6.1664	3.6621	2.6571	2.9916	1.7597	0.2596	0	0.29934	0	0	4.6009	3.798	0	0	0	0.19458	0	1.3222	0	4.5457	0	2.5287	4.5008	5.8831	0.6615	4.6114
RS_G14722__SOX11__SOX11	1.6202	1.7439	5.867	0.80538	0	2.1931	1.301	0.92379	0	0.085999	2.1426	0	0.22485	2.04	1.1929	2.7944	2.6119	2.5781	0.23006	3.6079	0.62698	1.5044	0	3.8528	2.3554	4.3383	1.4443	0.26818	0.0634	4.6098	0.098441	0.4718	0	2.8675	0.67554	0.29162
RS_G3379__MEST__MEST	0.28456	7.7409	7.8393	7.4767	7.0437	7.6778	7.4615	1.4366	1.0201	7.6848	0.16774	8.4186	6.9275	6.6173	1.1371	11.3032	0.69041	4.0757	7.3671	8.1143	6.6208	7.5349	6.2993	7.2189	7.299	0.25759	9.0774	0.325	0	6.652	7.5819	0	1.0173	5.9816	6.7253	7.8146
RS_G16556__SLIT3__SLIT3	2.2355	0	2.471	0.90403	8.9874	0.21763	0.33496	7.4124	4.7742	0.68628	0.18968	0.65273	3.7599	0.33265	0	3.0493	0.96971	6.6132	0.20772	0.15986	0.57603	1.6904	0	1.9982	5.5376	1.4012	0	7.0337	1.139	1.3114	1.8365	0.83487	0.24237	2.8594	2.7669	0.36437
RS_G16902__KRT6B__KRT6B	1.2631	0.29312	0.45573	1.0087	0	0	12.8673	8.4677	0	0.30435	3.7711	4.255	6.035	7.1664	6.3173	0.86115	9.8119	0.25307	0.93721	0.22481	0	10.8721	0	0.78126	1.425	9.9481	0	0.95256	9.1282	6.9081	6.0318	5.5408	0	0.1545	0	0.31691
RS_G16217__CHST6__CHST6	2.6012	1.5144	1.6411	2.0451	2.1819	2.3057	2.1331	4	2.2808	3.0885	4.9838	2.5888	3.5074	1.7426	2.7571	3.4023	5.4139	2.6436	1.4215	1.7423	2.733	3.5441	1.385	1.5255	1.7846	3.6569	2.1644	4.2671	2.72	3.6417	1.9896	2.4523	1.8302	2.3171	2.3691	1.8537
RS_G9579__ITPR1__ITPR1	4.5134	4.3867	4.2731	5.8671	4.1573	6.2952	2.9145	5.4786	5.4467	4.5951	7.5681	2.6701	2.8093	3.9339	2.283	4.1131	5.5363	2.787	3.532	4.8192	5.5256	2.8362	3.7143	5.7936	8.8582	4.3118	4.6352	6.4763	4.8728	3.3534	2.5628	4.8514	4.6343	4.9267	4.8971	4.1731
RS_G6523__AKAP12__AKAP12	0.48642	0.34772	0.16809	2.1495	5.5885	0.33163	6.7678	0.96527	0.96731	3.3321	2.3494	6.1267	4.1382	1.0678	2.8552	8.078	0	5.7452	2.4205	3.1946	0.68596	1.622	8.2417	0.16066	0.07179	1.6561	0	4.598	3.5179	0.14966	6.5708	0.9599	3.6759	1.7645	0.4458	0.6065
RS_G7879__HERC5__HERC5	2.3699	0	1.1018	4.8412	0.14696	1.4218	4.5886	2.5298	0.90345	1.1983	8.0916	2.7091	5.6631	4.4059	2.964	4.5001	7.8085	0.083816	0.81141	0.62941	3.1466	1.6248	5.3756	0.78169	0	4.53	0	3.9803	3.3359	4.2521	3.2928	2.1255	1.4633	1.096	0.70351	0.21229
RS_G3022__DHDH__DHDH	2.4187	2.2579	0	2.616	0.76248	0.93381	3.6498	0	0.9645	2.8425	5.3073	3.5907	4.9283	1.7072	2.7314	0.60282	5.2884	0.84227	3.6193	2.6151	4.4139	1.6583	1.1133	1.3322	1.9645	5.9895	0	4.6054	2.7517	4.3504	4.0578	3.0985	3.2846	4.2986	3.1819	1.8332
RS_G11943__C10orf10__C10orf10	6.4294	2.4145	3.8936	2.0915	3.4013	0.56101	6.3853	5.9015	2.378	1.5633	7.4403	1.1295	5.9323	4.8405	5.9809	4.172	7.2064	3.6636	0.63589	2.0915	3.3694	6.6362	2.4972	2.1318	2.6079	8.6536	0	6.2562	1.5369	5.9749	4.0583	1.1558	2.2516	3.1047	1.3846	2.7746
RS_G7164__C9orf61__C9orf61	4.8022	0.16473	2.4311	3.6999	0	2.8137	2.0588	0.46741	0.19574	1.9729	1.5573	0	3.7812	4.2492	4.2811	0.61178	2.4214	0	3.8531	4.0848	0	3.9713	1.9287	2.0662	0	2.096	0	0.81004	0.35035	3.3579	0.28052	3.0649	0	6.688	5.4726	1.911
RS_G16693__ZBTB7C__ZBTB7C	4.9082	2.1996	7.6395	5.8051	0	0.99374	5.0083	4.4477	6.063	5.4933	0	0	2.3605	3.7543	0.27205	0.62879	6.1524	1.113	1.7838	0.14048	5.198	5.4074	0.36556	7.5242	8.3673	0.28509	3.3857	2.6545	2.9881	7.4648	1.5913	1.2642	2.1151	5.5966	5.5484	2.8967
RS_G12983__SPRR1A__SPRR1A	2.6766	0	1.2073	4.6224	0	0	4.4152	0	0	1.1468	1.0479	0.96978	5.1369	4.8631	0	0	4.4045	0	0.3708	0	0	6.2122	0	0.35494	0	2.7869	0	0	1.1341	2.8241	2.8212	1.2049	4.8655	3.6111	2.3955	2.8989
RS_G7670__DDX60__DDX60	3.8387	0.32032	2.7237	6.0772	1.8134	2.4436	2.2916	3.7062	1.2384	2.325	7.7036	2.3434	6.1506	3.5657	1.0877	3.1529	7.8636	1.6225	1.3036	1.3175	5.3043	0.698	3.1707	0.73398	0.62401	4.247	0	0.73295	3.8316	5.4245	3.7637	2.1658	1.8779	1.3425	1.1743	0.43139
RS_G22398__MT1A__MT1A	0	3.7604	1.053	0	0	1.9847	4.0185	0	0	0	0	6.2486	0	0	0	4.4147	0.90595	0	0.97271	0	0	0.84017	5.5838	0	0	0	0	0	0	0	9.0031	0	0	0	0	0
RS_G33556__RP5-857K21.9__RP5-857K21.9	4.032	0.92814	5.6433	4.2869	3.7014	4.9239	4.8707	3.4496	3.9351	4.7063	4.5339	14.0208	2.8827	4.1915	13.6529	4.5228	3.7398	3.6656	0.57543	4.0769	3.9917	3.9629	3.5909	3.1814	2.9104	2.2144	4.4962	2.2607	13.7178	1.6025	4.4127	4.1528	4.1353	2.4462	3.8284	4.5933
RS_G9703__CCL28__CCL28	3.4659	1.8114	1.1828	4.438	0	1.1414	6.2787	1.3718	4.9862	9.1727	1.1825	4.8766	4.8853	6.2531	2.9553	0.54407	7.5796	1.2174	0	4.6088	1.2885	5.0435	3.507	3.2631	6.3013	6.9981	2.2221	0.52257	0	5.2953	3.2568	4.8865	5.5501	6.523	6.8023	2.0285
RS_G28377__AL450306.14__AL450306.14	3.5215	4.8024	0.74196	2.0401	1.496	2.6412	2.3114	1.9374	1.9689	3.5546	1.9543	3.28	2.8507	2.0548	2.2624	1.7205	2.1189	1.5042	3.1047	3.2992	2.9209	5.057	2.1669	2.5187	2.2729	3.5583	3.5767	2.7609	5.8757	2.1186	2.6059	4.5232	2.9519	1.7691	2.4941	7.538
RS_G17782__NCCRP1__NCCRP1	1.9723	8.6754	1.5981	1.8852	0.54713	1.1785	1.3837	1.3348	2.5779	2.3662	2.0152	1.3556	6.4577	2.5357	0	0.72975	7.6867	0.73063	1.3422	0.12719	1.2547	9.0527	0	1.4329	0.61219	3.6245	6.3994	0.23329	0.67322	9.318	6.9508	5.0823	2.535	6.5272	6.7479	0.97934
RS_G4449__TP53I3__TP53I3	6.2147	5.1241	4.0524	3.1718	5.9533	5.2338	6.097	3.1749	5.1934	3.9811	5.0749	4.6901	5.846	6.3916	7.5979	5.7409	4.9518	6.7277	5.8728	6.3196	6.9346	7.6764	7.1538	6.6031	7.0284	6.6464	4.1156	6.9599	7.4397	1.4907	7.1911	5.3831	11.8603	5.2288	6.1034	5.2564
RS_G15926__RGMA__RGMA	6.6212	0.66506	2.3204	1.4114	3.8693	0	2.3197	7.0042	0.32865	1.3678	8.8727	1.2891	5.0712	0.52872	3.1229	0.60114	5.4599	0.17933	3.2546	0.92041	0.51386	6.0556	0	1.6905	0	9.0983	0	3.5632	3.6555	4.1386	1.3777	0.33244	4.1545	1.8524	1.9628	1.7706
RS_G19300__APCDD1L__APCDD1L	0.069099	0.73015	0.34728	0.1681	0.31255	0.46148	3.8937	5.4361	0.98939	1.19	0	2.4493	3.5305	0	1.4309	3.6234	2.4928	8.2577	0	0.57933	0.32832	2.602	1.7279	0.46267	0	0	0	0	4.6435	3.2218	6.2723	0	0.099032	0.21913	0	0.34479
RS_G3762__SLC2A9__SLC2A9	1.4954	0.57568	0.93317	0	0	0.89166	2.8768	0.14422	0.84178	0	2.7674	2.9945	4.708	2.8274	3.9188	0.23875	4.7518	0	0	0	0	3.5199	0	2.0806	2.3324	2.0517	0.56566	0	0.79858	5.2984	5.7181	2.0498	0	3.8285	2.6854	0.18248
RS_G7269__HEY2__HEY2	3.6871	0	4.2335	5.6502	1.3674	1.1515	2.5575	0.48244	3.959	1.6937	2.4811	2.3717	2.5058	0.93292	1.007	0	6.9965	3.4334	4.8089	0.82328	5.3503	1.4155	2.29	5.3855	0.59431	4.5517	0	4.2589	0.77271	1.6052	0.28944	3.3842	0.64409	6.0077	5.5727	5.2139
RS_G2077__IL11__IL11	3.4847	0.65823	0.84332	2.3378	1.8507	1.5802	1.6045	1.9073	1.491	2.5485	1.9424	2.9882	2.5019	2.4814	0.99259	8.3724	1.1164	7.9127	3.2063	1.2969	3.355	1.8068	7.0334	1.8519	1.8727	2.2327	2.0687	1.0365	3.2079	0	4.6154	1.221	0.34981	1.0126	1.2655	1.2031
RS_G4095__RBM24__RBM24	0	0.18099	2.7361	6.8059	5.2114	5.5365	3.1305	0.67503	2.4326	6.8352	1.4929	1.5526	2.9359	0.57117	4.7801	6.5447	0.48409	3.744	3.949	2.8777	9.1516	0.62792	7.44	4.9553	0	1.0486	0	4.2684	0.54062	0	0.30704	0	5.4843	2.1862	3.1769	2.4745
RS_G19250__ABCA4__ABCA4	2.5925	1.8337	3.9603	5.4901	0.26948	0.28068	0.23368	4.4163	1.9681	6.1509	2.5443	0.3723	2.4337	1.3841	1.9661	0.29762	0.88168	1.2798	2.2154	0.99615	0.14858	3.3904	1.4951	0.99526	0.25117	3.7702	3.5587	1.6032	3.7364	1.1507	1.4958	1.6978	2.6309	6.0141	4.9307	0.65076
RS_G11780__GPR30__GPR30	0.78743	1.3949	2.9158	1.7559	0.30558	3.7144	2.5551	2.5452	3.2315	2.6799	0.62738	1.4092	3.8532	1.1675	2.4931	4.3017	5.6098	2.3456	7.1539	6.6849	3.3657	3.7092	3.9508	5.808	0.53026	1.202	2.787	1.2363	2.5352	4.338	2.3624	0.73872	1.7272	1.6963	1.2609	2.1461
RS_G922__CHI3L2__CHI3L2	3.2198	0.51024	0	0.56368	5.798	0.56836	0.66931	5.9387	0.46306	1.1011	8.7973	0	4.899	3.6758	5.7246	5.4771	8.3731	1.2346	0	0	0.16809	3.2906	0	0.15241	0	9.8113	1.528	1.3437	1.671	4.1672	1.328	3.3623	0.96833	1.5601	0	0
RS_G13378__SOX7__SOX7	1.0588	0.80182	0.33529	0.37561	2.2023	0.73492	1.4256	0.908	1.4048	0.41113	3.8063	7.2916	4.6599	0.35444	0.57451	3.0217	1.1564	1.5305	0.49771	0.44132	1.1929	1.6638	1.6426	1.246	1.1283	3.1652	1.9944	0.7326	1.8712	0.048543	6.6796	0.17357	1.1133	0.74282	0.95838	1.3032
RS_G4477__IFIH1__IFIH1	5.5519	5.0104	4.6702	6.8435	0.57761	6.2807	4.7528	3.2819	4.2422	5.0304	10.0636	4.7985	6.0943	6.2488	4.7248	3.5667	8.2669	1.4788	4.3502	3.9352	6.35	4.2171	3.4482	3.4814	4.6777	7.2422	5.237	3.3564	5.3174	6.8807	4.8413	5.1924	4.8213	3.2622	5.4048	4.3929
RS_G380__AC115090.8__AC115090.8	5.5401	4.5937	8.2773	5.6462	1.8168	4.4074	1.7069	2.3845	3.3208	3.0223	3.7229	1.0776	3.1471	4.6588	2.4415	0.71518	3.2748	1.9988	4.269	3.2441	5.2386	4.9617	1.7625	5.7094	6.0719	2.0778	3.1752	2.8722	3.1587	5.4452	3.6614	5.309	4.1984	9.4664	4.2942	3.8001
RS_G1435__LAMP3__LAMP3	0.62064	1.9683	1.0047	1.3769	0.22252	1.1839	5.1333	1.5909	0.88608	2.8659	9.5505	4.2488	5.5942	4.0768	4.792	1.4715	6.877	0.97266	1.1293	1.0233	1.7863	2.7514	1.085	0.59349	0.78725	5.5369	0	3.2642	2.8191	5.5633	3.373	4.535	5.5329	0.78899	0.7314	0.65096
RS_G15784__C6orf223__C6orf223	0.47075	0.45509	0.20525	0.56515	0	0.27765	2.5749	1.3141	0.29015	0	2.345	0.15117	4.2321	0.77079	4.872	0.094198	6.6822	0.20753	0.34916	0.096796	0.44141	5.6749	1.0311	0.67737	1.8618	4.9779	0.935	0	2.4532	4.7918	2.4237	5.8193	0	0.86728	0.1369	0
RS_G4540__IL1R1__IL1R1	4.9293	5.3503	6.1326	5.7879	5.7802	6.7812	3.83	7.6426	1.4323	0.5453	5.6833	1.8561	2.3334	3.9906	4.3181	5.6161	6.8987	4.797	3.9817	4.4596	7.5808	4.1934	2.3978	7.8189	9.8271	3.2174	4.5598	5.3798	4.7278	3.3491	4.8614	5.7579	4.9069	7.1225	5.7761	2.4173
RS_G4349__WNT5A__WNT5A	3.982	2.045	1.8769	1.9481	4.5212	0	3.6975	6.6438	0	0.12663	2.9122	2.7777	4.8234	4.5715	3.6876	7.6926	5.9567	8.5689	0.47057	0.98972	1.5977	1.009	4.6257	0.93054	3.3416	4.6322	6.5403	5.0767	6.3914	3.2081	0	5.2859	0.33479	0.364	3.2077	1.2231
RS_G7642__TLR2__TLR2	2.5793	0.14593	0.67119	2.3389	0	0.88694	1.7219	0	0	0.22213	6.8794	3.7904	3.5507	0.63858	0	0.71287	4.8139	0	0.30188	1.4172	0	0.25529	0	0.83802	0.28381	5.7839	0	0	4.1149	3.9822	4.0658	0	0	0.99692	1.6521	0
RS_G3962__OAS2__OAS2	4.3877	1.8619	0.23744	7.0052	0.056976	0.1167	0	2.5129	0.6103	3.2922	9.1157	5.693	5.8469	5.639	0.22552	2.2623	9.5512	0.30327	2.3693	1.4216	0.27765	3.6094	0.76221	0.49092	0	5.0771	0.28245	0.20349	2.0593	8.8459	3.6212	4.2907	6.5074	0.28765	1.9355	0.55898
RS_G18751__COL4A6__COL4A6	0.67594	0.13292	0.082024	0	2.7738	0.18736	0.39431	0.12632	0.04069	0.15342	0.06856	5.2708	4.3231	2.4073	0.8942	3.3987	0.59125	2.8252	0.45164	0.87533	1.2266	1.004	0.68802	3.537	2.2581	0	0.099219	0.63428	4.2757	0.4863	5.7836	3.0149	3.9285	0.34172	0.38657	0.43794
RS_G13225__KRT75__KRT75	0.1001	0.48837	0.13704	2.6322	0	0.24517	5.1256	5.5198	0	0	2.0876	2.7652	3.4922	6.9589	8.326	0	2.9312	1.6538	1.0494	0	0.44826	7.6739	0	0	0	3.081	1.8503	2.1211	0.93863	2.1169	3.1433	0.25517	0.87163	3.2242	0	0
RS_G11774__DEFB1__DEFB1	1.993	2.346	1.9138	0	0	0	0	1.7511	0.92315	0	1.0764	2.6711	4.6884	10.3764	8.1565	0	9.3815	0	0	0	0	5.5335	0	1.9353	4.1392	0	0	0	0.89009	5.4286	4.2375	2.4838	0	1.9013	0	0
RS_G31237__RP11-314P12.3__RP11-314P12.3	5.1108	4.7786	1.0891	0.72198	3.0541	0.76693	9.1926	1.5589	0.43528	2.6438	0.38715	8.2861	8.0064	7.3593	6.2174	5.1254	2.5452	4.2085	1.007	1.237	1.0416	4.7344	3.9704	1.091	0	2.9622	1.4768	1.1666	6.063	0.66767	7.9529	2.0039	0	0.9313	0	0.58419
