Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg25459323__SEPT3	0.02634	0.19304	0.05616	0.19381	0.18771	0.14904	0.49818	0.068841	0.028413	0.049872	0.039305	0.25566	0.33035	0.22393	0.099424	0.02308	0.043421	0.4998	0.22027	0.50742	0.23077	0.069035	0.56031	0.39835	0.3018	0.038535	0.11581	0.05059	0.024766	0.47171	0.028847	0.18839	0.18234	0.83091	0.53206	0.046016	0.16716	0.24773
Meth__cg18943383__HIST1H3H	0.12718	0.0914	0.12988	0.11387	0.62476	0.079365	0.11715	0.16906	0.090393	0.13173	0.93084	0.25327	0.17105	0.11124	0.084561	0.11464	0.17059	0.082599	0.13001	0.13027	0.1229	0.17974	0.95006	0.47925	0.14978	0.15351	0.14887	0.16615	0.037566	0.087295	0.12784	0.085812	0.67021	0.9567	0.26464	0.1347	0.18533	0.18274
Meth__cg13066963__ESPN	0.27401	0.11409	0.93723	0.059191	0.070203	0.92307	0.88171	0.87689	0.04761	0.81051	0.9164	0.92632	0.88616	0.076448	0.93966	0.51989	0.25144	0.46764	0.892	0.15161	0.14748	0.92585	0.34731	0.85341	0.51579	0.11137	0.089624	0.32096	0.59255	0.04236	0.89619	0.36517	0.59465	0.044711	0.061713	0.042406	0.041968	0.033587
Meth__cg05191071__MRPS21	0.16976	0.056926	0.085966	0.3638	0.57311	0.044092	0.12725	0.068241	0.36562	0.5801	0.68679	0.057	0.70516	0.35779	0.048663	0.096396	0.082204	0.049142	0.073837	0.1286	0.92954	0.053453	0.29176	0.67296	0.55718	0.298	0.51048	0.11614	0.044819	0.28309	0.45469	0.35666	0.4977	0.0909	0.58226	0.15678	0.6438	0.50391
Meth__cg23306832__KIAA0999	0.12917	0.28571	0.10366	0.77848	0.1466	0.075892	0.14904	0.10899	0.091907	0.14736	0.06777	0.27951	0.22117	0.1923	0.099824	0.13674	0.098092	0.23954	0.20934	0.26899	0.1302	0.096544	0.57341	0.38502	0.18559	0.13434	0.098275	0.5904	0.076769	0.071506	0.1268	0.14592	0.22941	0.12441	0.29313	0.72414	0.32	0.47305
Meth__cg18542098__FLJ36445	0.032852	0.036745	0.044937	0.031334	0.02757	0.96469	0.05598	0.97776	0.88694	0.41796	0.033953	0.87443	0.10039	0.7374	0.43826	0.96699	0.31788	0.87242	0.053616	0.038608	0.035427	0.95631	0.03313	0.93541	0.035019	0.492	0.053737	0.043999	0.74378	0.029828	0.83903	0.030072	0.039215	0.021016	0.038899	0.02832	0.038541	0.033928
Meth__cg05013695__FRAT1	0.020892	0.019315	0.80034	0.028632	0.015881	0.033345	0.040882	0.084977	0.014732	0.096402	0.035088	0.060829	0.069662	0.025973	0.17289	0.021132	0.071186	0.018743	0.019092	0.020262	0.021989	0.020291	0.032715	0.030262	0.024898	0.039266	0.033461	0.052717	0.042462	0.016518	0.23301	0.02421	0.012366	0.24126	0.029746	0.046103	0.028331	0.020116
Meth__cg04574442__ALG8	0.023231	0.058524	0.034613	0.038049	0.043701	0.071167	0.065121	0.051485	0.041924	0.042279	0.035389	0.050276	0.24232	0.036855	0.045036	0.043653	0.097336	0.038244	0.0434	0.026456	0.020071	0.040984	0.026201	0.060617	0.213	0.12035	0.057334	0.063187	0.044261	0.021283	0.047066	0.044707	0.024799	0.015218	0.038837	0.030711	0.044156	0.12125
Meth__cg21086464__PAK1	0.030808	0.084843	0.051602	0.057187	0.041104	0.37997	0.075202	0.0386	0.042927	0.05736	0.040229	0.030777	0.097533	0.041089	0.041886	0.040997	0.14538	0.036413	0.34606	0.042294	0.020153	0.050289	0.037648	0.056405	0.057826	0.16211	0.49119	0.13978	0.047488	0.029272	0.047228	0.076052	0.03312	0.024024	0.10184	0.050422	0.066591	0.062529
Meth__cg22155248__TAPBPL	0.073721	0.77379	0.65304	0.076622	0.075858	0.85085	0.42446	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.089965	0.7318	0.086836	0.16227	0.075643	0.56588	0.12621	0.062661	0.10953	0.074634	0.14823	0.06617	0.17979	0.17348	0.62713	0.35593	0.28339	0.14587	0.10212	0.092512	0.67116	0.19446	0.12456	0.32294	0.67451
Meth__cg25537962__CD109	0.13378	0.091949	0.11369	0.11993	0.14767	0.063259	0.22799	0.0961	0.54927	0.16041	0.12897	0.1733	0.87749	0.44286	0.050914	0.068589	0.10026	0.10749	0.086231	0.087586	0.23209	0.11662	0.11982	0.78981	0.078752	0.095689	0.54077	0.1294	0.078661	0.10658	0.11968	0.087746	0.069791	0.50909	0.24455	0.093626	0.11048	0.15221
Meth__cg22578204__TIMP3	0.072479	0.084288	0.97789	0.11236	0.068689	0.59456	0.13012	0.97914	0.09126	0.066757	0.082239	0.0478	0.74499	0.088493	0.52987	0.14429	0.14636	0.038612	0.068701	0.080961	0.058205	0.062129	0.049315	0.59017	0.078542	0.068761	0.6856	0.08022	0.36531	0.18435	0.075377	0.22711	0.053871	0.55253	0.07761	0.055187	0.086661	0.11004
Meth__cg15091337__POLE4	0.070451	0.039469	0.058542	0.64588	0.065838	0.059645	0.070272	0.061608	0.083981	0.077027	0.043945	0.086256	0.11555	0.069581	0.061983	0.059526	0.097004	0.052564	0.036828	0.060305	0.18727	0.061074	0.045447	0.10587	0.28191	0.065562	0.093716	0.064915	0.044327	0.069144	0.039176	0.049027	0.071312	0.05075	0.087978	0.063321	0.13744	0.12079
Meth__cg15747595__TSPYL5	0.9317	0.049574	0.65316	0.96979	0.48467	0.91659	0.95075	0.048952	0.042537	0.035926	0.67255	0.19364	0.93158	0.63526	0.035634	0.035112	0.26402	0.63743	0.032743	0.52731	0.9607	0.69343	0.05579	0.92425	0.83521	0.24267	0.88755	0.067989	0.037099	0.4977	0.50112	0.054687	0.44252	0.95076	0.7434	0.041632	0.90162	0.91971
Meth__cg04312209__IL7R	0.58178	0.083821	0.23705	0.66622	0.35103	0.076196	0.22163	0.13046	0.49608	0.11023	0.27554	0.31487	0.16302	0.3293	0.098604	0.19351	0.13343	0.12727	0.15267	0.22923	0.72619	0.059448	0.58373	0.20081	0.21846	0.17421	0.24498	0.20323	0.0797	0.19687	0.079649	0.57403	0.08727	0.092434	0.13605	0.37751	0.24938	0.16247
Meth__cg02831604__ISL2	0.88798	0.27042	0.08327	0.25723	0.53341	0.030209	0.26633	0.18373	0.32893	0.12767	0.54175	0.029986	0.5962	0.32976	0.86942	0.034166	0.084498	0.79533	0.051883	0.041896	0.88108	0.036192	0.50908	0.87079	0.14238	0.84645	0.071287	0.30794	0.25634	0.31165	0.034804	0.43837	0.098151	0.46501	0.63062	0.36811	0.71171	0.64639
Meth__cg14494596__SCOTIN	0.084681	0.49982	0.09774	0.080387	0.2507	0.33702	0.24586	0.43194	0.070452	0.11319	0.082339	0.19216	0.13419	0.076636	0.19953	0.11356	0.20736	0.07517	0.15383	0.11339	0.25876	0.20206	0.085749	0.64254	0.11214	0.21475	0.13971	0.62499	0.26258	0.38149	0.1428	0.52215	0.099152	0.086467	0.072225	0.080341	0.11014	0.16276
Meth__cg19976467__TMCO4	0.056037	0.066588	0.062631	0.081194	0.039734	0.66626	0.074628	0.43823	0.051404	0.066157	0.061697	0.027476	0.072693	0.051248	0.070051	0.05727	0.050003	0.037764	0.047079	0.069898	0.056686	0.075609	0.044918	0.11726	0.064574	0.083673	0.12099	0.086125	0.13168	0.037852	0.055717	0.10432	0.037807	0.038201	0.15335	0.050747	0.044842	0.053468
Meth__cg18644543__HMHA1	0.039363	0.29096	0.96673	0.16589	0.028711	0.92001	0.073734	0.082018	0.047917	0.051529	0.051523	0.26737	0.4757	0.046441	0.90524	0.055734	0.050353	0.032903	0.91589	0.90362	0.050078	0.95382	0.039274	0.060338	0.068311	0.067152	0.34415	0.087646	0.12564	0.15813	0.17598	0.1955	0.11597	0.79568	0.058307	0.050158	0.042628	0.037687
Meth__cg04431133__RPL36AL	0.48323	0.11297	0.6613	0.63956	0.37506	0.076972	0.23737	0.046344	0.42133	0.093842	0.091454	0.4661	0.11714	0.5567	0.45396	0.03445	0.14345	0.146	0.1644	0.15069	0.15917	0.065587	0.91229	0.36532	0.59288	0.093647	0.089069	0.15133	0.89149	0.49265	0.043416	0.079593	0.43658	0.056756	0.66959	0.73282	0.37961	0.11711
Meth__cg13306164__HPCA	0.14776	0.013855	0.13392	0.030589	0.018024	0.013802	0.024071	0.010271	0.014372	0.022786	0.22034	0.029263	0.26293	0.013467	0.014971	0.014447	0.019162	0.023391	0.015942	0.019252	0.014804	0.020404	0.018947	0.75343	0.019003	0.018012	0.96583	0.028286	0.013591	0.022526	0.013513	0.011517	0.014806	0.10213	0.083964	0.017241	0.036247	0.14982
Meth__cg02046340__ZNF313	0.053671	0.035625	0.27459	0.04985	0.030803	0.090698	0.054967	0.062568	0.037698	0.045952	0.051844	0.037493	0.2344	0.034669	0.16107	0.056945	0.11071	0.030718	0.042135	0.037207	0.08856	0.041271	0.038134	0.069032	0.11803	0.058196	0.19492	0.048675	0.059151	0.043669	0.061591	0.034877	0.031486	0.04666	0.041197	0.045413	0.048908	0.061658
Meth__cg05882691__HIST1H3H	0.18797	0.14451	0.13882	0.16943	0.46288	0.1493	0.15854	0.20064	0.15816	0.24261	0.78739	0.13964	0.23321	0.18261	0.16214	0.16889	0.20065	0.21711	0.16361	0.19601	0.19008	0.17397	0.84158	0.34661	0.16025	0.27202	0.24114	0.2984	0.14023	0.1528	0.16557	0.19528	0.39443	0.88547	0.28469	0.18681	0.2101	0.26521
Meth__cg01316819__PPP1R1A	0.037477	0.037677	0.2771	0.046132	0.023165	0.7817	0.061649	0.14029	0.02421	0.029383	0.68795	0.037441	0.14005	0.025476	0.03676	0.079654	0.04681	0.024924	0.045167	0.042491	0.025587	0.07169	0.028397	0.81215	0.037742	0.051481	0.15112	0.030439	0.029705	0.026341	0.03482	0.034872	0.024592	0.037277	0.049889	0.027558	0.032024	0.024718
Meth__cg10193817__IGSF4	0.050422	0.04554	0.59896	0.046009	0.032754	0.6459	0.057136	0.14848	0.036415	0.041918	0.039782	0.038267	0.14666	0.040859	0.087531	0.095038	0.1301	0.035418	0.042102	0.050282	0.058651	0.049955	0.031078	0.90713	0.053709	0.11095	0.58288	0.080589	0.058643	0.75149	0.065649	0.041797	0.036998	0.044357	0.092259	0.043948	0.042985	0.049848
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg12601987__RASD1	0.090149	0.6637	0.94614	0.13564	0.053625	0.56848	0.06049	0.23314	0.038976	0.06794	0.27401	0.45157	0.37782	0.065904	0.77918	0.061018	0.138	0.067772	0.039895	0.10631	0.043283	0.13197	0.053223	0.056082	0.059216	0.084421	0.52062	0.15336	0.25929	0.047396	0.52086	0.089215	0.038646	0.041654	0.89569	0.04627	0.054658	0.36947
Meth__cg10682057__ASAHL	0.033354	0.03689	0.071417	0.053689	0.033788	0.03342	0.039631	0.042899	0.025387	0.034642	0.027929	0.02358	0.049857	0.0324	0.04536	0.030242	0.097161	0.14764	0.029375	0.045585	0.030985	0.04402	0.031039	0.070138	0.036168	0.057898	0.06802	0.039489	0.28663	0.021931	0.52277	0.05218	0.026129	0.023876	0.062879	0.027026	0.030559	0.047278
Meth__cg09688546__GLRB	0.029959	0.032274	0.60668	0.030619	0.027644	0.56242	0.57345	0.11853	0.023056	0.045646	0.73511	0.042423	0.063979	0.026094	0.034088	0.10483	0.034954	0.021624	0.36521	0.028761	0.29359	0.025389	0.030842	0.05554	0.040529	0.066288	0.081107	0.048399	0.029049	0.04558	0.024846	0.92131	0.023231	0.49202	0.052901	0.028774	0.026643	0.032936
Meth__cg24528447__NR2F1	0.15812	0.068859	0.076892	0.10912	0.07031	0.0384	0.062325	0.079624	0.065653	0.08708	0.077599	0.15349	0.11013	0.10403	0.088169	0.086194	0.088672	0.066699	0.046088	0.096879	0.62235	0.07147	0.077074	0.069148	0.10551	0.099419	0.11745	0.14876	0.01879	0.095685	0.066325	0.029471	0.042948	0.1746	0.088923	0.078865	0.27875	0.082442
Meth__cg07753583__LRRC61	0.061933	0.24376	0.069407	0.076771	0.045369	0.86105	0.063376	0.058662	0.040715	0.069167	0.071677	0.033169	0.5032	0.047919	0.53293	0.063067	0.14303	0.44343	0.048157	0.062882	0.060432	0.89269	0.042142	0.39909	0.069845	0.46137	0.14899	0.18916	0.4939	0.50786	0.53519	0.53441	0.042795	0.050322	0.088547	0.050179	0.051941	0.056229
Meth__cg15952487__CD1B	0.27438	0.072705	0.091175	0.13806	0.068041	0.074874	0.080741	0.094737	0.18166	0.10217	0.10027	0.068672	0.11914	0.13882	0.062033	0.064368	0.12495	0.074458	0.062592	0.20631	0.097916	0.09888	0.60156	0.13841	0.10241	0.16562	0.27382	0.1732	0.078906	0.097504	0.088953	0.066371	0.061657	0.093637	0.10665	0.084911	0.36496	0.25602
Meth__cg27238470__EDN2	0.039079	0.048924	0.07974	0.042509	0.046265	0.67522	0.042523	0.088471	0.041521	0.038442	0.50625	0.026792	0.072567	0.031101	0.084532	0.33082	0.07018	0.79296	0.036581	0.056081	0.057722	0.88699	0.035482	0.37021	0.038172	0.06422	0.095476	0.03502	0.1699	0.044306	0.065918	0.71498	0.026771	0.032185	0.081388	0.054654	0.039546	0.03299
Meth__cg06990298__RASD1	0.16935	0.59848	0.91737	0.20005	0.040446	0.52601	0.080338	0.53076	0.055699	0.038491	0.26243	0.67391	0.48191	0.044405	0.68633	0.12012	0.20429	0.05262	0.051682	0.14272	0.086187	0.25469	0.031127	0.063649	0.0672	0.046148	0.56454	0.27222	0.41792	0.034365	0.79405	0.091704	0.038426	0.035738	0.71494	0.04168	0.0408	0.42476
Meth__cg07786760__DCHS2	0.060983	0.054161	0.63384	0.16325	0.048502	0.45717	0.49165	0.066727	0.054095	0.084527	0.43474	0.086855	0.15357	0.048398	0.81128	0.077607	0.13658	0.068507	0.28272	0.14137	0.17744	0.052245	0.045326	0.58927	0.046301	0.06714	0.48554	0.082771	0.072993	0.061593	0.14399	0.071124	0.035627	0.29048	0.081841	0.064846	0.067548	0.075595
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.36675	0.89555	0.73029	0.30544	0.52796	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.1117	0.092571	0.094151	0.20845	0.09409	0.42778	0.42774	0.11599	0.089734	0.42691	0.091419	0.61039	0.088987	0.17963	0.12772	0.069953	0.051734	0.074111	0.085013	0.66353	0.33006	0.72243	0.72104	0.61394	0.58942
Meth__cg21486954__RPIP8	0.036502	0.11214	0.049629	0.057635	0.03594	0.22032	0.088315	0.14352	0.028768	0.039008	0.034705	0.30148	0.74545	0.037112	0.66745	0.063532	0.062078	0.040442	0.053232	0.053604	0.038509	0.74248	0.023772	0.36262	0.046046	0.076644	0.1164	0.23284	0.040891	0.039686	0.28053	0.078163	0.033186	0.027043	0.063037	0.035874	0.061308	0.062118
Meth__cg17977409__SH3GL2	0.073928	0.059058	0.94889	0.056598	0.037926	0.9298	0.59348	0.15747	0.037601	0.049756	0.55619	0.057571	0.25583	0.043623	0.045796	0.060305	0.15273	0.051576	0.92117	0.80952	0.043856	0.058824	0.039696	0.4774	0.87008	0.34596	0.88847	0.081226	0.0458	0.045442	0.46311	0.24136	0.040192	0.93535	0.24198	0.055613	0.039138	0.045077
Meth__cg08876665__LTB4DH	0.035493	0.0475	0.057837	0.03665	0.029957	0.40102	0.042224	0.055365	0.042065	0.043206	0.058951	0.034102	0.063684	0.043504	0.84357	0.03214	0.057871	0.042056	0.051743	0.072064	0.041537	0.035952	0.032674	0.099546	0.059748	0.048531	0.082836	0.048435	0.033544	0.029032	0.073944	0.14862	0.024693	0.031644	0.068046	0.033749	0.043	0.05138
Meth__cg03242666__PMP22	0.092351	0.11897	0.80057	0.38507	0.55312	0.38033	0.13641	0.83032	0.10165	0.77041	0.77609	0.4185	0.58726	0.1005	0.47836	0.54887	0.26525	0.085569	0.39651	0.16531	0.12185	0.80092	0.083835	0.69756	0.34405	0.17893	0.45086	0.15365	0.1101	0.10467	0.71137	0.43928	0.081049	0.16902	0.20113	0.11249	0.11129	0.20525
Meth__cg11777321__TEF	0.030772	0.037467	0.75557	0.46322	0.028105	0.091387	0.32732	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.028868	0.059069	0.033849	0.61249	0.040747	0.07639	0.064924	0.067356	0.43257	0.6265	0.27062	0.066859	0.091742	0.10634	0.05455	0.034363	0.051989	0.051827
Meth__cg01092561__PPP1R3B	0.019372	0.029426	0.02749	0.024251	0.021764	0.66467	0.034577	0.02303	0.014297	0.027148	0.024439	0.029179	0.039203	0.02098	0.039019	0.02046	0.10877	0.016595	0.022178	0.029634	0.024017	0.024847	0.019821	0.36332	0.034479	0.029693	0.045771	0.04036	0.031466	0.020678	0.026965	0.020862	0.027175	0.017746	0.025261	0.024417	0.019901	0.020171
Meth__cg22385764__ASB8	0.49647	0.041256	0.089747	0.072231	0.050955	0.050392	0.039274	0.043462	0.073846	0.077239	0.10488	0.066422	0.40297	0.089893	0.067044	0.035499	0.13568	0.051764	0.033083	0.053638	0.90323	0.045827	0.044772	0.095068	0.034967	0.033898	0.0762	0.048723	0.048439	0.13734	0.05237	0.055095	0.048468	0.36541	0.26932	0.23601	0.064382	0.053297
Meth__cg09119665__PNMA1	0.074471	0.02479	0.067259	0.22254	0.041526	0.035996	0.034891	0.027115	0.10623	0.10094	0.034026	0.11903	0.08064	0.12075	0.028031	0.031218	0.12066	0.043874	0.029077	0.040826	0.039036	0.027291	0.51601	0.060222	0.16626	0.074424	0.1246	0.083763	0.031409	0.024951	0.029666	0.046853	0.35646	0.042766	0.073021	0.056256	0.21782	0.063113
Meth__cg15983538__SEMA4A	0.055037	0.074217	0.10529	0.22341	0.063748	0.84618	0.24595	0.15183	0.050269	0.082469	0.094494	0.10354	0.11895	0.054396	0.36339	0.8837	0.14457	0.2754	0.097663	0.1093	0.07786	0.86351	0.11403	0.81885	0.082458	0.18724	0.11087	0.074811	0.21347	0.36508	0.757	0.076965	0.04243	0.084733	0.11846	0.076692	0.066837	0.068948
Meth__cg25340403__LYPD3	0.041991	0.035241	0.36761	0.052266	0.20651	0.83676	0.058992	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.056727	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.80747	0.035903	0.7884	0.036387	0.3407	0.26306	0.040486	0.82379	0.028007	0.51634	0.2241	0.16982	0.02642	0.0736	0.040626	0.040225	0.044181
Meth__cg20769774__CYLD	0.068579	0.057231	0.046481	0.058532	0.070353	0.48758	0.059632	0.053802	0.046377	0.045749	0.046662	0.093455	0.12679	0.059177	0.047732	0.043587	0.045247	0.068386	0.049424	0.051564	0.14866	0.053009	0.10675	0.09281	0.068624	0.1003	0.12652	0.06479	0.043957	0.24207	0.042989	0.050618	0.045811	0.044188	0.10424	0.083713	0.1083	0.064867
Meth__cg01936270__CYP1B1	0.056563	0.054877	0.10033	0.066323	0.034448	0.050618	0.071388	0.54247	0.046891	0.039481	0.39108	0.051594	0.084117	0.053781	0.64093	0.052893	0.088377	0.032841	0.041174	0.064853	0.048272	0.057874	0.035718	0.072297	0.095456	0.10046	0.4637	0.081682	0.034781	0.033974	0.26477	0.48886	0.034685	0.042529	0.091318	0.045457	0.043088	0.05014
Meth__cg21365235__OCRL	0.59404	0.045603	0.22238	0.17696	0.45008	0.059991	0.096394	0.61894	0.03635	0.61997	0.053842	0.12913	0.07295	0.040831	0.43881	0.59779	0.19013	0.035536	0.10563	0.13911	0.53702	0.43451	0.51905	0.12581	0.10503	0.48117	0.51545	0.1003	0.62772	0.032375	0.72367	0.23757	0.044121	0.34069	0.052604	0.60637	0.43549	0.047207
Meth__cg02833725__ISG20L2	0.059149	0.039689	0.094694	0.47199	0.19892	0.11437	0.12002	0.042836	0.48348	0.1665	0.041909	0.89974	0.061578	0.36264	0.039812	0.076281	0.068081	0.62789	0.13477	0.048329	0.47246	0.71148	0.24803	0.13004	0.17389	0.043294	0.039655	0.04528	0.050646	0.46351	0.050114	0.037188	0.03858	0.028297	0.27258	0.33586	0.029967	0.037777
