Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G5237__TBX2__TBX2	0.96021	0.72685	5.1285	5.0152	4.0183	1.3886	0.36311	1.2263	6.6998	7.2074	4.4077	0.24317	1.76	2.8104	2.0121	3.093	0	6.0965	10.6415	8.6879	2.9302	4.1979	0.79001	5.9913	0	1.9082	1.4006	5.324	3.8517	2.663	1.8105	5.299	4.9525	5.0104	1.6296	2.9506
RS_G16329__AC005332.1__AC005332.1	1.4126	6.8891	0.52114	0.61053	0.59991	4.3973	2.5319	0	3.8846	3.0082	0.29172	0	4.0142	0.87419	1.9266	0	0.30182	0.9157	3.5412	1.9513	1.7228	4.6396	0.58014	2.4085	1.8568	0.95239	3.5274	1.8698	1.0444	0.73792	0.87371	0.51986	4.1958	3.3993	1.2154	1.6357
RS_G16526__ALDH1A3__ALDH1A3	6.9869	6.6244	3.4412	2.4634	1.2073	2.8938	11.2405	5.3582	10.9346	1.4376	5.1885	8.2874	10.8421	12.6084	10.846	3.2546	8.3779	5.4292	5.6338	1.6124	1.2527	9.3386	4.3207	2.1737	1.7792	7.1079	7.9504	1.5677	6.6021	7.6667	9.1305	3.6909	6.7618	5.3565	5.1568	3.5552
RS_G28763__AC004510.1__AC004510.1	4.18	3.003	2.4121	1.6074	0	0.35542	3.6551	0.20787	4.8439	0.65083	1.3738	8.3064	10.732	8.894	2.8922	0.17524	8.3564	0.54728	1.6529	0.49128	1.3465	7.7787	3.2587	3.0726	0.58147	2.5961	1.8833	0.59034	8.2401	1.6626	9.2063	1.1354	2.6933	4.6852	0	0.48286
RS_G11774__DEFB1__DEFB1	1.993	2.346	1.9138	0	0	0	0	1.7511	0.92315	0	1.0764	2.6711	4.6884	10.3764	8.1565	0	9.3815	0	0	0	0	5.5335	0	1.9353	4.1392	0	0	0	0.89009	5.4286	4.2375	2.4838	0	1.9013	0	0
RS_G14548__GPX2__GPX2	4.8242	8.3252	3.7534	2.8777	0	1.6118	6.1796	1.3359	4.7997	3.4838	0	10.0663	6.0728	10.4041	5.6684	0.98442	0.92393	2.4784	5.9235	3.1149	5.1792	7.1739	0	10.1258	1.5012	3.1834	7.4542	0.69745	2.1315	5.2688	8.4757	3.3507	2.9068	2.6696	4.7251	4.0923
RS_G9954__CACNA2D1__CACNA2D1	2.1335	0	1.1668	3.9351	0.97323	0.32384	2.57	3.6111	0.45332	7.0533	0	1.3672	0.38075	3.3847	0	4.5934	0.23314	5.0469	0	0	0	0.05505	3.7067	0.72084	0	0	0	4.0027	2.8864	2.4024	0.69703	0	2.5334	0.17908	2.8936	4.7378
RS_G13235__KRT4__KRT4	9.3812	11.4788	3.7138	6.6081	0.19191	1.292	4.5089	0.67209	6.6696	4.7751	0.6186	9.2252	10.5856	8.4049	5.9863	0.10105	10.3706	1.7151	4.2725	1.7253	0	6.4769	0.82122	4.2504	1.1517	0	10.7577	0	1.1482	6.9112	3.9312	8.1608	5.2153	10.2398	4.5519	0.62627
RS_G18941__ELOVL2__ELOVL2	0.97832	0	3.1252	7.4774	5.5966	8.5441	1.7512	1.7666	0.070198	6.2925	0.42152	0.29691	1.3447	0	2.9121	4.5434	0.059748	1.7002	1.7841	4.9042	7.7265	2.7866	0.3406	4.9088	0	0.95714	1.7719	0	0.46971	1.6876	0.37686	2.9014	4.5296	1.4157	3.6414	3.3965
RS_G7186__UPK3B__UPK3B	4.3257	6.4156	1.2753	3.3334	0.3283	2.2296	1.8455	1.4654	5.3559	2.2089	1.8358	4.9271	6.6409	1.9608	2.5166	0.59218	4.232	0.67228	8.4252	4.4801	2.2886	9.9063	2.0549	1.5968	1.4107	2.1768	5.4363	1.7678	7.0829	4.2696	9.7015	4.642	9.9793	5.8113	4.186	2.2517
RS_G9697__SACS__SACS	2.067	1.5539	2.7128	2.6618	7.5446	3.9356	3.7448	6.2877	3.522	2.4697	2.1369	4.2963	3.1799	3.5032	3.8339	6.3153	2.2163	5.8931	1.7435	2.3215	0.95951	0.95544	5.6932	0.64456	0.83687	3.0566	1.783	3.7786	3.1724	0.61696	2.3061	1.7719	2.088	1.7195	1.5692	3.5968
RS_G1423__FGFR1__FGFR1	2.6223	0.54709	6.777	7.0974	8.0925	6.9204	4.5239	7.3206	6.1057	6.3256	6.6419	3.1821	5.3519	4.853	5.5053	9.0117	5.0448	7.8731	6.4148	5.8034	12.806	7.7839	7.0505	8.0027	5.9527	8.4868	3.107	8.9611	3.8054	6.8247	4.3479	7.1144	5.0337	7.5974	8.1537	7.5687
RS_G269__PRSS3__PRSS3	0.35343	0.82397	0	0	0	0	1.1189	0.48236	0.79957	0.31429	3.9888	10.2482	0.33195	1.0975	4.0374	0	3.7863	0.24885	0.22944	0	0	0.49577	7.8197	0.50247	0.96621	5.5398	0	0	3.352	1.0003	7.0381	0	0.26426	3.8493	0	0
RS_G8036__ITGB7__ITGB7	2.8381	3.0819	1.1466	2.1593	0.68558	1.0459	1.566	1.2253	2.9661	2.2489	2.0587	1.0802	2.7707	2.6655	0.71429	1.6216	2.2171	0.30674	3.9679	2.3043	2.6539	3.0913	0.258	2.0046	0.91278	2.8123	1.8192	2.9868	1.7663	2.7812	2.6722	1.5759	3.646	2.6657	0.84553	0.26265
RS_G3648__CCL2__CCL2	3.6403	0.54392	0.65074	3.6296	6.3911	2.7066	0	3.1093	0	0.783	2.6054	0	0	6.1951	6.4836	4.4802	6.7484	5.2483	0	0	0	0.86553	10.2673	3.763	0	10.6981	0	0	3.3073	3.2444	1.3981	0	0	0.4296	0	0.81051
RS_G1786__C11orf67__C11orf67	9.4726	6.4935	6.6443	6.9031	6.2893	7.503	7.214	7.2342	7.6853	7.5573	6.403	5.8841	6.7088	7.1419	7.0019	6.6335	7.2744	5.8719	6.8052	7.2825	11.8405	8.0539	7.3424	7.4008	7.465	6.8934	5.922	7.787	5.1459	7.3349	6.7765	9.3329	7.7787	8.0532	6.4417	6.3191
RS_G21897__C6orf27__C6orf27	4.0436	2.3377	0	1.4627	1.5076	1.1811	2.3572	1.6498	0.50386	0.99374	1.43	2.4612	1.6903	2.4383	3.7011	2.2579	3.9854	1.6557	1.3428	3.4435	3.126	3.3976	2.3866	2.0866	1.8419	1.407	2.6372	3.4925	7.0749	3.599	4.4907	2.9356	2.4758	4.1119	3.6532	2.0079
RS_G7555__CTSL2__CTSL2	6.6635	6.2586	5.6688	5.1485	6.7847	5.8017	11.2857	5.654	7.0295	4.9705	6.5726	7.1559	7.1125	7.6576	7.9326	7.0231	7.0512	0.64634	5.9428	6.6346	6.2477	5.3029	3.8935	4.8953	3.6966	6.2073	5.8886	3.3803	4.4155	6.5763	7.4402	5.8106	7.3226	5.8826	7.0084	6.0221
RS_G9456__ESAM__ESAM	3.0999	7.3263	4.8154	1.7034	2.2405	2.6448	5.202	0.65953	1.5135	1.7182	2.2506	1.6495	4.313	3.497	3.9889	0.1375	5.2749	3.4482	3.3394	1.8742	0.14219	4.5607	8.6426	5.3302	3.8334	1.5372	7.7329	1.8701	0.50499	0	3.5671	2.9747	4.9043	4.4714	4.9846	3.9765
RS_G8740__AFF3__AFF3	0.44693	0.29226	4.8621	7.33	5.4881	6.8921	0.58624	3.254	3.5345	5.2327	2.2544	0.19739	0.1946	0.030628	1.9919	3.4856	0.29365	4.3984	3.8837	3.673	9.2559	0.99939	0.84566	5.9017	1.941	0.66694	0	1.8813	1.9608	0.46496	0.28438	5.0712	6.2548	3.8718	2.3747	0.30224
