Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G8887__PLAC8__PLAC8	3.4307	0.78955	1.4119	1.8455	6.3471	2.1601	3.6961	2.6576	2.0722	2.8257	3.7442	4.2756	6.833	4.3387	2.138	2.6302	1.977	3.3026	2.9326	2.2767	3.133	3.0243	7.9065	2.0243	1.8874	2.3395	2.7574	2.9311	5.5878	2.4519	7.3535	6.9757	3.1961	4.5752	2.3072	1.8458
RS_G8194__TGFB1I1__TGFB1I1	4.2726	2.3439	1.5566	3.0164	9.8909	0.51218	4.6719	3.9998	1.9533	0	6.8274	5.2331	4.7585	0.25652	0.71603	6.9022	4.8033	9.6163	5.4314	2.0027	4.1516	2.6547	8.2845	0.19792	0	8.5533	1.3892	0.97629	7.6316	0	6.9564	2.8172	1.8548	4.6982	3.2699	2.7503
RS_G9764__SPOCK1__SPOCK1	0.73188	1.8385	1.5447	1.885	8.7612	0.26671	2.8401	8.7292	0.11606	1.9726	0.51264	3.357	5.8754	3.6344	2.2589	3.2299	1.9918	9.0647	2.0412	0.30801	5.5589	1.2868	1.0533	0.76718	0	5.2564	1.6003	3.5414	1.622	0.23799	3.8591	0.52115	0	4.5238	0.29584	0
RS_G2077__IL11__IL11	3.4847	0.65823	0.84332	2.3378	1.8507	1.5802	1.6045	1.9073	1.491	2.5485	1.9424	2.9882	2.5019	2.4814	0.99259	8.3724	1.1164	7.9127	3.2063	1.2969	3.355	1.8068	7.0334	1.8519	1.8727	2.2327	2.0687	1.0365	3.2079	0	4.6154	1.221	0.34981	1.0126	1.2655	1.2031
RS_G10339__NRG1__NRG1	0.58693	0	0	0	7.7389	0.19465	1.7934	2.0408	0	1.7451	0.088641	8.0487	5.3378	0.13453	4.7885	5.8443	0.70526	6.4738	0.096448	0	0	1.3846	6.0583	0	0	0.13811	0	5.8239	1.5169	0	1.5046	0.30151	0	0	1.9553	0.64638
RS_G10326__NMNAT2__NMNAT2	6.6	0.30207	0.5195	4.1564	2.4102	0.093162	5.2476	3.0218	2.6025	1.3761	1.4049	3.0914	4.7602	1.6212	4.0426	0.32631	0.33832	4.3466	0.089314	0.54336	0.88415	4.3612	5.3772	2.181	0.62001	5.1991	1.6548	1.5533	4.0954	0.10382	0.6965	1.1755	4.3552	4.8679	4.2739	1.8525
RS_G4506__FN1__FN1	4.4659	5.6734	2.1232	6.6339	12.0664	2.308	6.2799	13.1575	2.6835	8.1794	5.3713	6.1008	6.4374	6.0504	10.4557	11.6619	6.9695	14.314	7.9571	5.8399	8.6337	7.242	8.9032	4.4927	4.0323	12.6716	5.2383	3.1511	10.3215	1.9746	11.44	5.2825	5.777	7.7872	3.9021	1.7401
RS_G19132__NRARP__NRARP	3.3563	5.9645	5.6026	7.2418	4.5032	7.7172	8.3562	1.8067	6.2538	6.2684	6.799	7.1035	7.1614	3.1299	6.3495	3.617	9.4205	1.5323	8.106	7.4106	6.849	6.6626	3.5847	8.322	8.5739	7.4719	4.9533	5.5331	8.1234	5.6934	7.2971	5.8926	7.7073	5.4552	6.8244	8.6855
RS_G2995__SLC39A14__SLC39A14	6.5459	5.6769	5.6594	5.6152	8.7657	6.1716	7.0063	7.7195	6.3535	6.2607	9.1892	7.0224	6.7042	5.8478	7.8421	8.046	5.0282	8.6902	5.9951	5.871	5.7726	6.4523	7.8138	5.2543	5.461	9.0738	6.3889	11.4705	6.4913	4.5856	7.4146	6.5071	6.5466	6.7714	6.9246	7.2669
RS_G11751__DLC1__DLC1	0.52174	1.3191	0.98144	2.5792	0.43438	3.7499	4.3824	3.6961	0	5.6513	3.3982	3.7535	2.7178	0.031946	2.4551	5.2094	0.060786	8.0268	4.6003	3.4051	0	0	7.5742	0.45432	0.22823	5.2461	2.4852	0.53131	2.3611	0	4.4893	0	1.6785	1.2521	3.4241	3.5875
RS_G424__FHL1__FHL1	2.0586	0.14817	0	0.62912	8.4195	0	7.8581	7.6811	0	0.22544	5.2396	7.0935	5.4999	1.6533	8.1859	4.294	0.90187	10.0365	3.4656	2.4039	0.32044	3.163	4.1986	1.521	0.52788	3.2163	0.9089	7.0593	5.007	3.6967	2.9989	7.6498	0	4.6859	0.6065	1.4646
RS_G9411__PAK1__PAK1	9.7379	3.6126	5.4375	6.8348	6.7525	4.9493	5.9938	7.1121	2.1414	5.6631	7.8099	8.5733	6.5653	6.9548	6.8913	6.8685	7.7419	6.4967	3.6134	5.5626	11.6469	4.7882	7.3965	5.7512	5.6661	6.6821	5.3053	3.3435	6.0138	6.3652	4.9205	9.5501	7.7022	5.9554	5.4982	5.2907
RS_G18071__CXCL17__CXCL17	1.6218	1.6066	6.1534	1.2095	0	0.74132	0.6322	0.45695	3.1228	1.3713	0	0	3.6124	9.5671	3.7511	0	12.3037	0	2.1353	2.7126	0	7.6157	0	5.9685	0.3767	2.0065	0	0.38286	0	3.7402	1.4859	0	0	3.4737	6.5787	4.2359
RS_G10836__FGFR4__FGFR4	5.2034	7.7635	8.2284	8.4723	3.6823	11.0861	6.4162	5.236	9.6719	7.2021	7.4945	6.5832	6.241	8.4301	5.9966	6.3794	4.5084	2.9314	7.9454	7.7888	7.8124	6.2404	4.8446	12.8321	13.6847	4.5816	6.4864	6.0949	5.9918	9.5218	6.8846	7.9866	6.6089	9.7925	10.4536	9.5726
RS_G11774__DEFB1__DEFB1	1.993	2.346	1.9138	0	0	0	0	1.7511	0.92315	0	1.0764	2.6711	4.6884	10.3764	8.1565	0	9.3815	0	0	0	0	5.5335	0	1.9353	4.1392	0	0	0	0.89009	5.4286	4.2375	2.4838	0	1.9013	0	0
RS_G9860__DAB2__DAB2	2.8095	2.6767	1.9608	0.84202	7.8425	1.0483	5.6917	7.6059	9.6164	8.572	3.2249	4.2838	2.5393	4.435	5.0783	5.6126	6.3679	7.6893	0.22032	2.9612	1.2783	2.7123	6.6862	1.4309	0.99415	5.6683	4.3122	5.9163	3.1804	5.6376	1.1255	5.8937	2.6474	2.0384	2.1991	0.16587
RS_G4349__WNT5A__WNT5A	3.982	2.045	1.8769	1.9481	4.5212	0	3.6975	6.6438	0	0.12663	2.9122	2.7777	4.8234	4.5715	3.6876	7.6926	5.9567	8.5689	0.47057	0.98972	1.5977	1.009	4.6257	0.93054	3.3416	4.6322	6.5403	5.0767	6.3914	3.2081	0	5.2859	0.33479	0.364	3.2077	1.2231
RS_G477__SH2D2A__SH2D2A	0.94001	4.6893	0.32589	2.6798	0	0.29969	3.9685	1.0373	0	2.4134	6.2239	1.8472	3.8194	0.97591	2.5234	2.1292	3.9223	0.48031	1.0982	0	0.1632	2.1868	0	3.6932	2.1948	3.755	0	1.9177	4.4467	2.5454	3.6017	0.81263	3.7963	2.6117	3.0212	5.6658
RS_G12846__TMEM22__TMEM22	0.12489	0	0.32872	0.95172	4.2412	0.87813	2.461	4.4274	0.80793	3.5709	4.2807	6.2727	4.3571	0	0	7.038	2.6853	6.3906	0	0.5475	1.363	0.4634	7.9347	1.5709	0.51138	3.5586	0	0.28293	4.4032	1.3373	4.1658	0	0	0.88919	0	0
RS_G9902__PLEKHG4B__PLEKHG4B	6.3025	1.1634	6.0986	2.2017	4.8105	1.1858	2.7352	4.7612	1.0371	0.79057	0.80203	3.5459	3.1902	0.29089	0.15565	6.0216	0.17461	2.09	1.2126	0.3254	3.4452	2.5655	0.64973	0.83209	0.45843	4.3927	2.5006	0.52445	0.43644	4.1108	0.1378	1.1431	7.1028	2.3368	0.7708	0.83625
RS_G13165__AC055839.9__AC055839.9	2.1562	0	1.3571	3.4608	4.4711	0	3.2713	1.452	1.0082	0.41047	0.39879	3.2727	0	0.52644	1.1335	1.8594	4.3024	4.3497	0.76491	0.55378	4.8256	1.2695	2.6327	1.5017	0	1.1214	0	3.9832	0	0	2.0505	2.5645	2.4145	4.2536	3.4531	0.88875
RS_G22179__AC104692.1__AC104692.1	0	1.0213	6.1553	5.323	4.6508	0	0	1.8859	5.2296	1.4075	5.5417	2.2715	0	4.987	7.6104	0	4.8789	0	0	0	0	7.8349	5.5001	0.65229	0	6.8873	0	6.7274	5.1084	7.147	0	0	0	0.84432	0	0
RS_G14619__GJC3__GJC3	5.1109	1.8959	1.5143	3.8425	0.41479	2.0959	4.3671	0.96981	5.4889	2.1872	4.8849	1.0688	1.8684	4.541	2.8968	0.86946	6.1687	2.0321	1.4189	1.6812	2.2311	2.9997	0.56527	4.4185	4.9652	4.0407	0	0	2.9844	3.916	1.0534	4.0553	3.7645	1.1652	3.6653	3.406
RS_G1917__LEPREL1__LEPREL1	1.6812	1.213	1.016	0.15032	9.6328	0	8.6274	7.5555	0	0.20528	2.3881	6.6588	10.0755	7.8581	6.0855	6.9596	8.8539	6.6718	0.14834	0	0.54021	4.5962	7.6461	0.14506	0	5.0402	1.8994	2.7188	5.8777	1.6577	6.3893	3.8936	2.3297	1.1214	2.3917	0
RS_G16205__GJD3__GJD3	3.1176	4.0109	3.5918	6.6279	2.6413	6.0198	3.3731	3.2862	3.8815	4.1918	4.3841	3.7817	5.7324	3.8259	4.9358	1.284	4.8715	5.2909	8.3706	6.0581	5.7523	5.9434	3.391	5.5551	4.4163	4.9115	1.5739	4.5895	5.3604	5.9421	6.7631	5.0239	6.609	9.9345	4.7824	4.8136
RS_G12055__IFI27__IFI27	4.0922	4.7513	0.72205	6.7926	1.0972	0	3.8876	3.2258	0.38186	2.8312	8.1137	6.5826	10.0905	12.0844	3.6058	0.89527	13.3216	2.2262	7.8184	2.6569	2.6229	6.5223	0.62258	1.4227	1.8776	6.1896	0	3.5761	10.5207	14.2497	10.7408	1.7041	6.718	0.48054	1.8182	1.1944
RS_G826__SLC2A3__SLC2A3	0.69254	0.061538	0	0.37073	6.4407	0.13515	2.8137	5.088	0.55696	0.3447	0.23364	3.3262	0.29792	0.064317	6.6068	0.25129	0.43349	3.7661	0.3097	0.19758	0.071217	1.2539	5.7836	0.18471	0.77274	0.18822	1.0205	3.9255	2.1931	0	0	0.33768	0	0.046556	3.5598	0.099332
RS_G12178__SERPINB7__SERPINB7	0.9442	0	0	0	5.6432	0	4.7067	3.7483	0	0	5.5995	5.3599	5.0834	3.2114	4.5919	3.2161	2.0948	3.124	0	0	0.75502	3.0792	2.3119	0	0	9.9222	2.1682	0	4.6954	0.18709	3.6766	0.6301	0	0	0	0
RS_G11080__DNAJB4__DNAJB4	5.2481	2.6683	2.103	2.8453	9.2845	3.4604	3.6926	7.1968	4.45	2.7546	4.4632	4.5992	3.4336	4.2361	5.9018	6.3162	5.4822	6.7432	1.3773	2.6579	4.1523	2.2465	5.9448	1.8261	2.2012	4.6909	3.7086	3.9964	3.852	4.2055	4.099	3.7067	1.7083	0.85314	3.1523	0.8945
RS_G13489__LRRC8C__LRRC8C	2.418	1.5417	1.7488	2.4041	6.0762	1.4049	4.2775	5.247	3.3365	3.6831	5.1997	6.6789	3.9768	4.0136	6.0583	4.9818	5.6925	6.064	0.087916	2.0266	4.3586	2.1772	8.3452	1.0245	0.97754	5.5085	0	2.3141	2.6248	0.61749	3.3056	1.4293	1.3006	1.0774	1.2874	1.824
RS_G2913__KIAA1199__KIAA1199	7.641	2.9944	1.7452	2.2245	8.7442	1.1372	1.3566	4.1092	1.6288	1.1836	1.0036	0.63034	1.6954	1.9755	1.4692	3.9475	1.0185	8.171	2.3433	3.1087	4.1294	3.0434	4.72	2.3213	0.96256	1.8888	0.42582	3.094	0.79594	1.1095	0.6955	2.814	1.156	4.3478	0.37723	0.75076
RS_G692__DKK3__DKK3	0.44322	0	0	0.54068	8.236	0.18041	2.3601	6.9924	0	0.99415	0	5.0446	1.443	0.084903	3.855	7.9864	1.2245	6.1166	0.81839	0	5.6363	1.0711	3.1985	0	0.7714	6.85	0	6.645	0.60379	0	5.2981	0	0	0	0	0
RS_G13473__C18orf4__C18orf4	2.916	0.19285	1.8636	0.81516	6.8813	2.0898	3.5813	2.2879	0.32997	0.85351	1.2471	4.2512	0.70224	0.051857	2.9336	0.30277	0.5877	5.6726	0.27885	0.83484	5.3935	0.6096	3.6129	0.593	0.79273	2.0735	0.074512	4.3534	3.7589	0.58445	2.8849	3.8849	0.37249	0.51605	1.2527	2.7154
RS_G7852__SLC40A1__SLC40A1	8.1261	6.0053	7.765	8.1177	0	7.1984	1.8182	1.1013	7.0717	9.5596	4.9572	4.0017	0.11962	2.6831	2.3757	3.5437	5.1833	0	0	0.15331	0.15829	5.071	2.5055	7.5995	9.0335	0	6.8656	0.27233	0.42348	6.3631	0.91534	4.6019	10.0753	3.8126	7.1722	6.288
RS_G8362__PNMT__PNMT	0.44623	4.8999	7.3726	5.2727	0	1.4466	0.33162	0.4332	11.4553	1.7285	1.4818	0.57924	0	3.0748	0	2.0961	0.97013	0.42865	1.4931	0.68934	7.0506	4.7939	0	6.2953	2.8879	1.0688	4.8305	0	1.6774	5.8587	2.6683	0	2.3264	10.3755	2.1811	0
RS_G16786__FLRT2__FLRT2	1.0968	0.067234	0	0	6.8695	0	5.9944	6.4562	0.0804	0.1038	0	4.3235	1.0275	0	4.8096	0	0.89689	3.9788	0	0	0.077287	0	5.2419	0.10757	0.13413	0.20421	0.54347	8.0176	0.94572	0.99638	4.5865	0.43488	0	0.32293	0	0
RS_G663__RSF1__RSF1	8.1363	5.4289	6.1763	6.8727	6.4504	6.052	6.5173	6.1058	5.822	6.5063	6.8923	7.1095	6.3098	6.3111	6.0201	6.6896	6.0028	5.5633	5.8166	7.0255	10.9701	6.3038	6.2483	6.0367	7.033	6.1716	5.0067	5.3046	6.2564	5.9217	5.2559	8.0708	5.3748	5.8319	5.3245	5.4744
RS_G11747__CTSB__CTSB	9.8416	8.2842	7.3598	8.8658	10.7399	7.7915	10.2099	9.493	8.6772	9.5489	8.9823	9.516	9.74	8.7557	10.2834	9.9357	8.3334	11.0293	8.6087	8.539	8.406	9.6896	9.0618	8.77	8.7307	8.5938	7.9661	14.2059	8.7494	7.516	9.1268	7.5318	8.3295	9.5108	9.6418	9.0078
RS_G11127__OLFML2B__OLFML2B	0.42875	0.13423	0.23792	0.40981	5.7677	4.4756	3.339	9.4493	0.30186	0	1.2164	0.33768	1.2905	0.97504	1.9934	7.0512	2.5686	5.708	0.40258	0.28477	6.7681	1.3501	2.3956	0.30446	0.37271	2.8528	0	5.2065	0.9963	0	0.51857	7.5456	0	0.44843	0.70319	0.30943
RS_G21732__AL136362.10__AL136362.10	3.6177	1.379	2.4086	2.3687	6.8619	2.9602	8.6421	5.8491	4.1982	5.6378	2.8629	7.9821	8.2796	3.0449	4.9523	3.5242	4.687	7.4838	1.6056	2.2294	4.1893	2.5963	5.016	2.5979	2.9509	8.6236	1.0728	4.8527	7.0765	2.0186	7.1972	2.0514	2.0133	2.6182	1.9024	2.0164
RS_G3849__UPK2__UPK2	1.2179	2.5918	2.4864	2.9857	2.6149	1.444	2.281	2.1097	3.0251	2.428	2.8133	5.2106	4.5908	3.0002	1.4478	0	3.7605	0	8.8632	6.3477	1.2022	6.0449	1.1257	4.7025	2.0134	2.0921	0.63424	0.47434	5.77	3.8561	5.3843	3.8374	6.7099	8.458	0.91701	2.3886
RS_G5550__INHA__INHA	2.803	4.8975	2.2334	4.1783	3.3355	2.7597	0.72731	1.7803	2.3328	2.9138	4.8991	0.72573	2.4269	4.5893	4.3798	0.93674	3.1222	0.68198	5.5781	5.2467	4.2458	4.8462	0	5.8881	4.6199	5.2265	5.7173	4.7246	9.0315	3.2059	5.2734	8.0172	4.0025	1.9518	4.4776	1.5657
RS_G11045__AKR7A3__AKR7A3	1.5004	9.0838	2.8319	5.5429	2.3864	5.6015	0.33305	2.1664	10.1604	6.9813	3.9476	2.5796	2.6553	2.5611	1.6885	1.8247	3.6119	3.3894	2.2465	2.6067	6.6687	2.6739	2.2116	8.4881	9.7412	2.8796	7.4822	2.8625	4.159	3.7916	3.0998	3.0519	5.115	7.2329	8.6879	8.2294
RS_G4492__LOXL3__LOXL3	3.9342	3.899	4.0538	3.1695	0.36243	3.2813	6.1376	2.3251	0.55202	3.1632	4.854	4.583	4.4703	3.6321	4.0132	5.0728	3.1669	9.4901	5.2671	3.7001	4.5109	3.8202	4.004	3.3395	3.0077	6.2279	4.4572	3.3937	4.9542	1.8223	3.4845	3.6618	3.0611	4.5489	3.3379	3.4962
RS_G17301__KRT17__KRT17	5.3276	2.3353	2.1138	5.2677	2.8894	1.9821	13.2654	2.0369	0.62214	1.7849	4.7247	11.1935	13.0163	9.171	13.8349	0	9.2183	4.3464	7.482	1.5306	0.60515	13.2263	1.9	4.2829	5.4408	11.7876	0.99742	3.7136	13.3069	9.6792	13.2998	0.35345	3.8105	3.5577	2.8037	1.9077
RS_G15100__GLDC__GLDC	0.26029	7.2337	0.40726	4.2944	3.4418	1.2426	4.4118	2.22	0.14607	4.7534	2.0712	1.7273	4.4029	3.9346	6.0442	2.116	0.61603	1.9099	2.7527	2.1304	4.7021	3.7115	0.45811	0.48042	0	5.2427	7.546	3.6024	1.4389	0	0.89962	7.1951	4.7089	7.464	4.8515	3.1124
RS_G7629__CLPS__CLPS	0.64757	0.39797	0.47804	4.1686	0	0	2.6577	2.6416	0	7.2248	5.6025	0	0.63906	0	0	0	1.542	0.84833	0	0	3.3994	0	0	1.6654	0	5.4581	0	0	0	0	0	4.9291	0.86004	3.2082	3.7855	0
RS_G8221__CDH11__CDH11	0.79052	0.19957	1.1551	0	8.6171	1.5558	5.8768	8.8783	0.1995	0.15665	0.46098	2.9491	6.0302	4.7511	2.1427	5.2153	0.78652	7.7193	0	0.078446	0	0.063857	7.6977	0.12672	0	0.52377	0	6.0073	0.74857	1.9015	0	0	0	0.55314	0.40122	0
RS_G6626__MAP1B__MAP1B	1.6802	0.12335	2.6488	3.0439	5.4526	0.64596	7.5131	8.3394	1.0717	2.1305	6.6239	3.8912	4.0338	2.7093	4.8936	8.088	4.8333	9.1024	2.9921	3.5005	3.9959	2.2071	7.6542	1.7013	0.79208	6.6151	0.17791	7.6968	2.768	5.9852	4.2327	2.5995	0.081101	1.4591	2.7946	0.59431
RS_G2956__CALB1__CALB1	0.16433	3.2689	0	0	0	0	8.3575	0.7572	0.31228	0.88353	0	7.4103	6.0953	0	0	0.19873	7.4913	2.0952	0	0	0.63215	0.16333	0	0.050539	0.63474	0	3.062	0	0	0	0	0	0	0	0	0
RS_G29783__AC144831.2__AC144831.2	0	4.3952	3.2758	6.2777	0	0.3922	0	2.6289	2.7059	1.1858	0.34947	1.3084	1.2662	3.4779	3.4223	0	5.2168	6.3619	7.8127	7.1816	1.1752	4.5495	0.36377	2.6483	0	0	3.9376	0	4.0265	2.1563	5.3041	1.2159	0.75936	4.1777	0	1.8723
RS_G6523__AKAP12__AKAP12	0.48642	0.34772	0.16809	2.1495	5.5885	0.33163	6.7678	0.96527	0.96731	3.3321	2.3494	6.1267	4.1382	1.0678	2.8552	8.078	0	5.7452	2.4205	3.1946	0.68596	1.622	8.2417	0.16066	0.07179	1.6561	0	4.598	3.5179	0.14966	6.5708	0.9599	3.6759	1.7645	0.4458	0.6065
RS_G15650__OXTR__OXTR	2.6453	2.4034	1.4046	5.5286	5.2587	3.3789	7.0907	3.0554	3.0154	3.3339	2.5851	2.3122	6.7918	1.8936	5.7407	2.9858	0.11011	5.3866	1.6268	2.3399	3.0596	3.9592	0.87158	2.2215	1.958	4.4511	1.8969	2.2283	0.53598	2.6827	2.7785	1.9298	0.59396	4.8693	3.8192	4.1112
RS_G5988__EVI2A__EVI2A	1.2756	0.13752	0.30944	0	7.1056	0.15699	0.24882	4.0118	0	1.0625	0	0	1.3617	1.032	0	6.1551	0.48768	3.8192	0	0	1.3205	0	6.7313	0.074104	0	0	0	1.1689	0.54354	0	0	0	0	0	0	0.40834
RS_G3327__AQP1__AQP1	3.3896	3.1971	1.3026	0.31439	0	0.802	7.2628	3.9445	0	8.4883	1.2749	1.4662	2.9131	3.276	3.9418	1.6443	3.7024	4.2338	1.0147	0.7386	2.6185	4.4648	2.2511	0.1945	0.73355	4.5255	3.6431	2.4303	2.9121	3.0402	1.4988	1.5861	1.084	1.5626	1.926	1.1021
RS_G5427__SRGN__SRGN	0	0.86436	0	0	1.889	0	0	5.5557	0	0	0.63384	1.3082	1.2829	0.89407	3.0125	6.0192	0	9.3304	0.3731	0	0	0	9.9268	0	0	3.2169	0	2.0368	0	0	0.57078	3.6571	3.931	0	0.7318	0
RS_G17313__GPR103__GPR103	0.2541	0.19648	0	0	2.3885	0.31353	5.8962	5.3647	0	0.64283	7.2065	1.4331	0.4547	0.10611	0	3.9701	4.8501	0.24643	0.11209	0.30443	0.32413	0.092657	0	0.15618	0.19049	5.8225	0	0.38243	6.3115	0.064452	0.47337	0.44342	0	0.28476	0	0
RS_G41__TFPI__TFPI	1.8179	0.2174	0.72568	0.79129	8.5146	4.5244	0	4.3639	0.37081	3.8782	0	2.3925	3.7167	5.6665	2.9865	5.668	6.5509	6.9449	4.0401	7.4224	4.2219	2.2633	7.667	0.35548	0	0	0.67722	3.6419	0	0.60216	5.6653	4.1591	0	0.79281	0	0
RS_G1887__ARHGAP4__ARHGAP4	4.1786	3.0121	1.9665	7.2583	1.9084	2.7376	1.9753	1.4454	1.9656	6.1295	2.5424	1.2974	1.0461	1.8831	1.9435	1.0348	1.9753	1.5813	6.2534	4.0368	2.8938	5.8286	1.1546	3.2345	4.0066	4.2606	2.8494	9.6532	5.0163	4.6067	3.4539	3.2018	6.2045	5.5849	8.5811	8.4355
RS_G3098__CASP14__CASP14	0.47819	2.8812	0.34768	2.4466	0	5.5281	0.86281	1.5601	1.3701	4.2897	0	0	7.3872	6.0441	0	0	7.715	0	0.79253	0.57994	1.3325	11.4558	0	1.1322	4.9381	0	0	0	10.0896	5.401	8.6198	11.4304	0	0.41325	4.2526	0.44405
RS_G5087__C10orf88__C10orf88	5.1036	3.4635	4.2138	5.1065	4.9616	5.2668	4.111	5.3159	4.8793	4.9919	5.6166	4.2636	4.7725	4.5133	5.2514	4.5469	4.3564	3.4724	4.1536	5.0384	5.6538	3.335	5.6358	4.0063	4.4706	4.7802	4.3227	4.8347	2.9816	4.2625	4.1654	10.5242	4.5255	3.7896	5.0102	3.5253
RS_G9341__ANKRD1__ANKRD1	6.4828	0	0	0.8261	4.6532	0	6.6578	0.82492	0	0.1835	1.1514	3.337	4.898	2.6463	5.0848	1.2721	0.23193	3.6273	3.9893	0.25672	0	1.1723	10.4614	0.49467	0.6149	0	0.82193	2.257	3.3586	0.34827	1.9709	4.3821	1.2895	2.7655	1.0823	0
RS_G7254__AC021066.37__AC021066.37	8.1194	8.0151	1.9938	1.7593	0	1.8586	2.6817	0.47574	1.6761	3.8582	8.4794	1.4097	5.2308	5.7233	7.9259	1.4142	2.5484	0.25763	5.3005	1.7531	0.90338	4.226	0.40172	4.3953	1.5203	5.558	6.4764	0	10.2525	9.2565	3.039	7.9921	3.4039	4.1756	1.157	2.2421
RS_G12106__FBN1__FBN1	1.2014	1.8895	2.1102	0.65511	7.5586	2.1463	1.108	8.4746	0.6436	0.18388	0.66708	3.0923	4.1752	1.0146	4.3982	6.9848	4.5742	9.8221	0.29333	1.5016	1.6413	0.80989	5.7106	1.3307	3.0962	2.8548	1.224	5.4877	1.9859	0.49329	2.2667	1.2437	0.29429	1.1637	1.0261	0.5397
