Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg07671949__ESR1	0.087171	0.10258	0.90063	0.11318	0.11469	0.69243	0.12777	0.88143	0.084904	0.098113	0.89562	0.32943	0.7984	0.35407	0.12529	0.84228	0.90742	0.37754	0.3254	0.2919	0.11241	0.089628	0.67899	0.36104	0.77484	0.096199	0.25629	0.2133	0.14419	0.6613	0.69628	0.88281	0.16406	0.8234	0.21826	0.078114	0.53734	0.35653
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.023088	0.58875	0.028438	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.036252	0.033631	0.51852	0.55548	0.018457	0.48161	0.090583	0.072588	0.038674	0.86547	0.02353	0.49481	0.027432	0.047399	0.054307	0.057189	0.31228	0.088952	0.043283	0.025407	0.032073	0.049677	0.046297	0.039787	0.034642
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.058505	0.87108	0.091855	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.31585	0.10296	0.067917	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.07369	0.46478	0.13727	0.066853	0.090965	0.073603
Meth__cg10988561__PDCD6	0.082511	0.033413	0.18797	0.034214	0.072163	0.22035	0.053402	0.21648	0.03508	0.10277	0.16762	0.20763	0.29679	0.048937	0.046619	0.080399	0.17869	0.073962	0.023484	0.030593	0.033327	0.046678	0.10836	0.023324	0.37	0.036137	0.049033	0.10683	0.048487	0.038807	0.062873	0.068304	0.023571	0.12372	0.059969	0.056135	0.053967	0.048797
Meth__cg01968178__REEP1	0.035918	0.034781	0.32589	0.038688	0.032186	0.17988	0.049902	0.1076	0.042859	0.05595	0.17338	0.06864	0.12855	0.029539	0.049739	0.099982	0.089925	0.12993	0.047491	0.054623	0.045606	0.072723	0.1244	0.041694	0.59568	0.038283	0.085289	0.13097	0.05461	0.037492	0.073046	0.041651	0.02979	0.080094	0.053427	0.037245	0.036759	0.038334
Meth__cg18328334__TNS1	0.17726	0.072396	0.83301	0.099766	0.083825	0.78525	0.10077	0.93312	0.84325	0.086103	0.89058	0.84758	0.87984	0.097941	0.69124	0.91159	0.85021	0.54273	0.90794	0.15398	0.16046	0.069532	0.57172	0.10215	0.82769	0.080907	0.11815	0.15698	0.082647	0.69797	0.91978	0.49813	0.5313	0.1272	0.10697	0.11128	0.11574	0.18133
Meth__cg26660414__SLC7A8	0.089981	0.083658	0.89626	0.86328	0.40122	0.89037	0.084633	0.92933	0.086597	0.38148	0.86811	0.91943	0.86861	0.14047	0.12852	0.91157	0.23034	0.66788	0.5971	0.92373	0.8887	0.077953	0.74028	0.049862	0.67306	0.051548	0.10422	0.1539	0.20126	0.043478	0.91456	0.49966	0.57687	0.14877	0.10077	0.060355	0.88919	0.85983
Meth__cg00513220__MOSC2	0.03051	0.626	0.85276	0.031575	0.065989	0.78412	0.35869	0.55531	0.16853	0.14089	0.36735	0.057219	0.64128	0.021385	0.15332	0.95724	0.29741	0.12406	0.35464	0.03248	0.039791	0.090206	0.69552	0.073015	0.0908	0.033435	0.074074	0.050426	0.43412	0.25392	0.065883	0.10969	0.072283	0.42737	0.068304	0.039132	0.22937	0.27567
Meth__cg18239253__DEFB32	0.060377	0.034154	0.84487	0.045063	0.034655	0.53082	0.048587	0.88952	0.51576	0.094085	0.77554	0.28682	0.58762	0.029851	0.37034	0.83556	0.90843	0.10023	0.037838	0.056621	0.071396	0.054603	0.079314	0.052273	0.51251	0.06768	0.10135	0.071702	0.050897	0.49939	0.15518	0.069534	0.036648	0.049831	0.099953	0.040135	0.071488	0.063272
Meth__cg09970593__OPRD1	0.13429	0.088965	0.88155	0.17505	0.13298	0.88559	0.39636	0.75508	0.11469	0.26032	0.68894	0.77108	0.83972	0.12586	0.13304	0.61475	0.6484	0.17407	0.067645	0.55323	0.76941	0.35328	0.86767	0.16803	0.73429	0.10903	0.17889	0.5239	0.28599	0.11963	0.07067	0.094748	0.058495	0.59419	0.24951	0.14067	0.45003	0.60264
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.072644	0.81228	0.047293	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033294	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.046694	0.16159	0.034532	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037376	0.037202	0.031647	0.75402	0.32727	0.029665	0.17156	0.22704
Meth__cg26575445__GPR160	0.035031	0.023088	0.12106	0.02735	0.017969	0.081147	0.033346	0.0305	0.033271	0.034109	0.37654	0.062505	0.11581	0.01609	0.035166	0.27782	0.028466	0.068931	0.037702	0.016649	0.033583	0.025049	0.062254	0.025408	0.84956	0.036897	0.069114	0.064828	0.049601	0.02921	0.032839	0.059591	0.023372	0.021411	0.04095	0.030965	0.038225	0.035392
Meth__cg12013321__GCLC	0.075061	0.088283	0.1248	0.32898	0.090254	0.3013	0.44838	0.13912	0.36124	0.12598	0.19382	0.40557	0.16502	0.048825	0.21473	0.17063	0.34157	0.07446	0.11124	0.068476	0.091423	0.40063	0.24773	0.10971	0.13418	0.43855	0.13022	0.10694	0.12638	0.050076	0.22158	0.097747	0.065795	0.088672	0.15045	0.066647	0.65677	0.64358
Meth__cg05670408__MAN1C1	0.13914	0.059481	0.23338	0.11181	0.057601	0.58792	0.2605	0.13735	0.062109	0.06607	0.26718	0.11202	0.11276	0.031459	0.064513	0.089846	0.060277	0.072325	0.13056	0.12395	0.097776	0.075108	0.1483	0.053067	0.85379	0.070502	0.11236	0.22316	0.10118	0.061933	0.36829	0.086085	0.04847	0.060821	0.21628	0.058467	0.068629	0.076388
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.034412	0.48989	0.051442	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.23444	0.045341	0.029161	0.65163	0.037749	0.094133	0.10479	0.04765	0.039095	0.25348	0.040781	0.032346	0.028984	0.064945	0.033591	0.029402	0.081668
Meth__cg23749760__ZNF467	0.017928	0.38802	0.71881	0.20327	0.06328	0.37799	0.1255	0.098107	0.026666	0.47783	0.36961	0.7039	0.66378	0.61169	0.028353	0.55685	0.30662	0.16759	0.20636	0.045305	0.10726	0.0312	0.78676	0.024795	0.6145	0.026112	0.029567	0.03571	0.57419	0.12303	0.093758	0.13955	0.090246	0.25421	0.031124	0.023288	0.057223	0.46245
Meth__cg15916628__ZNF579	0.095861	0.053042	0.52897	0.25998	0.14837	0.83925	0.11582	0.78023	0.12223	0.06546	0.6025	0.47647	0.4974	0.050293	0.1257	0.65217	0.53378	0.20199	0.27212	0.36003	0.3678	0.39849	0.65202	0.088502	0.41145	0.32094	0.20163	0.51963	0.080961	0.058166	0.48489	0.075974	0.068801	0.17208	0.12271	0.070472	0.074426	0.21342
Meth__cg20993403__EPB41L1	0.055834	0.029489	0.065273	0.067596	0.065777	0.58246	0.12041	0.13447	0.052474	0.070461	0.27139	0.5358	0.25587	0.080295	0.051076	0.31553	0.75559	0.0723	0.30597	0.10571	0.1703	0.078707	0.80704	0.058374	0.56748	0.061451	0.2387	0.40442	0.038001	0.7631	0.74179	0.35771	0.023794	0.15099	0.22548	0.12082	0.086982	0.21727
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.03652	0.92898	0.075771	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.052974	0.063894	0.88193	0.94787	0.1373	0.70766	0.074811	0.079126	0.073119	0.92101	0.048147	0.86271	0.063345	0.14187	0.24839	0.075923	0.9203	0.44319	0.94559	0.046024	0.049245	0.11597	0.053438	0.057515	0.082597
Meth__cg02148642__RGPD5	0.047038	0.052133	0.36705	0.074948	0.04214	0.4156	0.049399	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.031388	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.035336	0.79238	0.036592	0.094608	0.062094	0.063778	0.15407	0.051945	0.41524	0.4516	0.058225	0.027872	0.049631	0.21311	0.03454	0.050371	0.0529
Meth__cg20582779__KIAA1822L	0.030765	0.065578	0.88083	0.16167	0.38394	0.89204	0.51365	0.94361	0.30964	0.087321	0.89759	0.65228	0.80189	0.028926	0.22127	0.78551	0.52411	0.095305	0.39417	0.55584	0.40177	0.53923	0.52297	0.062385	0.61527	0.43764	0.063404	0.76155	0.10542	0.037226	0.89938	0.30469	0.07018	0.23177	0.11541	0.065158	0.1954	0.17431
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.11433	0.06983	0.81131	0.39231	0.47236	0.36818	0.17368	0.062633	0.057888	0.789	0.14385	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.090659	0.74028	0.075167	0.082762	0.15279	0.18659
Meth__cg07640473__SEMA3F	0.026867	0.025677	0.88506	0.040579	0.039975	0.8	0.048008	0.85396	0.03167	0.049449	0.97912	0.12626	0.08538	0.040121	0.037801	0.53039	0.030363	0.048484	0.25015	0.045507	0.058389	0.057597	0.75673	0.025232	0.9603	0.037097	0.10301	0.060152	0.08906	0.60151	0.58203	0.765	0.043344	0.048554	0.18153	0.028054	0.032835	0.050105
Meth__cg13801416__AKR1B1	0.97123	0.82433	0.036073	0.98155	0.94261	0.035948	0.97782	0.67039	0.23164	0.037654	0.66435	0.039406	0.96003	0.98385	0.53732	0.54274	0.026251	0.088134	0.028486	0.97682	0.97288	0.86794	0.037808	0.65535	0.064738	0.97336	0.26649	0.95129	0.67976	0.038822	0.030692	0.039322	0.98042	0.97552	0.78225	0.97689	0.73388	0.68935
Meth__cg08343834__PMP22	0.08464	0.089417	0.83099	0.38859	0.47021	0.54362	0.12107	0.82086	0.11496	0.15478	0.52836	0.40228	0.72863	0.056031	0.10486	0.72591	0.78516	0.13061	0.097708	0.18857	0.21744	0.11346	0.74188	0.095209	0.54875	0.1452	0.147	0.22438	0.095472	0.14707	0.64724	0.33634	0.11717	0.25352	0.24518	0.13434	0.12557	0.12641
Meth__cg19923326__KCNQ1	0.10331	0.10228	0.80401	0.14411	0.19978	0.85631	0.2112	0.79723	0.26501	0.65236	0.41511	0.38274	0.4141	0.047843	0.24895	0.45858	0.89536	0.12192	0.060467	0.082756	0.25299	0.36517	0.81263	0.27055	0.13908	0.17093	0.081791	0.17703	0.093433	0.4371	0.89623	0.16851	0.085591	0.38514	0.075494	0.14329	0.30741	0.42101
Meth__cg02265318__MOSC1	0.022284	0.51241	0.8393	0.029598	0.032035	0.77797	0.33076	0.56076	0.1491	0.10008	0.4428	0.03614	0.55515	0.01431	0.13553	0.97127	0.42108	0.078731	0.49762	0.014655	0.032883	0.12432	0.7867	0.055635	0.06985	0.031095	0.043735	0.14015	0.38289	0.22934	0.038811	0.098951	0.082775	0.5444	0.076885	0.030145	0.24481	0.2346
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.021835	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.044908	0.040714	0.02438	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.02638	0.022949	0.1333	0.038124	0.029955	0.033008
Meth__cg22199080__CENTG1	0.23625	0.061486	0.10872	0.094972	0.058438	0.61599	0.10154	0.64392	0.097616	0.086269	0.17566	0.25413	0.098611	0.0721	0.10102	0.35797	0.10244	0.14007	0.1412	0.064783	0.065632	0.099916	0.20687	0.079722	0.22008	0.070071	0.14533	0.12767	0.10867	0.067304	0.38455	0.12751	0.049982	0.07832	0.091163	0.070947	0.046488	0.06776
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.059399	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.34233	0.09894	0.84796	0.93214	0.19148	0.89282	0.074745	0.075066	0.093206	0.93661	0.064456	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.49174	0.8614	0.086884	0.36575	0.15427	0.081413	0.10217	0.27364
Meth__cg20858478__B4GALNT2	0.058617	0.06916	0.8728	0.037452	0.072396	0.8978	0.078303	0.67936	0.058387	0.054812	0.89475	0.1418	0.24374	0.059758	0.077497	0.75261	0.069566	0.18502	0.83067	0.075765	0.045938	0.33942	0.81012	0.06911	0.76868	0.044246	0.20954	0.17602	0.15143	0.068137	0.079518	0.19465	0.07097	0.8472	0.12175	0.041849	0.061623	0.2656
Meth__cg01962086__TNK2	0.067974	0.058146	0.74908	0.31516	0.051635	0.67953	0.070043	0.081739	0.50065	0.09101	0.073748	0.5403	0.90242	0.071194	0.40257	0.087437	0.41347	0.49145	0.11995	0.061308	0.0658	0.087285	0.14252	0.055957	0.16482	0.063283	0.091937	0.086845	0.060301	0.058497	0.093386	0.085991	0.61767	0.050717	0.062908	0.086562	0.12579	0.51015
Meth__cg03038003__C1orf165	0.053777	0.03396	0.67043	0.049291	0.039825	0.68272	0.3627	0.41885	0.029577	0.053962	0.16112	0.90285	0.5918	0.038815	0.072294	0.3324	0.061953	0.068182	0.12557	0.052471	0.039383	0.038825	0.08679	0.17159	0.91686	0.036735	0.084344	0.67321	0.051274	0.039963	0.037794	0.12076	0.037122	0.97947	0.097834	0.3715	0.52918	0.23681
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.88679	0.36793	0.099263	0.66939	0.17391	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.10064	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.84043	0.35073	0.18776	0.35368	0.62945	0.1437	0.2797	0.070363	0.17726	0.84055	0.10573	0.065212	0.40501	0.17208	0.11147	0.19208	0.34924
Meth__cg04452095__SEPT9	0.365	0.60638	0.59394	0.64321	0.24993	0.054685	0.48911	0.038227	0.048382	0.5369	0.046433	0.0693	0.40864	0.82549	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.84491	0.052272	0.88724	0.048703	0.83436	0.057143	0.87587	0.065075	0.37679	0.055856	0.051028	0.66038	0.82915	0.52253	0.83154	0.73164	0.78828
Meth__cg27504805__NPY2R	0.070495	0.047227	0.15659	0.099664	0.078071	0.22545	0.58456	0.93622	0.049876	0.056904	0.6843	0.53058	0.35404	0.045524	0.066186	0.71605	0.05093	0.059346	0.063194	0.054862	0.076393	0.071572	0.17145	0.041987	0.7685	0.058586	0.12892	0.53757	0.10284	0.052152	0.075888	0.1568	0.048368	0.074979	0.075144	0.067147	0.056067	0.1478
Meth__cg02870945__REEP1	0.021888	0.027956	0.25028	0.027579	0.027037	0.65465	0.030451	0.087008	0.027125	0.021208	0.46218	0.057462	0.098518	0.03032	0.027262	0.31351	0.043067	0.06202	0.46782	0.023183	0.024049	0.090174	0.1736	0.046374	0.68671	0.020261	0.027954	0.035977	0.040657	0.033393	0.035222	0.052399	0.028002	0.13288	0.084914	0.024142	0.032288	0.036513
Meth__cg07980518__RNF152	0.049748	0.20888	0.92448	0.054429	0.19316	0.79212	0.065632	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.30063	0.57851	0.48622	0.063486	0.062046	0.050014	0.88877	0.041608	0.8304	0.081434	0.1214	0.084598	0.12022	0.062988	0.13178	0.65036	0.038786	0.052393	0.081633	0.070951	0.049016	0.074221
Meth__cg27588902__GNMT	0.058048	0.03973	0.098089	0.059082	0.037717	0.90206	0.060061	0.33432	0.044743	0.05994	0.4563	0.089957	0.34472	0.040433	0.065569	0.095722	0.11457	0.097106	0.66715	0.0811	0.055176	0.053894	0.88413	0.10274	0.85745	0.057628	0.10207	0.063312	0.17833	0.55038	0.062152	0.45054	0.03547	0.31538	0.054408	0.053664	0.058428	0.10562
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.041465	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.047042	0.057255	0.070609	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.10872	0.70459	0.068286	0.04186	0.046727	0.047215
Meth__cg03139057__DLL3	0.023566	0.016275	0.45102	0.053216	0.023754	0.87786	0.14077	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.016933	0.052819	0.79745	0.50525	0.062588	0.064459	0.16224	0.2523	0.59361	0.94119	0.027521	0.87085	0.060748	0.071511	0.072545	0.020128	0.81329	0.04417	0.058207	0.019963	0.76187	0.045556	0.028345	0.025753	0.25695
Meth__cg08615333__TGFB3	0.058346	0.03908	0.81863	0.068886	0.072273	0.87989	0.053721	0.89822	0.052509	0.053832	0.58844	0.86724	0.8214	0.049346	0.064406	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.057362	0.85897	0.061009	0.81177	0.057025	0.086523	0.073597	0.038126	0.88446	0.85737	0.65699	0.046645	0.046168	0.27327	0.037415	0.051905	0.062215
Meth__cg16204757__MSN	0.46294	0.050255	0.051576	0.84574	0.35971	0.043521	0.85614	0.34232	0.33583	0.061737	0.048217	0.050845	0.43375	0.75804	0.36272	0.34494	0.42781	0.27795	0.042125	0.85928	0.85094	0.53157	0.16536	0.49806	0.080287	0.51252	0.33558	0.82685	0.44018	0.4693	0.036989	0.49118	0.040049	0.81599	0.20759	0.092333	0.2296	0.063792
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.035127	0.85632	0.048653	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.026515	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.029247	0.034336	0.051862	0.041443	0.035034	0.043472
Meth__cg13843613__FAM5B	0.030571	0.021835	0.91206	0.034491	0.022683	0.91804	0.91778	0.03548	0.03728	0.041696	0.90472	0.44484	0.89505	0.053079	0.034728	0.036217	0.1989	0.23783	0.28448	0.039726	0.032109	0.029683	0.21321	0.02324	0.82949	0.039562	0.055537	0.50327	0.047208	0.031427	0.029866	0.044605	0.023012	0.051284	0.051648	0.037883	0.032129	0.03503
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.1245	0.87936	0.4417	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.075314	0.12467	0.31347	0.13239	0.14608	0.096358
Meth__cg16899442__C16orf25	0.082495	0.1244	0.3466	0.095671	0.055504	0.66883	0.10853	0.49231	0.043255	0.12109	0.47081	0.81566	0.59193	0.44886	0.057555	0.48048	0.31335	0.20298	0.5165	0.429	0.15521	0.093301	0.77176	0.1138	0.4214	0.20077	0.079649	0.14596	0.14462	0.16291	0.1658	0.46916	0.070856	0.25579	0.12196	0.088903	0.30476	0.076523
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.53519	0.052368	0.053964	0.066556	0.076233	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.074398	0.10108	0.092776	0.13985	0.058107	0.15634	0.16008	0.076482	0.087938	0.084439	0.058226	0.071174	0.061363	0.086528	0.077661	0.078665	0.084746
Meth__cg03623878__MCF2L	0.019556	0.025632	0.03543	0.030514	0.019958	0.45834	0.031095	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.020634	0.044224	0.037087	0.59501	0.017721	0.048839	0.033462	0.043776	0.062828	0.02081	0.23603	0.081245	0.02306	0.018268	0.025015	0.10253	0.057276	0.0278	0.044804
Meth__cg05790038__TRPV3	0.04229	0.04342	0.85282	0.69794	0.75484	0.88919	0.048001	0.39288	0.027054	0.54063	0.92721	0.038285	0.83	0.10114	0.33545	0.6689	0.92306	0.11912	0.66583	0.1623	0.48809	0.9144	0.89785	0.049958	0.88273	0.33063	0.39126	0.83425	0.096214	0.46792	0.70298	0.64111	0.52504	0.033315	0.14625	0.045041	0.83354	0.81264
