Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
U133A__TSPAN1	9.3745	7.2603	8.5961	6.8959	6.4918	6.9411	7.0293	7.4681	6.6056	6.7279	6.943	8.2162	7.0272	8.0192	9.2937	8.5001	6.9583	6.4954	8.0456	6.7756	7.154	7.1847	6.8627	6.7157	8.2545	6.6297	8.6439	9.9854	6.3176	8.653	7.8154	7.2301	7.0815	7.0146	6.8299	10.7266	9.5972	7.2844	7.9478	7.472	9.315	7.3267
U133A__NEBL	7.1562	7.471	7.9659	8.3793	4.4277	8.0852	4.1247	8.1581	5.8258	8.7265	4.729	4.5974	6.1047	4.8275	6.2376	8.4438	4.7794	5.3089	8.8448	4.5196	7.2791	7.7379	7.7128	4.3245	6.2351	4.2596	7.1621	7.8028	3.7526	6.5042	5.5637	7.6328	4.692	4.966	5.6682	9.7977	6.3427	7.0842	8.2432	8.448	8.1131	7.1828
U133A__XBP1	10.8344	9.815	10.7009	11.15	7.9069	10.6604	7.5297	7.6036	7.9543	9.2154	7.8611	8.1184	8.313	7.637	9.3929	10.5899	8.1677	7.1544	8.6517	7.6438	9.3516	10.7117	11.2426	7.2265	11.6896	7.889	11.5911	11.2322	7.2602	11.2977	8.939	10.1574	7.1282	7.1631	8.0768	11.2015	10.9035	10.9459	11.0313	11.6974	11.2028	10.5644
U133A__CRAT	6.1327	7.0301	8.5392	5.3326	6.6085	4.9208	5.7106	5.0816	7.4136	5.5972	6.259	4.5969	4.802	4.7328	9.3471	6.135	5.24	6.8102	4.6552	5.6507	4.7699	4.963	5.0092	6.6468	6.8732	4.6449	6.5012	7.3414	6.3033	9.0429	6.1147	5.5132	6.5242	6.0194	4.8625	8.281	6.3673	6.9289	7.6199	7.4963	6.8954	7.0787
U133A__RPS11	8.733	5.8508	7.4744	7.2067	7.6569	6.6613	10.6295	7.6723	6.1	7.294	7.0191	5.7544	6.6921	7.6675	7.8685	6.7869	6.3032	7.2814	5.7429	8.4126	9.6242	7.3204	7.1407	7.695	7.8463	8.7658	7.2222	7.9554	7.5845	7.207	8.088	10.1389	6.8246	6.6546	6.9884	7.0745	6.37	6.8314	5.6956	7.144	7.1044	5.9172
U133A__SNX7	7.2258	6.9361	6.3575	7.242	8.2264	6.3147	7.9095	7.2735	6.4903	7.5596	7.2552	8.0102	8.1539	7.6537	6.9576	5.9321	7.1316	8.3416	7.9242	8.5314	5.7752	7.1402	5.4831	8.5363	5.4501	9.0729	6.7602	6.3801	7.3863	7.3553	8.9996	7.4533	9.1969	8.5021	8.5449	5.1871	5.9201	4.634	7.2475	6.574	4.966	7.2083
U133A__PTRF	6.1143	6.0022	6.2617	5.8685	9.7082	5.8463	9.004	8.3455	6.1188	5.7173	6.9987	8.6548	8.2281	7.4855	6.7332	6.6073	6.763	9.0215	7.1768	9.9604	6.0237	6.3204	5.3083	9.1023	6.1647	9.8031	6.2294	7.3507	8.0369	6.3333	7.3438	5.6802	9.5435	8.2916	9.4023	5.267	6.5915	6.796	6.1726	5.4646	6.4682	5.981
U133A__PHLDA1	5.8382	4.4531	4.5088	4.1534	6.2364	3.6929	5.3714	5.9748	4.3261	4.9452	5.4819	8.5993	8.0713	8.0033	4.3273	5.8991	6.5052	8.8726	6.6058	9.3967	4.738	4.353	4.468	7.4466	6.5506	9.4625	4.3342	4.674	8.6611	3.9009	7.3799	3.6627	8.757	7.7525	6.9589	3.8358	3.679	6.5088	4.2782	3.659	5.4414	3.5303
U133A__SPHK1	6.5756	6.2039	6.0943	6.0422	6.0261	6.3492	6.8063	6.9162	6.4991	6.5431	9.0799	7.0979	6.5235	7.3219	6.5062	6.0867	6.6053	6.6958	7.362	7.0201	7.6825	6.8751	6.2242	8.3971	6.2919	6.1954	8.0365	6.0921	6.7337	7.3532	6.1624	6.2097	9.1271	7.5901	6.415	6.2242	6.052	6.0584	5.9343	7.0085	6.227	7.0155
U133A__PTPLA	5.6938	4.6823	5.182	6.3219	10.3468	6.3568	6.56	6.7459	5.8693	5.5657	8.0611	5.5909	5.7785	6.5564	4.3065	4.9583	7.3047	7.8945	6.0142	6.1322	5.8509	6.5989	6.5047	9.4651	5.5866	7.4552	6.2385	5.0439	7.4421	5.0779	5.7677	4.2583	7.0215	6.8608	6.9817	6.4239	5.2383	6.5071	7.8667	4.9885	4.6789	5.9094
U133A__MT1H	9.7691	9.9144	9.4742	8.8859	10.3299	8.7427	11.4441	10.344	8.326	10.4489	9.4932	10.0553	9.4289	10.9063	8.6699	8.4144	10.0575	10.9054	10.2961	11.2855	8.4115	8.8273	9.1557	10.2353	9.3853	10.9772	10.1181	11.5502	10.8867	9.7013	11.0968	9.8995	11.3317	11.9502	11.5849	8.9971	10.0943	8.5934	8.495	9.4841	11.1866	8.3513
U133A__SFRP1	5.1117	5.3705	5.4813	5.2707	8.5268	5.2428	8.8216	9.9972	5.5535	5.1718	9.5246	5.3062	10.0981	5.6955	5.8066	5.5267	9.5855	5.8497	6.0073	6.2385	5.3056	5.4548	5.5234	8.2226	5.0257	5.1371	5.8117	5.2424	6.0577	5.5989	9.2322	5.185	5.4689	9.8611	5.3713	5.4951	5.3988	5.3516	5.0277	5.5497	5.545	5.2553
U133A__MT2A	10.9552	11.1401	10.4878	10.1506	11.974	9.7104	12.6273	11.2993	9.0299	11.5175	10.4585	11.412	10.5068	12.4137	9.6896	9.637	11.1486	12.017	10.5049	12.7479	9.4434	9.8433	9.9102	11.5674	10.5695	12.3499	11.3019	12.5433	12.2377	10.9416	12.3951	11.1928	12.3549	12.769	12.9115	10.216	11.154	9.7036	9.4884	10.4759	12.5701	9.1116
U133A__CRABP2	7.7927	6.2883	7.1272	11.2478	7.1984	9.2384	7.2001	10.2575	11.042	10.4868	7.9145	5.679	11.2348	9.6855	11.4223	10.9394	9.1947	9.329	11.2675	6.4565	10.9021	10.0104	10.3883	6.0832	10.5335	6.5894	7.7354	10.3027	6.352	10.8015	10.3695	9.5601	7.2299	6.7276	6.367	9.2587	9.1007	10.4822	11.9965	9.367	8.7205	8.6028
U133A__ZNF395	7.4726	6.25	7.9846	7.9481	7.4351	6.8778	6.088	6.4956	7.314	5.7144	6.4154	6.2816	6.0554	5.9469	6.9334	7.4823	5.7542	5.4415	6.401	5.4669	6.7954	6.6674	6.5065	6.0353	7.5409	7.4972	6.382	7.082	6.7328	7.743	6.7761	5.4936	6.093	6.0597	6.9636	7.2497	6.8049	6.9056	9.5092	8.7508	6.9152	7.2073
U133A__SLC16A1	5.5794	5.7645	6.0565	5.5591	7.9693	6.5954	7.3612	7.3152	6.2764	5.9809	7.3342	8.5427	8.3794	8.0237	5.8946	5.2666	7.0439	8.327	8.4403	7.6278	6.1698	6.5289	6.4164	7.8131	4.8744	5.4479	5.6483	8.4516	8.7246	5.5286	6.8735	5.5178	8.0539	8.2358	8.9896	5.3126	6.7675	5.835	6.0467	4.937	5.5224	7.0823
U133A__TGFBR2	4.7952	5.333	5.0315	4.0804	6.7765	4.5064	6.7981	6.3664	4.7365	4.2208	4.6006	6.7692	5.9237	8.2695	5.0056	4.2784	5.3755	7.5116	6.5588	7.6766	4.5196	5.7419	4.3473	6.6819	4.3361	7.685	4.9647	5.073	6.9129	4.4376	6.2656	5.0651	7.2266	7.6333	8.8984	4.4958	4.7649	4.3031	4.2663	4.2258	4.2648	4.3092
U133A__LAMB3	6.3544	4.6146	4.2523	4.5548	4.2692	4.8434	5.8752	8.3716	4.0661	4.4141	5.2448	9.146	6.9705	7.8459	5.559	4.6953	7.4785	6.003	7.8037	5.974	5.226	5.0082	4.3568	5.795	5.5	8.1853	5.2156	7.5624	5.0024	4.2693	6.2723	4.6992	5.7854	9.5937	5.9034	5.4211	7.4778	4.4149	5.1624	4.6983	5.1626	5.6776
U133A__MET	4.1684	7.1117	6.3733	6.3704	7.8015	3.681	7.2627	7.5974	4.7232	5.4852	5.2012	8.5363	6.9785	8.3372	4.3959	5.3306	7.3328	6.2434	7.4069	8.8939	5.544	5.1935	3.8401	6.8282	4.3847	7.7522	6.4167	4.6308	7.4226	3.6139	7.5616	5.2515	7.6225	7.4948	8.1415	4.3291	5.477	3.9143	3.4815	4.67	3.614	3.9095
U133A__RNASET2	8.128	8.9614	8.3523	7.6879	6.5304	7.4109	5.2228	6.2817	7.1632	7.2288	8.724	8.1106	6.9623	7.4644	8.3347	7.8744	5.444	5.712	7.6474	6.5863	7.8307	8.1873	8.1991	6.5105	7.9749	6.851	9.2695	6.9932	7.9543	8.1165	6.6871	8.4278	6.555	7.8822	6.0853	9.1341	9.2691	6.3693	10	7.9327	7.1693	8.4503
U133A__KIF14	6.6803	6.4582	5.5932	5.6142	7.1136	4.9453	6.9587	5.6646	8.1398	5.3265	6.9909	7.2605	6.414	5.3583	5.0707	5.431	6.481	6.2668	7.5613	5.9016	5.7401	6.9772	5.3392	6.6024	5.8901	7.6284	5.4955	6.6597	6.4616	5.9754	6.2016	6.0151	5.7495	5.9024	6.1868	4.6193	5.3477	5.6868	5.8779	6.7918	6.1667	7.0268
U133A__DERL1	5.475	8.3416	5.9092	6.4988	6.0889	5.9957	5.5655	5.7088	5.9916	7.7607	5.6934	6.8211	6.503	7.2959	5.6843	8.4643	6.2926	5.7426	6.9287	6.1283	6.7508	6.2364	6.6886	6.4555	5.8625	5.6717	5.9146	5.5712	6.2623	5.5019	5.8745	8.4292	6.1425	5.7119	5.7651	6.4365	7.6148	6.2023	6.4948	5.956	6.8543	6.161
U133A__SGCB	5.8037	4.345	4.5248	5.746	7.8458	4.0945	5.911	5.9386	7.1406	5.1858	7.0696	6.3675	4.4416	5.602	5.0206	3.9234	7.0299	6.7798	4.7882	7.8291	5.4336	5.8159	8.2976	8.6534	5.0713	7.4406	4.5614	4.3851	8.0454	4.0615	6.1206	4.7536	6.9454	6.2714	7.184	4.3896	5.3401	5.106	5.3055	4.3728	4.3337	5.1227
U133A__GATA3	4.3432	3.6303	5.039	9.974	4.1358	8.5593	3.5801	2.9041	5.2215	8.0058	4.0984	4.9866	4.7334	5.0131	7.259	7.9089	3.0972	5.915	5.4572	3.2756	8.2784	9.0129	8.8407	2.9786	7.4635	3.0718	7.1761	6.9304	3.0294	9.0051	5.2047	4.2017	3.2494	3.2905	2.7796	8.2158	7.0477	8.5736	7.9187	6.4257	7.0591	8.156
U133A__ARL4C	5.0372	5.4113	6.7865	5.2082	8.6102	5.4432	6.8605	8.2727	5.3763	5.1972	5.7854	6.2923	6.6579	6.6568	5.1034	7.1242	6.4012	8.4927	7.7619	8.1936	5.7452	4.8309	5.8689	8.3712	5.9178	7.2348	6.0425	4.1099	8.1192	4.347	7.2786	5.107	9.1009	6.2938	4.6692	5.4439	5.766	4.7769	6.1884	6.1871	4.5286	5.0522
U133A__KYNU	3.1107	7.5015	3.7016	3.7004	4.199	6.8799	3.4469	3.3451	3.3778	5.2812	5.0897	9.7837	6.6414	8.1632	3.6599	5.8705	8.3008	4.2979	3.6763	3.9397	9.3041	9.2168	3.205	6.7245	6.0479	5.4828	6.253	3.5387	4.3284	3.4423	9.3122	4.7613	3.2793	9.6851	5.4603	3.4978	4.0878	8.121	5.0006	5.7334	3.7515	3.5004
U133A__FGFR4	5.2867	5.3796	5.932	7.0564	4.6014	8.8352	4.6243	4.8179	5.08	5.6192	5.5987	5.5846	4.808	6.2914	6.8329	5.3225	4.6994	5.1195	4.6729	5.1249	5.0994	4.7136	6.0483	5.4814	5.1906	5.0617	7.1829	6.8866	4.8499	10.4891	4.42	5.3601	5.2254	5.1338	5.1372	5.6779	6.0534	5.1223	5.6953	8.0318	5.2999	7.52
U133A__GCHFR	7.0875	7.7336	7.4086	6.3534	5.9174	7.0334	6.3875	6.0695	5.6255	6.5892	6.057	5.9386	5.6697	6.4225	7.5495	7.2153	6.4454	5.5521	9.3148	5.7151	6.6593	6.6104	6.846	5.6439	8.0588	4.8651	7.7018	7.5975	6.2477	8.9348	6.592	8.3753	6.5251	6.4883	5.3529	6.5813	5.7935	6.8521	6.8993	8.7278	6.7703	7.0875
U133A__LEPREL1	5.2728	5.3422	5.4569	5.0282	9.3138	5.5085	8.5248	7.9786	5.848	5.3502	6.5309	7.5076	8.3214	7.2828	5.5782	5.1026	5.8493	7.0181	9.188	7.5821	5.5045	5.6844	5.199	6.6369	4.9666	7.9034	4.9339	4.9033	5.4406	5.3148	6.4193	5.5942	6.252	5.3512	7.3962	5.376	5.1657	5.3306	5.109	5.1199	5.1608	4.9922
U133A__FOSL1	4.9248	5.3058	5.233	5.3308	7.6711	5.4235	8.2125	6.1157	5.0024	5.1796	5.4742	8.448	5.8887	8.4594	5.524	5.2056	5.8006	7.7595	5.3363	8.6803	5.7547	5.2672	5.2622	8.0784	5.6895	9.0559	5.1136	5.2681	8.321	5.017	6.4426	5.2985	7.8919	9.0164	8.8942	5.1416	5.2537	5.2915	4.5174	5.1363	5.7142	5.52
U133A__COTL1	3.8873	6.1669	4.9965	7.057	8.685	3.9985	8.114	6.2075	4.6672	5.8737	7.9639	9.1007	8.7132	9.1908	5.7679	4.9764	9.1278	8.7305	8.2581	8.4075	6.502	5.7289	4.8017	7.2017	5.5067	8.776	5.4758	5.1598	7.8233	5.832	9.0136	5.7785	6.831	8.3543	8.6649	5.26	6.4731	6.115	5.3958	4.3443	4.0865	5.3925
U133A__CTSD	9.7858	9.5957	7.1763	8.323	6.9866	6.4872	5.7232	8.2899	6.7151	7.5811	7.2047	7.275	8.3106	8.6724	7.5869	8.1006	7.8089	7.6112	7.4579	8.1864	6.5121	10.1375	8.6215	7.6491	9.6629	6.2229	8.6821	8.955	7.778	7.1412	7.7043	9.2908	7.8084	7.3249	7.2014	8.1671	8.7805	8.9881	10.763	7.1248	9.3241	10.2609
U133A__TUBB6	4.8682	6.5678	6.253	4.4901	9.8768	4.9213	9.5493	8.3339	9.2657	7.3934	8.5949	8.9081	8.7762	7.6112	5.3791	6.6415	9.8152	9.8057	8.0943	9.7499	8.3425	7.4325	7.8191	10.4802	5.4732	9.0045	7.5802	5.0843	9.3439	5.1846	8.4845	6.5456	10.1106	9.4057	9.6441	5.1798	5.5564	7.8651	8.1612	6.4891	7.0332	9.5322
U133A__TRIM16	6.1574	6.1974	5.7526	6.4896	7.8195	6.6675	6.4563	6.8223	7.0869	5.7686	6.3137	9.1814	8.2659	7.3056	7.7113	6.6343	7.8839	7.5431	5.7772	7.4161	6.4079	6.7198	6.2253	7.6578	5.7971	5.9195	7.4512	6.3	7.3268	8.2898	7.1158	7.0752	6.5095	7.3537	6.161	7.2962	6.0595	6.0184	6.2297	6.5469	6.0031	6.4635
U133A__SPARC	3.7712	3.66	3.5735	3.4648	10.4223	3.5195	10.3546	4.282	3.8571	3.5912	8.829	3.6301	5.2953	3.922	3.8213	3.632	9.6467	9.8987	3.695	11.0811	3.9276	3.715	4.7207	11.7943	4.1587	5.5428	3.6311	10.9894	3.8228	3.6342	3.8551	4.0483	8.1684	3.7031	9.5455	3.8431	3.7304	3.9174	3.54	3.7679	3.5586	3.658
U133A__PLOD2	4.3063	7.3206	4.5369	6.9176	9.2988	4.8502	7.713	6.7221	4.8014	5.6396	6.5382	6.0955	7.4393	8.281	5.5341	4.2286	6.6365	8.4281	8.6329	8.0595	6.0565	7.9788	4.0323	7.7046	4.7658	7.3204	6.5491	6.0127	5.7272	5.6189	7.2919	6.3062	5.0164	7.6348	5.9357	4.2051	4.8868	7.4106	8.3946	5.5846	3.8126	6.5638
U133A__MT1F	8.8457	8.4682	9.0415	8.2996	9.723	8.3702	10.1491	9.3606	7.3736	10.1497	8.895	9.2237	8.6485	10.1593	8.2385	8.1514	9.0099	10.0446	9.6652	10.7	7.8613	8.0034	8.7306	9.3064	8.6793	10.6159	9.1573	10.5503	10.3282	8.8884	10.4899	8.8961	10.4918	11.0993	11.1161	8.3957	9.1751	8.0095	8.3509	9.2106	10.4592	8.4788
U133A__KRT7	10.1211	11.0636	10.6804	10.0912	3.555	8.9173	5.3362	9.7258	8.9656	4.8813	7.8858	9.3769	10.4135	11.0505	10.8063	10.5188	10.3118	9.5229	9.7402	4.6072	6.1713	6.5574	8.418	4.0198	10.127	8.702	10.5889	10.3833	4.1635	9.0756	10.5973	10.8183	3.5269	11.4685	10.7265	10.5658	9.6603	6.9013	10.3015	6.8825	8.9429	5.5108
U133A__DSP	8.0337	8.7599	10.2272	10.7384	4.1204	8.9093	5.3527	9.9995	10.3829	5.1408	8.2259	9.6499	10.3321	8.5612	9.3468	10.8212	10.0141	8.0855	10.7105	4.4382	8.5645	8.7556	10.6943	6.7151	8.9162	6.2146	8.9265	9.3477	4.8909	6.8808	9.7884	8.7908	4.2093	8.6303	4.4257	9.3172	9.0121	9.2126	10.4274	10.2253	9.0556	8.4497
U133A__CTSC	6.462	7.8213	5.6429	6.511	8.7733	6.0613	6.6398	7.1267	6.1393	6.1285	7.7895	8.61	7.1706	9.9228	7.5757	7.5029	7.5712	9.5726	9.4375	8.1937	5.3937	6.3418	5.3429	7.5387	6.0198	8.1208	6.9996	7.2767	9.555	6.7308	8.1037	7.4898	5.6283	9.7333	8.6939	5.451	5.3268	6.5055	5.8231	6.0762	4.8574	6.4382
U133A__C2CD2	6.774	8.7407	7.1994	7.3698	5.6435	5.9359	6.2586	6.1188	7.8405	7.7948	6.9643	7.2193	6.2788	6.0795	6.2893	5.1897	5.3207	6.1441	7.489	6.3777	5.4927	5.9892	4.3464	7.1836	6.9948	6.1461	6.8773	5.5821	6.136	4.915	7.6658	8.4905	6.6962	7.2271	6.4275	7.5738	6.9045	6.6834	8.2981	6.738	7.3499	7.3067
U133A__DNM1	5.6161	5.646	5.8578	5.8727	6.6942	5.6352	7.1763	6.4943	8.8086	5.9955	6.2088	7.913	6.0178	5.36	5.3172	6.3878	5.7923	8.6169	8.4682	5.7741	5.5244	7.1578	6.3168	7.6517	5.6249	5.6326	6.4587	6.9409	5.3333	5.6904	5.5864	5.7951	5.5233	6.324	5.5619	5.3328	5.5189	5.5842	5.462	5.8005	5.6035	8.0049
U133A__MSN	3.841	4.5404	3.5172	3.4371	8.5121	3.3393	8.5499	9.342	8.9229	4.7864	8.964	8.5521	7.2232	8.4309	3.3175	3.4629	7.7602	8.5216	9.8294	8.6483	3.9182	3.857	4.7157	8.0642	3.6968	8.6962	3.3597	4.1423	8.2181	3.5368	7.6773	3.4264	8.8511	9.046	8.7758	3.5774	3.4357	3.3212	3.8634	3.5565	3.039	6.796
U133A__GGT1	6.3598	7.8753	6.9381	7.2095	5.218	6.6358	5.2716	5.9838	5.8612	5.8938	6.2897	5.7906	5.633	5.6301	8.5877	6.5264	5.9789	5.836	5.2491	6.162	5.6221	5.586	7.1572	5.3165	6.8532	5.7474	9.3288	5.4845	5.6819	6.6688	5.8497	7.0597	5.7279	5.4076	5.5316	5.1897	6.0135	6.5047	6.6745	7.9471	7.2381	5.6866
U133A__SH3YL1	8.3113	7.6952	9.2864	7.4904	5.2336	7.0931	4.8884	9.887	6.1393	6.2999	7.4269	7.9322	6.8086	6.3395	8.0232	9.4126	7.2892	7.2825	9.0259	3.7104	7.45	7.8371	6.4369	5.2003	8.1147	4.1523	7.4942	6.9545	5.4848	8.6375	8.2604	7.9384	5.1517	8.2469	4.371	9.2451	8.7861	7.9012	9.2607	9.9867	9.0553	8.5619
U133A__RND3	9.2212	8.0358	6.583	5.7807	9.5701	6.3813	8.8505	10.1356	7.1855	4.6386	8.8115	8.5677	9.8172	9.7581	8.3455	10.8218	9.5237	9.8118	8.7922	10.6323	8.3719	7.8108	8.0078	9.4195	8.1009	9.0001	6.4467	7.7819	9.5531	9.1513	10.135	7.8503	8.2474	8.9026	7.7138	7.7559	9.2065	7.8362	7.1121	5.8681	7.3291	5.3049
U133A__ANXA1	8.3863	5.1813	6.8058	4.8279	10.1509	4.9132	10.8697	10.2727	4.9733	4.6701	10.5859	11.0167	11.8721	11.347	5.6928	5.3504	11.3303	10.7389	11.4584	11.0326	4.9591	4.9942	5.0231	10.6713	6.8432	11.1804	5.5085	9.4097	11.2499	5.0185	10.4199	5.8809	10.9965	10.7391	9.9079	9.1288	9.263	4.6556	4.9519	4.8945	6.9477	4.9117
U133A__OPN3	7.3667	7.9089	8.3329	6.7708	7.5352	6.2531	4.9373	5.5276	7.6964	5.7019	4.2432	4.6319	6.4417	8.5415	7.2765	8.6586	6.7565	6.8693	7.7497	5.5873	6.009	7.0329	5.8583	5.4766	7.5529	5.7904	6.102	6.958	6.8791	7.2383	7.4865	7.1835	4.5531	6.7869	6.5327	6.1301	4.4406	4.4907	7.1688	9.0612	8.308	6.9189
U133A__PSMD3	8.2836	10.1567	10.9679	7.4334	7.0583	7.8847	7.0327	6.5305	7.5896	7.2693	7.2269	8.5095	7.8073	7.9887	7.4173	7.5412	7.8983	7.6875	7.627	7.5954	7.4128	7.8714	7.6951	7.6183	7.296	7.7875	7.2688	7.4941	6.9896	8.1391	7.507	9.5126	7.7735	7.5639	8.0665	6.9437	7.4112	8.182	10.762	6.9633	7.3654	8.6239
U133A__TNFRSF21	6.9434	7.383	6.2411	5.8168	7.6132	6.2938	6.7414	9.4794	6.2643	6.3644	8.9963	8.8483	7.9123	8.4644	7.3763	8.9154	9.1783	7.7884	7.9115	10.028	7.0946	6.9593	7.6411	8.7664	8.4893	9.2021	7.3706	7.6864	7.8007	5.8836	9.4798	6.6581	6.831	9.0621	5.5389	7.9016	6.9565	7.1457	7.9318	5.8725	7.7789	6.4674
U133A__TM7SF2	6.3544	7.7736	8.9903	7.2452	5.9644	6.5563	5.6411	7.4551	7.1445	7.2359	5.6688	6.2564	7.1204	5.884	8.8806	7.2668	6.8554	6.8658	5.6005	5.6277	7.5725	8.4942	7.3491	5.3969	7.9643	5.339	8.007	7.0843	6.0313	8.3892	6.3963	6.8779	5.8961	6.7959	5.3671	7.9074	6.2127	9.688	8.7472	7.5838	7.0529	7.4074
U133A__PADI2	9.0532	9.5063	8.9317	7.4656	6.5261	6.2835	6.6613	8.362	7.6195	7.363	6.7937	6.3117	8.02	6.7172	9.0101	8.6758	7.7384	7.1875	9.2437	6.653	7.3278	6.7349	7.0423	6.4413	9.6267	6.1664	8.651	9.3973	6.5009	6.8629	9.4772	8.3672	6.5707	6.1414	6.3046	9.8863	8.5155	6.4094	9.871	8.2785	7.392	7.0584
U133A__ELF3	7.5457	9.7151	8.6588	7.6365	4.5443	6.8332	5.2965	8.8709	8.6235	7.3098	7.955	6.3115	8.395	8.3632	9.1607	9.5127	8.8539	7.0033	8.8438	5.3407	7.0076	8.1508	5.7695	5.0759	8.4196	5.1225	7.6662	7.8192	5.8174	7.1622	9.0809	8.9949	5.89	6.1304	4.9205	8.3142	7.5694	7.2921	8.2882	9.5173	8.2508	7.633
U133A__PCGF2	7.2304	6.2567	9.7272	7.4853	7.0408	6.5164	6.487	6.6069	6.7373	6.1658	6.2166	6.365	6.6828	6.5128	8.0515	6.891	6.8682	7.7879	7.873	5.75	7.2575	6.8517	7.15	6.5602	7.3088	6.8132	8.2729	6.4638	6.0002	6.6856	6.507	5.9863	6.0909	6.3687	7.1004	6.9964	6.4112	7.4182	9.9785	7.1873	9.7258	7.5539
U133A__PLAU	5.5718	5.8756	5.6696	5.1491	7.8668	5.3929	7.9168	6.0278	5.2362	5.2184	5.332	7.874	6.7758	5.664	6.2216	5.9968	5.3077	7.0242	5.1726	7.9917	5.4641	5.6808	5.4287	6.8126	5.511	7.6491	5.3504	5.7285	8.5978	5.3338	6.9324	5.507	10.1668	9.6993	5.9627	5.292	5.2565	5.5545	5.8024	5.0415	5.4286	5.2204
U133A__GLUL	10.5059	9.8161	7.5359	11.0773	3.4309	8.1531	5.7282	9.8361	8.8808	10.5978	8.4556	10.201	9.1487	6.6296	10.0567	9.8783	3.3355	8.385	9.3406	5.584	6.555	8.4217	10.7981	8.1008	9.5265	6.7947	10.4427	9.8707	8.1394	8.2571	9.4537	10.11	8.1982	5.7105	9.0594	9.5098	10.0047	9.2132	10.0695	9.5704	9.8766	8.8812
U133A__C4orf19	7.472	6.995	5.7927	6.3656	5.2571	5.9706	5.8058	5.259	4.7316	6.7285	5.4242	6.6961	7.585	5.7606	7.2136	10.2326	6.1892	5.0874	6.2435	4.9288	5.7074	6.7407	6.5187	5.4766	6.6493	4.9949	7.6176	8.3724	5.0262	6.8461	5.2637	6.9588	5.0222	4.9962	5.2601	8.0656	7.7508	8.4822	7.0379	5.3883	6.407	6.2493
U133A__TRPS1	8.6584	7.3827	7.0458	9.6951	6.9494	8.2062	3.4593	8.634	5.392	8.5305	7.8165	3.8643	6.1183	4.2236	6.5161	8.4291	7.4467	7.9026	6.7044	5.5976	7.4086	7.1694	8.6372	5.0367	7.8186	3.923	6.8585	7.5954	6.8846	8.5243	6.1981	8.38	7.5346	3.3148	4.1508	10.0281	9.272	9.1202	8.4461	8.5384	8.553	8.6575
U133A__PCK2	6.284	6.7214	7.826	7.0049	6.9382	7.006	7.0844	6.6359	6.756	6.5554	5.8093	6.4794	7.416	6.5607	9.1067	6.4475	6.7694	6.1271	8.2428	6.1926	7.1246	7.2563	7.2173	6.0304	7.2309	6.7161	7.0416	6.961	6.5039	7.5692	7.22	6.43	7.0357	6.5541	5.9544	9.2728	8.2243	6.6431	6.8268	6.8368	6.9264	7.7107
U133A__TSPYL1	7.1208	6.83	6.8499	7.5148	6.8558	6.6155	6.5439	6.3823	6.2805	7.2393	6.7611	6.3812	7.6203	7.1452	4.9774	9.9714	7.4672	6.6912	6.8775	6.14	6.7769	7.2514	7.9883	6.4733	7.0354	6.9656	8.3367	7.0077	7.0289	8.116	6.782	6.3896	6.688	6.094	7.0528	7.2503	7.8928	7.6083	8.0874	5.4603	7.5674	7.6037
U133A__PPL	7.2713	8.6978	7.5989	7.4733	5.343	7.0375	5.1253	7.7172	7.1606	6.3943	5.6236	8.6777	7.8406	6.9215	7.4366	9.0138	6.3552	6.8729	8.4826	4.9562	8.1627	7.1625	6.2894	4.9658	7.221	5.0623	8.1619	8.0623	5.8596	6.3576	4.7159	7.8424	6.0512	6.4286	4.7362	7.7004	7.1074	6.9717	8.5963	6.9001	7.4454	7.5252
U133A__IGF2BP2	5.0062	4.5534	4.8	4.3562	8.3006	4.1691	6.9416	7.2592	4.7481	4.6949	6.5841	8.2459	7.525	6.8804	5.012	4.5955	5.6289	7.2659	7.8875	6.6469	5.3637	4.7528	4.5492	6.7268	4.5693	7.693	4.58	4.6515	5.5628	4.5057	6.0043	4.383	6.4305	7.5201	7.0731	7.1142	5.3714	5.2241	6.4819	4.4216	4.6614	5.3226
U133A__RAGE	6.0153	6.1349	5.6582	5.9482	7.2698	6.0013	6.7008	6.0206	5.8776	6.0351	5.5039	7.6833	5.9007	7.0987	6.3245	5.9309	8.8647	6.6317	5.7582	8.3499	6.0592	5.9778	6.0999	6.24	5.936	7.0726	5.6932	6.5152	5.9202	5.9935	6.5255	5.614	7.5141	5.9461	7.6006	5.8088	5.7914	6.1698	5.6803	5.8604	5.3095	5.4439
