Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg17726022__SLC38A1	0.044	0.038556	0.058983	0.049429	0.027107	0.96793	0.040936	0.04226	0.047842	0.041356	0.061142	0.070561	0.097902	0.02704	0.046074	0.85944	0.23098	0.07442	0.028896	0.034172	0.044231	0.032697	0.048073	0.031789	0.047091	0.038212	0.065109	0.086857	0.045506	0.042448	0.033492	0.04318	0.029875	0.042713	0.030646	0.053461	0.041889	0.042518	0.04754
Meth__cg22108265__RAB6A	0.025171	0.036995	0.19513	0.034272	0.046597	0.071037	0.036357	0.20925	0.13056	0.031845	0.11809	0.082017	0.11758	0.036997	0.12247	0.040236	0.059419	0.073281	0.020313	0.023022	0.035002	0.070486	0.043458	0.025663	0.12372	0.026562	0.053311	0.22176	0.052451	0.039407	0.039663	0.035261	0.13226	0.02569	0.052382	0.043571	0.03414	0.034894	0.035984
Meth__cg16852892__MMP16	0.058105	0.01336	0.19439	0.026514	0.02313	0.028711	0.025643	0.032231	0.027376	0.0234	0.1916	0.043585	0.057017	0.020311	0.025478	0.041599	0.028796	0.025142	0.016062	0.015227	0.027015	0.026751	0.032646	0.018666	0.25877	0.031166	0.067775	0.059191	0.022528	0.030146	0.021413	0.033652	0.032203	0.020335	0.050354	0.060531	0.026856	0.027701	0.028672
Meth__cg15182360__PCDH20	0.059401	0.056993	0.39037	0.080845	0.084398	0.86733	0.067436	0.080093	0.16287	0.094394	0.2909	0.085648	0.34605	0.083738	0.11356	0.063759	0.63286	0.11861	0.070033	0.069841	0.13666	0.11073	0.16912	0.050146	0.12882	0.078431	0.11842	0.12769	0.079328	0.16829	0.067919	0.12504	0.67964	0.043772	0.10591	0.28497	0.055772	0.074242	0.088437
Meth__cg15307169__FLJ33718	0.073548	0.050877	0.5105	0.051239	0.070941	0.69106	0.060061	0.09695	0.042059	0.063531	0.89869	0.057389	0.59809	0.034791	0.043969	0.89608	0.060712	0.13345	0.046469	0.038531	0.064771	0.078535	0.61595	0.036666	0.1383	0.047383	0.10307	0.33753	0.10192	0.091706	0.052589	0.057061	0.67656	0.030129	0.039901	0.12464	0.054895	0.048448	0.055858
Meth__cg02148642__RGPD5	0.047038	0.052133	0.36705	0.074948	0.04214	0.4156	0.049399	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.031388	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.035336	0.79238	0.036592	0.094608	0.062094	0.063778	0.15407	0.051945	0.41524	0.4516	0.058225	0.058815	0.027872	0.049631	0.21311	0.03454	0.050371	0.0529
Meth__cg23790767__ELL3	0.037272	0.023509	0.032424	0.027109	0.02703	0.026418	0.03091	0.02297	0.041944	0.035992	0.031014	0.034039	0.039937	0.016911	0.032615	0.029144	0.026189	0.068391	0.023874	0.024385	0.03313	0.029778	0.28487	0.025319	0.1369	0.032422	0.059324	0.04923	0.026528	0.034926	0.024233	0.025498	0.033694	0.018552	0.025502	0.11198	0.044117	0.022946	0.031864
Meth__cg08690031__CDCA7	0.098668	0.076317	0.048233	0.089914	0.43964	0.081869	0.11293	0.057071	0.092894	0.077033	0.064507	0.094862	0.061966	0.88304	0.07619	0.056356	0.070093	0.12813	0.79551	0.80158	0.79193	0.067262	0.064225	0.069866	0.20309	0.5848	0.11043	0.16167	0.15338	0.031696	0.043485	0.058982	0.13754	0.046925	0.02967	0.93671	0.10496	0.70793	0.32012
Meth__cg14298379__MYLIP	0.034533	0.021876	0.064346	0.032006	0.036784	0.43223	0.031334	0.060035	0.02389	0.039093	0.031172	0.029374	0.074522	0.030462	0.031118	0.030955	0.054243	0.07847	0.02008	0.030226	0.031048	0.061239	0.040246	0.026985	0.058755	0.030608	0.051868	0.039981	0.037652	0.029262	0.041712	0.038719	0.028339	0.033477	0.043161	0.13706	0.031023	0.030303	0.039131
Meth__cg04826883__CA12	0.053487	0.044893	0.91769	0.073327	0.055443	0.28764	0.060846	0.48451	0.049541	0.057845	0.2047	0.13567	0.55145	0.038481	0.059812	0.41783	0.05145	0.094176	0.041344	0.037237	0.055542	0.060866	0.20079	0.046762	0.10799	0.050012	0.13854	0.10267	0.077658	0.055097	0.059144	0.0443	0.11477	0.045013	0.15049	0.08716	0.046126	0.051772	0.043272
Meth__cg09461185__PTGS2	0.27461	0.038629	0.35745	0.91049	0.04068	0.86779	0.82195	0.037314	0.041297	0.062703	0.036939	0.080099	0.51721	0.56406	0.050129	0.4099	0.047833	0.070196	0.1417	0.39501	0.30875	0.14234	0.046599	0.8876	0.07389	0.51176	0.13479	0.36239	0.093631	0.032751	0.035625	0.048917	0.26988	0.36979	0.31282	0.069041	0.16368	0.74684	0.69057
Meth__cg00158308__OXGR1	0.33312	0.11737	0.90458	0.55966	0.048988	0.71999	0.1551	0.88676	0.35014	0.05165	0.43885	0.2134	0.81235	0.18683	0.3556	0.88044	0.17999	0.17633	0.055057	0.044263	0.057046	0.79558	0.18052	0.030435	0.74465	0.11782	0.28434	0.10607	0.11299	0.2942	0.44055	0.048886	0.43438	0.059453	0.63847	0.047491	0.076068	0.051324	0.62907
Meth__cg02017109__WDR41	0.29399	0.051908	0.91402	0.84729	0.48982	0.91374	0.44898	0.60056	0.78804	0.3745	0.13278	0.83086	0.8099	0.078403	0.57949	0.20626	0.49083	0.82836	0.072883	0.078308	0.10622	0.74782	0.10396	0.084459	0.55432	0.12614	0.05756	0.71407	0.11573	0.056862	0.90665	0.26994	0.78683	0.12345	0.55226	0.31975	0.27129	0.37241	0.6732
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.043983	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.035606	0.037832	0.66102	0.12817	0.076881	0.053008	0.038113	0.045291	0.2142	0.83588	0.032569	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.13511	0.03951	0.44812	0.1437	0.045718	0.057155	0.053037
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.036578	0.064161	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.050172	0.4149	0.055799	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.08619	0.035855	0.13704	0.2076	0.083678	0.042567	0.046419
Meth__cg09511421__NDST4	0.16173	0.090701	0.14242	0.12682	0.050981	0.14309	0.090736	0.89632	0.7306	0.063819	0.31407	0.42035	0.28911	0.058659	0.53982	0.17225	0.092474	0.12954	0.099766	0.077198	0.14065	0.27532	0.11773	0.068323	0.41758	0.14988	0.12531	0.42646	0.11718	0.082781	0.16167	0.14175	0.12161	0.071374	0.13469	0.13721	0.10768	0.085979	0.13323
Meth__cg11953868__WFDC10A	0.059146	0.038551	0.050684	0.38006	0.035308	0.043733	0.052412	0.16878	0.22023	0.069179	0.094522	0.04771	0.079077	0.035736	0.13089	0.051404	0.032378	0.059715	0.023739	0.038951	0.053248	0.64397	0.074504	0.027934	0.059852	0.050521	0.041631	0.11639	0.03257	0.046575	0.043033	0.048838	0.046444	0.029105	0.039638	0.042865	0.057131	0.038178	0.028133
Meth__cg18239253__DEFB32	0.060377	0.034154	0.84487	0.045063	0.034655	0.53082	0.048587	0.88952	0.51576	0.094085	0.77554	0.28682	0.58762	0.029851	0.37034	0.83556	0.90843	0.10023	0.037838	0.056621	0.071396	0.054603	0.079314	0.052273	0.51251	0.06768	0.10135	0.071702	0.050897	0.49939	0.15518	0.069534	0.30356	0.036648	0.049831	0.099953	0.040135	0.071488	0.063272
Meth__cg06204948__MARK2	0.045564	0.16604	0.0551	0.90187	0.86346	0.90446	0.88871	0.038413	0.039843	0.11948	0.035128	0.048983	0.076908	0.92904	0.038842	0.03926	0.040698	0.077037	0.88635	0.90512	0.49481	0.11759	0.89828	0.67712	0.88252	0.75079	0.8443	0.86081	0.64373	0.56039	0.032783	0.65773	0.88966	0.1161	0.080204	0.22722	0.87256	0.70239	0.8703
Meth__cg05621401__RET	0.071251	0.067762	0.09261	0.045105	0.9362	0.8755	0.071494	0.31809	0.044376	0.97801	0.49979	0.82926	0.97039	0.028497	0.040055	0.050204	0.19726	0.077992	0.036639	0.048155	0.034938	0.050614	0.16556	0.037503	0.91516	0.048311	0.07058	0.092155	0.050925	0.048221	0.03728	0.034182	0.096162	0.054113	0.89685	0.070896	0.083552	0.051518	0.20906
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.051193	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.041668	0.76753	0.045433	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg26702254__KCND2	0.053739	0.040306	0.52566	0.050663	0.038274	0.12732	0.043002	0.70078	0.042134	0.062133	0.071694	0.31949	0.13171	0.032707	0.09052	0.056328	0.10403	0.10113	0.037865	0.05943	0.087997	0.05392	0.052024	0.044346	0.38315	0.06542	0.088767	0.069899	0.039133	0.059668	0.039231	0.07319	0.046278	0.050859	0.52019	0.057902	0.12431	0.053417	0.060935
Meth__cg03506684__GYG2	0.036966	0.026298	0.90306	0.1638	0.15588	0.44495	0.043124	0.46135	0.099425	0.047063	0.071913	0.039994	0.3059	0.058454	0.090608	0.28149	0.035642	0.056638	0.029302	0.024549	0.040055	0.11596	0.065485	0.02403	0.037114	0.0351	0.076836	0.84213	0.041577	0.022527	0.12949	0.035087	0.098444	0.025073	0.16859	0.094951	0.031581	0.035981	0.037909
Meth__cg03116238__GNG8	0.63051	0.089663	0.25847	0.050215	0.072324	0.46452	0.06756	0.37021	0.68211	0.023945	0.74847	0.67679	0.62287	0.021008	0.48713	0.16116	0.32245	0.19555	0.025929	0.34047	0.081958	0.031944	0.26602	0.026131	0.96206	0.03815	0.040799	0.95826	0.053149	0.041041	0.026947	0.092152	0.078645	0.27056	0.39352	0.062299	0.027127	0.037655	0.025959
Meth__cg12345724__CDCA4	0.022692	0.015438	0.019635	0.01746	0.021856	0.027231	0.017122	0.48559	0.019643	0.015358	0.016565	0.039146	0.036142	0.014658	0.019069	0.020201	0.018911	0.052321	0.019751	0.013442	0.015708	0.020989	0.04794	0.012172	0.054976	0.011064	0.028876	0.048246	0.018655	0.013503	0.018072	0.25429	0.016794	0.013203	0.018255	0.021312	0.019488	0.019103	0.018982
Meth__cg21263196__BCAM	0.052225	0.033282	0.097839	0.040947	0.030388	0.97145	0.036486	0.04717	0.037091	0.034761	0.29923	0.085052	0.18892	0.027948	0.037667	0.042232	0.047721	0.11203	0.030499	0.024695	0.048217	0.031051	0.092336	0.023754	0.081051	0.038557	0.062406	0.045813	0.052566	0.040563	0.027345	0.52037	0.043583	0.022665	0.021553	0.080447	0.039632	0.031985	0.043884
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.014192	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.019241	0.028126	0.031722	0.091599	0.018771	0.01896	0.044477	0.023741	0.027982	0.035957	0.036319	0.012167	0.033586	0.13086	0.085355	0.023645	0.015488	0.020054
Meth__cg08045570__FOXF2	0.42578	0.026888	0.94377	0.33586	0.067959	0.97559	0.97743	0.033008	0.041443	0.03616	0.037676	0.29412	0.45561	0.65891	0.27994	0.043761	0.024869	0.055338	0.30309	0.97692	0.97261	0.56058	0.034551	0.98131	0.69158	0.93704	0.062325	0.96842	0.057318	0.027716	0.018984	0.079671	0.02674	0.020898	0.97315	0.67746	0.32394	0.85466	0.5854
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.075478	0.099291	0.074112	0.8554	0.085895	0.8686	0.36127	0.081578	0.092923	0.10959	0.12865	0.04847	0.32163	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.13421	0.075789	0.049968	0.11257	0.080563	0.14547	0.19788	0.071909	0.45786	0.87439	0.092658	0.086778	0.082507	0.1192	0.10499	0.083372	0.089524	0.34311
Meth__cg01697732__FAM20A	0.72089	0.042092	0.97835	0.074703	0.053445	0.95462	0.98579	0.42754	0.047499	0.024136	0.048917	0.17966	0.9474	0.48787	0.063477	0.042402	0.033968	0.049844	0.29711	0.97156	0.97121	0.067971	0.04182	0.90263	0.47526	0.69667	0.064333	0.97294	0.39301	0.035341	0.45717	0.2995	0.14011	0.025607	0.19382	0.37171	0.33613	0.39487	0.071553
Meth__cg12647643__PTPN13	0.0531	0.047747	0.069516	0.07989	0.048752	0.43401	0.068605	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.040868	0.23642	0.18649	0.050523	0.62245	0.041821	0.048237	0.059989	0.057871	0.065093	0.051417	0.12052	0.10098	0.16806	0.15831	0.054933	0.033382	0.15846	0.078338	0.1052	0.13187	0.07119	0.14061	0.067448	0.062278	0.13702
Meth__cg17960516__FLJ33718	0.057672	0.05988	0.691	0.065058	0.14031	0.85009	0.077792	0.079292	0.075765	0.058749	0.95668	0.08268	0.81451	0.048638	0.066086	0.95973	0.10917	0.099423	0.040861	0.035983	0.097565	0.14482	0.83766	0.041303	0.20457	0.073781	0.081603	0.50231	0.13201	0.061241	0.058477	0.10952	0.85898	0.034288	0.044269	0.12456	0.044351	0.047378	0.070134
Meth__cg08505473__PRIMA1	0.030739	0.024052	0.053712	0.030217	0.021201	0.61018	0.042298	0.053254	0.020727	0.031725	0.05038	0.047034	0.15308	0.022213	0.034062	0.033195	0.022741	0.086272	0.020067	0.027231	0.04349	0.057911	0.078338	0.017429	0.36198	0.030576	0.037741	0.078906	0.031149	0.024841	0.031882	0.024816	0.033286	0.018761	0.11384	0.065845	0.030272	0.022443	0.02338
Meth__cg22534509__GPR81	0.081533	0.035549	0.887	0.039138	0.042732	0.85676	0.05242	0.87659	0.35987	0.066549	0.51572	0.047783	0.17984	0.032775	0.3163	0.75055	0.053945	0.1002	0.069704	0.048147	0.052554	0.085325	0.82147	0.040799	0.52489	0.040063	0.079106	0.088761	0.090628	0.83554	0.64833	0.61989	0.044983	0.045441	0.69637	0.086201	0.044131	0.049631	0.057489
Meth__cg12441928__CCR1	0.17453	0.043354	0.087832	0.36215	0.072333	0.045948	0.07397	0.73131	0.13101	0.079272	0.088458	0.17305	0.068584	0.031422	0.16996	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.93714	0.096909	0.026983	0.071174	0.046486	0.16591	0.13501	0.13391	0.039794	0.045149	0.043329	0.19707	0.048854	0.24384	0.11243	0.048775	0.050426	0.053509
Meth__cg04532229__SLC9A2	0.055949	0.94744	0.96153	0.046421	0.097811	0.95686	0.60376	0.92478	0.049744	0.0599	0.62344	0.67027	0.90065	0.033271	0.11746	0.86581	0.052242	0.41312	0.039778	0.033478	0.044728	0.36082	0.26427	0.03997	0.92107	0.046618	0.13376	0.25639	0.10538	0.04	0.073177	0.060583	0.1712	0.11167	0.75528	0.15628	0.044902	0.23378	0.62447
Meth__cg00131121__POLR2J	0.057632	0.11044	0.12329	0.085795	0.058266	0.11802	0.038896	0.13491	0.10169	0.11336	0.034	0.10415	0.18363	0.054363	0.088478	0.032182	0.084354	0.033715	0.028774	0.060113	0.065877	0.1771	0.094831	0.02884	0.11357	0.045265	0.041824	0.15899	0.090211	0.034352	0.053501	0.070595	0.037819	0.1054	0.13161	0.070392	0.12507	0.034886	0.043648
Meth__cg25072962__MGC35295	0.20874	0.051257	0.48892	0.75976	0.069154	0.26966	0.18006	0.8811	0.40239	0.07448	0.37275	0.16182	0.20516	0.03506	0.3463	0.22709	0.37193	0.24171	0.047082	0.054	0.07149	0.30777	0.12652	0.097093	0.11116	0.083804	0.15752	0.31163	0.12887	0.075371	0.16789	0.056421	0.47906	0.061649	0.23765	0.16828	0.090429	0.1002	0.088808
Meth__cg11158729__CNNM4	0.021793	0.014997	0.018909	0.017454	0.017747	0.11579	0.019464	0.017962	0.021162	0.022858	0.021948	0.028816	0.034094	0.016432	0.021918	0.034918	0.032897	0.030851	0.014827	0.013823	0.020762	0.016495	0.043911	0.015106	0.52496	0.019097	0.026069	0.043265	0.020955	0.028079	0.021849	0.028166	0.014329	0.018651	0.018147	0.033283	0.019372	0.022615	0.027622
Meth__cg22141781__NDUFA12	0.058643	0.042659	0.06516	0.057406	0.051313	0.057991	0.056117	0.071823	0.081944	0.05482	0.051136	0.14405	0.13102	0.054576	0.067333	0.059838	0.048259	0.071503	0.054693	0.041931	0.050803	0.58451	0.048577	0.044706	0.1107	0.04114	0.082531	0.13273	0.056392	0.04853	0.089934	0.061267	0.069246	0.036938	0.065523	0.1183	0.063455	0.053677	0.050764
Meth__cg14260643__CYP3A5	0.080121	0.051813	0.46495	0.19905	0.073732	0.075029	0.10515	0.38442	0.081395	0.07869	0.059879	0.18416	0.28842	0.031943	0.10021	0.10564	0.088628	0.12605	0.042682	0.070001	0.065919	0.15398	0.13466	0.066711	0.3515	0.091255	0.1302	0.16976	0.064622	0.072214	0.065558	0.21033	0.061882	0.079379	0.1254	0.20523	0.068692	0.074958	0.10386
Meth__cg07141002__H1F0	0.069085	0.063198	0.12272	0.28667	0.068176	0.74185	0.19321	0.11178	0.78442	0.07772	0.4004	0.91041	0.82011	0.037489	0.7069	0.67905	0.25618	0.049072	0.036808	0.054973	0.077499	0.26212	0.92672	0.14414	0.1156	0.059791	0.40196	0.12487	0.34537	0.50288	0.91821	0.81068	0.56917	0.046206	0.043365	0.17781	0.83895	0.064607	0.065383
Meth__cg07861564__HSPB8	0.03468	0.045376	0.045305	0.026336	0.029675	0.83425	0.044531	0.36069	0.049531	0.03866	0.187	0.2586	0.45757	0.025424	0.057606	0.075702	0.42422	0.13017	0.033823	0.030772	0.045875	0.030308	0.049461	0.028142	0.085495	0.039543	0.060409	0.86769	0.065578	0.047776	0.047295	0.034255	0.071328	0.039104	0.028094	0.059765	0.041425	0.043184	0.088711
Meth__cg05428978__CDCA7	0.026622	0.019869	0.034106	0.023501	0.020492	0.023202	0.035263	0.033876	0.025607	0.028696	0.026232	0.074813	0.043221	0.043565	0.024832	0.025461	0.022094	0.050775	0.030898	0.63199	0.41873	0.022228	0.019679	0.026814	0.055343	0.21545	0.039673	0.040179	0.042627	0.022606	0.016504	0.021857	0.021739	0.019122	0.01697	0.43907	0.035491	0.4236	0.032318
Meth__cg22778180__C12orf47	0.053871	0.045455	0.057627	0.035934	0.025819	0.049848	0.034565	0.037787	0.047791	0.031075	0.080688	0.063005	0.043207	0.03096	0.068152	0.049459	0.035337	0.081095	0.038342	0.027642	0.057662	0.042713	0.046016	0.03391	0.29386	0.023227	0.041363	0.051769	0.069137	0.042469	0.043358	0.048437	0.023186	0.036061	0.040384	0.13033	0.040865	0.035444	0.042736
Meth__cg09440340__C1orf161	0.022491	0.013458	0.741	0.021681	0.062179	0.088401	0.068353	0.9465	0.26402	0.060992	0.7782	0.014843	0.034168	0.020265	0.21568	0.12442	0.5817	0.027292	0.026781	0.019244	0.040574	0.39264	0.29039	0.021417	0.81055	0.02872	0.034641	0.074397	0.046144	0.43185	0.63033	0.071714	0.022993	0.02574	0.10635	0.11755	0.025029	0.043318	0.14199
