Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G6246__SOX15__SOX15	3.4901	2.1503	6.5709	1.7357	3.2643	2.2208	6.5765	2.3815	2.2611	2.3751	1.84	9.8631	6.3973	0.82454	5.6528	1.9218	2.6222	3.9876	3.721	3.1797	5.1665	5.5771	3.065	5.971	3.1706	4.3072	3.8824	3.8058	6.0787	4.1406	7.8524	7.5597	3.2225	2.4758	1.8228	1.6718
RS_G5394__HOXA7__HOXA7	2.1316	0	0.91753	0.40299	2.1784	0.11467	1.9831	5.33	0.89799	1.7442	0.7897	6.9085	5.3889	1.1347	1.2664	4.1871	4.3038	4.4576	4.0079	2.4767	0	1.3965	0	0.24811	0	6.8275	0	2.2872	1.7227	5.8073	3.9677	0.23142	1.0135	0	0.76165	1.3313
RS_G11355__NFASC__NFASC	1.5238	2.6199	3.8705	3.5415	0	0.46207	1.1935	0.66933	0.12432	1.2733	5.5101	3.0635	2.2495	0.46045	5.5934	4.7633	1.7588	0.053461	0.5979	0.91564	8.5256	2.7015	0.89043	0.83418	0.24318	6.7598	0.67438	3.7217	1.9647	0.53225	1.3598	2.2215	0.54778	3.4454	0.82443	1.5125
RS_G180__MATK__MATK	0.50499	0.41669	2.383	0	0.79262	0	6.2572	2.271	1.7386	0	4.6248	5.672	0	3.3626	5.2526	2.0979	0	0	7.4683	5.5238	0	4.5215	0	4.2111	0	5.8566	0	3.9548	8.2368	2.9776	4.4908	0	0	2.9773	0.71016	6.8048
RS_G22653__SERPINB5__SERPINB5	5.5773	0.48724	1.0519	0.8082	0.37229	0.20657	9.0874	5.7456	0.71494	0.39411	6.5654	9.9021	7.8999	8.3625	8.4593	3.95	8.3206	0	0.66939	0.37159	3.6119	2.6496	0.27736	1.948	1.6061	9.2741	0	0	7.6307	5.8722	8.0227	7.3521	1.3471	0.13854	1.1275	1.3386
RS_G17967__APOD__APOD	7.9573	4.7281	1.1531	4.2103	0	0	1.3402	1.4179	5.0426	1.8301	8.9852	0	3.1323	1.6186	0.46548	0	0	0.86846	3.5346	7.8269	2.6663	8.3778	1.8524	1.6608	0	5.378	7.8481	0	0.81118	1.4761	0.66133	9.7289	10.7762	7.0968	11.3141	2.7866
RS_G16319__SERHL2__SERHL2	5.5576	9.6885	4.2228	5.1276	3.5316	4.1391	4.4021	2.9824	9.3149	3.0556	6.0929	4.8312	4.2306	3.487	5.1006	5.2126	4.4447	4.1099	5.1008	8.2175	3.9131	8.19	3.8247	5.6157	3.797	4.0032	11.2439	4.1716	4.2778	10.349	4.8636	3.1849	6.6946	6.6957	10.0126	9.7217
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.60193	13.9607	0.83413	2.4598	5.6981	5.6289	3.0627	2.8132	13.5919	11.225	14.182	8.7706	0.4696	1.6355	0.16138	1.5571
RS_G11400__ADAMTS9__ADAMTS9	0.2465	0	1.37	0.39237	0	0	4.9386	0.89744	0.15387	0.10069	4.6682	0.17282	4.183	1.6897	2.1726	0.46728	0.55645	0.5346	2.1523	3.539	0.11316	0.060178	0.57193	0.16876	0	7.1859	0	1.1799	3.8561	0	2.6306	0.299	0	0.098299	0	0
RS_G692__DKK3__DKK3	0.44322	0	0	0.54068	8.236	0.18041	2.3601	6.9924	0	0.99415	0	5.0446	1.443	0.084903	3.855	7.9864	1.2245	6.1166	0.81839	0	5.6363	1.0711	3.1985	0	0.7714	6.85	0	6.645	0.60379	0	5.2981	0	0	0	0	0
RS_G10899__PERLD1__PERLD1	7.7632	10.8788	10.843	8.1343	5.7015	7.023	5.4851	6.0545	11.6693	6.7597	1.9356	4.6347	4.808	11.5693	7.3482	6.5941	7.0206	5.8111	6.5555	5.7895	6.5318	7.7669	5.3794	9.638	8.0489	7.0386	10.3657	5.6013	6.5852	14.7454	6.0695	5.4877	7.267	11.6018	7.3184	6.7812
RS_G19245__PAPSS2__PAPSS2	4.7504	6.5983	4.0619	7.0498	8.042	1.3024	4.17	5.4592	6.5039	0.8696	4.569	4.1836	0.38472	7.7571	0	6.2425	8.4018	5.8728	5.7819	6.6965	3.3596	6.2762	8.5553	4.5095	0.23329	6.3454	5.2053	3.3438	5.187	6.174	4.5244	6.5563	6.9514	8.76	8.8967	4.4862
RS_G16902__KRT6B__KRT6B	1.2631	0.29312	0.45573	1.0087	0	0	12.8673	8.4677	0	0.30435	3.7711	4.255	6.035	7.1664	6.3173	0.86115	9.8119	0.25307	0.93721	0.22481	0	10.8721	0	0.78126	1.425	9.9481	0	0.95256	9.1282	6.9081	6.0318	5.5408	0	0.1545	0	0.31691
RS_G17185__KRT10__KRT10	5.9492	5.2209	5.8283	7.371	5.8476	5.9456	4.4498	5.5632	5.1588	3.8022	5.252	5.0225	4.9118	5.9015	6.2218	6.2536	5.6795	5.1414	4.6376	5.4135	5.0366	11.1479	6.0369	3.6436	3.5636	5.0658	7.0161	4.5832	5.4914	6.0834	6.391	6.5887	6.7935	4.6743	5.3914	4.6275
RS_G5729__MT1G__MT1G	0	2.6191	0	0	0	0	4.9557	0.62973	0	0.7331	0	5.6489	1.6687	1.2197	6.9593	2.3812	5.6695	0	0	0	0	0	0	0.53834	0	7.4163	4.4929	3.7126	2.7817	5.326	2.0164	1.8496	0	3.1253	0	0
RS_G2073__TDRD1__TDRD1	6.424	5.8676	0	0	0	0.10419	0.085849	0.055694	0.10872	6.1381	0.21942	0	0.080184	6.8676	1.2116	0	5.9104	0.11527	3.3172	4.4935	0	0.041047	0	0	0	0	6.8683	0	0	4.7758	0	6.067	1.306	0	1.0273	0
RS_G1599__KCNK2__KCNK2	1.0389	0.62798	0	5.2556	5.8207	0	2.2276	6.1906	0.15029	3.4816	1.01	1.3134	2.1757	4.0574	1.2762	2.0309	0	6.6978	0	3.5015	0	4.4907	0.9363	4.4893	4.8645	0.36774	0.74341	0	3.8843	1.4099	0.85665	0	7.8925	0.095964	5.6046	2.9884
RS_G16329__AC005332.1__AC005332.1	1.4126	6.8891	0.52114	0.61053	0.59991	4.3973	2.5319	0	3.8846	3.0082	0.29172	0	4.0142	0.87419	1.9266	0	0.30182	0.9157	3.5412	1.9513	1.7228	4.6396	0.58014	2.4085	1.8568	0.95239	3.5274	1.8698	1.0444	0.73792	0.87371	0.51986	4.1958	3.3993	1.2154	1.6357
RS_G13634__ORMDL3__ORMDL3	8.4193	9.5287	11.0886	8.4463	6.0491	7.462	5.3419	5.8181	7.7038	7.7064	6.3208	5.9623	7.5485	12.5241	7.1501	7.5026	6.3917	6.1295	7.3732	7.1072	8.688	6.953	6.6466	7.8685	8.3	6.8689	8.3987	5.4837	5.5453	7.5625	8.0346	6.6454	8.6298	11.0982	8.409	8.0607
RS_G10495__KCNB1__KCNB1	1.009	1.6281	1.3342	0.69095	6.7484	0.95534	1.0196	5.9644	1.3974	0.64929	2.7909	0	4.5119	2.4749	3.1757	1.1316	0.29482	1.5145	0.20345	1.4521	4.6198	3.3711	0	1.1101	0.45671	2.97	2.4428	0.46397	0.1431	3.7952	0.85425	4.7037	4.3103	1.4735	1.5389	0.28775
RS_G13039__MT1E__MT1E	0.46681	1.1873	0	0	0.55979	0	3.0392	0.6051	2.5016	8.2657	8.7515	8.4328	4.4369	0	9.6024	9.0759	1.332	9.3513	5.1038	0.30908	6.225	3.6842	10.5635	1.0982	2.431	0	0	11.4032	10.0631	0.97053	11.2761	11.6174	0	3.5478	4.0503	0.77012
RS_G8360__GRB7__GRB7	8.0056	12.1647	10.381	7.194	0.81984	5.4189	6.1071	2.0939	11.6616	5.7069	12.2019	5.2958	5.5994	12.9359	7.5671	0.68484	7.2676	0.69935	6.6271	5.5221	6.5424	7.9202	4.3394	9.092	9.3835	7.9355	11.2459	0	5.772	14.3583	7.3719	7.0799	6.8735	11.3881	7.0867	7.2831
RS_G1700__WNT11__WNT11	0.95554	0.84773	1.4629	4.0612	2.4978	0.26815	2.2228	0.15487	0	2.7953	7.6623	1.9448	1.5183	0.12823	1.0841	1.9585	4.9662	1.6509	6.8246	2.6715	4.2544	3.4588	0.64391	1.6128	0	3.2041	0	0.94427	8.51	4.5096	3.1453	1.8569	2.1116	0.34001	0.65293	0.19576
RS_G4297__DPYSL3__DPYSL3	4.2682	0.83739	3.5608	4.3315	0.35313	0.36739	0.99867	6.742	0.05365	0.13571	4.9268	2.2627	1.653	0.09219	1.0895	7.5919	1.2393	9.5025	2.118	0.35981	1.9442	0.92822	2.376	1.1786	0.17482	5.85	0	3.4451	0.51889	1.7287	1.6933	7.2656	3.9465	1.8393	2.248	4.8161
RS_G10674__PIP__PIP	2.9964	1.7353	9.5819	4.291	0	0	0	0	6.2869	1.4841	0.66661	0	0	6.4468	0	0	3.1539	2.713	0.71805	1.8507	2.0123	6.3497	0	4.4832	5.3906	0.94948	6.4578	0	0	7.2874	0	3.8345	13.277	2.2284	6.4281	3.0258
RS_G19132__NRARP__NRARP	3.3563	5.9645	5.6026	7.2418	4.5032	7.7172	8.3562	1.8067	6.2538	6.2684	6.799	7.1035	7.1614	3.1299	6.3495	3.617	9.4205	1.5323	8.106	7.4106	6.849	6.6626	3.5847	8.322	8.5739	7.4719	4.9533	5.5331	8.1234	5.6934	7.2971	5.8926	7.7073	5.4552	6.8244	8.6855
RS_G4435__IL1A__IL1A	0.69823	0	0.28336	0.54584	0	0	0.15257	0.20064	0.35738	0.23797	1.0015	6.1503	3.2881	0	3.1838	0.76755	0.77038	0.20083	0.17577	0.17804	0.62026	0	0.4537	0.044939	0	1.8167	0	0	2.6039	0.33376	1.5682	0.36359	0	0.062155	0	0
RS_G2649__SRPX__SRPX	2.5884	1.0314	2.6197	0.97679	2.7858	0.26305	6.6006	9.7982	0.70231	2.9338	7.0833	1.997	1.2447	5.9047	3.9004	4.6477	1.8195	5.4903	2.0271	1.2433	2.542	2.1877	5.0677	1.48	0.77069	5.5235	0	9.8027	4.4822	1.5505	2.81	0	0	1.0759	2.558	1.0927
RS_G13473__C18orf4__C18orf4	2.916	0.19285	1.8636	0.81516	6.8813	2.0898	3.5813	2.2879	0.32997	0.85351	1.2471	4.2512	0.70224	0.051857	2.9336	0.30277	0.5877	5.6726	0.27885	0.83484	5.3935	0.6096	3.6129	0.593	0.79273	2.0735	0.074512	4.3534	3.7589	0.58445	2.8849	3.8849	0.37249	0.51605	1.2527	2.7154
RS_G1779__PTHLH__PTHLH	0	0	2.2732	1.8152	2.1658	0	7.2097	4.2484	0	0	0.32391	9.1068	2.3649	2.1959	2.287	1.3148	1.5258	4.0306	0	0.76599	3.356	1.957	0.83936	2.8815	1.3368	1.0677	0	1.8976	0.5104	2.0936	3.4073	2.0487	0	0	0.48471	0
RS_G10350__MMP14__MMP14	0.71728	1.4795	0.44191	0.89739	9.639	0.34999	7.3688	9.383	2.0141	1.802	2.0248	8.6885	7.6792	3.3228	1.116	8.0798	8.3525	9.2776	3.4012	1.7563	0.41929	5.0547	8.3464	1.852	2.8725	9.9761	1.1442	13.1123	6.8229	1.9123	8.7879	1.6794	4.0109	0.92248	1.1125	1.5268
RS_G7114__DSC3__DSC3	0.49573	0.39677	0.62504	0.63213	0.2795	0.3894	7.5985	4.3602	0.60605	0.84273	0.60086	5.608	7.081	1.5077	0.39204	7.2272	8.0574	1.0849	0.31427	0.28104	0.81509	3.5073	0.35268	0.20643	0.58525	6.3325	0.098493	0.32785	5.5162	1.6246	4.2751	0.20067	0.45929	0.40609	0.80168	0.44014
RS_G8626__S100A7__S100A7	0	2.9737	0	3.7002	0	1.3655	0	0	0.49492	1.8871	4.1975	0	3.9463	5.5511	7.4029	0	5.0528	0	0	0	0	7.7248	0	0.92604	0	6.0079	6.0961	0	0	1.8616	6.3833	0	0	4.4876	5.5475	2.3016
RS_G5788__IL1B__IL1B	0.14002	0.15613	0.3529	0	0	0	0.51627	0.66274	0	0.44092	0.75842	6.6753	5.5354	1.8106	3.1962	2.2418	2.2872	1.4549	0.80447	0.16985	0.17979	0	2.9735	0	1.1158	3.7234	0	0	3.2621	0	3.3672	0	0	0	0	0
RS_G17613__DNER__DNER	2.294	0	2.4646	3.4789	3.6529	1.1389	5.8237	1.9231	1.3251	0	2.8314	3.7397	2.2167	3.9148	4.4929	0.54296	1.5037	6.9983	0.29029	0.8161	8.8187	4.9399	0.99509	5.2065	0	6.8288	0	4.4448	7.0268	3.188	5.3424	5.9503	0	2.1153	2.4246	1.2397
RS_G15260__HES7__HES7	0	0.74429	0	0	4.4729	0	2.4728	1.2496	0.21688	0.87896	0	4.4807	1.1211	0.63934	0	0	2.2176	2.0907	0	0.67844	0	0.44243	3.469	1.3203	1.06	1.0562	0	5.7877	8.4374	0	4.8777	0	0	0.77514	4.6814	5.2286
RS_G1450__HOXA9__HOXA9	0.17011	0	0	0	0	0	4.2747	6.0684	0.42162	1.0745	0.51342	2.9381	3.8685	6.2627	0	2.0643	3.0713	5.5064	0	0.1108	0	1.3105	0	0.20088	0	7.564	0	0	4.3002	0.78151	3.8141	2.6181	0	0.14669	0.54402	0
RS_G3635__ALDH3A1__ALDH3A1	8.6087	0.44329	0	0.40401	3.9326	0.41226	2.035	4.9079	0	1.3562	0	8.9426	7.48	1.663	5.3914	0.2053	2.0839	1.1224	3.0547	0	1.2692	2.5572	0.68465	1.8151	0	1.5597	0	4.9876	3.6765	10.2825	8.7613	3.0595	0.24588	0	2.199	1.1971
RS_G9369__ADAM12__ADAM12	0.37678	0.38403	0.24804	0.42494	8.3315	0.049067	5.2786	9.4472	0.32772	0.19292	0	3.2172	3.5568	1.5722	5.4117	9.4437	3.6546	8.4025	0.09372	0.095561	2.8231	0.14991	1.2518	0.04683	0	4.3271	0	8.5985	2.6669	0	2.3223	0	0.767	0.51386	0.25878	0.42998
RS_G35559__TMEM91__TMEM91	4.2382	1.256	1.804	2.3785	3.4402	2.3681	3.4004	4.0543	2.8339	3.9981	2.0048	0.82592	2.8736	2.3574	1.9341	3.137	3.3686	4.3998	3.1478	3.2823	4.0808	2.882	2.6306	3.6812	4.6905	2.0237	1.8129	4.9835	4.6054	3.4734	3.0028	3.194	1.7962	2.832	3.0086	3.1924
RS_G2581__WFDC2__WFDC2	5.881	0.54379	1.0823	3.5558	0	1.0374	7.1896	0	0.63224	2.3983	10.9307	5.6399	7.8153	0	0.61203	2.5221	10.1559	1.2948	6.1824	5.317	9.1243	5.3322	1.7721	5.5543	1.9279	11.7635	2.6788	1.7574	13.4728	5.7118	10.0536	0.64571	0.90703	4.815	7.0559	1.9893
RS_G2947__CA2__CA2	2.326	1.607	3.8479	3.7463	0	6.1112	9.8755	7.8397	8.9	0.40209	6.167	2.2896	6.1392	0.89211	2.716	7.8988	6.5331	0	0.29416	6.3826	7.1346	2.8174	4.6533	5.8083	4.2171	1.5661	0	1.1873	6.3905	2.665	8.6773	4.507	0	2.4798	6.8713	5.8722
RS_G21732__AL136362.10__AL136362.10	3.6177	1.379	2.4086	2.3687	6.8619	2.9602	8.6421	5.8491	4.1982	5.6378	2.8629	7.9821	8.2796	3.0449	4.9523	3.5242	4.687	7.4838	1.6056	2.2294	4.1893	2.5963	5.016	2.5979	2.9509	8.6236	1.0728	4.8527	7.0765	2.0186	7.1972	2.0514	2.0133	2.6182	1.9024	2.0164
RS_G14914__PGBD5__PGBD5	2.5018	2.9794	3.1999	5.547	1.9775	5.1598	6.6397	3.0331	0.22966	1.317	4.4039	1.9745	2.6064	4.145	5.9063	4.2302	7.2011	0	5.1453	2.4298	5.3324	4.843	0	5.1969	0	8.3665	0.70583	0.26209	6.4248	5.2064	4.7336	3.9571	2.1338	4.951	6.1655	4.287
RS_G13907__ADCY5__ADCY5	4.7972	9.5091	1.3853	2.137	3.3713	0.73212	1.1076	0.25153	7.8828	0.56612	0.10578	0.27387	0.74037	2.3353	0	2.0944	0	1.1236	6.8663	8.0975	4.6028	7.1349	0.71745	0.38401	0.38978	1.3778	7.1157	2.8061	0.43515	0.19881	0.18466	0.60349	0	8.1408	0.69567	0.088049
RS_G15383__ARL14__ARL14	0	0.18019	0.72953	2.3706	0	0	0.58572	0.42152	0.40015	0	0	2.6526	4.8541	3.8349	0.93297	0.36786	3.4795	0	0	0	0.69233	0	0	0.57875	0	0	0	0	1.3343	1.231	1.8454	0.98861	0	0	0	0
RS_G21756__C6orf127__C6orf127	1.5522	1.1548	0	6.1193	0	0.77551	4.3736	6.2033	0	7.6116	8.1751	0	0	2.5337	0	0	5.3027	0.83621	0.42534	0.76147	4.2127	1.4252	0	5.6087	0	7.7884	0	0	2.387	0	1.677	7.4612	5.5974	3.7886	6.2311	4.3989
RS_G402__CD74__CD74	4.4509	2.0172	0.18629	6.0079	0	2.2892	5.7658	5.5748	0	3.7089	3.9676	8.1818	9.1643	2.2907	0	2.0276	10.3163	0.89633	2.7804	0.59187	9.3373	4.2963	0.96601	0.79006	0.54729	9.1646	0	3.046	4.6483	3.806	9.5475	0.35449	6.7285	8.8965	0.93132	0
RS_G13255__CDH2__CDH2	0.95252	0.11179	3.8179	3.037	9.5863	0.59708	7.9074	7.9637	0.065964	0	3.3876	4.6749	1.3151	0.59305	7.3261	9.9603	0.65088	8.8508	0.061776	0.34768	6.7543	1.1428	0.95446	5.4598	2.9731	3.3556	0	2.3343	4.6813	0	5.7937	0	0.64866	0.92462	1.9772	1.4403
RS_G1762__MMP2__MMP2	0.4728	0.51784	0.16333	0.14627	1.1858	0.21659	6.7222	10.4729	0.2313	0.53378	1.1497	4.3334	3.1849	4.7367	0.74091	5.5154	4.458	10.0294	0.50701	0	0.15291	5.9153	0	0.47804	0.67254	6.3519	0.71178	8.0913	6.8538	1.7789	5.4073	1.6774	0	3.3427	0.5521	0
RS_G8103__FBLN5__FBLN5	2.4898	3.7031	3.3013	1.7502	4.6055	0.76715	0.54751	5.2391	2.3253	1.2888	2.8473	1.9258	3.8111	2.4345	2.4563	1.81	3.9975	6.5096	0.35073	0.62774	0.88865	4.1303	2.6517	2.5515	1.5994	8.6354	4.668	0.70417	3.152	4.1943	0.82392	3.2984	5.1443	2.8958	4.031	1.544
RS_G5570__C20orf95__C20orf95	7.1527	5.7301	0.36922	6.5895	0	0.95995	0	0.53327	0	3.1196	6.5813	3.8441	4.4064	3.3533	0	0.17468	1.2766	0.37972	0	0.4825	0.96841	5.9026	5.4557	7.0925	1.4186	2.1898	5.6898	0.31651	5.4739	9.1567	5.0249	8.2665	6.8861	10.0052	5.7786	3.3218
RS_G18018__MAOA__MAOA	1.499	1.4209	1.6194	1.0587	0.45391	0.25499	0.84025	0.71244	2.1915	3.9341	1.285	6.3396	3.7694	3.3519	0.82697	0.24317	3.7618	0.66434	2.4474	5.926	4.9146	2.7722	4.261	1.9019	0.75157	0.85341	1.8171	3.1022	3.848	0.34473	6.5254	3.8521	0.40455	3.0215	1.4899	0.56698
RS_G13007__BNC1__BNC1	0.17496	0	0	0	0.11319	0	0.81886	0.88733	0	0	1.8404	7.2166	2.397	0	6.2808	4.4389	4.6488	0	1.7106	0.22246	0	0.18272	0.10882	0	0	6.4807	0	0	6.3515	0.85312	0.33644	0	0	0	0.16295	0.16536
RS_G9764__SPOCK1__SPOCK1	0.73188	1.8385	1.5447	1.885	8.7612	0.26671	2.8401	8.7292	0.11606	1.9726	0.51264	3.357	5.8754	3.6344	2.2589	3.2299	1.9918	9.0647	2.0412	0.30801	5.5589	1.2868	1.0533	0.76718	0	5.2564	1.6003	3.5414	1.622	0.23799	3.8591	0.52115	0	4.5238	0.29584	0
RS_G22398__MT1A__MT1A	0	3.7604	1.053	0	0	1.9847	4.0185	0	0	0	0	6.2486	0	0	0	4.4147	0.90595	0	0.97271	0	0	0.84017	5.5838	0	0	0	0	0	0	0	9.0031	0	0	0	0	0
