Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.3588	8.5657	5.8659	8.1435	5.706	5.736	8.5431	8.8082	7.6081	6.3498	6.3264	6.3447	9.6397	9.1724	6.1702	9.4784	6.189	6.2593	11.3453	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.0159	6.3401	6.3543	6.1933	6.2438	5.8257
EA_G__GPR176	5.2765	5.0352	5.7606	4.458	5.1443	7.1887	6.8504	7.1559	7.4156	4.6433	6.7334	4.2781	5.7714	5.2195	6.5779	6.6746	5.21	4.3614	4.4455	6.8578	6.1532	4.8029	8.7365	5.2116	5.7415	7.3208	4.5928	4.5879	4.3922	5.6259	5.0005	7.254	6.2727	8.3008	4.8269	4.2057	5.2999	6.1686	4.4512	5.0169
EA_G__DEPDC6	7.4503	6.6941	5.2717	9.1632	7.448	4.9752	7.5121	5.0898	6.4015	6.416	7.052	8.3884	8.0948	6.8441	4.7516	5.8902	5.8436	7.74	8.5968	6.2251	6.0457	7.4547	9.2139	6.8396	7.695	7.3615	5.541	9.0918	9.6198	7.432	8.03	6.4449	6.1382	5.6161	7.127	9.8221	6.946	8.0294	6.7683	7.0533
EA_G__TBC1D9	7.4411	8.3535	7.1464	7.6125	9.4084	6.2048	8.2922	6.5655	5.6316	6.1005	6.2244	8.751	9.4283	6.6935	4.8845	6.4304	6.9985	7.2152	7.8677	6.602	6.7832	7.9176	7.5388	8.4629	10.3338	7.3339	7.0702	9.0012	8.2913	6.6536	7.897	7.062	6.6687	7.2625	9.282	7.6497	7.818	7.18	7.7944	8.5484
EA_G__GHR	3.6065	3.4555	3.1078	7.0331	4.4249	3.2946	8.2991	3.8792	3.6146	7.3657	3.4598	6.2015	6.8667	4.7513	3.453	3.1757	3.2235	4.3375	4.0767	2.9606	3.0266	4.2527	5.2987	4.6304	7.0062	7.6029	3.0519	5.8397	7.612	7.7942	3.5592	3.7344	3.2773	3.4318	6.1368	3.7827	5.217	7.7204	5.4494	4.6905
EA_G__PLCH1	5.2438	7.5273	3.3755	6.9586	6.0596	3.9486	8.0482	3.932	4.651	7.1018	3.9777	7.7608	6.6251	5.4736	4.7252	4.4941	4.4556	7.9462	8.1232	5.2036	3.6959	6.6154	3.6139	6.6504	6.832	4.9347	5.7583	7.2641	9.4761	6.8481	7.196	4.228	4.6713	4.1757	5.7348	6.445	6.0627	7.4294	8.1434	7.3769
EA_G__OGFRL1	7.2907	6.8486	7.834	7.3162	7.3684	9.7312	8.3226	7.3198	8.0075	6.7988	7.4392	7.7099	6.852	10.0646	6.5605	8.1751	4.3906	6.5829	7.2933	9.4914	8.5394	8.5703	6.9298	6.4392	7.7643	6.9108	9.3618	7.7996	7.9517	7.1129	7.0535	7.7615	8.2585	8.8917	7.1307	6.7379	7.4452	7.4045	7.6576	7.6894
EA_G__PCP4	10.1667	6.5286	5.0555	5.437	6.6064	4.3983	6.5311	5.4923	4.6403	5.9112	5.1521	5.6116	6.06	4.7868	5.3258	4.6097	4.3657	8.0471	10.57	5.5234	4.9326	5.3257	4.6323	7.0488	7.3361	4.9014	5.2082	5.9918	8.2043	5.2775	7.6777	5.4337	5.3151	5.7331	6.4316	5.3913	7.8539	7.8234	5.5744	4.8747
EA_G__OCC-1	6.2744	4.7657	6.4463	6.0232	7.7451	7.9125	8.1939	8.7774	7.9815	6.4479	7.388	7.0864	6.2162	7.7616	7.2971	6.5371	7.1938	4.6589	4.7101	6.4958	7.6337	5.1407	8.9882	6.7867	6.4518	8.6907	7.9621	7.1268	6.1152	4.9518	5.6333	7.3574	7.0924	8.3571	7.0635	4.3091	5.966	6.2156	4.414	6.1645
EA_G__OAS1	8.4561	7.4942	6.3087	5.4196	9.2788	5.1153	5.0548	5.3657	5.4436	8.2418	5.2598	5.3198	6.6284	8.5045	8.2729	8.0087	7.7033	7.6204	6.1114	5.1116	5.3428	9.7248	5.3713	6.8045	6.5343	5.3131	6.6865	7.4729	8.4465	5.9857	6.0559	5.4818	7.6529	5.3296	6.6401	10.4675	7.4797	6.8303	6.1528	5.5898
EA_G__CRABP2	7.4296	6.1829	7.8329	8.2111	10.912	4.4698	7.9616	6.0016	8.6534	10.6063	6.122	10.0004	9.994	6.1523	5.359	9.2933	9.5237	10.1591	10.1017	7.2807	7.095	10.0598	5.7308	10.0904	10.2988	5.4326	6.2093	6.9694	9.4935	9.9741	8.4814	6.0872	6.2944	6.0848	9.0317	7.6666	8.6722	10.4906	7.8585	8.5211
EA_G__PTPRM	6.1723	5.206	6.3564	5.8235	4.0196	4.3371	5.1707	6.1706	6.9291	4.1798	6.622	4.0832	3.8877	6.3608	4.1431	5.9112	5.6496	4.2566	3.9882	6.5661	8.2248	6.089	7.8979	4.417	4.1385	7.2107	8.0141	5.921	4.5732	5.0201	4.3981	6.7359	8.1968	7.0189	5.2382	5.5253	5.3613	4.3122	7.1118	5.9902
EA_G__TRPV6	5.9489	8.172	7.7697	7.3399	5.3999	5.1131	5.837	5.2022	4.7885	8.2265	4.7744	4.871	5.2912	5.0413	5.1102	5.1268	8.1564	8.19	9.2894	5.4021	4.7952	8.0611	5.0177	5.4671	5.4788	4.7818	4.9054	7.7522	6.6101	8.7922	8.2537	5.0953	5.2391	5.3572	7.0029	9.1168	7.0934	8.5497	8.2569	5.6418
EA_G__JARID1C	8.4727	8.759	7.6171	8.4412	8.5789	8.0786	8.2359	7.4754	7.1037	9.3003	7.333	8.403	9.2775	8.0249	7.5312	7.6876	8.43	10.9831	8.0617	8.201	7.6305	7.498	7.1084	8.2853	8.0884	8.7036	7.0705	9.1277	8.7115	8.6377	8.4706	7.9191	8.0947	8.334	7.5517	7.4062	8.1892	8.0437	8.2214	8.1412
EA_G__PLAC2	7.092	6.5212	6.272	6.2707	7.6406	4.6991	6.5129	4.9305	6.0206	4.7126	4.7023	7.6164	7.0925	4.4729	4.9591	5.5125	5.7204	7.5466	6.3614	5.0401	4.0759	5.545	4.6795	6.094	5.7331	5.7395	4.412	7.2278	5.4979	5.6125	7.2238	5.2128	5.3025	5.0216	6.6899	5.7468	6.1706	5.5055	5.5028	5.7836
EA_G__TXNIP	11.4477	9.4899	8.664	11.1834	11.1451	8.2016	8.8252	10.3525	9.5002	6.4032	8.5213	9.9252	11.1727	9.0635	9.0577	8.9978	9.1034	11.1923	11.4956	9.4844	7.1337	9.0548	6.1876	10.1424	10.7257	8.7961	10.0538	11.9748	11.7421	10.2077	9.9995	6.8938	10.3401	9.2695	10.9129	11.5792	10.6894	9.2288	11.0805	10.3522
EA_G__SLC44A4	11.6736	6.0217	5.1742	6.4575	6.28	5.1744	5.8406	5.6405	5.1784	5.4359	5.1851	5.2161	5.3873	5.2039	5.4683	5.0755	5.4196	10.1184	9.9478	5.5018	5.1499	6.7549	5.1958	5.7664	5.7798	5.3333	5.4313	5.9026	11.0876	7.5139	7.3705	5.4841	5.7716	5.4328	11.6179	5.6014	6.6319	5.8825	10.1028	9.7302
EA_G__FNBP1L	8.5219	8.5289	7.6478	8.4539	8.351	7.0591	9.6076	5.9068	6.7787	8.6686	8.0961	8.2637	8.7931	7.2188	5.7429	7.8353	7.8897	8.8583	8.3303	8.2916	8.1014	7.8392	6.9948	7.4318	6.9272	7.6996	7.3964	7.8818	8.683	7.6256	8.5993	7.5481	7.6881	4.6379	8.162	8.6585	8.0922	7.9175	7.8445	8.0693
EA_G__KIRREL	7.5887	5.9225	6.9042	5.6081	5.7258	10.3544	5.5244	9.6718	9.7389	9.3978	9.7405	5.3224	5.3906	10.1946	8.1	9.2642	8.6382	5.5212	5.5174	9.3051	9.8443	7.0456	9.2853	5.8194	5.7806	10.0757	8.5703	5.2519	5.8751	6.4035	5.6421	10.2171	8.5799	9.3106	5.6723	5.8787	5.7361	6.8062	5.7109	6.6927
EA_G__RERG	6.304	5.7883	5.1813	7.0617	8.9341	6.9909	7.1023	3.8992	5.2465	9.1777	6.389	7.4429	6.875	3.3728	3.7	7.0141	4.2244	5.8509	8.5667	3.7031	3.7498	8.8424	4.2458	5.4949	7.6464	4.9248	3.7492	8.2545	7.997	5.7481	4.6398	3.8895	7.7126	3.8277	7.7315	6.8926	4.3393	7.2201	6.0999	6.942
EA_G__STS-1	5.2033	5.2244	9.0503	4.6973	4.8157	5.8729	4.6605	6.9095	8.0688	5.1083	7.3136	4.7549	4.4609	7.6737	8.3529	8.4559	8.6415	4.9514	5.1812	8.8066	7.7323	7.8819	8.4816	5.1073	5.0474	5.032	7.8078	5.5263	4.3696	5.545	5.6356	5.6818	6.8601	7.5785	7.1292	6.3024	5.5028	5.2742	5.0443	5.2837
EA_G__ETNK2	7.0246	7.5221	6.2958	9.7857	10.3826	7.9061	9.9112	6.7952	6.888	8.279	6.8342	7.9484	10.7975	8.3972	8.1223	7.3287	6.047	9.5415	6.9475	7.6305	7.4034	5.0177	6.0105	8.2102	7.2977	8.5517	6.0214	8.6961	8.7361	8.9902	8.1005	5.4341	6.619	4.237	7.1677	6.6387	8.0919	7.2943	6.6311	6.3521
EA_G__SELENBP1	9.3821	11.1376	7.9104	9.1265	9.3341	5.4145	10.1056	5.5815	5.6859	8.0894	8.1306	9.097	8.0519	8.1768	5.6338	7.0976	7.4304	10.2276	10.3951	5.9801	5.5176	9.058	5.8776	8.4871	10.0174	5.6347	7.434	9.528	10.4363	10.1032	10.6142	5.3724	6.0275	6.422	9.7696	9.591	9.8577	8.6891	10.8426	9.9875
EA_G__CFL2	5.5759	6.2396	6.251	6.3734	6.0658	8.7936	4.5717	8.0565	7.1761	6.166	7.4999	7.3432	6.5647	6.9818	6.4944	6.1673	7.0448	5.8519	6.2266	7.5471	8.3928	5.6348	8.126	5.8954	4.952	7.5996	8.0775	5.6671	5.3072	4.1366	5.8516	7.78	6.119	7.9761	6.6884	4.9737	5.9966	6.4361	4.1521	6.2777
EA_G__GLT8D4	5.4162	4.7151	6.1753	4.6364	5.56	8.5909	4.5511	6.4932	6.4599	6.9925	7.8917	5.3506	5.6089	8.3612	4.909	5.3307	6.439	4.6377	4.642	6.4971	7.7787	4.8082	7.0644	6.5883	5.5457	6.3558	6.3478	4.9884	4.4178	5.2385	5.3691	7.1987	7.6105	7.5528	5.0621	4.7053	5.652	5.7258	4.8007	5.769
EA_G__MSN	6.7845	5.5245	8.9289	4.0134	4.419	10.3783	4.1022	10.6023	11.3117	10.2913	10.364	4.1309	7.0685	10.7693	10.103	9.5137	10.4191	4.3616	4.4627	9.6207	10.8946	10.6461	10.7237	4.1429	4.7797	10.1759	10.8438	3.9279	8.4521	5.0086	4.469	10.7101	10.614	10.7822	3.9763	6.4413	4.674	4.3941	5.8385	7.8425
EA_G__SGK	4.2316	5.0406	7.2857	5.4106	5.3314	9.0838	4.1858	8.9845	8.9248	4.3511	8.7011	6.361	5.0384	6.6596	7.7021	7.7639	6.6802	4.4304	5.1726	7.019	9.4103	6.1623	9.2354	5.1628	5.3706	8.3272	8.4342	7.6622	3.713	5.0158	4.8986	9.7393	8.7562	8.0896	5.5156	6.1843	7.5815	4.7744	5.6857	5.0778
EA_G__MEGF9	7.0461	6.094	6.6923	8.7061	7.4811	5.822	7.6443	5.7505	5.9558	7.2222	6.1581	6.9122	9.1405	6.0661	6.5113	6.1046	6.7453	7.5722	6.5073	5.9738	6.1278	6.3046	6.2887	7.6627	7.5047	5.9312	6.1493	9.7645	8.6638	7.6239	6.2421	5.741	5.513	6.3937	7.5167	7.3731	7.5806	8.0296	8.3711	7.4477
EA_G__SERPINB8	5.9282	5.6337	5.8767	5.7351	5.4239	6.9483	4.7505	5.7799	7.9143	5.305	4.5253	4.615	5.0358	4.0874	8.4882	6.5506	6.6323	5.6264	5.0568	6.7954	7.3107	5.9809	7.9752	4.3995	4.7251	4.4248	7.7725	5.3598	5.0591	5.3931	5.7255	6.3223	7.8564	7.2546	5.5782	6.5458	4.8619	4.8863	5.4901	6.2209
EA_G__CMTM7	7.8658	5.9188	6.2141	7.1049	5.3678	7.6197	5.935	8.3251	8.8032	7.0911	8.1796	5.1804	5.5291	8.2411	8.1877	7.9604	5.5399	5.3654	5.849	8.9538	7.5776	8.2734	7.6982	6.3971	5.7649	7.7657	8.3036	5.4139	6.5478	6.1254	6.2854	8.5469	7.8743	7.6306	7.0904	5.7507	6.2845	7.1193	5.557	5.7201
EA_G__PTRF	6.1378	5.9441	8.4012	5.9461	5.7085	9.47	6.0342	9.4316	7.9379	6.2178	8.1509	5.8965	5.563	7.0871	8.0149	8.4522	8.1467	6.1849	6.696	6.8672	9.1449	6.8679	9.7016	6.208	6.3008	8.7173	8.8381	5.6244	6.5879	6.7201	6.1917	8.0202	8.0864	8.6629	5.8363	6.4714	6.5439	6.4796	5.9419	5.7248
EA_G__TTC19	8.6527	8.2419	9.1502	8.8749	8.2278	8.7502	8.0066	8.1906	8.9872	8.1973	8.8045	11.2654	7.9345	8.8368	8.701	8.9498	8.4536	8.1676	8.3788	8.8937	8.1428	7.8048	8.3982	8.0098	8.7224	8.7694	8.8368	8.2474	8.4269	8.5385	8.4692	8.3053	8.2343	7.9473	8.2896	8.1058	8.6106	8.0567	8.3585	8.3437
EA_G__P2RY6	5.8658	8.7646	8.1342	6.6875	7.0986	5.3199	6.1138	6.0507	5.4422	6.5098	5.6812	8.2888	7.7752	5.6175	6.0433	5.9451	8.1152	7.4019	8.6796	8.0907	5.2767	7.7315	5.7837	7.7124	7.6371	5.2904	5.8952	8.1293	8.0841	8.0435	9.1671	5.4074	6.0452	5.7602	8.617	7.9559	7.8561	8.0817	6.9486	6.7097
EA_G__SLC24A3	6.1884	5.8567	4.866	7.6921	8.927	4.9069	8.2005	4.916	5.4026	8.4196	5.6591	7.088	7.3408	6.854	5.1651	4.81	5.1148	6.8799	7.4995	5.2071	4.6949	7.2516	7.5909	6.3113	7.6462	4.6514	4.8684	7.4147	6.5707	7.3839	6.6887	4.7718	5.043	4.925	7.853	6.2864	7.3459	7.4011	6.9271	6.0728
EA_G__AGPS	8.9363	4.5517	9.653	7.2311	5.8532	8.6021	7.7053	9.966	9.7677	7.5441	8.9797	8.0721	7.7352	8.2133	10.1761	9.4607	8.6283	5.8763	8.5532	9.0848	9.1475	8.4572	9.3307	3.0191	3.3336	9.0361	9.4937	5.9847	8.784	6.8236	5.0358	9.7549	8.9906	9.4369	8.3386	7.3149	7.8151	3.4863	4.0977	5.1068
EA_G__PLEKHB1	7.6231	5.254	5.0693	5.3977	5.4151	5.0068	4.9418	5.5443	4.9636	5.7412	4.9862	4.8703	5.4097	5.8666	5.3732	5.3426	5.1327	7.2393	5.889	6.695	4.8447	6.0074	4.9419	6.4585	7.3042	4.8678	5.5008	7.3923	5.9226	6.5504	5.4433	5.4751	6.104	5.0925	7.2975	5.5648	7.2707	6.1883	5.1969	4.9934
EA_G__NPNT	9.7175	4.796	4.7201	6.5012	7.8917	4.441	10.7625	4.4581	8.1607	5.8982	4.3833	7.3872	11.8091	11.6626	5.0469	8.443	5.5542	10.1728	8.6324	7.036	4.1383	8.539	4.1836	8.3548	8.2778	9.2354	4.3101	6.7171	10.0655	8.3994	6.4436	3.8952	5.0532	4.2828	7.6355	5.4506	5.7851	6.7138	6.9318	6.0306
