Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg25924032__BMS1L	0.21991	0.016551	0.045364	0.019247	0.021278	0.49407	0.20925	0.14906	0.01502	0.037029	0.045398	0.030783	0.070846	0.020055	0.02357	0.024939	0.052928	0.077002	0.29267	0.40486	0.36092	0.033537	0.021332	0.51904	0.033065	0.033355	0.3391	0.026936	0.018051	0.026019	0.027445	0.15989	0.01952	0.34644	0.062771	0.050336	0.046428	0.018554
Meth__cg05511517__NOTCH2	0.073693	0.044296	0.32474	0.15824	0.046269	0.29313	0.069248	0.094523	0.17703	0.052848	0.035001	0.27303	0.25859	0.16272	0.073856	0.079166	0.066688	0.052539	0.099093	0.12616	0.318	0.055702	0.069956	0.30685	0.084937	0.067689	0.25864	0.086598	0.041676	0.13936	0.048564	0.32397	0.050862	0.077871	0.041354	0.080677	0.049346	0.05972
Meth__cg03132911__IQGAP2	0.069092	0.037696	0.34557	0.045455	0.044131	0.3109	0.035875	0.099487	0.077983	0.13965	0.050804	0.05122	0.066249	0.071979	0.049258	0.054128	0.052456	0.024945	0.029703	0.057143	0.052179	0.058832	0.041667	0.48213	0.053641	0.05594	0.10152	0.12164	0.036098	0.032276	0.04389	0.030036	0.030425	0.085986	0.13995	0.073171	0.054821	0.039853
Meth__cg22560190__CNTN1	0.13093	0.10139	0.21051	0.12359	0.068631	0.11946	0.077728	0.15539	0.13151	0.13084	0.09204	0.14048	0.38911	0.1052	0.10486	0.17531	0.19923	0.092685	0.09398	0.1931	0.10216	0.12119	0.080095	0.14471	0.093209	0.14008	0.76132	0.13304	0.081326	0.075839	0.093137	0.095781	0.082327	0.25394	0.094539	0.10237	0.11544	0.098326
Meth__cg04784672__LRFN5	0.90456	0.023474	0.91519	0.032396	0.023618	0.66062	0.75786	0.93455	0.032906	0.28292	0.95922	0.95503	0.7639	0.16408	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.031088	0.95224	0.8719	0.028117	0.086519	0.57157	0.042121	0.025892	0.083512	0.60284	0.20847	0.032648	0.52875	0.41658	0.71244	0.80176	0.52011
Meth__cg16632280__LTBP3	0.060949	0.16658	0.057743	0.11439	0.057562	0.053458	0.1289	0.079079	0.061704	0.065726	0.092672	0.054777	0.12774	0.061294	0.51523	0.049011	0.10188	0.040131	0.047962	0.089129	0.060601	0.13864	0.079313	0.062933	0.08134	0.094457	0.09321	0.39758	0.051739	0.053445	0.058733	0.054401	0.075716	0.046646	0.10395	0.067997	0.061366	0.071418
Meth__cg15835825__HTR5A	0.48817	0.021318	0.37036	0.033924	0.023469	0.38002	0.10816	0.25905	0.051796	0.068626	0.95032	0.94695	0.95482	0.045872	0.029224	0.087145	0.19671	0.58156	0.026856	0.034611	0.045935	0.047394	0.18776	0.90975	0.047415	0.046015	0.84146	0.096713	0.021488	0.044247	0.04272	0.037484	0.022528	0.47019	0.071116	0.46369	0.25661	0.024693
Meth__cg24262469__TIPARP	0.11959	0.080182	0.68105	0.17654	0.22471	0.35652	0.10936	0.1131	0.1382	0.099487	0.12877	0.66814	0.10193	0.13066	0.11335	0.10668	0.10777	0.27078	0.12296	0.075863	0.20526	0.13476	0.059788	0.26542	0.083076	0.11029	0.13598	0.16137	0.062443	0.050334	0.29223	0.25586	0.077496	0.17879	0.12151	0.2126	0.22713	0.2947
Meth__cg14289511__FLJ45256	0.92972	0.036629	0.89717	0.20005	0.23066	0.036248	0.84967	0.10008	0.083595	0.47545	0.04209	0.83351	0.91682	0.077982	0.38084	0.47617	0.064379	0.26582	0.61734	0.76477	0.91956	0.051225	0.84179	0.8671	0.75217	0.046984	0.88043	0.059923	0.021788	0.050697	0.052437	0.91853	0.027145	0.91275	0.44878	0.88438	0.49973	0.84474
Meth__cg07533148__TRIM58	0.50067	0.02489	0.98069	0.97812	0.017391	0.97933	0.59852	0.98151	0.9593	0.84959	0.026624	0.97652	0.91523	0.72158	0.045466	0.55218	0.85036	0.17784	0.97919	0.9739	0.98169	0.039673	0.020651	0.92707	0.93528	0.26847	0.92541	0.051788	0.76125	0.5665	0.029589	0.66911	0.018676	0.98224	0.040657	0.042199	0.024686	0.02382
Meth__cg20855565__TRIM58	0.34254	0.013738	0.95851	0.69835	0.024884	0.9458	0.45274	0.88014	0.061285	0.041086	0.01976	0.91139	0.75367	0.05837	0.018693	0.29934	0.047769	0.096759	0.61344	0.7962	0.95015	0.019935	0.019233	0.75736	0.22344	0.09139	0.77347	0.025515	0.24415	0.1476	0.028219	0.34885	0.018952	0.65293	0.036952	0.037595	0.01803	0.027616
Meth__cg24399106__MGC45800	0.059593	0.061487	0.8489	0.11572	0.14804	0.85092	0.081658	0.4504	0.37541	0.80395	0.26861	0.3488	0.67509	0.35842	0.069181	0.23758	0.13436	0.061025	0.059582	0.077212	0.13047	0.058954	0.062522	0.76433	0.076203	0.28082	0.30175	0.11671	0.054298	0.056985	0.051915	0.2162	0.1857	0.7935	0.14293	0.16066	0.069014	0.059813
Meth__cg15948326__C11orf45	0.034961	0.015478	0.4701	0.016524	0.019576	0.64771	0.019323	0.013055	0.023218	0.01767	0.017257	0.035165	0.034362	0.013316	0.015058	0.023631	0.023281	0.062886	0.019133	0.021716	0.026802	0.022917	0.018942	0.50529	0.018879	0.024894	0.059541	0.026897	0.039816	0.014006	0.017688	0.20894	0.018538	0.8196	0.061411	0.020673	0.02459	0.10596
Meth__cg25376316__CA5B	0.75772	0.039274	0.97704	0.021369	0.51536	0.22563	0.023503	0.98297	0.040391	0.70498	0.02412	0.05472	0.60144	0.026641	0.031438	0.03365	0.025929	0.81822	0.01886	0.029037	0.97868	0.02681	0.65165	0.61905	0.020981	0.13304	0.64606	0.073683	0.80907	0.025335	0.79145	0.71233	0.0364	0.56987	0.030325	0.021429	0.96006	0.93958
Meth__cg10730712__COL23A1	0.69007	0.024966	0.5511	0.60853	0.042281	0.76523	0.75736	0.43375	0.030663	0.87947	0.036525	0.11489	0.54363	0.2271	0.035594	0.03794	0.048535	0.037881	0.71602	0.76964	0.75906	0.34742	0.24145	0.90818	0.044459	0.17611	0.91498	0.051237	0.022496	0.036405	0.31187	0.32578	0.020853	0.9729	0.11895	0.53539	0.28695	0.030493
Meth__cg10735607__TMEM109	0.096134	0.050255	0.55362	0.24868	0.19377	0.9158	0.17611	0.63418	0.056767	0.12319	0.29167	0.43858	0.3463	0.057872	0.13356	0.45399	0.15836	0.06358	0.28064	0.14571	0.7328	0.20077	0.23715	0.73328	0.11111	0.036036	0.070612	0.1748	0.063022	0.26023	0.058688	0.40222	0.092725	0.39396	0.17525	0.44396	0.072849	0.092126
Meth__cg03149130__DIRAS2	0.17811	0.066291	0.54033	0.14005	0.052927	0.79865	0.18749	0.42084	0.33848	0.43701	0.58066	0.10693	0.81794	0.29976	0.21759	0.22389	0.14356	0.03599	0.13327	0.076487	0.4967	0.13116	0.10234	0.75859	0.073855	0.12558	0.29553	0.21727	0.051256	0.10154	0.11066	0.83942	0.085007	0.78904	0.057035	0.068299	0.33257	0.282
Meth__cg00981643__MECP2	0.051567	0.044453	0.14747	0.10694	0.080365	0.55692	0.079952	0.47161	0.54768	0.51136	0.05493	0.27566	0.18742	0.41689	0.065431	0.27238	0.095313	0.056604	0.18392	0.32693	0.32786	0.55551	0.43497	0.43315	0.1762	0.090773	0.68706	0.15919	0.14172	0.034935	0.077214	0.099667	0.045263	0.095197	0.098695	0.47437	0.13073	0.051566
Meth__cg23481748__UNQ9438	0.82474	0.10314	0.63567	0.44772	0.44484	0.74483	0.083121	0.19938	0.22093	0.086574	0.10055	0.65826	0.58335	0.21048	0.29906	0.45559	0.16743	0.078332	0.17806	0.1245	0.43169	0.44433	0.15925	0.37056	0.48038	0.14449	0.11522	0.30394	0.11422	0.064724	0.10213	0.5405	0.13957	0.45016	0.12468	0.37796	0.53413	0.3049
Meth__cg05674036__OR3A3	0.89646	0.047907	0.38465	0.90611	0.064415	0.26425	0.77176	0.18099	0.15042	0.20312	0.67165	0.82614	0.34597	0.10672	0.47052	0.8099	0.13136	0.037267	0.18956	0.65212	0.86192	0.074898	0.76694	0.095853	0.077361	0.16819	0.1956	0.10664	0.056157	0.097149	0.11877	0.8216	0.04307	0.5167	0.093765	0.8326	0.48692	0.12267
Meth__cg25826526__C20orf20	0.024652	0.019514	0.0199	0.018576	0.015429	0.013475	0.015552	0.026603	0.015374	0.018061	0.019966	0.024943	0.034237	0.017092	0.84292	0.016413	0.048458	0.014028	0.019304	0.01646	0.02562	0.02235	0.029114	0.019602	0.023981	0.031555	0.044202	0.032787	0.029316	0.025894	0.025582	0.017942	0.031375	0.013271	0.028874	0.025225	0.02114	0.020404
Meth__cg12422450__CHGA	0.91297	0.052816	0.81143	0.25781	0.25657	0.94344	0.82512	0.70627	0.060871	0.26713	0.85435	0.94906	0.93233	0.066471	0.056644	0.095113	0.073171	0.88068	0.62508	0.86682	0.96117	0.11551	0.31083	0.9442	0.9558	0.066151	0.94551	0.076451	0.04291	0.69823	0.090453	0.36943	0.059466	0.87968	0.10713	0.29006	0.56087	0.1279
Meth__cg14562990__LDOC1	0.50337	0.066028	0.51988	0.85233	0.14709	0.056595	0.04771	0.62558	0.21671	0.57322	0.056012	0.09205	0.18898	0.18221	0.074678	0.56705	0.16494	0.37529	0.074427	0.055266	0.55681	0.32149	0.51694	0.53059	0.17417	0.43053	0.40299	0.08048	0.22996	0.039003	0.24814	0.26896	0.075195	0.47393	0.10824	0.61579	0.36231	0.06615
Meth__cg14043602__OR1E1	0.57703	0.024617	0.25691	0.58446	0.044905	0.13277	0.16469	0.29389	0.075915	0.051143	0.38708	0.40842	0.15936	0.10905	0.18437	0.36175	0.11518	0.032638	0.11672	0.27922	0.83412	0.12739	0.3733	0.089942	0.034555	0.10179	0.18162	0.062667	0.031521	0.12864	0.048792	0.312	0.030186	0.4667	0.036741	0.7227	0.21058	0.046003
Meth__cg18011401__CACNA1A	0.41824	0.12281	0.66107	0.22775	0.14641	0.59581	0.2772	0.75298	0.11086	0.14315	0.41369	0.26497	0.2155	0.14789	0.19966	0.17938	0.15257	0.24529	0.19523	0.5527	0.14151	0.084356	0.54354	0.33096	0.10239	0.17612	0.40921	0.26265	0.074167	0.073152	0.078882	0.077844	0.10889	0.28901	0.11699	0.55277	0.12221	0.092852
Meth__cg14314889__OR1E2	0.57682	0.033208	0.26345	0.64087	0.03974	0.11834	0.15843	0.23179	0.079042	0.063533	0.41599	0.55985	0.16041	0.12291	0.23011	0.37169	0.14849	0.02276	0.10887	0.28114	0.85211	0.13736	0.39538	0.16138	0.035748	0.13947	0.15532	0.057372	0.032783	0.12302	0.055291	0.29395	0.026733	0.50192	0.045338	0.75214	0.21919	0.047609
Meth__cg00177698__PNPO	0.03501	0.048211	0.036108	0.039746	0.022546	0.033809	0.04817	0.032363	0.038879	0.034394	0.45039	0.034225	0.064802	0.046834	0.95498	0.027847	0.054469	0.033997	0.030543	0.036853	0.034916	0.049474	0.044166	0.05346	0.045386	0.06087	0.076942	0.10234	0.039551	0.038581	0.038219	0.046808	0.032927	0.026128	0.14475	0.048663	0.04093	0.037517
Meth__cg12382902__CCND2	0.97477	0.014984	0.97453	0.07162	0.087623	0.97217	0.96391	0.97836	0.052404	0.9516	0.97085	0.97303	0.75998	0.075622	0.015948	0.023693	0.043749	0.42182	0.98217	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.95599	0.43183	0.01428	0.055846	0.015849	0.015828	0.020913	0.98444	0.069026	0.51028	0.83481	0.62122
Meth__cg08849126__GPRC5A	0.0303	0.025324	0.025427	0.027972	0.028806	0.025705	0.037018	0.014929	0.023874	0.023841	0.18768	0.023348	0.039825	0.025093	0.49446	0.019768	0.035209	0.033916	0.018127	0.027137	0.026265	0.39572	0.021181	0.0245	0.027973	0.029902	0.039553	0.037466	0.023479	0.025092	0.020607	0.021099	0.027838	0.024693	0.063747	0.025465	0.024251	0.027201
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.13026	0.17682	0.12037	0.13511	0.10447	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.092251	0.065458	0.10859	0.14562	0.068435	0.11627	0.12506	0.73992	0.077125	0.75405	0.16216	0.066739	0.14414	0.096817	0.10798	0.063379	0.1609	0.10434	0.092963	0.065349	0.26657	0.083402	0.56418	0.088141	0.068402
Meth__cg08743392__GSS	0.035276	0.05076	0.037997	0.075684	0.098323	0.35467	0.07445	0.04208	0.038416	0.056586	0.082049	0.031202	0.052682	0.039945	0.094581	0.039894	0.061275	0.038352	0.085214	0.040011	0.071993	0.49122	0.049224	0.068408	0.055766	0.10288	0.073202	0.072834	0.032587	0.052767	0.042432	0.1441	0.32744	0.036658	0.06906	0.05727	0.03606	0.057598
Meth__cg26643856__HLA-DOA	0.48349	0.026974	0.86193	0.77737	0.66865	0.11739	0.48719	0.78748	0.50781	0.39578	0.31022	0.54815	0.36664	0.38165	0.1627	0.68436	0.064687	0.017583	0.23163	0.24603	0.82099	0.089259	0.62537	0.11266	0.057215	0.035985	0.047282	0.037677	0.14938	0.054486	0.024564	0.71925	0.032917	0.22557	0.10966	0.70781	0.39178	0.44354
Meth__cg25467603__WDR18	0.013739	0.023679	0.019668	0.027517	0.025447	0.021675	0.023916	0.016206	0.021303	0.020292	0.026852	0.014168	0.034959	0.023927	0.018662	0.017788	0.10764	0.017722	0.021828	0.020671	0.021666	0.026294	0.014477	0.023553	0.022979	0.051414	0.03995	0.08534	0.020634	0.013458	0.019249	0.024363	0.02324	0.015943	0.033824	0.022002	0.026369	0.024402
Meth__cg13801381__CCND2	0.95494	0.021809	0.95351	0.23797	0.30785	0.91832	0.84623	0.97748	0.19744	0.92101	0.94345	0.95689	0.8328	0.18534	0.020195	0.10596	0.05529	0.35987	0.95307	0.95302	0.96494	0.056268	0.92176	0.67113	0.52659	0.082978	0.82781	0.23651	0.036321	0.71977	0.42657	0.024944	0.026197	0.71462	0.088041	0.53257	0.44752	0.49159
Meth__cg22166290__BCL11A	0.050306	0.052913	0.67222	0.35795	0.20455	0.27685	0.47634	0.66049	0.074392	0.91363	0.070505	0.33878	0.081503	0.067263	0.059785	0.070264	0.092635	0.57183	0.6308	0.85975	0.5523	0.055664	0.56656	0.33118	0.064659	0.53649	0.89592	0.074774	0.061158	0.054308	0.077817	0.37389	0.072031	0.068663	0.22994	0.67374	0.80519	0.066198
Meth__cg18438777__NPY5R	0.081096	0.06338	0.95206	0.090512	0.061976	0.94828	0.081732	0.57769	0.09318	0.081984	0.43225	0.11103	0.874	0.07028	0.93915	0.072482	0.17475	0.80043	0.039916	0.070721	0.351	0.069334	0.080342	0.88429	0.064456	0.10398	0.60955	0.096957	0.051811	0.03945	0.71751	0.17688	0.057828	0.94073	0.13862	0.36278	0.0608	0.057437
Meth__cg00929855__HSPA1A	0.049628	0.043052	0.15264	0.077232	0.0222	0.0258	0.03973	0.080687	0.023704	0.0354	0.077596	0.025946	0.043223	0.07303	0.74541	0.032446	0.10251	0.026788	0.035553	0.13637	0.031794	0.094091	0.039478	0.97628	0.073347	0.050056	0.087891	0.032948	0.034988	0.033186	0.094567	0.023587	0.042517	0.021286	0.088161	0.028421	0.022959	0.031318
Meth__cg11490446__PSEN1	0.037896	0.021383	0.10048	0.061765	0.043781	0.23366	0.038164	0.32324	0.035874	0.037423	0.025894	0.10503	0.039048	0.030825	0.027378	0.024574	0.038183	0.030983	0.016902	0.031571	0.046477	0.023819	0.019262	0.41822	0.040075	0.04172	0.029799	0.054529	0.026187	0.022513	0.021016	0.045837	0.033235	0.042352	0.047806	0.025453	0.037003	0.062268
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.023693	0.90991	0.029604	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.037711	0.059487	0.016399	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.022386	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
Meth__cg10563284__PAK6	0.051968	0.030427	0.086983	0.086919	0.063905	0.16336	0.03829	0.05358	0.068996	0.097364	0.069874	0.038563	0.068454	0.054502	0.044467	0.045572	0.064697	0.027233	0.051418	0.055535	0.062491	0.066334	0.037521	0.1183	0.045275	0.045362	0.069668	0.10888	0.039461	0.025488	0.042726	0.49201	0.049319	0.12304	0.075291	0.083942	0.053169	0.063462
Meth__cg21208104__PRSS12	0.042079	0.03085	0.94696	0.54876	0.030762	0.73135	0.046896	0.23054	0.035039	0.035278	0.037527	0.127	0.30719	0.036731	0.045059	0.33758	0.047743	0.80341	0.22092	0.16788	0.70847	0.04944	0.28211	0.80226	0.042426	0.058693	0.66282	0.048892	0.051605	0.038199	0.072178	0.18003	0.030669	0.43233	0.072513	0.05802	0.050072	0.12513
Meth__cg08806153__HOXD11	0.16955	0.028823	0.55343	0.30099	0.022961	0.92144	0.88024	0.04869	0.026703	0.027612	0.034781	0.045008	0.036129	0.025252	0.23966	0.14371	0.047724	0.35318	0.044519	0.057122	0.30353	0.027353	0.18591	0.90769	0.028045	0.023683	0.66209	0.19953	0.017439	0.021575	0.016175	0.018622	0.022895	0.16861	0.028417	0.57985	0.53078	0.68602
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.10977	0.054223	0.12843	0.051052	0.075316	0.065084	0.15968	0.082492	0.070067	0.11255	0.096967	0.059343	0.098483	0.060585	0.20306	0.094997	0.082504	0.063562
Meth__cg24415468__ZNF6	0.15212	0.081277	0.88419	0.077187	0.16134	0.49189	0.081994	0.30846	0.3216	0.35829	0.076105	0.12561	0.33528	0.29808	0.349	0.53347	0.26014	0.067905	0.061041	0.078765	0.4831	0.083015	0.3754	0.78724	0.07588	0.40545	0.30822	0.12921	0.065748	0.067095	0.18987	0.071434	0.061362	0.53678	0.14883	0.39927	0.093643	0.075953
Meth__cg14322224__DDAH1	0.04673	0.065107	0.046109	0.053136	0.07377	0.091511	0.09591	0.054988	0.15674	0.056833	0.076281	0.030788	0.3495	0.13372	0.034778	0.044105	0.068943	0.051264	0.063687	0.057376	0.044799	0.066484	0.068417	0.27049	0.053545	0.054795	0.047511	0.072332	0.059986	0.72599	0.9313	0.046013	0.045902	0.040387	0.1072	0.045983	0.05199	0.056058
Meth__cg02976617__NUDT12	0.058631	0.047604	0.046489	0.27527	0.042255	0.047436	0.044748	0.033228	0.038036	0.040623	0.047939	0.039096	0.24549	0.0455	0.04576	0.043204	0.091078	0.032205	0.047242	0.039591	0.044147	0.047849	0.0439	0.10394	0.047409	0.071123	0.074915	0.09054	0.039899	0.81563	0.049733	0.038537	0.042573	0.039066	0.080738	0.048871	0.43988	0.34763
Meth__cg08911391__DDOST	0.11018	0.092316	0.43046	0.42255	0.15068	0.36973	0.1002	0.066552	0.17958	0.10348	0.49392	0.15663	0.18733	0.098621	0.082278	0.11021	0.15873	0.18612	0.28227	0.24471	0.12962	0.37657	0.075054	0.43433	0.32176	0.076508	0.057098	0.17556	0.059566	0.042245	0.077075	0.2166	0.06125	0.27018	0.10466	0.52645	0.078731	0.062798
Meth__cg17966619__NT5E	0.040517	0.1577	0.042823	0.37337	0.31474	0.036528	0.97962	0.042277	0.045927	0.044252	0.67636	0.5893	0.62422	0.62758	0.60561	0.040881	0.072581	0.027898	0.67819	0.089483	0.18793	0.044216	0.39405	0.057021	0.042381	0.24556	0.96949	0.10606	0.032434	0.036631	0.027918	0.14517	0.04974	0.60623	0.95359	0.04968	0.12752	0.84056
Meth__cg11504897__NRN1	0.71248	0.13355	0.2036	0.23187	0.17096	0.73864	0.91686	0.53527	0.10196	0.48291	0.55657	0.16727	0.18441	0.19641	0.086957	0.24143	0.1365	0.85746	0.42814	0.2273	0.95321	0.10845	0.29889	0.92095	0.38222	0.18857	0.94573	0.20638	0.12034	0.11563	0.12634	0.48459	0.10842	0.12256	0.19759	0.92162	0.65629	0.88658
Meth__cg13809962__ZNF6	0.32828	0.0486	0.18416	0.078022	0.062448	0.8709	0.054333	0.30105	0.3317	0.092692	0.043016	0.078509	0.37912	0.27489	0.30801	0.43294	0.21203	0.038875	0.034724	0.061822	0.13148	0.044777	0.31976	0.81548	0.046317	0.14959	0.23954	0.053357	0.032668	0.035011	0.1049	0.15195	0.033611	0.46767	0.08458	0.15201	0.049223	0.046912
Meth__cg23761196__CNOT1	0.083746	0.068566	0.088253	0.10449	0.060106	0.078232	0.0767	0.55947	0.080645	0.067797	0.075791	0.13147	0.14779	0.076777	0.069686	0.10183	0.086909	0.058689	0.062637	0.078444	0.16633	0.059199	0.068607	0.087451	0.080715	0.06793	0.14749	0.14698	0.047699	0.060172	0.061621	0.20332	0.080176	0.085327	0.093263	0.070114	0.069436	0.066813
Meth__cg11754676__ZNF10	0.022499	0.02369	0.025511	0.023573	0.029674	0.020822	0.76241	0.017826	0.025274	0.026072	0.023874	0.01779	0.056458	0.032002	0.020769	0.020406	0.047101	0.018236	0.016042	0.025535	0.018458	0.030475	0.015379	0.10559	0.033603	0.032535	0.078813	0.044118	0.027204	0.020084	0.022641	0.020999	0.025794	0.020639	0.032465	0.018997	0.024121	0.031345
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.06645	0.085049	0.092013	0.060132	0.090004	0.098036	0.090602	0.06975	0.10702	0.09951	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.099868	0.098097	0.11332	0.07521	0.090355	0.095944	0.11	0.11141	0.094241	0.099482	0.098977	0.067572	0.09597	0.062517	0.072701	0.085361	0.083883	0.096304
