Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM229PE	SUM52PE	T47D	UACC812	UACC893	ZR751	ZR7530	ZR75B
RS_G12507__LY6D__LY6D	0	7.9331	1.51	0.56206	0	0	6.0624	0	0	0	0.89626	3.238	9.526	4.072	0	3.4716	0	1.1886	0	4.3203	1.421	0.31951	10.3707	0	3.1397	0	5.8242	0	4.0858	10.4361	3.3461	0	2.5339	4.0998	1.2481	0	0.42717
RS_G2467__MMP9__MMP9	0.3352	4.7331	0	1.8897	7.2801	1.3299	2.8432	7.1538	0.43548	1.2458	3.165	1.5059	6.2936	0.93467	0	3.1581	0.63889	0.45168	0.35709	3.8095	3.1157	2.482	1.5826	0	1.3653	0	2.3144	0.54164	4.3212	5.3232	3.8646	1.7067	1.7646	0.15571	2.9642	0.25244	1.4825
RS_G477__SH2D2A__SH2D2A	0.94001	4.6893	0.32589	2.6798	0	0.29969	3.9685	1.0373	0	2.4134	6.2239	1.8472	3.8194	0.97591	1.1028	2.5234	2.1292	3.9223	0.48031	1.0982	0	0.1632	2.1868	0	3.6932	2.1948	0	1.9177	4.4467	3.6017	0.81263	3.7963	2.6117	1.9574	3.0212	0.48899	5.6658
RS_G21898__CARD16__CARD16	0.84619	1.2359	0	0	0	0	0	0	0	0.4364	1.243	4.3336	2.7053	4.9938	2.0011	3.3761	0	7.5705	1.1067	0	0	0	0	1.5332	0	0	3.0494	0	2.3581	4.1815	3.8427	5.8372	0	0	0	0	0
RS_G432__GRAMD1B__GRAMD1B	0.28829	2.1581	0.75376	1.1705	0	0	0	2.6513	0	1.6006	0	3.9056	1.8936	2.5773	0	1.7797	2.2565	1.6947	3.2005	2.4558	0.57275	0	4.9375	0	3.6724	1.0083	1.9518	0	3.5469	0.14873	3.8339	1.0294	1.0115	7.0113	1.8371	0	0.59182
RS_G14365__CST6__CST6	1.1735	4.8219	0	2.2528	1.1623	0.40458	2.5251	0	0	4.0306	1.7102	5.9733	9.605	6.3431	7.796	5.5347	1.3362	3.3225	1.0523	3.7167	0.69586	0.98624	8.1369	3.2657	1.6994	1.1045	3.1421	2.7763	7.589	10.9573	2.5445	5.0406	8.5443	6.8695	4.4201	2.987	0
RS_G8225__CDH13__CDH13	0.79371	0.54616	4.3057	2.2989	0	3.2813	5.2934	0.49764	3.4666	0.51797	0.12838	6.5149	4.6694	1.2336	0.86509	2.239	0	0.35424	8.3387	0.63373	1.9025	0.76194	1.4519	0.13405	2.5283	1.2137	0.18413	5.866	6.0349	0.57649	3.0674	2.5252	0.86606	3.3111	0.7379	2.4613	0.46187
RS_G12549__ANGPTL4__ANGPTL4	1.3628	1.7355	0.28988	1.6842	7.1002	2.6448	1.0067	0.41541	3.6172	2.1231	3.7472	4.8525	6.5014	3.8004	0.47775	3.7687	4.8409	3.5734	5.2861	5.7269	6.1066	1.3524	6.5731	5.4475	1.9371	3.028	5.5559	7.218	7.3786	6.5586	10.3721	5.9315	5.0877	7.8486	6.2922	0.66451	1.8001
RS_G7186__UPK3B__UPK3B	4.3257	6.4156	1.2753	3.3334	0.3283	2.2296	1.8455	1.4654	5.3559	2.2089	1.8358	4.9271	6.6409	1.9608	1.9226	2.5166	0.59218	4.232	0.67228	8.4252	4.4801	2.2886	9.9063	2.0549	1.5968	1.4107	5.4363	1.7678	7.0829	9.7015	4.642	9.9793	5.8113	0.12476	4.186	1.7002	2.2517
RS_G8626__S100A7__S100A7	0	2.9737	0	3.7002	0	1.3655	0	0	0.49492	1.8871	4.1975	0	3.9463	5.5511	0	7.4029	0	5.0528	0	0	0	0	7.7248	0	0.92604	0	6.0961	0	0	6.3833	0	0	4.4876	0	5.5475	0	2.3016
RS_G18582__MAGEA12__MAGEA12	0	7.7305	0	0	0.29613	0	0	0.33841	0	9.4865	0.27224	8.3753	1.6656	0	4.6108	1.051	0	5.8085	8.396	0.5451	0.30005	0	9.1989	0	1.36	0	8.2333	0	0	0.45187	0	2.2033	0.83189	7.8158	7.2668	0	7.5631
RS_G11051__LAPTM5__LAPTM5	2.8393	0.20669	0	1.2492	0.22567	2.6129	1.7293	2.6516	0.45429	2.2405	3.3755	3.4596	4.1543	2.745	0.87362	1.1634	0.66768	0.69552	0.91454	1.473	0.33275	2.7641	1.0672	9.5586	0.73502	0.39464	0	7.01	2.1102	6.916	0.65062	0	1.4999	1.1616	1.1637	0.13806	0
RS_G13222__KRT86__KRT86	11.2673	10.5962	1.9711	3.7791	1.8035	1.0905	3.1796	3.3399	2.1769	4.6903	9.0074	1.2196	6.6936	7.2836	3.6764	8.9666	1.7662	3.6699	1.4093	8.6262	6.508	2.4463	11.8802	2.9576	8.4168	1.4122	7.8604	0.88888	11.8716	4.6587	13.4224	3.4882	7.7233	9.7838	4.8114	3.7855	2.5588
RS_G14028__SUSD5__SUSD5	4.1374	0.2278	1.652	1.4189	7.4136	0.79899	3.8409	6.9339	2.5299	0.95948	0.80769	2.9449	2.9382	3.1619	1.2317	4.0329	6.9944	0.6891	4.6281	0.52125	0.29324	2.9912	3.0817	7.5128	1.1616	0.81957	1.4101	6.1608	1.8309	2.0915	0.27212	3.4141	3.0074	0.36284	0.075385	2.5544	0.35588
RS_G8454__PADI3__PADI3	0.46584	6.8211	0.54552	2.2372	0.43485	0.3183	0	1.8696	4.2999	1.9093	0	5.754	5.4543	9.8003	0.55591	2.9407	1.0326	0.40476	0.42128	6.6389	2.5696	1.7243	6.681	0.35983	0.59354	0.41031	4.097	0.41693	0.315	4.6738	6.8956	7.7006	4.0201	4.8258	2.2637	0.097619	0.52515
RS_G22652__SERPINB3__SERPINB3	0	0.25379	0	0	0	0	0	0.57895	0	0	0.82008	1.9225	3.3203	7.064	0	0.7401	0	9.5735	0	0	0	0	1.0359	0	0	0	0	0	5.6438	4.325	0	0	0	0	0	0	0
RS_G22410__KRT6A__KRT6A	3.5895	2.5889	2.9468	0.55164	2.2719	0.71416	10.8969	3.7479	0.58643	0.5174	4.0519	13.3732	10.576	4.7344	0	5.5642	0.38198	5.0609	0.61854	3.3575	0.83309	0	9.6891	0.66193	2.9479	4.5726	0.69475	1.5973	12.9285	14.7791	14.0538	1.3901	1.238	1.4046	1.3633	0.44455	1.0956
RS_G14377__NRIP3__NRIP3	0.68301	2.6914	2.4942	4.8866	3.843	0.17753	4.5493	4.685	5.3121	6.9244	3.4385	4.4969	2.6701	2.4016	0	0.6097	5.4067	2.5642	6.5177	0	0	8.4655	1.8015	0	1.9129	0	1.5919	2.9304	1.0302	2.0757	0	5.4952	1.0017	0	2.2752	4.9344	2.24
RS_G4584__KYNU__KYNU	0.60489	4.1925	1.4848	1.7876	0	6.9957	1.0675	9.0447	1.4605	4.2133	3.9039	7.1549	4.0487	8.0346	4.4861	6.7536	0.39923	5.3852	0.64089	6	9.3717	0.4213	5.9079	4.6446	2.6547	0.53147	6.069	0	8.9084	4.3763	5.0554	6.6215	0.67891	0.6457	4.0011	2.5932	0.96745
RS_G17866__FZD9__FZD9	0	4.6771	0.4403	2.9437	3.445	2.5305	3.3357	2.1183	0.12145	0.93021	5.7118	3.3851	3.5463	2.3341	1.4657	3.7746	0	2.9777	2.2666	4.1247	1.9509	0.94309	4.9195	0	0.16042	0	4.2909	4.2862	1.9381	4.1039	2.547	3.9233	2.9662	0	0	0	0
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	1.3019	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.60193	13.9607	0.83413	2.4598	5.6981	3.0627	2.8132	13.5919	14.182	8.7706	0.4696	1.6355	4.0164	0.16138	0.81787	1.5571
RS_G29190__AC023300.19__AC023300.19	0	1.2367	0	1.186	0	0	0.51339	0	0	0	0	0	2.5168	3.9066	0	1.3632	1.6846	5.3328	0	1.327	0	0	1.6133	0	0	0	0	0	4.4664	6.5868	0.35615	0	0.99619	3.5707	1.3003	0	0.45052
RS_G11011__PDZK1IP1__PDZK1IP1	8.8939	5.1203	0	0.39	1.3271	0	4.385	0.76975	0	0	8.5938	1.1708	7.7195	2.9333	4.7973	9.5445	0.92984	11.5825	0.436	0	0	0.39925	5.7253	0	0	0.88496	2.9495	1.1043	8.6643	3.5271	0.5957	2.5331	1.0949	3.8203	2.3211	0.78303	0.5381
RS_G11512__MFI2__MFI2	4.3376	4.3429	1.2557	4.4132	3.628	2.9574	6.8524	3.5305	2.1402	3.1866	5.8231	4.626	7.4331	3.2695	3.5363	6.2704	6.235	7.1904	3.2178	6.123	3.9668	5.1212	5.8679	6.0568	3.3973	2.8792	3.1469	3.4065	6.6324	6.8699	3.7922	4.9251	5.1397	3.2417	4.8503	2.6772	5.4993
RS_G5087__C10orf88__C10orf88	5.1036	3.4635	4.2138	5.1065	4.9616	5.2668	4.111	5.3159	4.8793	4.9919	5.6166	4.2636	4.7725	4.5133	3.9376	5.2514	4.5469	4.3564	3.4724	4.1536	5.0384	5.6538	3.335	5.6358	4.0063	4.4706	4.3227	4.8347	2.9816	4.1654	10.5242	4.5255	3.7896	3.6139	5.0102	4.692	3.5253
RS_G9383__SYT8__SYT8	5.2006	6.4758	0.42144	3.4629	0.20705	0.21585	2.0059	0	2.1773	4.7176	0.8256	1.403	3.6542	6.7637	2.0937	7.5701	0	0.70535	0.44075	2.032	0.21117	0.57028	7.2399	1.305	3.2331	0.36373	6.8044	1.207	5.1812	7.8559	7.1945	8.3643	5.5063	2.947	8.8617	2.4466	3.4887
RS_G6011__RP11-526D8.3__RP11-526D8.3	2.9849	1.1162	2.0449	2.4218	1.0407	3.8038	3.8918	2.1486	2.674	1.9041	1.3642	1.7846	2.3432	2.5619	2.1505	1.7005	3.4867	0.83674	1.1684	2.7743	2.0927	4.071	4.1106	1.8802	2.2954	0.84248	0	4.2372	5.5314	1.2526	1.5343	0	1.9734	0.93459	0.70079	1.3194	2.5296
RS_G3929__WNT5B__WNT5B	0.17786	0.10307	1.1297	1.7302	8.87	0.74258	6.8221	4.4856	4.0543	1.1046	0	1.3045	5.6642	0	0.72298	6.0588	4.6812	7.2372	8.6155	3.7836	1.3629	1.0212	4.5464	6.5414	0.86647	0.68258	0	7.6602	1.0118	2.4135	0	0.36393	0.63445	1.4996	0.77869	0.13299	0.87589
RS_G10801__S100A1__S100A1	12.2539	5.1734	4.3125	8.846	2.2497	10.0502	6.8321	2.8645	9.8429	7.3739	5.4273	1.8777	3.0618	1.939	10.6979	5.2693	4.0757	5.6141	3.2969	6.1014	4.2464	4.4537	9.6898	2.9113	5.8621	4.0999	5.1531	5.5304	2.123	4.343	5.0315	5.96	8.354	8.4907	3.8626	11.8033	2.5385
RS_G21897__C6orf27__C6orf27	4.0436	2.3377	0	1.4627	1.5076	1.1811	2.3572	1.6498	0.50386	0.99374	1.43	2.4612	1.6903	2.4383	1.7266	3.7011	2.2579	3.9854	1.6557	1.3428	3.4435	3.126	3.3976	2.3866	2.0866	1.8419	2.6372	3.4925	7.0749	4.4907	2.9356	2.4758	4.1119	3.7501	3.6532	2.3818	2.0079
RS_G16247__C17orf60__C17orf60	0.49808	0.30644	0.1873	0.47501	0.16983	0	1.7779	4.3243	0.35255	0.78703	0	0.28012	3.4776	6.4583	0.83997	0.7432	0.46893	1.5377	3.4339	0	0	0.35027	0.27625	3.0384	0.5823	0.30115	0	0	0	1.5309	2.4997	0	0.11701	0.35147	0	0.19681	0.25524
