Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04686412__PSD2	0.10149	0.054333	0.15937	0.10507	0.07253	0.84073	0.096962	0.079732	0.088107	0.099488	0.1589	0.20402	0.20583	0.080067	0.13546	0.091843	0.15824	0.074479	0.1388	0.15226	0.087757	0.13504	0.12254	0.47285	0.10383	0.1071	0.80468	0.1093	0.099674	0.11201	0.07286	0.055119	0.068758	0.2691	0.10515	0.092348	0.13535	0.065256
Meth__cg07663789__NPR3	0.4505	0.70816	0.75994	0.041542	0.037554	0.08202	0.062316	0.048989	0.03933	0.046779	0.54029	0.334	0.48805	0.15517	0.75893	0.044354	0.057492	0.037535	0.94955	0.54453	0.17635	0.056823	0.23832	0.89092	0.036944	0.09672	0.34381	0.30624	0.13244	0.044427	0.16448	0.17386	0.032326	0.69201	0.29298	0.062065	0.49268	0.45281
Meth__cg03735049__RP1-112K5.2	0.07128	0.02288	0.073034	0.034699	0.032505	0.024536	0.054831	0.046589	0.032208	0.023675	0.034336	0.62224	0.066833	0.03086	0.11611	0.03314	0.072086	0.046791	0.062378	0.04999	0.039827	0.043005	0.18129	0.14368	0.23188	0.034468	0.25328	0.057117	0.37166	0.022141	0.029137	0.055062	0.05998	0.041968	0.050533	0.30504	0.053956	0.0497
Meth__cg07015629__ERBB4	0.028972	0.021499	0.97683	0.028247	0.027846	0.59754	0.024187	0.028632	0.0257	0.018349	0.49682	0.037232	0.12567	0.02063	0.17622	0.10898	0.10278	0.37226	0.029687	0.033638	0.050644	0.038869	0.46017	0.66832	0.024732	0.033371	0.10227	0.038201	0.031529	0.024754	0.25318	0.016617	0.022457	0.015801	0.094244	0.024886	0.023187	0.02297
Meth__cg00240432__TWIST1	0.029898	0.016729	0.96031	0.022525	0.025588	0.47167	0.38606	0.024021	0.023038	0.058899	0.61799	0.2841	0.061083	0.015737	0.027524	0.019847	0.042061	0.10584	0.50791	0.12583	0.075768	0.024817	0.024858	0.93258	0.024239	0.059165	0.89894	0.033703	0.026713	0.021506	0.029584	0.018614	0.021371	0.60841	0.35453	0.4574	0.065291	0.057988
Meth__cg21380842__KCNJ6	0.28985	0.038801	0.94292	0.040672	0.041207	0.75003	0.07741	0.073338	0.033548	0.036657	0.81384	0.11187	0.70173	0.1246	0.036293	0.057026	0.064354	0.088415	0.14804	0.30472	0.076632	0.043735	0.155	0.56897	0.046875	0.060623	0.88979	0.1038	0.04791	0.053598	0.10662	0.09049	0.049197	0.12865	0.046688	0.056339	0.14145	0.19975
Meth__cg23922454__LHX5	0.24958	0.041697	0.89818	0.8938	0.63479	0.77791	0.21208	0.78779	0.051255	0.78687	0.87075	0.79889	0.83861	0.05134	0.27269	0.53921	0.091176	0.057802	0.8356	0.83733	0.050703	0.68242	0.94925	0.58255	0.53889	0.12727	0.6387	0.085386	0.86288	0.063953	0.072351	0.12581	0.031197	0.39626	0.080189	0.89762	0.41889	0.37647
Meth__cg22037648__SEMA3B	0.40549	0.34807	0.97956	0.80724	0.052799	0.95901	0.063419	0.22183	0.02083	0.2835	0.97357	0.90249	0.87813	0.019879	0.81041	0.17492	0.066753	0.092472	0.9709	0.96504	0.49346	0.9634	0.097043	0.92966	0.80506	0.040685	0.77674	0.84283	0.029692	0.88345	0.036382	0.045821	0.019202	0.26295	0.30583	0.52042	0.054503	0.018216
Meth__cg21509023__HBA2	0.57192	0.050908	0.20629	0.11737	0.32815	0.9579	0.58734	0.20677	0.049799	0.026026	0.55043	0.45699	0.41175	0.047095	0.3873	0.10218	0.11621	0.20707	0.47449	0.53105	0.43445	0.034606	0.53598	0.7914	0.30426	0.06973	0.60986	0.071148	0.037723	0.046011	0.07911	0.034061	0.026312	0.63263	0.054658	0.46448	0.13514	0.03918
Meth__cg03586879__A2BP1	0.43342	0.015953	0.94402	0.26463	0.016551	0.1465	0.72911	0.068621	0.021343	0.019968	0.63383	0.87466	0.41992	0.023609	0.02351	0.36343	0.052184	0.021947	0.54419	0.55531	0.031224	0.07917	0.41061	0.30219	0.024225	0.041437	0.8871	0.039091	0.098975	0.19462	0.02287	0.026089	0.016609	0.07065	0.025549	0.82428	0.2088	0.039194
Meth__cg24396745__HCN4	0.97879	0.035926	0.97337	0.18448	0.028467	0.96601	0.5845	0.98885	0.049736	0.053143	0.89785	0.50729	0.66431	0.050462	0.083724	0.043302	0.15233	0.090567	0.91319	0.60695	0.03565	0.049705	0.13252	0.9423	0.060245	0.29847	0.96195	0.13176	0.12242	0.050584	0.41021	0.024052	0.026333	0.75572	0.072083	0.052026	0.28305	0.072711
Meth__cg16494477__FGF18	0.1303	0.18521	0.85273	0.10723	0.076188	0.85947	0.11719	0.068153	0.087649	0.064764	0.84769	0.073322	0.29645	0.11184	0.22304	0.081555	0.13694	0.58254	0.32553	0.14004	0.063291	0.17032	0.31819	0.62573	0.097333	0.095112	0.38683	0.13304	0.39465	0.087967	0.28563	0.21832	0.061789	0.32411	0.10135	0.077839	0.39788	0.86842
Meth__cg26388152__CORO6	0.38934	0.084082	0.54224	0.30758	0.23443	0.76058	0.1784	0.043769	0.027486	0.038846	0.59879	0.22637	0.61849	0.052722	0.3366	0.049113	0.11187	0.39057	0.46033	0.47744	0.36782	0.72754	0.025203	0.064349	0.28383	0.061972	0.058073	0.17211	0.25166	0.038502	0.15055	0.12824	0.044039	0.31976	0.078953	0.31516	0.20978	0.26021
Meth__cg07005513__FADS2	0.90942	0.12243	0.95404	0.13628	0.46808	0.11169	0.10888	0.18751	0.11463	0.15819	0.117	0.32649	0.94408	0.14553	0.90027	0.10943	0.17314	0.77774	0.95651	0.74022	0.11259	0.85575	0.1623	0.56192	0.12055	0.13508	0.9283	0.19365	0.19856	0.12441	0.54109	0.093548	0.10963	0.075322	0.81937	0.6274	0.49127	0.61032
Meth__cg11221513__C22orf9	0.11619	0.043502	0.82331	0.12068	0.040869	0.55649	0.045073	0.036901	0.031409	0.049543	0.13926	0.51212	0.1948	0.039156	0.10878	0.04443	0.057425	0.030262	0.20031	0.077313	0.049903	0.062436	0.13236	0.84438	0.1043	0.062717	0.3967	0.074429	0.041808	0.039735	0.034391	0.053621	0.15457	0.18073	0.067811	0.044532	0.1133	0.03885
Meth__cg11465971__GSH2	0.63556	0.029811	0.95391	0.20006	0.078095	0.93474	0.75412	0.58812	0.048626	0.065669	0.48847	0.079925	0.93783	0.046872	0.87844	0.048291	0.043868	0.031756	0.93963	0.91369	0.35436	0.5752	0.81448	0.79239	0.57521	0.049012	0.89319	0.097526	0.080387	0.067345	0.052319	0.048971	0.047997	0.89668	0.068569	0.067467	0.19878	0.073196
Meth__cg24562819__THBD	0.75312	0.41668	0.98417	0.066778	0.028582	0.96842	0.35217	0.93703	0.20893	0.041805	0.85146	0.99026	0.95926	0.21606	0.874	0.094072	0.17018	0.65726	0.61519	0.39778	0.034267	0.7076	0.35911	0.69162	0.053983	0.044709	0.11432	0.20762	0.90826	0.38964	0.27882	0.052121	0.039963	0.81252	0.40764	0.032482	0.03365	0.031466
Meth__cg13492340__ITGA8	0.42744	0.040959	0.91202	0.55906	0.043771	0.64919	0.26928	0.74213	0.36156	0.072187	0.89179	0.65828	0.66535	0.40006	0.1491	0.35799	0.13346	0.43083	0.14567	0.13592	0.082534	0.077908	0.71865	0.66374	0.068259	0.041274	0.52996	0.18375	0.43937	0.52583	0.30434	0.099144	0.05272	0.31875	0.085639	0.1338	0.66726	0.44125
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.023088	0.58875	0.028438	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.033631	0.51852	0.55548	0.018457	0.48161	0.090583	0.072588	0.038674	0.86547	0.02353	0.49481	0.027432	0.047399	0.054307	0.057189	0.31228	0.088952	0.043283	0.025832	0.025407	0.032073	0.049677	0.046297	0.039787	0.034642
Meth__cg01971122__CALCA	0.47155	0.060275	0.90724	0.667	0.16415	0.6995	0.83724	0.55545	0.056835	0.093716	0.73723	0.83021	0.41755	0.063949	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.12815	0.31532	0.41123	0.29982	0.11355	0.49019	0.104	0.78429	0.059228	0.069397	0.18441	0.060087	0.50622	0.28663	0.86582	0.15464	0.15218
Meth__cg13818573__C1QL1	0.48406	0.053936	0.86073	0.1276	0.14231	0.61055	0.69101	0.1242	0.16364	0.45779	0.84935	0.3167	0.50043	0.15088	0.10695	0.050901	0.08159	0.55814	0.7573	0.3698	0.15356	0.075098	0.86533	0.94317	0.055571	0.076274	0.7955	0.053937	0.07669	0.10094	0.075282	0.040175	0.055422	0.91836	0.22889	0.77989	0.44425	0.59552
Meth__cg19286604__MGC39545	0.90319	0.035049	0.92467	0.60038	0.05882	0.847	0.844	0.20207	0.050823	0.06842	0.90275	0.1537	0.7009	0.042423	0.58235	0.059669	0.057349	0.064927	0.93236	0.92986	0.89838	0.36166	0.91934	0.75358	0.68683	0.072009	0.7313	0.056345	0.17832	0.092932	0.055576	0.058607	0.044275	0.89058	0.73255	0.73479	0.68355	0.82472
Meth__cg00003994__MEOX2	0.86347	0.038321	0.54108	0.58768	0.038327	0.84666	0.60042	0.91269	0.047265	0.043733	0.6338	0.15465	0.36316	0.039763	0.82158	0.066535	0.060197	0.53098	0.11628	0.092329	0.20038	0.048368	0.81869	0.70791	0.11481	0.088951	0.69585	0.078094	0.071066	0.066858	0.066631	0.19139	0.051345	0.1817	0.15807	0.36893	0.75733	0.79806
Meth__cg01062029__ROR2	0.099696	0.049869	0.8986	0.9046	0.81198	0.87369	0.45367	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.28611	0.15586	0.59242	0.8088	0.05922	0.048778	0.12965	0.07186	0.090808	0.036074	0.060439	0.61582	0.13205	0.29668	0.12344	0.82445	0.49891	0.39369
Meth__cg02787991__SECTM1	0.039954	0.18488	0.081188	0.026153	0.15645	0.96814	0.042584	0.044024	0.074472	0.031037	0.049332	0.92143	0.47398	0.15186	0.97851	0.039412	0.088431	0.75888	0.98264	0.97566	0.93836	0.65454	0.076346	0.10961	0.045131	0.050306	0.044211	0.34759	0.93727	0.14753	0.032048	0.4267	0.028649	0.032564	0.08004	0.048461	0.20476	0.36561
Meth__cg05839235__NPR3	0.94423	0.69438	0.96745	0.18726	0.18034	0.9	0.51399	0.074024	0.074166	0.36121	0.41251	0.52018	0.48438	0.056807	0.9577	0.044466	0.10347	0.39893	0.97492	0.96997	0.90099	0.10205	0.80975	0.93935	0.11051	0.35804	0.88617	0.48394	0.062261	0.037313	0.52794	0.049904	0.026498	0.59615	0.58132	0.099142	0.5614	0.81469
Meth__cg04784672__LRFN5	0.90456	0.023474	0.91519	0.032396	0.023618	0.66062	0.75786	0.93455	0.032906	0.28292	0.95922	0.95503	0.7639	0.16408	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.031088	0.95224	0.8719	0.028117	0.086519	0.57157	0.042121	0.025892	0.083512	0.60284	0.20847	0.032648	0.52875	0.41658	0.71244	0.80176	0.52011
Meth__cg11269533__FEV	0.52321	0.044956	0.93562	0.36622	0.24473	0.44352	0.21792	0.49375	0.11571	0.35519	0.89488	0.92941	0.7353	0.10223	0.30395	0.11843	0.088356	0.056259	0.57328	0.63056	0.39893	0.6132	0.65292	0.26296	0.17334	0.056307	0.61421	0.066267	0.084647	0.12253	0.096677	0.09612	0.052689	0.20341	0.10092	0.83756	0.41576	0.25578
Meth__cg17018527__TM6SF1	0.15635	0.022408	0.95684	0.16462	0.027754	0.54933	0.027267	0.66862	0.016869	0.01858	0.51531	0.032992	0.35164	0.022872	0.41189	0.023062	0.030877	0.025317	0.65419	0.54332	0.12883	0.13683	0.65487	0.56205	0.025588	0.035741	0.37382	0.024742	0.026603	0.020735	0.025381	0.019205	0.017205	0.082877	0.19358	0.029132	0.37122	0.61308
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.077577	0.18352	0.24259	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.033006	0.10741	0.058711	0.0654	0.062718
Meth__cg11027570__RBP1	0.75775	0.093604	0.9784	0.093663	0.11737	0.85427	0.81289	0.07998	0.094383	0.082054	0.92108	0.19371	0.9057	0.11753	0.68959	0.066934	0.10637	0.30404	0.98665	0.73945	0.083831	0.09434	0.12949	0.86522	0.31493	0.082688	0.928	0.12595	0.089923	0.079572	0.11123	0.95294	0.087691	0.9732	0.061638	0.095855	0.43715	0.96554
Meth__cg02204046__MYCN	0.59686	0.039731	0.21698	0.043936	0.03514	0.90006	0.042943	0.027354	0.032909	0.04692	0.19654	0.084374	0.444	0.037513	0.070415	0.22004	0.21934	0.37671	0.41306	0.43284	0.23378	0.05704	0.033341	0.82328	0.037578	0.083631	0.12497	0.099693	0.1324	0.14908	0.12421	0.03666	0.053066	0.20705	0.092355	0.039824	0.07907	0.040711
Meth__cg09225321__OTOP2	0.30862	0.053798	0.48649	0.59171	0.44799	0.44358	0.22932	0.53605	0.064515	0.13145	0.55608	0.32365	0.56428	0.058837	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.16091	0.202	0.054023	0.065204	0.056261	0.26191	0.092656	0.15696	0.11455	0.29054	0.35696	0.42666
Meth__cg25808906__DGKG	0.90887	0.044096	0.22784	0.073445	0.04123	0.85536	0.77803	0.5288	0.05435	0.060456	0.20811	0.4117	0.15454	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.71869	0.092653	0.066408	0.18893	0.29446	0.047358	0.047805	0.14023	0.19993	0.62394	0.080827	0.060333
Meth__cg25033144__FLJ00060	0.89374	0.039945	0.36006	0.38034	0.024942	0.41298	0.036609	0.50396	0.038025	0.035511	0.3938	0.8189	0.29618	0.060017	0.062421	0.036716	0.047801	0.026288	0.46688	0.3589	0.066713	0.13794	0.79852	0.1969	0.046485	0.041825	0.52624	0.072739	0.045665	0.06761	0.05616	0.023865	0.028099	0.40397	0.065812	0.78054	0.047436	0.10053
Meth__cg18114671__NOL4	0.48012	0.091236	0.76694	0.10399	0.22576	0.17096	0.47258	0.069506	0.055037	0.33153	0.79174	0.26515	0.5096	0.072025	0.72623	0.065552	0.20225	0.10629	0.68184	0.64663	0.7026	0.2025	0.34354	0.79103	0.11097	0.21414	0.82918	0.17867	0.13674	0.070671	0.13619	0.21493	0.108	0.65179	0.2466	0.31955	0.22128	0.13103
Meth__cg19378133__A2BP1	0.55997	0.033219	0.92819	0.55089	0.037756	0.28289	0.78313	0.13843	0.039818	0.0308	0.69902	0.9121	0.3576	0.045674	0.057182	0.48954	0.056216	0.038617	0.69712	0.64214	0.079201	0.24968	0.48147	0.48576	0.043372	0.066651	0.83716	0.11907	0.11715	0.60464	0.03854	0.044925	0.031945	0.19369	0.063741	0.79065	0.32516	0.097562
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.1158	0.06417	0.032388	0.21748	0.055628	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.4537	0.088295	0.042982	0.033878	0.046647	0.036181	0.030985	0.041909	0.072105	0.054344	0.041332	0.039727
Meth__cg13756879__IGF2	0.041981	0.026439	0.36774	0.044643	0.026202	0.62157	0.24536	0.80555	0.033054	0.035355	0.76613	0.87634	0.39144	0.031729	0.036356	0.037971	0.13813	0.07572	0.83533	0.7575	0.15088	0.04175	0.79324	0.90291	0.046713	0.041808	0.78247	0.054709	0.038643	0.025954	0.49396	0.030444	0.024335	0.21551	0.065348	0.12218	0.031401	0.03039
Meth__cg07629017__NPBWR1	0.21412	0.026729	0.94435	0.70462	0.20359	0.24813	0.25824	0.92345	0.051172	0.082041	0.84587	0.60395	0.84297	0.079695	0.72732	0.075414	0.54651	0.032906	0.35799	0.35577	0.59927	0.30228	0.9439	0.61655	0.28008	0.10044	0.4629	0.073766	0.23572	0.048801	0.043182	0.055567	0.050769	0.095186	0.1	0.68269	0.65619	0.31899
Meth__cg22392276__CKB	0.23319	0.12478	0.89637	0.30238	0.15917	0.55243	0.13457	0.21355	0.30754	0.16049	0.5853	0.36398	0.25454	0.25028	0.91543	0.21123	0.16592	0.13176	0.56019	0.50097	0.10661	0.20941	0.70243	0.27523	0.15951	0.22565	0.14917	0.19189	0.1349	0.25993	0.099782	0.18811	0.085258	0.12	0.12104	0.10335	0.12824	0.12499
Meth__cg02477931__C11orf39	0.27199	0.15943	0.6603	0.13895	0.063608	0.31335	0.23517	0.61446	0.054242	0.10923	0.54276	0.49468	0.40102	0.073703	0.45545	0.75866	0.18247	0.10205	0.42408	0.31083	0.14232	0.10133	0.25736	0.21763	0.11198	0.16191	0.37425	0.11873	0.14566	0.054311	0.070357	0.092428	0.16747	0.52027	0.066029	0.7345	0.31097	0.47541
Meth__cg25943276__C11orf39	0.82808	0.2853	0.84698	0.14788	0.055937	0.17645	0.17534	0.87213	0.040179	0.056811	0.47405	0.75288	0.41727	0.040911	0.10743	0.76615	0.15019	0.07408	0.38149	0.48562	0.20319	0.05852	0.54892	0.35166	0.092976	0.10206	0.39334	0.08133	0.12862	0.043122	0.070116	0.055745	0.28815	0.28381	0.060854	0.65295	0.3437	0.47836
Meth__cg08197122__DCC1	0.028681	0.1817	0.035791	0.21942	0.052707	0.029089	0.033455	0.030134	0.069591	0.14858	0.025072	0.013252	0.03857	0.048351	0.02045	0.018672	0.030422	0.043072	0.029773	0.024693	0.033851	0.034099	0.036945	0.046306	0.13954	0.047165	0.038079	0.046035	0.020744	0.04985	0.040604	0.086386	0.037986	0.037109	0.12396	0.03136	0.17734	0.12477
Meth__cg06418184__DCTN3	0.15874	0.062588	0.10469	0.039355	0.050993	0.054523	0.068552	0.055684	0.093329	0.076181	0.79889	0.10409	0.18008	0.03149	0.085547	0.079853	0.073486	0.080652	0.094232	0.084155	0.064109	0.10256	0.077027	0.10509	0.049013	0.14232	0.092743	0.12112	0.070226	0.056136	0.08066	0.084404	0.090693	0.087735	0.17694	0.10502	0.093525	0.066875
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.24624	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.0612	0.88899	0.099029	0.54853	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg14662379__KIF1A	0.22526	0.12425	0.30397	0.12544	0.062919	0.75412	0.22475	0.19899	0.087025	0.12559	0.44097	0.36766	0.2184	0.11473	0.089953	0.14427	0.12082	0.079311	0.6462	0.54736	0.36069	0.15012	0.65552	0.80087	0.10729	0.10907	0.67025	0.16521	0.11813	0.083735	0.18752	0.072947	0.076254	0.30743	0.49068	0.60685	0.14758	0.092349
Meth__cg23078779__MAGED4	0.40245	0.01959	0.90978	0.21612	0.052054	0.40495	0.66208	0.27818	0.20353	0.12517	0.79496	0.43016	0.38595	0.18227	0.44878	0.051085	0.35318	0.032894	0.2872	0.081373	0.38735	0.17835	0.3591	0.70222	0.10221	0.052209	0.59671	0.36842	0.36422	0.033377	0.34693	0.12454	0.12149	0.6402	0.059113	0.70514	0.16363	0.21173
Meth__cg07017374__FLT3	0.038732	0.083311	0.71756	0.060403	0.047054	0.97612	0.064323	0.056919	0.063262	0.076683	0.96014	0.82494	0.64938	0.069241	0.10864	0.13835	0.085498	0.78864	0.77244	0.23776	0.2561	0.076083	0.77401	0.91193	0.46411	0.10883	0.34125	0.13342	0.14959	0.50336	0.18898	0.045968	0.040797	0.28135	0.91824	0.081695	0.066198	0.07724
Meth__cg01366419__WBSCR17	0.90713	0.071024	0.92285	0.70332	0.13147	0.86784	0.91447	0.31599	0.16588	0.18844	0.90784	0.91588	0.76383	0.15135	0.09319	0.2676	0.10506	0.23683	0.60662	0.63264	0.64387	0.087669	0.88982	0.82392	0.30958	0.19256	0.84544	0.17254	0.06493	0.11895	0.19991	0.036089	0.34728	0.60128	0.092315	0.85456	0.31035	0.25617
Meth__cg05248470__LILRB2	0.13792	0.087989	0.78941	0.21685	0.12485	0.089618	0.086574	0.42037	0.17512	0.16332	0.70101	0.82781	0.19884	0.17433	0.39305	0.10091	0.11056	0.11323	0.4556	0.20103	0.09686	0.096626	0.61092	0.16109	0.083826	0.11096	0.20338	0.1136	0.080366	0.092964	0.08793	0.045455	0.068098	0.19848	0.15541	0.45647	0.11325	0.12027
Meth__cg23357981__GRP	0.92412	0.01566	0.88134	0.47298	0.35196	0.91534	0.782	0.98119	0.072103	0.04143	0.958	0.22139	0.4799	0.19082	0.070769	0.053814	0.032942	0.13515	0.87393	0.64513	0.12795	0.12351	0.96979	0.73569	0.16788	0.036359	0.70066	0.074652	0.039033	0.31639	0.055747	0.030609	0.031615	0.66	0.038028	0.51181	0.49541	0.57488
Meth__cg26045434__HR	0.087766	0.12214	0.21224	0.42825	0.075426	0.87693	0.40497	0.066466	0.057771	0.1185	0.096056	0.12683	0.34756	0.10131	0.19354	0.11025	0.16191	0.45264	0.55607	0.6279	0.052712	0.88647	0.6328	0.88896	0.13354	0.1275	0.1279	0.45928	0.52283	0.053795	0.13243	0.077808	0.069128	0.63442	0.15268	0.27196	0.092704	0.104
Meth__cg15820809__BIK	0.052375	0.040701	0.070758	0.051755	0.034797	0.9658	0.053618	0.043484	0.032347	0.046746	0.78657	0.10642	0.055359	0.029788	0.059956	0.040306	0.071641	0.24398	0.058426	0.059011	0.056472	0.065891	0.038482	0.35009	0.065664	0.06105	0.089945	0.063227	0.052933	0.023467	0.043933	0.033591	0.036598	0.044121	0.095405	0.060941	0.088118	0.066068
Meth__cg20919799__CDKN1C	0.57281	0.023225	0.040935	0.14196	0.037997	0.6609	0.60686	0.037621	0.045384	0.042184	0.69542	0.50197	0.13176	0.047097	0.04222	0.039305	0.14228	0.13852	0.9137	0.58992	0.051878	0.047471	0.25867	0.17487	0.062481	0.065342	0.068128	0.048356	0.033754	0.036222	0.045682	0.061075	0.036969	0.039137	0.095885	0.052828	0.053412	0.038702
