Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg13801416__AKR1B1	0.97123	0.82433	0.036073	0.98155	0.94261	0.035948	0.97782	0.67039	0.23164	0.037654	0.66435	0.039406	0.96003	0.98385	0.53732	0.54274	0.026251	0.088134	0.028486	0.97682	0.97288	0.86794	0.037808	0.65535	0.064738	0.97336	0.26649	0.95129	0.67976	0.038822	0.030692	0.039322	0.98042	0.97552	0.78225	0.97689	0.73388	0.68935
Meth__cg24364574__PREX1	0.12318	0.097304	0.74654	0.095746	0.15155	0.60984	0.15835	0.64209	0.092831	0.12227	0.79751	0.66963	0.65158	0.62208	0.13384	0.66788	0.70847	0.15872	0.546	0.069166	0.12186	0.12154	0.21781	0.40838	0.71055	0.15715	0.19649	0.27523	0.14049	0.14124	0.25167	0.80915	0.60139	0.099181	0.14508	0.12998	0.10377	0.129
Meth__cg07980518__RNF152	0.049748	0.20888	0.92448	0.054429	0.19316	0.79212	0.065632	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.30063	0.57851	0.48622	0.063486	0.062046	0.050014	0.88877	0.041608	0.8304	0.081434	0.1214	0.084598	0.12022	0.062988	0.13178	0.65036	0.038786	0.052393	0.081633	0.070951	0.049016	0.074221
Meth__cg10878307__ATAD4	0.046624	0.041079	0.54091	0.03762	0.038588	0.7577	0.043432	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.029045	0.091713	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.049713	0.72719	0.028723	0.67566	0.038806	0.080973	0.05687	0.077839	0.84493	0.51846	0.80588	0.040622	0.036481	0.087647	0.054895	0.039028	0.038377
Meth__cg15856055__ZNF511	0.10907	0.076625	0.45662	0.2137	0.07098	0.75434	0.13097	0.1839	0.10692	0.11932	0.12576	0.48033	0.19231	0.11323	0.087463	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.15988	0.42259	0.25448	0.41294	0.091023	0.14201	0.12438	0.18684	0.10969	0.13865	0.2977	0.073179	0.073964	0.097943	0.25554	0.059835	0.09375
Meth__cg24269657__F7	0.056111	0.051511	0.39548	0.058098	0.042606	0.76352	0.059921	0.87133	0.6965	0.060556	0.90854	0.66978	0.25574	0.046489	0.6288	0.79262	0.90838	0.25658	0.50243	0.058108	0.061339	0.069809	0.87754	0.049397	0.13595	0.056497	0.10795	0.098957	0.074924	0.16098	0.61849	0.20395	0.05117	0.060671	0.077208	0.061808	0.052704	0.05492
Meth__cg07640473__SEMA3F	0.026867	0.025677	0.88506	0.040579	0.039975	0.8	0.048008	0.85396	0.03167	0.049449	0.97912	0.12626	0.08538	0.040121	0.037801	0.53039	0.030363	0.048484	0.25015	0.045507	0.058389	0.057597	0.75673	0.025232	0.9603	0.037097	0.10301	0.060152	0.08906	0.60151	0.58203	0.765	0.043344	0.048554	0.18153	0.028054	0.032835	0.050105
Meth__cg08820801__FBXO17	0.93584	0.80773	0.06298	0.97276	0.033358	0.016496	0.79433	0.01796	0.13021	0.56912	0.031096	0.064203	0.95169	0.21527	0.22527	0.019565	0.014604	0.43192	0.014157	0.058838	0.82559	0.21231	0.023953	0.93175	0.031208	0.72689	0.078879	0.89326	0.85478	0.02684	0.019343	0.022066	0.84976	0.016953	0.048014	0.73798	0.79033	0.95731
Meth__cg03883348__KLC3	0.043523	0.042558	0.30754	0.75109	0.12148	0.72197	0.20696	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.069762	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.11866	0.24171	0.046688	0.50006	0.49828	0.29818	0.10397	0.063822	0.073966	0.46028	0.12888	0.13246	0.057385	0.041302	0.042099	0.2309	0.10165
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.1245	0.87936	0.4417	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.075314	0.12467	0.31347	0.13239	0.14608	0.096358
Meth__cg19853760__LGALS1	0.093504	0.51621	0.062883	0.94098	0.58783	0.033077	0.045188	0.067228	0.031494	0.061987	0.050154	0.19246	0.39771	0.13278	0.41766	0.10688	0.034093	0.11081	0.028775	0.62623	0.46262	0.53059	0.03724	0.31529	0.046878	0.89865	0.23595	0.38616	0.48233	0.033629	0.036956	0.031262	0.78067	0.060641	0.064202	0.099595	0.71672	0.86867
Meth__cg21201572__AGR2	0.087938	0.051537	0.61013	0.065894	0.11165	0.85673	0.10081	0.29263	0.054959	0.11769	0.2657	0.079256	0.11427	0.034188	0.085174	0.13194	0.59621	0.10874	0.72625	0.10519	0.082409	0.65132	0.86306	0.04482	0.15998	0.077594	0.21651	0.1035	0.13683	0.27791	0.10468	0.79252	0.057961	0.045562	0.18669	0.074152	0.067327	0.070375
Meth__cg15443822__ATP2A3	0.11411	0.020918	0.83824	0.03511	0.047061	0.42492	0.58817	0.65203	0.026584	0.24768	0.38707	0.85906	0.61688	0.023735	0.1263	0.44717	0.64477	0.053686	0.021063	0.025446	0.026281	0.10301	0.74845	0.030621	0.44131	0.025094	0.21788	0.10346	0.059711	0.022819	0.12921	0.063191	0.022467	0.60681	0.037795	0.024403	0.039703	0.034722
Meth__cg03138091__OSMR	0.12368	0.0239	0.02834	0.80902	0.71173	0.022933	0.13974	0.017902	0.1356	0.22471	0.024757	0.017783	0.054894	0.20514	0.30665	0.041097	0.022246	0.040872	0.02067	0.28454	0.24858	0.8673	0.028537	0.50926	0.084037	0.46033	0.04612	0.53343	0.10511	0.024653	0.019998	0.021626	0.022935	0.20007	0.053609	0.045693	0.10989	0.54668
Meth__cg19580810__RAB25	0.099988	0.050562	0.18107	0.088267	0.056962	0.86798	0.089921	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.86245	0.06447	0.85185	0.14751	0.10558	0.078888	0.27169	0.83685	0.080202	0.84889	0.03594	0.040285	0.078047	0.17464	0.037945	0.036921
Meth__cg20234170__CAT	0.097072	0.31049	0.1058	0.49256	0.12655	0.093791	0.41623	0.094832	0.44793	0.12217	0.080446	0.20726	0.25549	0.05411	0.43682	0.070522	0.086607	0.23218	0.053537	0.23668	0.30804	0.25148	0.091547	0.28696	0.1139	0.57533	0.19708	0.29293	0.19389	0.17461	0.052664	0.071957	0.1401	0.14671	0.14249	0.28713	0.65192	0.64296
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.071856	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.060396	0.76846	0.9174	0.89707	0.84272	0.88012	0.21016	0.12577	0.085239	0.93442	0.27606	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.25878	0.070151	0.047287	0.087179	0.050452	0.035481
Meth__cg08097973__NUMA1	0.10976	0.053274	0.079607	0.058325	0.052638	0.94915	0.10459	0.2317	0.085981	0.054927	0.076555	0.3951	0.068898	0.060773	0.089345	0.25135	0.89769	0.10156	0.83911	0.043424	0.060262	0.1116	0.90976	0.049792	0.88489	0.086794	0.12639	0.094368	0.084836	0.67872	0.9615	0.93089	0.049918	0.063393	0.12064	0.078519	0.080645	0.049587
Meth__cg25553916__FLJ22318	0.089485	0.11383	0.16207	0.18897	0.20191	0.71702	0.14667	0.33907	0.50594	0.16439	0.44825	0.69358	0.21934	0.080068	0.41497	0.20196	0.29046	0.1814	0.85917	0.16831	0.091174	0.12542	0.82307	0.16411	0.65092	0.093989	0.23545	0.18641	0.17264	0.32593	0.49938	0.53574	0.14055	0.11189	0.12436	0.1739	0.087772	0.10441
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.035127	0.85632	0.048653	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.026515	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.029247	0.034336	0.051862	0.041443	0.035034	0.043472
Meth__cg24751129__GNMT	0.043883	0.032461	0.0557	0.03855	0.043119	0.97311	0.060176	0.64365	0.036655	0.054782	0.94092	0.59977	0.44173	0.029946	0.048643	0.23701	0.9499	0.097011	0.95368	0.2285	0.084266	0.11061	0.96769	0.072045	0.93344	0.046872	0.061993	0.13716	0.104	0.89644	0.32309	0.96014	0.034706	0.10769	0.099678	0.046854	0.045469	0.059799
Meth__cg08615333__TGFB3	0.058346	0.03908	0.81863	0.068886	0.072273	0.87989	0.053721	0.89822	0.052509	0.053832	0.58844	0.86724	0.8214	0.049346	0.064406	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.057362	0.85897	0.061009	0.81177	0.057025	0.086523	0.073597	0.038126	0.88446	0.85737	0.65699	0.046645	0.046168	0.27327	0.037415	0.051905	0.062215
Meth__cg05989054__GAMT	0.053622	0.096064	0.58049	0.094304	0.066947	0.938	0.092937	0.97686	0.093064	0.056482	0.78996	0.8594	0.61074	0.036516	0.076389	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.058247	0.92898	0.14859	0.89647	0.14617	0.079221	0.061819	0.13506	0.49665	0.60321	0.95532	0.11721	0.057638	0.1935	0.061422	0.064756	0.054482
Meth__cg03330678__SEPT9	0.94195	0.7513	0.92863	0.90024	0.86398	0.037271	0.93816	0.029152	0.038541	0.95694	0.02607	0.33304	0.92448	0.97745	0.28215	0.031781	0.027492	0.053683	0.03788	0.95468	0.95004	0.96242	0.033408	0.95689	0.04878	0.94657	0.049175	0.90537	0.047145	0.36795	0.032952	0.028824	0.91699	0.9582	0.86812	0.95833	0.92177	0.95893
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.71993	0.72257	0.079727	0.81308	0.041119	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.23209	0.83995	0.039296	0.80353	0.22128	0.20157	0.065789	0.14739	0.35135	0.83626	0.28397	0.17797	0.13073	0.095624	0.21359	0.053552	0.10004
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.051193	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.041668	0.76753	0.045433	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg17640322__CD44	0.17372	0.0592	0.075679	0.74846	0.66786	0.02842	0.92873	0.025702	0.81822	0.030614	0.054167	0.054109	0.07409	0.087889	0.76461	0.034487	0.033653	0.15704	0.026495	0.78726	0.072382	0.069678	0.026218	0.52383	0.060674	0.068662	0.044966	0.90068	0.073894	0.023398	0.023424	0.040841	0.1792	0.93003	0.044884	0.050706	0.21196	0.97801
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.058505	0.87108	0.091855	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.31585	0.10296	0.067917	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.07369	0.46478	0.13727	0.066853	0.090965	0.073603
Meth__cg12108912__MGC10993	0.11655	0.095044	0.1241	0.1282	0.092884	0.86415	0.12486	0.85873	0.59936	0.10685	0.66053	0.61235	0.296	0.28599	0.45161	0.85405	0.89793	0.28052	0.78285	0.078471	0.083123	0.10069	0.31159	0.15758	0.79091	0.1338	0.20445	0.17964	0.12073	0.41155	0.84576	0.79788	0.10826	0.11566	0.18805	0.13804	0.11306	0.12503
Meth__cg10071275__MYT1	0.12511	0.092764	0.36478	0.10019	0.10137	0.85357	0.13432	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.11955	0.57546	0.47015	0.66379	0.18482	0.45813	0.14765	0.21422	0.10606	0.75672	0.58901	0.70847	0.10562	0.15698	0.19864	0.13973	0.25298	0.42164	0.35501	0.093689	0.10277	0.16352	0.14533	0.088365	0.087373
Meth__cg11027330__METRN	0.035977	0.17044	0.25765	0.57173	0.19258	0.85753	0.51166	0.32589	0.14857	0.18866	0.63194	0.9183	0.82757	0.090986	0.10723	0.52677	0.68417	0.24374	0.36082	0.21721	0.07408	0.20062	0.36269	0.090116	0.51115	0.24812	0.045396	0.036267	0.26737	0.052091	0.27114	0.69901	0.057411	0.39572	0.099751	0.17845	0.097986	0.031241
Meth__cg13066963__ESPN	0.27401	0.11409	0.93723	0.059191	0.070203	0.92307	0.88171	0.87689	0.04761	0.81051	0.9164	0.92632	0.88616	0.66923	0.076448	0.93966	0.51989	0.25144	0.46764	0.892	0.15161	0.14748	0.92585	0.34731	0.85341	0.51579	0.11137	0.089624	0.32096	0.59255	0.04236	0.89619	0.59465	0.044711	0.061713	0.042406	0.041968	0.033587
Meth__cg05593325__GALNT12	0.047858	0.069214	0.11438	0.049	0.039134	0.68364	0.062393	0.95556	0.066501	0.054137	0.61865	0.76862	0.2865	0.04416	0.075813	0.86222	0.61069	0.24941	0.65437	0.047898	0.057826	0.15628	0.605	0.29201	0.83304	0.041789	0.12041	0.08356	0.079646	0.085818	0.082019	0.14232	0.026389	0.78032	0.11093	0.068765	0.063438	0.041036
Meth__cg16772207__MYT1	0.083169	0.063827	0.40891	0.072753	0.082072	0.91204	0.084928	0.78872	0.89657	0.10856	0.91417	0.90116	0.20018	0.077371	0.59751	0.39567	0.55897	0.21709	0.19375	0.14546	0.18205	0.083659	0.6681	0.6034	0.67216	0.067885	0.18433	0.12749	0.094582	0.090199	0.5259	0.14954	0.050161	0.058513	0.19256	0.1276	0.056742	0.071455
Meth__cg15271616__RUSC2	0.13098	0.49391	0.059176	0.9521	0.29554	0.04772	0.72587	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.97798	0.8458	0.054902	0.063948	0.075962	0.041457	0.94693	0.91038	0.046825	0.075623	0.53619	0.067387	0.96119	0.10173	0.9484	0.10792	0.054537	0.065008	0.5604	0.47193	0.25968	0.14849	0.67134	0.60355	0.94667
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.059399	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.34233	0.09894	0.84796	0.93214	0.19148	0.89282	0.074745	0.075066	0.093206	0.93661	0.064456	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.49174	0.8614	0.086884	0.36575	0.15427	0.081413	0.10217	0.27364
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.36167	0.094961	0.080422	0.18044	0.1043	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.06759	0.13046	0.11733	0.25449	0.25237	0.21417	0.059172	0.12233	0.070987	0.13754	0.12479	0.69354	0.10052	0.14377	0.81176	0.085323	0.10218	0.12418	0.16022	0.085543	0.090715	0.12095	0.06849	0.088059	0.076688
Meth__cg15207619__CAB39L	0.11648	0.11553	0.086556	0.19164	0.097733	0.89454	0.10434	0.212	0.12068	0.22343	0.14286	0.23209	0.13687	0.087506	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.20695	0.67146	0.0971	0.61713	0.14076	0.22302	0.15153	0.14164	0.22754	0.78827	0.50824	0.14209	0.17593	0.30349	0.052664	0.1211	0.12036
Meth__cg15958424__ACPP	0.081619	0.054936	0.099589	0.057897	0.17052	0.64915	0.11261	0.42689	0.081173	0.22954	0.41355	0.24419	0.11825	0.11656	0.084071	0.36306	0.81598	0.088472	0.64299	0.065888	0.060295	0.30969	0.38604	0.15278	0.70139	0.094867	0.20242	0.15679	0.13556	0.82287	0.091768	0.43041	0.058362	0.21919	0.13085	0.14562	0.098747	0.10263
Meth__cg12379775__LOC284739	0.038318	0.17606	0.69252	0.030781	0.026256	0.91262	0.029098	0.025901	0.016339	0.034562	0.76141	0.16723	0.37711	0.023934	0.016394	0.82612	0.12017	0.040558	0.040036	0.11433	0.13197	0.026806	0.96605	0.024887	0.89495	0.019316	0.04239	0.089805	0.0345	0.02222	0.099072	0.52765	0.021481	0.037212	0.065443	0.026538	0.022424	0.029065
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.021835	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.044908	0.040714	0.02438	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.02638	0.022949	0.1333	0.038124	0.029955	0.033008
Meth__cg25340403__LYPD3	0.041991	0.035241	0.36761	0.052266	0.20651	0.83676	0.058992	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.030084	0.056727	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.80747	0.035903	0.7884	0.036387	0.3407	0.26306	0.040486	0.82379	0.028007	0.51634	0.16982	0.02642	0.0736	0.040626	0.040225	0.044181
Meth__cg01968178__REEP1	0.035918	0.034781	0.32589	0.038688	0.032186	0.17988	0.049902	0.1076	0.042859	0.05595	0.17338	0.06864	0.12855	0.029539	0.049739	0.099982	0.089925	0.12993	0.047491	0.054623	0.045606	0.072723	0.1244	0.041694	0.59568	0.038283	0.085289	0.13097	0.05461	0.037492	0.073046	0.041651	0.02979	0.080094	0.053427	0.037245	0.036759	0.038334
Meth__cg22747092__BTBD14A	0.066853	0.073927	0.12421	0.1518	0.5248	0.56384	0.30988	0.7968	0.27614	0.78217	0.23982	0.83994	0.42701	0.15965	0.22008	0.60845	0.74513	0.31623	0.099537	0.10642	0.097232	0.52822	0.69742	0.064619	0.17587	0.1659	0.16141	0.17375	0.10307	0.092598	0.87719	0.22614	0.045229	0.060754	0.17285	0.13433	0.052666	0.049025
Meth__cg06194808__MGC9712	0.039015	0.030417	0.039933	0.047525	0.028877	0.95859	0.040862	0.89272	0.036961	0.039881	0.59916	0.095047	0.1619	0.034433	0.039735	0.048879	0.96215	0.046484	0.96763	0.050401	0.03651	0.060679	0.94484	0.20614	0.82698	0.038014	0.057174	0.089286	0.11732	0.11915	0.12042	0.92606	0.035145	0.058457	0.070543	0.047601	0.035964	0.031224
Meth__cg08141873__HRAS	0.036449	0.050319	0.037764	0.045968	0.044035	0.25114	0.053108	0.079807	0.086895	0.04076	0.05443	0.095357	0.060664	0.047549	0.076141	0.14311	0.12275	0.092121	0.077967	0.034711	0.040703	0.037082	0.64196	0.031695	0.53914	0.054101	0.10323	0.038997	0.082197	0.036238	0.05832	0.42361	0.025032	0.029341	0.080895	0.046006	0.053095	0.052367
Meth__cg14870461__AER61	0.69573	0.94442	0.75392	0.97486	0.95143	0.03558	0.22057	0.69238	0.85566	0.24271	0.027343	0.77487	0.87496	0.98249	0.87452	0.040534	0.020638	0.14968	0.011646	0.2137	0.27823	0.26523	0.17849	0.59615	0.037273	0.25964	0.022156	0.5696	0.79922	0.017455	0.019148	0.011109	0.6021	0.73793	0.24775	0.49158	0.82783	0.77426
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.7931	0.043472	0.95296	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg02590345__PRG-3	0.063036	0.062412	0.62433	0.059067	0.058366	0.5209	0.058273	0.094444	0.043535	0.27824	0.08162	0.26464	0.38808	0.037403	0.054772	0.054895	0.12891	0.10112	0.10065	0.2249	0.065833	0.073261	0.091354	0.046409	0.78529	0.50105	0.11924	0.049189	0.074028	0.04052	0.083137	0.37566	0.046617	0.066981	0.073968	0.052677	0.050098	0.045415
Meth__cg02943497__PARP4	0.055862	0.096533	0.054181	0.14364	0.11117	0.051865	0.068587	0.064397	0.059981	0.072922	0.064551	0.080226	0.16321	0.60157	0.058662	0.056826	0.060029	0.10322	0.040348	0.080906	0.060198	0.13915	0.065903	0.076324	0.074954	0.083775	0.069088	0.37723	0.094691	0.053716	0.057019	0.052291	0.065121	0.076414	0.15201	0.11353	0.16815	0.15158
Meth__cg11003133__AIM2	0.11444	0.056816	0.087387	0.1735	0.059821	0.27018	0.10168	0.5169	0.61313	0.069625	0.77495	0.56362	0.28909	0.033128	0.46667	0.55186	0.83763	0.072844	0.17965	0.091302	0.075763	0.11222	0.8	0.049254	0.69517	0.10573	0.25074	0.36955	0.077824	0.079103	0.88709	0.12508	0.040137	0.053726	0.096249	0.098749	0.12584	0.098651
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.21466	0.24138	0.22013	0.70361	0.095397	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.069192	0.32953	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.74933	0.91532	0.12477	0.82923	0.129	0.082081	0.16283	0.054846	0.59018	0.30056	0.88767	0.043506	0.146	0.12228	0.18009	0.076393	0.074453
Meth__cg09637363__CCND1	0.080986	0.063358	0.1952	0.15303	0.076728	0.87259	0.085539	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.12935	0.15756	0.66137	0.33031	0.14023	0.31323	0.43333	0.15962	0.079203	0.86545	0.32142	0.21876	0.1339	0.1809	0.12074	0.11749	0.85268	0.84357	0.76051	0.065378	0.087831	0.28873	0.33639	0.10812	0.066272
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.092514	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.050128	0.25224	0.15735	0.6907	0.30785	0.78666	0.30041	0.21642	0.28519	0.79819	0.11809	0.6179	0.099801	0.23408	0.17175	0.12744	0.55015	0.79709	0.27538	0.21452	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg07705908__SPDEF	0.038412	0.026103	0.19436	0.0312	0.052439	0.89569	0.031021	0.88867	0.88828	0.048732	0.80229	0.26778	0.14216	0.023079	0.71279	0.52814	0.91218	0.28636	0.21838	0.040342	0.04015	0.030499	0.91363	0.040735	0.062942	0.040761	0.0414	0.038451	0.049296	0.73765	0.87982	0.42201	0.026123	0.019628	0.033375	0.042119	0.031081	0.029462
