Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg23967169__FAM19A4	0.90929	0.047501	0.91698	0.91659	0.71161	0.53588	0.87721	0.11151	0.28217	0.075882	0.89757	0.20965	0.54019	0.26572	0.21669	0.19344	0.37477	0.052017	0.83664	0.4537	0.47071	0.19658	0.73758	0.57418	0.29661	0.06236	0.80849	0.080425	0.6987	0.092004	0.69322	0.16676	0.07076	0.22694	0.048952	0.43774	0.56934	0.69244
Meth__cg18335068__ZNF677	0.42356	0.051365	0.39538	0.95047	0.29806	0.61395	0.93149	0.96116	0.20221	0.80268	0.95149	0.068351	0.40136	0.17876	0.66161	0.027996	0.3627	0.041031	0.88043	0.64354	0.036104	0.03575	0.079372	0.66219	0.67995	0.33768	0.90756	0.15916	0.10864	0.50139	0.098178	0.48366	0.30474	0.25807	0.2661	0.033494	0.088111	0.05029
Meth__cg10154926__HAP1	0.05149	0.022167	0.05716	0.043959	0.027332	0.030192	0.054171	0.053109	0.033079	0.032846	0.45826	0.034084	0.061506	0.041771	0.027348	0.031097	0.092373	0.036235	0.042499	0.031057	0.030677	0.053372	0.034156	0.82013	0.037825	0.067887	0.12692	0.040177	0.034835	0.022574	0.033112	0.038671	0.030047	0.034782	0.032381	0.044504	0.035863	0.0367
Meth__cg08307092__HIST1H3D	0.061629	0.050571	0.16676	0.059566	0.038435	0.048571	0.049651	0.057303	0.042057	0.065416	0.52174	0.026705	0.14652	0.054844	0.053239	0.042894	0.10777	0.04346	0.070562	0.052563	0.058799	0.072049	0.062164	0.54993	0.09435	0.08998	0.061159	0.058315	0.049201	0.054458	0.06634	0.058946	0.071748	0.66256	0.26033	0.063768	0.065949	0.081375
Meth__cg15878317__NMNAT3	0.48326	0.060267	0.92229	0.50329	0.03727	0.9159	0.051981	0.92269	0.053689	0.055689	0.93007	0.052931	0.90576	0.049957	0.89343	0.18529	0.13294	0.15694	0.61974	0.073723	0.05477	0.086252	0.047931	0.22349	0.94334	0.062671	0.47475	0.08601	0.37623	0.10791	0.08493	0.94628	0.062727	0.044509	0.16395	0.041568	0.92456	0.89934
Meth__cg04384398__PMM1	0.48314	0.10346	0.10822	0.22334	0.15646	0.1037	0.11937	0.067889	0.14876	0.17394	0.10641	0.28099	0.21155	0.11536	0.17215	0.058596	0.22008	0.11243	0.13149	0.15339	0.080636	0.1097	0.14288	0.15127	0.66434	0.15043	0.10964	0.14525	0.12365	0.1144	0.14811	0.21443	0.063595	0.093929	0.26289	0.15776	0.17906	0.17426
Meth__cg14228840__MICA	0.032209	0.023157	0.033804	0.036382	0.020796	0.38086	0.017343	0.018118	0.021284	0.027693	0.028581	0.026185	0.080635	0.018808	0.019766	0.014817	0.051007	0.01764	0.033124	0.0294	0.026792	0.037771	0.035943	0.048264	0.036049	0.026062	0.040532	0.039561	0.024087	0.018384	0.02654	0.021377	0.020272	0.016692	0.040811	0.026669	0.02853	0.030651
Meth__cg22429822__RAB3B	0.50051	0.049276	0.27081	0.054474	0.023759	0.023925	0.032282	0.30483	0.022644	0.031799	0.66476	0.031309	0.1628	0.026799	0.032552	0.046829	0.071033	0.023684	0.11297	0.043551	0.032179	0.033333	0.021202	0.95616	0.29193	0.046189	0.94958	0.058244	0.025235	0.056688	0.037432	0.020609	0.024371	0.029316	0.061322	0.029414	0.035301	0.031606
Meth__cg15658426__MGC39633	0.078065	0.45644	0.3683	0.078228	0.12975	0.5391	0.19991	0.27148	0.13557	0.083112	0.082249	0.76254	0.35263	0.12186	0.24008	0.070868	0.22692	0.37106	0.18656	0.10484	0.26328	0.21433	0.1915	0.35432	0.079202	0.2717	0.17852	0.25695	0.12541	0.083546	0.27887	0.22438	0.13192	0.18446	0.18847	0.066767	0.20568	0.17844
Meth__cg21530453__GNAO1	0.84749	0.056112	0.055115	0.44295	0.045648	0.38887	0.3899	0.091572	0.057915	0.30295	0.51756	0.79638	0.18398	0.070336	0.049634	0.052922	0.10552	0.051439	0.46773	0.43244	0.072536	0.054138	0.44298	0.54331	0.057434	0.1233	0.8212	0.077942	0.086035	0.039243	0.072341	0.071172	0.027645	0.053436	0.18207	0.42916	0.053514	0.057724
Meth__cg24450312__RASSF5	0.49124	0.036195	0.15706	0.30652	0.11893	0.78908	0.3895	0.15656	0.090412	0.20297	0.92502	0.18315	0.10764	0.077038	0.089647	0.62789	0.093418	0.055666	0.94947	0.94853	0.13002	0.17165	0.31611	0.35838	0.23858	0.10943	0.94361	0.11248	0.1645	0.10554	0.12131	0.096111	0.21999	0.82535	0.074901	0.15877	0.11202	0.45996
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.19919	0.25304	0.089754	0.1151	0.16357	0.63327	0.28932	0.16861	0.43652	0.65955	0.2884	0.24498	0.55016	0.70551	0.10674	0.1881	0.076174	0.17964	0.30939	0.23208	0.75188	0.16989	0.11537	0.14073	0.13738	0.12044	0.06226	0.82343	0.26914	0.23919	0.10255	0.20771	0.16105	0.37284	0.18948	0.10703
Meth__cg03361068__TRIM9	0.053205	0.025567	0.94624	0.34726	0.030048	0.022941	0.17252	0.025973	0.033151	0.039274	0.061642	0.036842	0.32895	0.029089	0.04464	0.026377	0.051163	0.025271	0.81623	0.38472	0.029857	0.051557	0.053914	0.82344	0.19485	0.062065	0.48978	0.039786	0.03363	0.019807	0.038796	0.087456	0.034286	0.031192	0.13742	0.02757	0.039998	0.041536
Meth__cg15591678__ZNF365	0.045456	0.038047	0.039536	0.051857	0.031996	0.027104	0.06728	0.16114	0.028694	0.03978	0.13224	0.037335	0.059131	0.037238	0.04704	0.044199	0.071727	0.020145	0.034748	0.05722	0.039664	0.041542	0.027923	0.38684	0.051325	0.054407	0.081023	0.080352	0.044335	0.031421	0.033085	0.038016	0.035114	0.031968	0.077966	0.034266	0.037224	0.053463
Meth__cg22734480__ABHD8	0.023382	0.024602	0.024558	0.17105	0.018577	0.024353	0.021812	0.37772	0.017145	0.021224	0.49113	0.024866	0.055697	0.02072	0.02463	0.018943	0.038957	0.017008	0.86992	0.031092	0.017859	0.1362	0.02314	0.031668	0.7146	0.044356	0.052516	0.027495	0.022536	0.022624	0.029835	0.022555	0.019658	0.026796	0.027504	0.033795	0.033801	0.86602
Meth__cg11977634__DDR1	0.035932	0.020527	0.041096	0.032597	0.030173	0.02598	0.026439	0.023141	0.024158	0.034148	0.040897	0.020017	0.067613	0.030735	0.024982	0.024121	0.044408	0.021371	0.024266	0.034631	0.030216	0.037152	0.032647	0.071125	0.03333	0.021757	0.10113	0.04878	0.50709	0.034497	0.035823	0.025708	0.026601	0.025533	0.051575	0.030906	0.045649	0.043981
Meth__cg02589695__RASSF5	0.033423	0.10272	0.24451	0.07987	0.16825	0.57948	0.3717	0.69831	0.87714	0.085363	0.71149	0.564	0.59981	0.71273	0.52476	0.37618	0.34421	0.32223	0.22419	0.2147	0.32448	0.58038	0.1366	0.089552	0.06118	0.10929	0.26957	0.16174	0.13109	0.56875	0.2497	0.15757	0.1398	0.71408	0.11908	0.12251	0.097257	0.35475
Meth__cg12792011__ZNF329	0.026352	0.032072	0.033866	0.0277	0.018067	0.025246	0.031036	0.025487	0.020528	0.023515	0.1117	0.015433	0.027302	0.020008	0.03194	0.019725	0.026012	0.017822	0.027884	0.022762	0.025487	0.050313	0.022456	0.4366	0.027641	0.025499	0.047543	0.02603	0.029771	0.024854	0.026873	0.01252	0.016365	0.02195	0.065817	0.028475	0.95307	0.16939
