Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
SNP__LOC654346	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.834	-0.431	-0.364
SNP__SLC44A5	0.014	0.102	-0.219	-0.32	-0.214	0.166	-3.945	-0.041	0.54	-0.944	0.098	-0.494	-0.029	-0.116	-0.193	-0.172	-0.263	-0.062	-3.665	0.254	0.226	-0.47	-0.201	-0.126	0.39	-0.172	-0.032	-0.063	0.279	-3.573	0.174	0.014	-0.139	0.045	-0.082	0.058	-0.3	-0.284	-0.366	-0.36
SNP__LOC147158	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.834	-0.431	-0.364
SNP__ZNFN1A3	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	-0.423	-0.199	-0.316	2.135	-0.411	2.277	-0.144	0.43	2.696	-0.04	0.207	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	2.455	0.282	-0.144	0.294	2.132	-0.034	0.021
SNP__LOC201288	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.834	-0.431	-0.364
SNP__GBP3	0.014	0.102	-0.219	-0.252	-0.189	0.15	-0.545	-0.062	-0.05	-3.626	0.098	-0.463	-0.029	-0.116	0.296	-0.172	-0.263	0.218	-0.037	0.3	0.226	-0.47	-0.55	-0.126	0.708	-0.172	-0.032	-0.063	0.266	0.462	0.202	-4.112	-0.139	0.134	-0.035	0.043	-0.3	-3.392	-0.366	-0.36
SNP__UGT2B17	0.01	-0.141	-0.225	-0.182	-0.133	-0.365	0.075	0.185	-0.225	-0.258	0.075	-1.975	0.354	-0.145	0.018	-0.167	-0.088	-0.067	0.394	-0.254	-0.291	-0.072	-0.197	-0.166	-0.37	-0.316	0.435	-0.051	-0.232	0.456	-0.486	-0.171	0.975	-0.063	-0.064	-1.543	-1.43	-1.564	-0.039	0.527
SNP__ZNF28	0.003	-0.12	0.172	0.093	0.166	0.219	0.1	0.152	0.408	-0.301	0.1	0.43	-0.364	-3.273	0.478	0.334	0.584	-0.376	0.016	-3.578	0.287	-0.019	-0.177	-0.641	0.119	0.029	0.182	-0.021	-0.158	-0.159	-0.223	0.002	0.457	0.286	0.55	0.917	-0.286	0.088	0.066	0.001
SNP__LOC220594	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.42133	-0.431	-0.364
SNP__LOC643827	-0.26	-0.178	-0.209	-0.352	-0.211	-0.099	0.064	0.078	0.129	0.094	-0.251	-0.141	0.04	-0.124	-3.122	0.1	-0.29	-0.094	0.287	-4.747	-0.088	-0.006	-0.191	0.002	-0.159	-0.186	0.2	-0.24	0.047	-2.826	0.168	0.002	-0.053	-0.293	-0.07	-0.142	-0.139	-0.296	-0.159	0.024
SNP__FAM106A	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.357	-0.431	-0.364
SNP__DMBT1	0.014	-0.15	-0.868	-3.561	-0.116	-0.159	-0.167	-0.078	-0.204	0.315	-0.148	-0.008	-0.386	0.221	0.4	-0.208	-0.264	-0.305	-0.408	-0.268	-0.603	0.022	0.108	-0.167	-0.224	0.032	0.319	-0.043	-0.202	0.142	-0.198	0.033	0.008	-4.07	-3.272	-0.254	-0.304	0.08	0.118	-0.366
SNP__LOC252840	-1.369	-0.166	-1.456	-0.156	-1.636	-1.134	-1.45	-1.316	-1.487	0.101	0.844	0.22	-0.028	0.258	-1.046	0.725	-0.023	-0.08	-1.531	0.477	0.248	-0.429	-0.153	0.193	0.11	-0.212	-1.742	0.549	-0.217	-1.546	-0.193	-0.556	-1.14	-1.583	-0.318	-0.144	0.247	0.357	-0.431	-0.364
SNP__ANKRD15	-0.657	-0.203	-2.643	-1.013	-3.018	0.182	-0.496	-0.451	0.095	0.341	-0.475	-1.121	-0.033	-0.739	-0.129	0.558	-1.137	-0.27	0.831	0.742	-2.347	0.383	0.366	-1.564	0.112	-0.84	-0.124	-0.627	-0.228	-0.826	-2.804	-0.073	-0.722	-0.41	-0.332	-0.181	-0.306	-0.296	-0.084	-0.001
SNP__LOC646663	0.003	-0.119	-2.47	0.093	-3.962	0.219	0.1	0.152	0.408	-0.301	0.1	-2.377	-0.364	0.28	0.594	-2.083	0.593	-0.392	0.016	0.095	-2.244	-0.019	-0.177	0.619	0.119	0.189	0.666	-0.021	0.042	-0.159	-0.223	0.002	-1.959	-2.285	0.55	0.802	-0.286	0.078	0.066	0.001
SNP__MGAM	0.006	-2.204	0.186	0.355	0.322	-0.135	0.422	0.042	0.426	0.662	-0.217	0.305	0.402	-2.603	-0.251	-0.206	0.267	0.465	0.018	0.485	0.239	0.196	0.089	0.122	-0.145	-0.041	0.191	-0.409	-1.689	0.526	-3.317	-0.006	-0.234	-0.327	0.23	-0.287	-0.321	-0.317	-0.042	0.028
SNP__NEUROD2	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	1.819	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	2.422	0.282	-0.144	0.294	2.132	-0.034	0.021
SNP__MGC48595	-0.006	0.339	-0.173	0.142	-0.418	0.204	-0.18	0.109	0.97	-0.302	-0.286	-0.06	-0.426	-3.549	-0.064	0.097	0.297	0.026	-0.436	-0.187	-0.081	-1.966	-2.039	-1.651	-0.202	0.111	-0.318	0.303	0.04	0.184	-0.121	-0.014	0.027	-2.016	0.006	-2.601	0.279	-2.152	-0.052	-0.394
SNP__LARGE	-0.004	-0.142	-3.874	-0.161	-0.475	-0.154	0.018	0.287	-0.231	0.567	-0.012	-0.425	0.074	-0.114	-0.193	-0.483	0.89	-0.549	-0.439	0.167	-3.103	-0.404	-0.239	-0.172	0.115	-0.013	0.027	0.314	-0.226	-0.182	-0.306	0.004	0.114	-2.398	-0.065	-2.538	-0.327	-2.579	0.369	0.08
SNP__PPP1R1B	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	1.819	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	2.422	0.282	-0.144	0.294	2.132	-0.034	0.021
SNP__CDKN2B	-0.648	-0.203	-2.827	-1.03	-0.275	0.166	0.044	-0.451	0.136	-2.558	-0.475	-0.048	-0.052	-2.429	-0.129	-0.221	-1.152	0.285	-2.607	0.797	-0.081	-1.014	-1.026	0.031	-2.711	-0.845	-0.064	-0.627	-0.228	-2.484	-2.568	-0.75	-0.357	-0.376	-1.991	-0.181	-0.306	-0.296	-0.088	0.022
SNP__LCE3C	-1.958	0.495	-2.398	-0.129	-2.13	-1.861	-1.961	-2.008	-1.872	0.059	0.09	0.015	1.19	0.642	-1.693	-1.825	0.754	-0.518	0.206	0.277	-0.064	-2.123	-1.955	0.833	-0.582	-0.172	0.716	-1.643	0.268	-0.255	-0.111	0	-1.569	-2.222	-1.451	-2.241	-1.976	-1.915	-2.744	-2.627
SNP__LOC643473	-0.26	-0.178	-0.209	-0.352	-0.211	-0.07	0.064	0.078	0.129	0.094	-0.251	-0.141	0.04	-0.124	-0.036	-0.541	-0.29	-0.094	0.287	-0.184	-6.439	-0.006	-0.191	0.002	-0.159	-0.186	0.2	0.211	-0.383	-0.676	0.188	0.002	-0.053	-0.293	-0.07	-0.142	-0.139	-0.296	-0.159	0.024
SNP__LOC402360	-0.647	-0.203	-0.236	-1.03	-0.262	0.094	0.044	-0.459	0.136	-0.278	-0.475	-0.048	-0.052	-0.77	-0.129	-0.221	-1.165	0.285	-2.607	0.797	-0.081	-0.479	-0.244	0.066	-2.711	-0.865	-0.064	-0.627	-0.228	-0.833	-2.568	-0.025	-0.357	-0.376	-1.991	-0.167	-0.306	-0.296	-0.064	0.019
SNP__DLG2	-0.634	0.113	0.18	-0.244	-0.632	-1.16	-0.541	-0.094	-3.323	-0.323	-0.465	-0.054	0.189	0.841	-0.064	0.306	0.242	0.23	0.256	-0.225	-0.181	0.19	2.017	-0.109	0.096	-0.208	-0.433	-0.044	0.051	-0.884	-2.328	-0.016	-0.106	0.162	-0.349	-0.024	0.324	0.333	-0.258	-0.386
SNP__STARD3	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	1.819	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	2.422	0.282	-0.144	0.294	2.132	-0.034	0.021
SNP__IGHV3-9	0.717	-1.798	0.585	0.673	2.341	-0.959	0.618	-1.653	1.309	0.868	0.488	1.422	0.404	0.7	-0.694	0.82	1.632	0.746	1.075	0.515	0.629	1.192	0.898	1.251	-1.775	1.666	0.846	1.032	-1.306	2.483	1.498	0.717	-1.884	1.993	0.777	1.049	1.114	-0.949	1.818	0.688
SNP__LOC643847	-0.033	0.113	-0.196	0.435	-0.1	0.207	-0.493	-0.09	0.239	0.515	-0.981	0.285	-0.048	-0.067	0.199	0.093	0.28	0.23	-0.021	-0.225	-0.181	0.177	0.093	-0.11	0.111	-0.222	-0.037	-0.033	0.051	-0.159	0.307	-0.016	-3.563	0.153	-0.242	0.194	0.326	0.074	-0.458	-0.383
SNP__ELAVL2	-0.647	-0.203	-0.236	-1.03	-0.262	0.094	0.044	-0.459	0.136	-0.278	-0.475	-0.048	-0.052	-0.77	-0.129	-0.221	-1.165	0.285	-2.607	0.797	-0.081	-0.479	-0.244	0.066	-2.711	-0.865	-0.064	-0.627	-0.228	-0.833	-2.568	-0.025	-0.357	-0.376	-1.991	-0.167	-0.306	-0.296	-0.064	0.019
SNP__C9orf53	-0.648	-0.203	-0.232	-1.03	-0.275	0.166	0.044	-0.451	0.136	-2.558	-0.475	-0.048	-0.052	-2.429	-0.129	-0.221	-1.152	0.285	-2.607	0.797	-0.088	-2.448	-2.158	0.031	-2.711	-0.845	-0.064	-0.627	-0.228	-2.484	-2.568	-0.75	-0.357	-0.376	-1.991	-0.181	-0.306	-0.296	-0.088	0.022
SNP__SLC25A18	-0.01	-0.086	-0.197	-0.134	-0.467	2.812	0.05	0.5	-0.216	-0.288	-0.012	-0.384	0.122	-0.116	0.026	-0.136	0.301	0.217	0.723	0.172	0.157	-0.404	1.888	-0.131	-0.122	0.062	0.04	0.328	-0.202	-0.752	2.554	0.004	-0.206	0.227	0.058	-0.3	-0.32	-0.289	0.37	0.095
SNP__IGHV2-10	0.717	-1.798	0.585	0.673	2.341	-0.959	0.618	-1.653	1.309	0.868	0.488	1.422	0.404	0.7	-0.694	0.82	1.632	0.746	1.075	0.515	0.629	1.192	0.898	1.251	-1.775	1.666	0.846	1.032	-1.306	2.483	1.498	0.717	-1.884	1.993	0.777	1.049	1.114	-0.949	1.818	0.688
SNP__SMAD4	0.013	-0.541	-0.881	0.086	-0.128	-0.147	-0.178	-0.444	0.428	2.935	-0.47	-0.437	-0.426	-0.773	-1.002	-0.497	-0.803	-0.454	-0.443	-0.217	-0.028	-0.461	-0.556	-0.641	-0.525	-0.405	-0.548	-0.031	-0.56	0.211	-0.147	-0.015	-0.168	-0.629	-0.367	-0.793	-0.615	-0.284	0.239	0.234
SNP__ODF4	-0.021	-0.166	0.165	-0.156	-0.362	0.458	-0.517	0.038	-0.205	0.101	-0.138	-5.279	-0.028	0.258	-0.128	-0.227	-0.019	-0.08	-0.412	-4.569	-4.154	-0.429	-0.199	0.193	0.103	-0.212	-0.317	-0.61	-0.217	-0.182	0.164	-0.556	-0.156	-0.366	-0.318	-3.845	-0.307	-0.299	-3.855	-4.116
SNP__NCOA7	0.006	0.125	-0.209	0.029	-0.569	-0.095	-0.558	0.183	-0.229	0.04	0.072	-0.438	-0.062	-0.137	0.025	-0.043	0.832	0.244	0.306	-0.24	-0.049	0.201	0.071	-0.248	-0.13	0.144	0.249	0.294	0.044	0.161	-0.195	0.027	-0.227	-0.001	-0.147	0.226	-0.325	0.062	-0.454	0.015
SNP__NAALADL2	0.008	-3.295	0.245	0.18	-0.944	-1.94	0.062	0.02	-0.23	0.113	0.076	0.496	0.212	0.196	0.59	0.063	-0.123	0.453	0.269	0.409	0.28	0.688	0.56	-1.384	-0.058	-0.006	0.455	0.315	-0.573	0.167	-0.153	0.005	-0.156	0.21	-0.704	0.469	0.722	0.061	-0.034	0.008
SNP__LOC440040	0.027	0.113	-0.2	-0.038	-0.316	-0.995	-0.522	0.311	0.239	-0.316	-0.152	0.205	-0.048	0.224	-0.105	0.093	-2.19	0.23	0.333	-0.225	-0.31	0.181	0.238	-0.11	0.111	-0.176	0.003	-0.043	0.051	0.178	0.416	-0.006	-0.126	0.149	-0.349	-1.651	0.326	0.075	-0.042	0.023
SNP__ZPBP2	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	-0.423	-0.199	-0.316	-0.461	-0.411	-0.318	-0.144	0.43	2.696	-0.04	0.207	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	-0.363	0.282	-0.144	0.294	2.132	-0.034	0.021
SNP__TCAP	0.376	1.965	-0.203	1.862	0.242	-0.07	0.096	0.172	-0.199	-0.316	2.135	-0.411	2.251	-0.144	-0.141	2.696	-0.04	0.201	0.424	-0.268	-0.207	-0.434	-0.505	-0.133	0.11	1.523	-0.333	0.769	1.946	-0.191	-0.193	0.052	-0.32	2.422	0.282	-0.144	0.294	2.132	-0.034	0.021
