Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg04991214__PFDN2	0.41668	0.094997	0.16897	0.76353	0.23497	0.94325	0.054593	0.93205	0.43365	0.044805	0.087019	0.55952	0.88306	0.32682	0.1261	0.101	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.42367	0.94144	0.94217	0.9228	0.11169	0.41733	0.11834	0.11401	0.38861	0.90557	0.93152	0.45882	0.035888	0.24443	0.40544	0.25074	0.1899
Meth__cg21801378__BRUNOL6	0.078636	0.02509	0.96229	0.083203	0.028799	0.039815	0.037471	0.38217	0.29744	0.035331	0.032549	0.91329	0.21127	0.28252	0.028285	0.040885	0.053571	0.27236	0.13821	0.46123	0.032269	0.048405	0.034463	0.039628	0.066818	0.75761	0.038488	0.069504	0.94663	0.073446	0.05116	0.27812	0.059427	0.048429	0.022412	0.22986	0.070002	0.56518	0.4875
Meth__cg01653445__BAI2	0.045048	0.04977	0.11115	0.054524	0.049362	0.10711	0.043242	0.17943	0.041562	0.040475	0.038162	0.090995	0.37094	0.47494	0.029728	0.036472	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.088927	0.054621	0.1431	0.47052	0.041934	0.052408	0.11824	0.082661	0.036506	0.086057	0.43086	0.044631	0.025653	0.035405	0.092047	0.041716	0.04589
Meth__cg21491308__TEX101	0.38903	0.059627	0.15181	0.29142	0.1313	0.69302	0.24811	0.41703	0.40108	0.043856	0.14095	0.25863	0.29641	0.40573	0.042865	0.14331	0.33692	0.64141	0.052303	0.070131	0.099004	0.10894	0.16375	0.17181	0.41995	0.34839	0.068798	0.078149	0.21021	0.099237	0.24074	0.089704	0.063375	0.051042	0.056865	0.64626	0.10362	0.139	0.17735
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.95104	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.021835	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.044908	0.040714	0.02438	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.026805	0.02638	0.022949	0.1333	0.029955	0.033008
Meth__cg05697249__C11orf52	0.063577	0.036649	0.072743	0.057755	0.045496	0.81729	0.059855	0.8684	0.066511	0.041786	0.049995	0.11194	0.086407	0.11993	0.028946	0.047439	0.051717	0.79239	0.074356	0.62525	0.04626	0.10354	0.057075	0.76562	0.0529	0.80554	0.050172	0.088371	0.092303	0.07757	0.85419	0.04898	0.46568	0.03913	0.039659	0.077129	0.12188	0.048631	0.056347
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.1158	0.06417	0.032388	0.21748	0.055628	0.77878	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.037596	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.4537	0.088295	0.042982	0.033878	0.046647	0.036181	0.030985	0.041909	0.072105	0.041332	0.039727
Meth__cg10946435__KCNN3	0.76366	0.040861	0.58914	0.39774	0.043137	0.61628	0.35158	0.046425	0.96318	0.045682	0.055165	0.78971	0.81744	0.65795	0.61116	0.068371	0.42398	0.40931	0.26744	0.74435	0.043583	0.66191	0.088901	0.070006	0.61422	0.16548	0.50969	0.074515	0.89811	0.068661	0.092718	0.7656	0.40071	0.059813	0.046722	0.32	0.069776	0.80279	0.57619
Meth__cg16555388__TNFSF10	0.094425	0.1482	0.8276	0.12146	0.14779	0.86874	0.19718	0.65702	0.49902	0.088787	0.0756	0.84883	0.052411	0.14735	0.10354	0.086892	0.22654	0.89794	0.074466	0.70235	0.65885	0.40394	0.076663	0.096774	0.062056	0.18236	0.070637	0.085505	0.082134	0.45828	0.75395	0.37843	0.13361	0.068139	0.064638	0.058063	0.11455	0.20884	0.4967
Meth__cg03602500__FLJ00060	0.11584	0.05722	0.11318	0.072757	0.062924	0.12062	0.094706	0.28687	0.40187	0.04751	0.071063	0.41951	0.6293	0.27524	0.035201	0.048066	0.098106	0.2786	0.16778	0.0477	0.067395	0.11796	0.079068	0.065254	0.84499	0.23515	0.060248	0.10756	0.11128	0.069715	0.066575	0.079573	0.070224	0.050231	0.043165	0.13724	0.10147	0.059836	0.06868
Meth__cg15228639__PLA2G4E	0.35072	0.02865	0.66221	0.038305	0.31295	0.72152	0.079336	0.54176	0.61774	0.037228	0.12532	0.39473	0.85283	0.25517	0.035686	0.040515	0.60888	0.86369	0.2474	0.07179	0.18156	0.54302	0.84334	0.83544	0.41303	0.441	0.08943	0.12672	0.10104	0.043286	0.39444	0.88019	0.58788	0.053056	0.035259	0.25197	0.15719	0.16793	0.13859
Meth__cg15780888__PRKCABP	0.10526	0.052213	0.071706	0.074206	0.064394	0.065723	0.065242	0.12043	0.063388	0.058994	0.06523	0.86629	0.085859	0.1336	0.047893	0.052284	0.051583	0.080223	0.065943	0.48738	0.083273	0.083665	0.052082	0.063538	0.05135	0.089036	0.059692	0.064823	0.11146	0.069749	0.060144	0.07832	0.11141	0.045088	0.04026	0.037037	0.066667	0.092657	0.067437
Meth__cg02870945__REEP1	0.021888	0.027956	0.25028	0.027579	0.027037	0.65465	0.030451	0.29679	0.087008	0.027125	0.021208	0.46218	0.057462	0.098518	0.03032	0.027262	0.31351	0.043067	0.06202	0.46782	0.023183	0.024049	0.090174	0.1736	0.046374	0.68671	0.020261	0.027954	0.035977	0.040657	0.033393	0.035222	0.052399	0.02048	0.028002	0.13288	0.084914	0.032288	0.036513
Meth__cg17838626__PHCA	0.045983	0.032922	0.43026	0.082752	0.036532	0.13466	0.074197	0.49491	0.099172	0.079409	0.044459	0.081844	0.096571	0.10608	0.031107	0.058514	0.065784	0.42451	0.062181	0.28608	0.051866	0.051477	0.13256	0.070779	0.047949	0.099404	0.061713	0.083956	0.057513	0.061092	0.031777	0.19049	0.048516	0.10356	0.041844	0.037843	0.10474	0.098479	0.085164
Meth__cg08806153__HOXD11	0.16955	0.028823	0.55343	0.30099	0.022961	0.92144	0.88024	0.31173	0.04869	0.026703	0.027612	0.034781	0.045008	0.036129	0.025364	0.025252	0.23966	0.14371	0.047724	0.35318	0.044519	0.057122	0.30353	0.027353	0.18591	0.90769	0.028045	0.023683	0.66209	0.19953	0.017439	0.021575	0.016175	0.018622	0.022895	0.16861	0.028417	0.53078	0.68602
Meth__cg13797031__NIPSNAP1	0.5637	0.30544	0.069249	0.17869	0.1057	0.81447	0.13538	0.83887	0.31271	0.078127	0.069126	0.20315	0.29126	0.44172	0.18712	0.082022	0.8179	0.75479	0.21006	0.45843	0.059096	0.12418	0.20295	0.088822	0.31705	0.78506	0.36818	0.25278	0.16741	0.26347	0.35866	0.044663	0.82051	0.15173	0.15	0.18906	0.19834	0.28615	0.3908
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.023088	0.58875	0.028438	0.76622	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.036252	0.033631	0.51852	0.55548	0.018457	0.48161	0.090583	0.072588	0.038674	0.86547	0.02353	0.49481	0.027432	0.047399	0.054307	0.057189	0.31228	0.088952	0.043283	0.025832	0.025407	0.032073	0.049677	0.039787	0.034642
Meth__cg04721098__CACNG3	0.31984	0.05241	0.60112	0.090597	0.055241	0.17352	0.073183	0.18452	0.10313	0.051514	0.064454	0.12175	0.8532	0.78384	0.090646	0.042834	0.06599	0.080867	0.080342	0.092283	0.040435	0.058925	0.060922	0.1212	0.50635	0.17276	0.063939	0.10658	0.10568	0.18605	0.076538	0.072665	0.28551	0.071544	0.040301	0.0838	0.11235	0.068169	0.05497
Meth__cg10089145__ST14	0.052903	0.040949	0.04377	0.048485	0.02362	0.98145	0.04834	0.93434	0.054344	0.030126	0.039968	0.55556	0.040448	0.072952	0.028591	0.031604	0.029579	0.06011	0.069911	0.35233	0.031325	0.045831	0.060033	0.72278	0.042011	0.92687	0.043287	0.050962	0.057475	0.053735	0.085894	0.044167	0.13771	0.028741	0.027478	0.02614	0.060724	0.036525	0.035284
Meth__cg01947224__ZNF416	0.040975	0.019145	0.053689	0.033509	0.018661	0.019724	0.043614	0.13922	0.047966	0.020201	0.021002	0.03328	0.020744	0.067904	0.017126	0.026221	0.028012	0.028879	0.048766	0.023022	0.019435	0.027415	0.038338	0.037325	0.0546	0.047213	0.033418	0.025	0.26547	0.037213	0.031692	0.028597	0.23551	0.015451	0.019349	0.027865	0.19256	0.03866	0.032064
Meth__cg14506552__NPPB	0.23237	0.019227	0.96276	0.40736	0.43147	0.91428	0.46021	0.65422	0.59589	0.024631	0.072859	0.94043	0.40909	0.95754	0.071819	0.11652	0.45172	0.66544	0.17091	0.024873	0.26198	0.83467	0.81857	0.069968	0.55479	0.92429	0.1429	0.036201	0.90484	0.038932	0.43063	0.55953	0.50758	0.097328	0.10512	0.8794	0.052182	0.43932	0.47383
Meth__cg12938998__GAB3	0.099894	0.050136	0.86997	0.090412	0.042788	0.4662	0.076638	0.14455	0.39579	0.046529	0.042349	0.091265	0.1237	0.36623	0.060527	0.040366	0.12965	0.050702	0.054169	0.072426	0.06827	0.10881	0.3498	0.031186	0.12135	0.16996	0.06938	0.08966	0.25844	0.088554	0.036349	0.29997	0.31337	0.13167	0.037207	0.5257	0.2671	0.061538	0.14214
Meth__cg25808906__DGKG	0.90887	0.044096	0.22784	0.073445	0.04123	0.85536	0.77803	0.23946	0.5288	0.05435	0.060456	0.20811	0.4117	0.15454	0.048306	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.71869	0.092653	0.066408	0.18893	0.29446	0.047358	0.047805	0.14023	0.19993	0.080827	0.060333
Meth__cg22325823__RAB37	0.075957	0.093464	0.13065	0.087387	0.075529	0.11383	0.15919	0.16724	0.30468	0.051852	0.085725	0.18705	0.40726	0.31453	0.035302	0.069061	0.041353	0.1028	0.1274	0.062796	0.0622	0.12184	0.11289	0.032859	0.68931	0.17544	0.042417	0.082756	0.13217	0.10735	0.03444	0.15916	0.10568	0.086235	0.042831	0.097666	0.12633	0.097337	0.047311
Meth__cg21289015__USH1C	0.58556	0.042399	0.81033	0.76708	0.1213	0.93886	0.062258	0.74272	0.84965	0.034572	0.064566	0.033838	0.098172	0.80381	0.049174	0.027117	0.66146	0.78554	0.17318	0.12167	0.063683	0.20017	0.56998	0.074664	0.046894	0.77108	0.55782	0.10604	0.79868	0.091013	0.1444	0.12259	0.15072	0.067222	0.039325	0.15304	0.14486	0.83212	0.70249
Meth__cg16154416__RASGRF1	0.16198	0.084868	0.073218	0.081863	0.035728	0.93546	0.16386	0.62072	0.96689	0.038815	0.059648	0.61629	0.090576	0.11988	0.042009	0.076231	0.49717	0.19961	0.1131	0.39103	0.48433	0.47286	0.93459	0.13267	0.49615	0.8519	0.056603	0.085158	0.86444	0.12253	0.099213	0.40613	0.85445	0.03726	0.029828	0.54977	0.28501	0.056213	0.17389
Meth__cg15822346__SLC16A10	0.10073	0.085944	0.13535	0.13253	0.077282	0.59312	0.10644	0.12135	0.13172	0.077612	0.085592	0.1109	0.14102	0.10512	0.068737	0.089909	0.11578	0.095341	0.12551	0.89283	0.063185	0.10625	0.70746	0.09826	0.23088	0.11304	0.10033	0.11375	0.21328	0.12547	0.074995	0.078268	0.22281	0.094166	0.079699	0.12153	0.101	0.10766	0.1004
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.031701	0.46022	0.19568	0.46159	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.051727	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.30425	0.047024	0.31484	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.44524	0.33317
Meth__cg25283297__GNAS	0.21703	0.11224	0.90538	0.11785	0.091695	0.81152	0.13305	0.98087	0.21661	0.098309	0.11739	0.16448	0.0896	0.41089	0.36374	0.12731	0.4903	0.5157	0.15834	0.19554	0.13158	0.32177	0.77067	0.71118	0.1397	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.097465	0.13176	0.1735	0.17283	0.72894	0.68758
Meth__cg13968061__APCS	0.69767	0.07089	0.83099	0.3748	0.088005	0.8993	0.25308	0.75813	0.54043	0.54907	0.11093	0.52141	0.10637	0.8145	0.065113	0.42995	0.61399	0.64494	0.32397	0.1454	0.072019	0.10541	0.46025	0.13304	0.40566	0.79296	0.26879	0.11099	0.16054	0.15882	0.097908	0.8811	0.8898	0.16021	0.31601	0.43118	0.22025	0.33903	0.39273
Meth__cg00504595__TNFRSF19	0.84773	0.10349	0.88679	0.36793	0.099263	0.66939	0.17391	0.51453	0.71858	0.081712	0.13642	0.54895	0.11405	0.45973	0.10064	0.070509	0.29817	0.8452	0.084654	0.63305	0.076776	0.12411	0.84043	0.35073	0.18776	0.35368	0.62945	0.1437	0.2797	0.070363	0.17726	0.84055	0.10573	0.45816	0.065212	0.40501	0.17208	0.19208	0.34924
Meth__cg15205507__ZNF331	0.16977	0.13222	0.1635	0.1371	0.13062	0.099535	0.25171	0.29195	0.088599	0.096857	0.18275	0.33228	0.12017	0.28042	0.061506	0.11075	0.29286	0.1645	0.18623	0.20767	0.11224	0.14247	0.11812	0.24476	0.13725	0.87776	0.10779	0.10714	0.16871	0.20361	0.13549	0.26677	0.25391	0.1253	0.088068	0.12908	0.23557	0.25629	0.17792
Meth__cg23799313__PAQR7	0.074643	0.03129	0.061469	0.090851	0.053866	0.443	0.043641	0.23716	0.32986	0.053151	0.053814	0.082471	0.083239	0.081552	0.047554	0.053106	0.11418	0.37085	0.12001	0.34088	0.064523	0.090024	0.067745	0.54268	0.19927	0.6003	0.077852	0.058216	0.066436	0.074615	0.51678	0.12556	0.17658	0.060346	0.029076	0.029388	0.22172	0.037208	0.04449
Meth__cg05670408__MAN1C1	0.13914	0.059481	0.23338	0.11181	0.057601	0.58792	0.2605	0.4577	0.13735	0.062109	0.06607	0.26718	0.11202	0.11276	0.031459	0.064513	0.089846	0.060277	0.072325	0.13056	0.12395	0.097776	0.075108	0.1483	0.053067	0.85379	0.070502	0.11236	0.22316	0.10118	0.061933	0.36829	0.086085	0.045515	0.04847	0.060821	0.21628	0.068629	0.076388
Meth__cg06952310__CSPG3	0.32804	0.037371	0.082363	0.19501	0.33379	0.22105	0.2787	0.12833	0.44652	0.087352	0.044265	0.5112	0.36931	0.45267	0.050826	0.086599	0.30482	0.3726	0.098044	0.072194	0.17768	0.076468	0.59345	0.21453	0.83429	0.22492	0.050766	0.10623	0.1797	0.1154	0.30733	0.2737	0.12508	0.14325	0.042637	0.12238	0.16218	0.094635	0.076141
Meth__cg03776060__C9orf58	0.045382	0.046378	0.081998	0.036514	0.030119	0.92404	0.039937	0.90237	0.058698	0.027848	0.039395	0.045256	0.053511	0.11436	0.026078	0.033543	0.046413	0.35297	0.096361	0.047987	0.032177	0.040356	0.045312	0.93071	0.083584	0.66825	0.034721	0.063578	0.073022	0.07968	0.43677	0.31268	0.78437	0.030565	0.031347	0.033722	0.044254	0.041817	0.036871
Meth__cg00338702__CHFR	0.081521	0.039809	0.20696	0.069098	0.049117	0.066099	0.054158	0.75706	0.055704	0.04402	0.052192	0.05759	0.16703	0.1867	0.021591	0.049555	0.048785	0.070846	0.17479	0.39344	0.043506	0.05878	0.071149	0.060629	0.044803	0.86124	0.049043	0.090202	0.11452	0.1003	0.041914	0.35202	0.15532	0.045651	0.061362	0.043985	0.076923	0.084119	0.089309
Meth__cg11695266__DNAJB6	0.055403	0.034463	0.050894	0.070967	0.024664	0.95873	0.48346	0.27225	0.39676	0.024797	0.031776	0.040096	0.15056	0.19104	0.031145	0.038267	0.097386	0.029499	0.070565	0.21796	0.030319	0.04115	0.96403	0.072415	0.27297	0.45877	0.47902	0.081395	0.098832	0.087978	0.11968	0.41882	0.077545	0.03252	0.033546	0.51759	0.15714	0.071053	0.74419
Meth__cg12087643__GFRA1	0.20784	0.034729	0.87684	0.040385	0.024357	0.066206	0.49287	0.094701	0.44012	0.032198	0.039237	0.79914	0.84149	0.68784	0.063144	0.040693	0.63465	0.043338	0.097445	0.48424	0.028801	0.03114	0.12166	0.065343	0.10278	0.7715	0.031025	0.08874	0.76701	0.13606	0.040793	0.058805	0.47195	0.057184	0.03368	0.37639	0.0704	0.04325	0.045719
Meth__cg13047892__MEOX2	0.94285	0.03284	0.29084	0.75779	0.062019	0.91854	0.88187	0.11577	0.96145	0.062953	0.056683	0.95271	0.12561	0.12699	0.93284	0.053872	0.9211	0.10215	0.079056	0.55584	0.053603	0.1766	0.21276	0.038672	0.71161	0.60957	0.2556	0.041297	0.2624	0.063541	0.043473	0.056308	0.062402	0.098636	0.029633	0.15364	0.044054	0.79282	0.89484
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.66314	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.1245	0.87936	0.4417	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.072355	0.075314	0.12467	0.31347	0.14608	0.096358
Meth__cg15383120__DUSP22	0.50402	0.028701	0.085273	0.5711	0.21271	0.57925	0.4967	0.29791	0.44268	0.038562	0.058644	0.59966	0.048382	0.51755	0.042182	0.052111	0.79845	0.53462	0.33919	0.048283	0.55039	0.43378	0.048964	0.039336	0.6093	0.37312	0.39037	0.13581	0.16717	0.48106	0.56095	0.55254	0.040761	0.036843	0.068191	0.50816	0.13373	0.56842	0.44921
Meth__cg25302419__CTNND2	0.058073	0.044977	0.54982	0.051625	0.04596	0.6297	0.061789	0.076771	0.19767	0.040079	0.049605	0.63671	0.43027	0.59746	0.031133	0.037522	0.053229	0.05934	0.089802	0.15474	0.033818	0.05774	0.034423	0.052459	0.044656	0.82575	0.062717	0.083876	0.095206	0.092656	0.046281	0.050856	0.18075	0.038879	0.039399	0.046631	0.080322	0.040636	0.053892
Meth__cg08185661__SYT9	0.046786	0.028492	0.94487	0.059991	0.021447	0.92144	0.037173	0.32727	0.59523	0.025866	0.034102	0.97	0.21236	0.88602	0.030623	0.02567	0.046632	0.57775	0.0678	0.29544	0.53527	0.047994	0.52128	0.18255	0.028404	0.90706	0.031756	0.034397	0.71407	0.037266	0.041872	0.076466	0.56446	0.025697	0.026636	0.12501	0.13957	0.025164	0.088372
Meth__cg01274660__TRIP6	0.020845	0.42067	0.01758	0.60262	0.2062	0.015557	0.048205	0.032663	0.01091	0.29283	0.94369	0.011152	0.16108	0.4168	0.013612	0.27397	0.01856	0.017059	0.053011	0.013055	0.21576	0.29764	0.74741	0.41867	0.028381	0.026563	0.9284	0.068703	0.02975	0.090724	0.020761	0.013289	0.016625	0.94891	0.94995	0.43482	0.70043	0.083514	0.022202
