Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
U133A__S100A8	6.1706	12.5664	4.157	7.7019	3.5813	4.7324	3.8563	3.924	5.4707	9.0826	7.6008	10.1724	11.3533	12.0862	7.7539	11.5807	11.9267	4.6797	8.514	4.0572	4.4943	4.3478	5.5487	4.143	7.8157	3.962	4.2797	3.922	9.8096	4.6677	11.9492	11.5551	3.8788	8.6098	3.9747	7.2637	7.8125	4.319	12.2071	5.4406	4.009	9.593
U133A__FAM13A	5.5919	6.9892	7.6893	5.5958	5.3985	4.5903	5.1953	6.2788	5.246	5.0623	6.1014	6.399	6.8109	5.5296	5.684	8.0058	6.729	6.7055	7.4699	5.3064	4.8071	5.3929	5.6785	6.456	7.1306	6.1506	6.2633	6.3947	5.5903	5.3087	6.1806	6.3985	6.1293	5.6016	6.5196	8.7635	6.7885	4.9463	6.9207	7.1884	6.8083	4.9342
U133A__C1orf106	10.0398	9.071	6.4457	6.3035	6.014	6.2668	5.4447	7.1557	9.242	6.8518	8.8609	8.3117	8.8083	7.699	8.3482	9.1534	7.9706	6.8505	8.7505	5.9213	5.7634	6.1472	5.874	5.323	9.2096	6.4594	7.3261	8.0817	5.844	7.0397	8.0604	7.7464	6	8.7694	5.5202	7.8809	9.3234	7.395	7.6388	8.4486	7.5821	7.6676
U133A__TAP1	5.7327	7.5006	6.3813	7.6236	5.9818	6.3709	7.4078	6.5781	9.653	6.8374	6.8908	8.2561	7.7278	8.4082	7.8418	5.7944	7.9218	7.8805	9.3298	6.9324	6.4186	6.1383	7.2276	9.1618	6.1234	6.0921	6.3952	7.2535	6.5874	5.9068	9.2916	6.5505	7.8065	7.5458	7.6768	5.8906	6.2797	7.491	6.9934	6.2227	5.7339	6.26
U133A__SLPI	9.7354	9.7856	6.4377	7.1792	5.83	6.2034	6.1402	9.6794	8.9396	6.409	12.2979	9.4158	12.1221	9.8205	7.9238	9.5601	10.5563	9.846	12.4309	6.5235	5.717	5.7027	6.7196	6.2807	8.4893	6.6566	7.6057	8.3239	8.8621	6.6618	9.5609	8.407	6.4807	9.7219	6.3701	7.0311	9.2953	6.979	7.0415	7.4952	6.412	7.3926
U133A__IGFBP2	8.9994	6.5614	8.4756	10.174	4.1337	8.2319	5.5098	6.9756	5.0969	11.3152	6.6399	5.5755	7.4344	6.2061	7.8506	6.7846	6.7353	5.7058	4.1339	5.3651	7.4161	8.4871	9.2672	6.523	6.9218	5.18	9.4817	8.7196	7.0344	9.2216	6.2351	5.7955	5.3561	5.6784	5.7516	6.6061	7.7527	9.675	9.8774	7.0239	7.1688	9.9643
U133A__IGFBP4	11.0146	5.2361	9.7198	9.3935	7.2318	8.0076	7.5107	7.3593	7.5275	9.1421	8.2795	8.0721	7.2479	6.0637	6.2098	6.3741	6.0228	8.3002	8.3906	8.9442	7.3456	9.23	9.7558	7.7929	7.1647	10.3468	9.1055	9.0012	6.9578	5.6107	7.1508	6.7255	5.6586	7.7099	9.881	6.4871	5.5116	9.5902	10.2401	6.4333	7.5132	8.2681
U133A__PARP12	5.6212	7.2533	5.7221	8.0136	5.4178	5.3115	5.7062	6.5946	9.2451	5.6289	6.6519	6.3163	7.2762	7.1555	7.6052	6.4157	5.7841	7.1514	8.4965	6.4931	6.121	5.4093	6.0014	6.91	5.282	5.8362	6.0526	6.5117	6.6678	5.5824	7.8741	5.8208	5.7415	6.6629	6.5579	6.5832	5.5611	5.8681	6.089	5.0997	6.1623	5.5159
U133A__LCP1	6.4332	6.6131	6.2662	6.4693	5.9101	6.1359	5.9344	6.1282	6.1918	6.9759	6.4522	8.2536	7.8778	6.2406	6.6489	6.4331	9.0611	7.1854	6.3068	6.5316	6.456	6.3403	6.4994	5.9818	6.8268	6.3551	6.8295	8.4467	6.1865	6.369	5.7598	7.2037	6.2423	6.9817	8.3904	6.1335	6.1136	6.2428	5.9047	6.7422	6.4982	6.5874
U133A__GCLM	6.0291	7.5479	5.4249	5.7461	7.6196	7.7395	6.217	5.5992	7.0837	7.1773	7.0669	8.3129	8.4717	7.7987	5.9682	6.114	8.1152	7.5195	8.4664	8.4537	6.8713	5.8763	6.9286	6.4362	5.0065	8.8706	6.9329	7.2826	7.292	6.7209	8.5339	6.6394	7.626	8.7869	8.1921	6.054	7.1043	5.0209	6.7278	4.8826	7.8625	6.8645
U133A__DDIT4	7.5309	9.4689	9.5108	6.8696	10.5424	8.9504	7.8828	7.5289	10.2985	7	9.2058	8.7386	8.6661	6.8977	10.1339	6.091	10.2213	7.4198	8.3905	6.1963	7.3089	8.6375	7.2565	7.6621	8.6169	6.395	8.1399	8.6558	9.8945	9.5738	8.7161	9.6591	9.6427	10.4824	8.3328	9.356	9.6722	6.2074	10.9391	9.3186	10.2433	8.7454
U133A__C5orf13	7.5479	5.1369	6.7214	7.2221	10.5831	8.7053	6.6718	6.8127	10.1445	5.6449	7.1065	5.0964	5.3783	7.077	7.9666	6.914	5.561	7.2038	5.9763	8.7252	5.4808	5.8234	8.3707	9.2578	5.8943	5.5724	6.9229	7.5753	7.8776	8.2068	8.2004	4.9232	7.1556	5.2497	9.5255	9.8606	5.4205	6.0864	7.4534	6.3202	6.2864	6.9258
U133A__ME1	8.3567	7.7974	5.9976	4.3669	6.2304	3.5126	6.2684	5.2956	7.5277	6.3978	6.0968	8.6735	7.608	7.8782	4.659	6.6291	7.442	6.9336	7.1357	6.5106	5.9111	6.5939	4.2005	8.2989	4.2227	6.5132	6.5847	8.4861	7.0108	3.7088	6.7743	6.4531	6.6978	6.6297	7.1395	3.7365	8.4449	3.91	5.382	6.4445	8.5652	7.0946
U133A__PRNP	6.1952	7.6265	4.4988	6.3549	8.3473	2.8621	7.7789	8.8473	8.0052	3.5182	8.5845	9.0397	9.2202	8.6949	3.0417	6.9932	8.0449	9.5522	7.329	9.3616	5.659	4.5659	3.7609	8.366	6.9978	8.3535	5.8395	3.3305	6.5325	4.0872	8.1388	7.1137	7.4428	8.3248	8.0389	5.8058	8.4491	6.0263	6.8121	4.5816	4.4824	5.6471
U133A__EPHX1	9.2984	9.4723	8.1169	8.3973	7.1109	8.2915	7.3683	7.4411	8.7598	8.4953	9.9386	8.5795	9.9609	8.4863	10.0493	7.8213	8.9538	9.4613	8.7891	7.3381	7.0555	7.8906	8.3233	9.6453	8.6387	6.3209	8.6889	7.9022	6.9284	8.9822	8.5941	9.2182	9.6237	8.4249	7.4054	8.0834	9.5756	8.2271	7.9728	8.159	6.9429	7.221
U133A__S100A7	3.9827	9.8627	3.7425	4.4874	3.7545	3.8373	3.7968	3.8754	6.8983	4.1202	4.0664	4.1086	9.5441	6.8918	3.7975	7.5508	11.45	3.5806	4.2457	4.1132	4.0098	3.8376	4.0133	3.8093	4.1274	3.8115	3.9822	4.0015	3.9924	4.0927	10.911	6.568	3.8366	4.4695	3.707	3.8521	3.8059	3.7223	9.5054	3.8849	4.0714	4.6177
U133A__KRT5	4.8077	4.8878	5.0165	4.7598	5.3606	5.2034	5.1382	9.8089	10.1851	4.7424	5.3075	11.7433	10.7402	5.5063	5.4241	4.9714	8.9525	8.389	12.0252	5.8278	5.7844	5.2101	5.1395	5.0057	5.0121	4.6854	5.0561	5.6323	5.1925	5.0849	9.7834	5.3946	5.0225	8.8317	4.8533	4.9464	5.2698	4.9329	4.9699	4.9937	5.2146	4.9555
U133A__IGFBP3	5.6494	4.871	5.2836	5.3476	10.6212	4.8745	6.3437	10.6165	6.9528	5.2737	5.3532	11.0036	11.5055	9.3428	8.2413	11.644	9.1924	11.6705	11.6134	10.2776	5.4442	5.6197	9.3685	7.9102	6.1709	6.3213	6.7394	5.1851	9.7614	9.1549	10.5365	6.1615	10.0354	6.1315	5.5192	8.1578	5.9969	5.2047	7.5049	5.0017	5.4275	4.7505
U133A__TOM1L1	7.9076	5.7186	9.4773	7.1879	5.1145	6.9637	5.2507	6.7397	4.7466	7.9732	5.146	5.9551	5.8162	5.9377	4.7196	6.3062	6.4622	6.6798	6.1347	4.2894	7.0622	7.4272	7.1205	5.3791	7.2296	5.9639	8.1008	6.8372	6.9063	7.168	6.292	5.5921	6.9032	5.8708	6.031	6.4239	6.756	7.2706	7.6229	8.6175	6.4265	7.7091
U133A__CA12	9.2856	6.8362	6.6024	10.0646	4.94	9.4907	5.492	5.3522	5.2704	9.9923	5.8997	5.8965	5.9293	4.8096	8.2238	5.138	5.3006	5.185	5.1204	6.4199	7.0757	8.7923	10.1694	5.1916	8.8035	5.7859	7.8998	10.1217	9.4883	9.7319	5.0811	8.5665	7.398	5.5183	8.3814	7.6774	8.1588	9.8759	9.6625	8.016	9.0663	9.0498
U133A__GDPD3	6.5019	10.0153	6.1503	6.642	5.7463	7.4532	6.1041	6.4548	5.9638	6.4119	6.4377	5.6627	7.0271	6.539	7.1794	7.2005	6.6596	6.229	6.574	5.8339	8.0906	6.7648	6.1995	6	7.6927	6.1031	6.4612	7.043	6.2352	5.897	6.0719	8.9869	6.01	6.9427	6.2605	7.4305	6.1856	6.1103	6.7211	6.0486	6.3816	6.5637
