Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.19919	0.25304	0.089754	0.1151	0.16357	0.42308	0.63327	0.28932	0.16861	0.43652	0.65955	0.2884	0.20582	0.24498	0.55016	0.70551	0.10674	0.1881	0.076174	0.17964	0.30939	0.23208	0.75188	0.16989	0.11537	0.14073	0.13738	0.12044	0.06226	0.82343	0.26914	0.23919	0.10255	0.20771	0.16105	0.18948	0.10703
Meth__cg07141002__H1F0	0.069085	0.063198	0.12272	0.28667	0.068176	0.74185	0.19321	0.093699	0.11178	0.78442	0.07772	0.4004	0.91041	0.82011	0.037489	0.7069	0.67905	0.25618	0.049072	0.036808	0.054973	0.077499	0.26212	0.92672	0.14414	0.1156	0.059791	0.40196	0.12487	0.34537	0.50288	0.91821	0.81068	0.56917	0.046206	0.043365	0.17781	0.064607	0.065383
Meth__cg12343638__PCDHB12	0.4636	0.061951	0.84447	0.65021	0.06041	0.83271	0.088175	0.10281	0.9072	0.8437	0.08358	0.85212	0.88951	0.21859	0.62279	0.65414	0.79423	0.31895	0.36091	0.082973	0.061314	0.61075	0.1478	0.67159	0.7131	0.18288	0.22521	0.099347	0.15643	0.10999	0.077068	0.82369	0.090839	0.83708	0.046324	0.32646	0.14926	0.072437	0.087548
Meth__cg24435562__PCDHB13	0.31852	0.043217	0.80911	0.8031	0.051562	0.76768	0.055432	0.054212	0.87127	0.88342	0.051206	0.4714	0.43991	0.25409	0.55038	0.52514	0.53574	0.19844	0.25784	0.058379	0.038425	0.25497	0.28772	0.75624	0.47199	0.16603	0.18163	0.095828	0.54071	0.089725	0.055333	0.82189	0.064824	0.54078	0.048841	0.20718	0.0926	0.19056	0.17755
Meth__cg22499964__EGLN2	0.034923	0.038872	0.028239	0.39375	0.063405	0.036096	0.041599	0.079572	0.067346	0.24984	0.040816	0.20956	0.10168	0.18658	0.029898	0.15632	0.056395	0.027478	0.056298	0.027933	0.03474	0.050114	0.067918	0.095963	0.061936	0.058766	0.042008	0.053135	0.089246	0.039559	0.027403	0.039802	0.33922	0.059629	0.032282	0.066679	0.086303	0.03824	0.036037
Meth__cg11435943__SERPINB12	0.77236	0.24573	0.79466	0.78713	0.23176	0.16466	0.38161	0.35574	0.90562	0.83846	0.069951	0.71287	0.59789	0.80716	0.0683	0.81433	0.79753	0.56648	0.78634	0.061008	0.064836	0.0921	0.077073	0.12015	0.89067	0.089528	0.13956	0.14836	0.085134	0.4448	0.064237	0.85702	0.40448	0.85601	0.53471	0.059529	0.1136	0.36422	0.21775
Meth__cg12927772__C9orf64	0.079635	0.10251	0.88267	0.25012	0.078286	0.83212	0.094975	0.057589	0.14611	0.49418	0.089819	0.15014	0.062488	0.30254	0.30691	0.46248	0.60559	0.092433	0.12569	0.1069	0.068134	0.089649	0.5534	0.12022	0.088644	0.074689	0.092458	0.1321	0.10979	0.12552	0.086582	0.11955	0.21102	0.40677	0.084334	0.069736	0.12613	0.088619	0.10584
Meth__cg15104484__PEX26	0.027603	0.021134	0.026866	0.018217	0.017317	0.019	0.020096	0.052075	0.013212	0.021637	0.031705	0.017236	0.014592	0.018417	0.014972	0.020151	0.019992	0.012153	0.023421	0.025491	0.19105	0.15447	0.018276	0.02993	0.01412	0.048596	0.023034	0.022023	0.024625	0.062198	0.033888	0.016802	0.028682	0.026891	0.025711	0.016739	0.039426	0.015519	0.025502
Meth__cg24759821__PAH	0.13827	0.11472	0.10221	0.9063	0.057556	0.17517	0.37931	0.068742	0.11178	0.25319	0.047234	0.71799	0.10105	0.5855	0.056849	0.18812	0.53574	0.073042	0.086649	0.039733	0.054395	0.046501	0.49971	0.20992	0.066756	0.41737	0.039509	0.055443	0.12892	0.099536	0.28511	0.05977	0.20209	0.70596	0.050955	0.80357	0.078084	0.065221	0.2336
Meth__cg02654291__C9orf64	0.093588	0.20108	0.95046	0.83311	0.21853	0.93407	0.091411	0.29717	0.10623	0.9677	0.11295	0.71293	0.89524	0.70121	0.90116	0.91848	0.95689	0.24201	0.15421	0.65923	0.093917	0.10316	0.80577	0.47601	0.226	0.14715	0.1465	0.16315	0.17897	0.18215	0.060419	0.56857	0.63157	0.94394	0.08077	0.060522	0.58816	0.098453	0.1171
Meth__cg18902090__PCDHAC1	0.49982	0.023113	0.031358	0.96224	0.60704	0.022709	0.51346	0.045723	0.077536	0.018075	0.018725	0.026515	0.023254	0.032571	0.53116	0.15072	0.019143	0.026846	0.028291	0.19569	0.97266	0.71883	0.022225	0.028379	0.018412	0.79821	0.5787	0.043878	0.041495	0.022022	0.024402	0.023278	0.58983	0.010517	0.018953	0.71235	0.39972	0.72298	0.69105
Meth__cg03238797__ADAMTS18	0.89177	0.042857	0.95333	0.038595	0.22478	0.95681	0.87978	0.10676	0.66562	0.035111	0.72503	0.93824	0.27037	0.84645	0.21567	0.038767	0.14021	0.10428	0.11416	0.34894	0.94086	0.94761	0.20578	0.47182	0.49735	0.86178	0.046456	0.58875	0.89008	0.070703	0.89465	0.041963	0.14803	0.054725	0.0324	0.92067	0.0678	0.92877	0.91093
Meth__cg00449941__SPAG5	0.039351	0.024775	0.053508	0.036007	0.038374	0.03441	0.040696	0.084022	0.032109	0.036162	0.057065	0.031711	0.054206	0.04906	0.021917	0.036394	0.040225	0.032609	0.05172	0.038358	0.051784	0.033441	0.058775	0.044473	0.034868	0.083406	0.42143	0.092888	0.10192	0.042421	0.032836	0.030932	0.030773	0.047594	0.022764	0.031894	0.03959	0.052302	0.043686
Meth__cg08570521__TLL1	0.065334	0.43276	0.11112	0.078773	0.047744	0.057044	0.4055	0.053793	0.51138	0.053152	0.072162	0.20414	0.15722	0.69983	0.064302	0.057475	0.14961	0.065413	0.18087	0.050458	0.085628	0.055817	0.085619	0.5	0.09811	0.44875	0.054725	0.094116	0.093429	0.069562	0.049094	0.080481	0.046909	0.81344	0.10494	0.16438	0.16667	0.07582	0.055661
Meth__cg27133864__HIST1H2AE	0.27177	0.093085	0.68939	0.18574	0.15679	0.10729	0.13611	0.2216	0.1934	0.12179	0.21253	0.32435	0.24084	0.23575	0.093121	0.10618	0.10345	0.11189	0.12515	0.49517	0.1632	0.1366	0.13025	0.14694	0.18981	0.71377	0.17286	0.16986	0.35191	0.19097	0.54021	0.15211	0.16553	0.16411	0.13683	0.81462	0.17897	0.1961	0.26864
Meth__cg20632573__SLC6A5	0.023414	0.018858	0.026555	0.32773	0.023957	0.093084	0.040033	0.033144	0.1384	0.026362	0.04042	0.90777	0.44652	0.11321	0.025002	0.028375	0.062084	0.023897	0.067528	0.018478	0.01751	0.020222	0.17833	0.055271	0.036913	0.063364	0.026063	0.026086	0.29525	0.033363	0.029916	0.029574	0.030157	0.020794	0.021479	0.044962	0.01628	0.024328	0.020181
Meth__cg25832796__AP1G2	0.36763	0.033753	0.086292	0.41682	0.10451	0.080827	0.23818	0.30237	0.1928	0.1418	0.06093	0.35266	0.10405	0.19126	0.084537	0.19659	0.12553	0.17344	0.33616	0.053442	0.078284	0.12569	0.69188	0.3248	0.081708	0.076285	0.035702	0.15451	0.13519	0.084597	0.027605	0.41831	0.1951	0.082117	0.1814	0.11469	0.09287	0.054992	0.070425
Meth__cg13789236__RFK	0.069298	0.037718	0.16652	0.046911	0.029891	0.059851	0.064301	0.10862	0.037656	0.02974	0.051039	0.068848	0.053091	0.068799	0.043854	0.039792	0.04005	0.034983	0.034746	0.069729	0.052082	0.048508	0.062826	0.069878	0.0457	0.28754	0.060076	0.10667	0.2766	0.047793	0.060424	0.033273	0.077615	0.023203	0.047447	0.048456	0.14387	0.087888	0.093887
Meth__cg07005513__FADS2	0.90942	0.12243	0.95404	0.13628	0.46808	0.11169	0.10888	0.93341	0.18751	0.11463	0.15819	0.117	0.32649	0.94408	0.62928	0.14553	0.90027	0.10943	0.17314	0.77774	0.95651	0.74022	0.11259	0.85575	0.1623	0.56192	0.12055	0.13508	0.9283	0.19365	0.19856	0.12441	0.54109	0.093548	0.10963	0.075322	0.81937	0.49127	0.61032
Meth__cg14892066__DCTD	0.050701	0.14792	0.078983	0.30249	0.050185	0.89033	0.050902	0.64714	0.30563	0.074648	0.070555	0.055807	0.12472	0.71378	0.067045	0.060215	0.48836	0.089824	0.09196	0.052841	0.046523	0.07975	0.66908	0.20994	0.056295	0.086563	0.046716	0.10831	0.1417	0.16407	0.046468	0.11571	0.84363	0.05554	0.045146	0.17652	0.13626	0.1023	0.085964
Meth__cg24010952__BDKRB2	0.077811	0.073765	0.13529	0.067881	0.05544	0.36208	0.10181	0.14068	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.088226	0.16101	0.14485	0.11867	0.14105	0.09375	0.061114	0.066623	0.069128	0.073071	0.057201	0.12126	0.081547	0.10788	0.12922	0.11333	0.11021	0.43109	0.4063	0.12025	0.071763	0.087113	0.12257	0.072446	0.084506
Meth__cg06974755__RALGDS	0.051284	0.074397	0.42261	0.92921	0.7285	0.96362	0.096546	0.68928	0.34932	0.095692	0.92591	0.8469	0.20211	0.32854	0.065325	0.076905	0.11817	0.892	0.1134	0.719	0.63118	0.75229	0.058601	0.47062	0.10513	0.65282	0.77252	0.3269	0.83061	0.072136	0.53847	0.04274	0.12299	0.14698	0.1865	0.055197	0.062915	0.62828	0.62739
Meth__cg27574244__TBCD	0.34118	0.046897	0.82213	0.24567	0.56653	0.17712	0.079214	0.056237	0.28563	0.024957	0.43485	0.064948	0.035292	0.097261	0.1478	0.040108	0.031412	0.481	0.055559	0.18957	0.10449	0.048398	0.032168	0.11866	0.023458	0.2287	0.35303	0.066742	0.28535	0.084697	0.030381	0.04182	0.036235	0.023388	0.049868	0.025687	0.16931	0.22718	0.21139
Meth__cg15164958__MGC33530	0.46655	0.035166	0.75354	0.079062	0.29257	0.24831	0.66924	0.23383	0.69063	0.083105	0.09901	0.12856	0.21682	0.27672	0.039967	0.065531	0.0928	0.080145	0.10252	0.12673	0.27018	0.40643	0.42551	0.067305	0.079918	0.25248	0.16367	0.18205	0.39827	0.069507	0.15282	0.13504	0.082655	0.40429	0.072128	0.21847	0.22386	0.53771	0.44515
Meth__cg15890111__ABAT	0.037751	0.047135	0.053596	0.051714	0.038881	0.066382	0.047488	0.049074	0.082711	0.045136	0.036169	0.051355	0.1049	0.42828	0.047361	0.049943	0.053236	0.053234	0.046959	0.039561	0.027197	0.048505	0.051022	0.051556	0.04145	0.16521	0.049033	0.052709	0.070564	0.10329	0.041161	0.041729	0.045038	0.057036	0.04769	0.042616	0.092536	0.039035	0.040312
Meth__cg01770232__IL6	0.079977	0.059036	0.12088	0.19016	0.080809	0.28671	0.082384	0.11417	0.1156	0.06123	0.062533	0.19062	0.35627	0.68932	0.070778	0.08489	0.078972	0.090909	0.27279	0.067017	0.04754	0.077148	0.27885	0.16344	0.066173	0.13116	0.068051	0.11439	0.10474	0.10045	0.054982	0.081986	0.056313	0.25104	0.076879	0.27029	0.14648	0.07183	0.064257
Meth__cg06484397__C9orf19	0.086904	0.05803	0.83602	0.090855	0.21676	0.096604	0.08876	0.21269	0.18303	0.038015	0.16759	0.20038	0.21159	0.46904	0.050538	0.051788	0.077494	0.076548	0.066916	0.054415	0.26042	0.11891	0.080954	0.053994	0.14902	0.53921	0.11145	0.057604	0.846	0.10948	0.30357	0.045545	0.064912	0.069983	0.055254	0.80181	0.10749	0.67806	0.90088
Meth__cg24886748__SLC12A7	0.048083	0.035999	0.94196	0.051595	0.04585	0.045586	0.055465	0.070724	0.025852	0.04514	0.049078	0.045273	0.057649	0.39442	0.050716	0.056268	0.044422	0.038613	0.076106	0.04923	0.060723	0.049541	0.044334	0.038945	0.027713	0.29057	0.044564	0.094141	0.072861	0.060395	0.93537	0.044349	0.037635	0.043876	0.048129	0.047201	0.075475	0.061196	0.056793
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.22684	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.057922	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.10977	0.054223	0.12843	0.051052	0.075316	0.065084	0.15968	0.082492	0.070067	0.11255	0.096967	0.059343	0.098483	0.060585	0.20306	0.082504	0.063562
Meth__cg24861272__TCF8	0.038855	0.037689	0.041782	0.044616	0.039819	0.14207	0.054478	0.089573	0.060355	0.3285	0.043142	0.055784	0.16859	0.08752	0.25943	0.28224	0.070876	0.064282	0.21721	0.034196	0.050343	0.037839	0.096995	0.11917	0.041885	0.13625	0.057979	0.060601	0.068102	0.055926	0.043716	0.040996	0.32951	0.36638	0.041828	0.049131	0.062122	0.062325	0.05271
Meth__cg10637955__BZW1	0.080689	0.11292	0.090918	0.089162	0.077322	0.51682	0.10842	0.39278	0.82678	0.30428	0.092246	0.26583	0.17802	0.29808	0.062484	0.24852	0.23859	0.076036	0.18211	0.076964	0.10165	0.096204	0.11357	0.70974	0.08274	0.1291	0.092226	0.12367	0.25092	0.16842	0.065464	0.44912	0.087928	0.10209	0.071082	0.096885	0.2308	0.074021	0.10529
Meth__cg09979256__RSPO3	0.056759	0.043681	0.90066	0.063817	0.064446	0.041494	0.075466	0.40622	0.050046	0.064633	0.069263	0.38647	0.053631	0.11428	0.055966	0.048718	0.039973	0.040408	0.12018	0.066567	0.069061	0.06514	0.065911	0.060658	0.047509	0.13243	0.56138	0.089872	0.45437	0.056629	0.042154	0.04291	0.046214	0.049518	0.037857	0.063786	0.086676	0.068241	0.055525
Meth__cg04431054__LOC133619	0.13014	0.42601	0.3947	0.32714	0.094925	0.71329	0.064116	0.24319	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.07347	0.24335	0.23004	0.33535	0.3555	0.076923	0.14598	0.075239	0.10104	0.27064	0.14602	0.2078	0.095205	0.13518	0.17908	0.33367	0.44825	0.76506	0.31688	0.23394	0.27573	0.28256	0.089081	0.32013	0.17125
Meth__cg21546057__FIBP	0.042839	0.1956	0.05433	0.068868	0.040679	0.053846	0.07481	0.037313	0.045564	0.047296	0.049626	0.051776	0.04796	0.17821	0.041068	0.059394	0.086062	0.034149	0.068881	0.045423	0.048242	0.045267	0.099179	0.04674	0.038843	0.064641	0.041918	0.06834	0.087743	0.06776	0.036193	0.048239	0.039674	0.28334	0.052347	0.27513	0.0513	0.047743	0.041008
Meth__cg22571217__DAPK1	0.27977	0.081953	0.71029	0.078159	0.1872	0.092441	0.79084	0.11034	0.054684	0.048756	0.063623	0.057939	0.057002	0.091208	0.056019	0.077244	0.055962	0.045023	0.095824	0.24183	0.76575	0.6644	0.056929	0.063875	0.044116	0.66255	0.054923	0.37801	0.15678	0.1094	0.047364	0.035006	0.046276	0.036145	0.047098	0.068969	0.048199	0.060966	0.054797
Meth__cg15457899__SCN3B	0.98204	0.42207	0.50346	0.73666	0.04861	0.98232	0.98289	0.18351	0.20757	0.083613	0.98334	0.98504	0.4217	0.49952	0.064665	0.30947	0.092995	0.49166	0.095358	0.94886	0.98745	0.97247	0.98406	0.72372	0.36485	0.97875	0.98083	0.86117	0.977	0.16063	0.97971	0.06625	0.063077	0.0224	0.0247	0.14199	0.94306	0.54705	0.95169
Meth__cg06783668__FLJ12056	0.09228	0.079117	0.086091	0.13706	0.065861	0.11032	0.10726	0.10828	0.89625	0.12506	0.099346	0.11801	0.14178	0.27606	0.0655	0.11137	0.091386	0.11732	0.11064	0.10199	0.077692	0.11543	0.11185	0.071954	0.15101	0.11398	0.078763	0.13593	0.15891	0.12896	0.095957	0.094902	0.073639	0.13822	0.13586	0.31671	0.10143	0.09758	0.088387
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.96192	0.055719	0.063485	0.93289	0.22515	0.042965	0.099001	0.10282	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.70398	0.93777	0.057251	0.098049	0.072433	0.095283	0.10569	0.10386	0.60017	0.050924	0.051159	0.049664	0.054514	0.047205	0.68789	0.928	0.91954
Meth__cg08744726__FLJ12700	0.085767	0.089567	0.06086	0.4759	0.051034	0.342	0.083552	0.14282	0.53417	0.056563	0.064584	0.043244	0.066193	0.35954	0.059284	0.068691	0.12546	0.053415	0.075891	0.039204	0.043687	0.064147	0.83789	0.67004	0.053504	0.066693	0.049708	0.081563	0.21139	0.38265	0.043439	0.04774	0.045966	0.093682	0.066621	0.25025	0.097665	0.069636	0.060473
Meth__cg03752628__PTGFRN	0.30375	0.050089	0.028833	0.34264	0.28567	0.46271	0.51286	0.48535	0.0293	0.023625	0.45468	0.18986	0.020968	0.028236	0.021066	0.025973	0.034109	0.033035	0.039067	0.019505	0.33659	0.62872	0.94448	0.35051	0.3617	0.61372	0.56719	0.041017	0.036399	0.056648	0.61895	0.021666	0.021672	0.12866	0.030528	0.015998	0.096507	0.13895	0.065712
Meth__cg02480835__NUPL2	0.066285	0.034255	0.062857	0.08286	0.10304	0.084646	0.10836	0.097539	0.069515	0.043454	0.46425	0.044495	0.046651	0.1935	0.47989	0.046915	0.057189	0.044007	0.058654	0.06183	0.046684	0.087042	0.079056	0.033645	0.046101	0.089418	0.063613	0.10249	0.12462	0.038129	0.050655	0.061903	0.085794	0.049617	0.042673	0.075129	0.070374	0.32405	0.33023
Meth__cg13191049__DMN	0.97259	0.6425	0.052618	0.055603	0.98039	0.05648	0.96842	0.1072	0.04782	0.070633	0.97407	0.063312	0.068574	0.1764	0.048419	0.053097	0.051755	0.045772	0.21918	0.077069	0.97866	0.88735	0.7998	0.069113	0.61663	0.94357	0.079309	0.87869	0.1555	0.12531	0.074122	0.05522	0.068552	0.079014	0.065142	0.66641	0.96432	0.072033	0.078935
Meth__cg20744464__MFI2	0.03616	0.044649	0.94852	0.95388	0.065948	0.85984	0.034285	0.042915	0.1741	0.069094	0.049272	0.032243	0.78675	0.96073	0.2201	0.090426	0.070385	0.13277	0.51873	0.22019	0.022107	0.022351	0.21545	0.026235	0.077079	0.069521	0.043285	0.021287	0.25557	0.13735	0.034811	0.030895	0.61814	0.35488	0.11238	0.048932	0.016344	0.038754	0.032024
Meth__cg18110535__LPIN2	0.080946	0.15857	0.3232	0.18731	0.15763	0.048114	0.62387	0.037857	0.3785	0.49066	0.3036	0.048808	0.81708	0.31491	0.47468	0.55112	0.28002	0.049274	0.62632	0.04184	0.51251	0.27382	0.48198	0.059187	0.41155	0.076902	0.11809	0.16981	0.13693	0.18982	0.050585	0.38422	0.09706	0.50446	0.44305	0.57355	0.54586	0.061566	0.098138
Meth__cg04133652__MLLT6	0.032843	0.057746	0.08567	0.056751	0.040082	0.44755	0.044089	0.51254	0.070432	0.31849	0.042027	0.044627	0.11246	0.10003	0.027058	0.30016	0.10993	0.069603	0.19784	0.0237	0.03925	0.04137	0.050897	0.12889	0.039199	0.056193	0.048889	0.03876	0.057351	0.043373	0.044936	0.035672	0.21495	0.06981	0.026753	0.030065	0.060203	0.026658	0.035796
