Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg13265789__UNC5C	0.0385	0.041114	0.86959	0.058269	0.040967	0.044421	0.067459	0.53578	0.032773	0.040347	0.049143	0.23	0.11345	0.066264	0.037311	0.042009	0.39413	0.042206	0.10126	0.045662	0.05534	0.057207	0.12211	0.03782	0.091053	0.63835	0.046997	0.082008	0.076053	0.096985	0.032459	0.1211	0.13403	0.05274	0.035586	0.88327	0.31819	0.0487	0.047289
Meth__cg15942481__CAPS2	0.070735	0.081653	0.82409	0.54776	0.046001	0.053904	0.053376	0.35765	0.070049	0.16875	0.062773	0.36596	0.16966	0.14814	0.043762	0.1317	0.85239	0.21123	0.085414	0.050159	0.049737	0.046974	0.09642	0.065423	0.34047	0.090944	0.052271	0.32894	0.13791	0.13456	0.40449	0.054697	0.088041	0.22392	0.041889	0.37944	0.070072	0.059172	0.1214
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.72	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.036578	0.064161	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.050172	0.4149	0.055799	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.08619	0.035855	0.13704	0.2076	0.042567	0.046419
Meth__cg19237753__PTPNS1	0.1545	0.37306	0.91448	0.53564	0.75902	0.13199	0.75156	0.042232	0.63748	0.45695	0.16158	0.058454	0.13546	0.25904	0.089718	0.39367	0.046814	0.057268	0.11273	0.042838	0.85929	0.76086	0.094218	0.29424	0.16607	0.27021	0.18559	0.102	0.13624	0.10863	0.094094	0.037894	0.038134	0.034253	0.038045	0.83313	0.093627	0.16229	0.39548
Meth__cg05522383__PITX2	0.94246	0.67017	0.81049	0.78999	0.5194	0.07893	0.92481	0.41042	0.94038	0.05273	0.055247	0.12792	0.79304	0.87898	0.77921	0.060278	0.76241	0.12733	0.41586	0.037999	0.87125	0.92824	0.94044	0.040955	0.63638	0.54472	0.60837	0.071361	0.090703	0.69558	0.039063	0.02783	0.16325	0.046131	0.057101	0.90542	0.57523	0.92008	0.92514
Meth__cg19258882__ERBB3	0.039942	0.036267	0.053322	0.063007	0.066172	0.13329	0.047175	0.058614	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.026029	0.040339	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.37777	0.065654	0.041971	0.12185	0.038808	0.038691	0.051876	0.044444	0.068946	0.071797	0.42133	0.053701	0.078845	0.037677	0.060111	0.03682	0.037791
Meth__cg10331779__CTNND2	0.06659	0.099316	0.89384	0.18014	0.15993	0.87058	0.10481	0.73026	0.51129	0.2058	0.37628	0.89389	0.74006	0.7559	0.062837	0.18171	0.22118	0.21994	0.4923	0.11046	0.060726	0.06099	0.13607	0.15546	0.16091	0.74478	0.12159	0.11257	0.092438	0.070883	0.047044	0.14561	0.5667	0.27284	0.44711	0.40548	0.34419	0.24823	0.10544
Meth__cg24124789__IARS2	0.023763	0.019707	0.03945	0.037415	0.021953	0.054994	0.046461	0.031636	0.024244	0.030367	0.057901	0.025979	0.10397	0.029594	0.01548	0.032809	0.037111	0.03703	0.05063	0.035676	0.024196	0.032766	0.029996	0.029848	0.01804	0.068945	0.028927	0.040649	0.048288	0.04455	0.024873	0.043755	0.0343	0.042065	0.018123	0.030311	0.17291	0.017953	0.029284
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.081138	0.75122	0.44865	0.74249	0.091769	0.51621	0.54357	0.089969	0.13254	0.23746	0.17671	0.095985	0.040729	0.086136	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.41362	0.18531	0.048464	0.38829	0.16749	0.099474	0.072768	0.10644	0.43999	0.3504	0.12477	0.22328	0.032711	0.15158	0.087402	0.061522	0.10205
Meth__cg05142373__FZD1	0.091192	0.40204	0.15008	0.10353	0.069571	0.78357	0.10658	0.053478	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.063672	0.12615	0.065824	0.16464	0.11415	0.073278	0.082961	0.13368	0.077073	0.06151	0.081486	0.064831	0.083163	0.079623	0.08738	0.080308	0.106
Meth__cg01139966__GOLPH3L	0.049006	0.045782	0.056873	0.081815	0.033808	0.04945	0.053528	0.11287	0.025857	0.038765	0.048907	0.079215	0.09336	0.082601	0.033249	0.043048	0.057823	0.054949	0.19809	0.57165	0.031517	0.044926	0.05513	0.049502	0.038112	0.14081	0.082718	0.12759	0.22085	0.062899	0.039365	0.073532	0.087817	0.068247	0.035454	0.069502	0.16559	0.05326	0.050784
Meth__cg20281815__PSCA	0.056421	0.033802	0.044872	0.038144	0.14262	0.97648	0.032376	0.88387	0.11812	0.123	0.08489	0.67591	0.51153	0.095267	0.039238	0.095583	0.66141	0.96341	0.36228	0.97049	0.057895	0.28945	0.92756	0.95753	0.17419	0.95598	0.046805	0.22074	0.69624	0.053354	0.96432	0.67051	0.89383	0.038165	0.028705	0.050204	0.92544	0.3398	0.42364
Meth__cg18242682__FOXK2	0.018151	0.030612	0.017722	0.023887	0.017835	0.014175	0.021542	0.042105	0.032356	0.023792	0.015667	0.02066	0.056108	0.027705	0.42751	0.015062	0.015668	0.021884	0.031831	0.012798	0.022274	0.02054	0.013716	0.021215	0.013821	0.031365	0.019282	0.017143	0.032013	0.062065	0.017519	0.018697	0.010964	0.017327	0.01491	0.014346	0.051671	0.021819	0.019143
Meth__cg17602451__BCL2	0.063162	0.035492	0.95173	0.055695	0.10524	0.95404	0.070302	0.79792	0.14865	0.21232	0.038886	0.93365	0.79234	0.74046	0.21238	0.21557	0.63814	0.27776	0.755	0.4052	0.034002	0.046118	0.038418	0.94636	0.10622	0.90867	0.054939	0.094513	0.93449	0.1315	0.40849	0.21134	0.57873	0.50248	0.69178	0.94823	0.16002	0.047757	0.042401
Meth__cg11195002__ICAM5	0.032387	0.046478	0.9569	0.5824	0.036482	0.031778	0.22894	0.94209	0.034591	0.24519	0.052085	0.25322	0.5927	0.90509	0.029783	0.26939	0.9333	0.43333	0.46265	0.67914	0.031873	0.034725	0.43048	0.42091	0.23627	0.10608	0.11452	0.75669	0.47409	0.056406	0.34602	0.14567	0.91506	0.040252	0.026201	0.67254	0.78418	0.27593	0.042066
Meth__cg11879514__SLC16A6	0.064351	0.071244	0.12678	0.097892	0.10182	0.1377	0.075519	0.78203	0.038267	0.099266	0.076362	0.10921	0.47283	0.55456	0.053415	0.12638	0.72931	0.080723	0.15104	0.11491	0.042772	0.057016	0.08415	0.77128	0.081772	0.82357	0.064658	0.15651	0.083727	0.1153	0.097356	0.077519	0.10085	0.067491	0.071481	0.098211	0.11185	0.074879	0.051785
Meth__cg10226546__NFATC2	0.13682	0.074806	0.60618	0.39783	0.08771	0.88973	0.15567	0.82022	0.10393	0.25237	0.16795	0.82509	0.19669	0.61321	0.096805	0.18656	0.27873	0.7492	0.2771	0.8454	0.091945	0.051511	0.16086	0.89691	0.066815	0.38647	0.11003	0.26394	0.75312	0.087212	0.50658	0.16447	0.88409	0.086852	0.088675	0.78513	0.15241	0.14022	0.12496
Meth__cg24587268__OSBPL2	0.019344	0.017478	0.026162	0.028641	0.018624	0.052622	0.018197	0.05286	0.018536	0.021423	0.016813	0.025221	0.035884	0.019264	0.014483	0.021701	0.021001	0.019787	0.035418	0.18	0.01372	0.018005	0.03179	0.01958	0.016953	0.12966	0.01759	0.038929	0.037631	0.026672	0.01873	0.017569	0.026851	0.026673	0.015451	0.01488	0.057308	0.028611	0.018246
Meth__cg20867633__GOLT1A	0.023741	0.020883	0.51563	0.49381	0.026591	0.90501	0.023763	0.44125	0.031325	0.1937	0.02562	0.87031	0.44056	0.065728	0.02116	0.21964	0.18816	0.81849	0.8748	0.5686	0.025314	0.036873	0.031141	0.91243	0.022669	0.96318	0.26601	0.046501	0.042374	0.027679	0.057544	0.93032	0.09821	0.62647	0.053446	0.011707	0.073128	0.027422	0.031829
Meth__cg18016365__GABRB1	0.051976	0.065391	0.83361	0.89243	0.20089	0.74826	0.46298	0.84376	0.70207	0.078495	0.89193	0.64321	0.1374	0.73407	0.055128	0.30994	0.13515	0.67254	0.36298	0.6413	0.16484	0.2489	0.17277	0.092435	0.044613	0.82701	0.33013	0.20768	0.77276	0.07714	0.054442	0.87539	0.56719	0.58638	0.32891	0.69862	0.12115	0.05488	0.28039
Meth__cg25340403__LYPD3	0.041991	0.035241	0.36761	0.052266	0.20651	0.83676	0.058992	0.90545	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.030084	0.056727	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.80747	0.035903	0.7884	0.036387	0.3407	0.26306	0.040486	0.82379	0.028007	0.51634	0.2241	0.16982	0.02642	0.0736	0.040225	0.044181
Meth__cg24789869__DDX11	0.01538	0.010858	0.26653	0.028305	0.052012	0.094968	0.014074	0.010521	0.0091452	0.021481	0.018668	0.012619	0.037688	0.016705	0.01055	0.02085	0.011868	0.011141	0.014827	0.31339	0.010523	0.016466	0.12025	0.015062	0.020272	0.029302	0.016245	0.01387	0.018573	0.014172	0.017866	0.020559	0.015326	0.099344	0.026806	0.028852	0.033333	0.02351	0.013751
Meth__cg21602520__BCL2	0.046958	0.077954	0.94727	0.24149	0.33085	0.96633	0.066128	0.92797	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.49335	0.75933	0.92554	0.92762	0.74503	0.57908	0.038538	0.046838	0.038996	0.96319	0.41431	0.94754	0.060168	0.083088	0.91319	0.069498	0.45537	0.93335	0.96885	0.8838	0.87083	0.95928	0.57398	0.082738	0.047451
Meth__cg10524192__OPRS1	0.03597	0.046966	0.042308	0.57057	0.031176	0.025288	0.038864	0.034902	0.063126	0.35516	0.02551	0.058888	0.031083	0.065832	0.015702	0.29205	0.037198	0.028287	0.058957	0.018728	0.88293	0.54991	0.027117	0.045525	0.022167	0.041657	0.044243	0.034311	0.095316	0.079725	0.025181	0.034978	0.023993	0.018077	0.026454	0.016123	0.07522	0.036026	0.031417
Meth__cg02282237__PRKCH	0.037052	0.034112	0.042032	0.04672	0.045245	0.35064	0.033673	0.60914	0.047537	0.037083	0.027137	0.52881	0.062951	0.083862	0.021405	0.035163	0.033821	0.082258	0.071117	0.23806	0.031315	0.036207	0.051635	0.055514	0.67167	0.83074	0.029517	0.056158	0.07084	0.049731	0.38074	0.033077	0.080095	0.031255	0.025497	0.032091	0.054556	0.026521	0.037701
Meth__cg20807545__ADAMTS18	0.07786	0.057228	0.48839	0.068917	0.50875	0.67129	0.063842	0.64479	0.92873	0.16708	0.3482	0.89193	0.9043	0.39993	0.094462	0.13968	0.85419	0.22262	0.11235	0.5143	0.075929	0.070913	0.8886	0.35163	0.8501	0.57753	0.1078	0.14605	0.87322	0.090043	0.16798	0.89192	0.75129	0.35375	0.050696	0.33851	0.11401	0.64761	0.45957
Meth__cg13042487__XRCC3	0.86897	0.35783	0.14687	0.11911	0.062091	0.066651	0.36045	0.021586	0.91031	0.064494	0.061406	0.075965	0.06937	0.34943	0.02425	0.078272	0.084643	0.061584	0.11934	0.04785	0.062219	0.27881	0.16399	0.30398	0.63589	0.10975	0.42001	0.18309	0.1216	0.16356	0.031162	0.031532	0.47426	0.087674	0.0324	0.032299	0.11958	0.10138	0.045577
Meth__cg06804431__PEX11B	0.040872	0.033096	0.062531	0.065782	0.035177	0.03512	0.044328	0.049905	0.034998	0.025299	0.054188	0.047334	0.077753	0.046208	0.041527	0.03648	0.0445	0.34032	0.10197	0.032797	0.03219	0.043387	0.049884	0.044545	0.029423	0.12765	0.047345	0.085583	0.097672	0.061418	0.057485	0.047152	0.048729	0.036849	0.032472	0.042931	0.10361	0.039173	0.049238
Meth__cg15207619__CAB39L	0.11648	0.11553	0.086556	0.19164	0.097733	0.89454	0.10434	0.50549	0.212	0.12068	0.22343	0.14286	0.23209	0.13687	0.087506	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.20695	0.67146	0.0971	0.61713	0.14076	0.22302	0.15153	0.14164	0.22754	0.78827	0.50824	0.11185	0.14209	0.17593	0.30349	0.1211	0.12036
