Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Response	-1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	1	1	1	-1	1	1	1	-1	1	-1
U133A__RHOB	10.4942	9.873	11.0388	10.4831	6.7962	11.0472	8.3443	6.5967	5.3472	11.2735	6.8223	5.304	6.3977	6.8571	10.6523	9.5881	6.7605	5.6554	4.5314	6.3916	9.3614	9.9117	11.0411	7.4355	10.1894	6.7163	10.5222	9.9235	9.2453	10.7721	7.3136	10.9564	5.3243	5.6316	8.7454	9.5754	9.765	9.1037	9.9938	10.6561	9.3275	10.3209
U133A__KANK1	5.1845	6.3431	4.4629	5.8517	6.3967	4.9071	4.5114	7.1835	6.6344	4.4494	7.8058	6.3191	6.8472	5.5078	4.8784	4.5401	6.1554	7.7999	8.4046	6.2557	5.5361	5.3198	4.7946	4.5636	5.0467	5.6924	4.7356	4.2955	5.8591	5.7617	6.8357	5.8712	5.7353	5.6835	7.4	5.007	6.1543	5.6976	6.0245	5.7133	6.432	6.2831
U133A__SERPINH1	7.3383	7.1112	8.1094	7.609	10.5733	9.4768	8.6268	8.1624	9.1995	7.2126	9.7949	9.0328	9.016	7.5828	8.5273	8.1352	9.7503	8.4767	8.1285	9.4153	8.799	8.2441	7.2596	6.5507	9.796	8.2198	7.7041	7.8123	8.8173	8.1456	7.3328	7.2836	9.8089	9.2239	8.8404	6.2635	9.6402	8.6763	7.692	7.3527	7.3068	6.6774
U133A__IFNGR1	6.2688	7.5228	6.3571	5.4815	5.8801	5.2355	5.7804	6.8528	8.334	4.6056	6.7327	8.5441	8.1554	6.8216	4.8815	8.3696	6.9811	7.6443	8.2171	6.8533	6.2653	5.2145	6.2502	7.4998	6.6431	6.5338	6.6722	6.1714	7.2957	6.5028	8.8206	6.212	6.5564	7.4746	7.0159	6.9089	6.8947	5.0929	7.0664	5.7274	6.1177	6.2415
U133A__WWTR1	5.5378	5.4353	3.966	4.1743	7.3987	3.3913	5.7099	8.3892	5.0729	5.616	6.4266	6.3704	8.6394	6.8808	4.278	8.0557	6.9231	9.3347	8.5677	7.4314	3.8181	3.8193	3.4958	6.5088	4.0356	6.9541	4.5266	3.6265	6.1605	4.75	6.726	5.0238	7.8837	6.1643	5.4187	3.2832	8.0272	5.8601	6.6523	5.1135	5.1994	3.6301
U133A__RIPK4	6.9369	8.614	7.3972	7.0338	6.6705	7.0491	6.4881	9.796	8.8061	7.3564	7.6975	8.7888	8.9884	8.8039	8.166	10.051	7.9447	7.9849	9.5888	8.0963	7.4957	7.1495	6.9917	9.6954	7.2635	6.6804	7.1106	7.1915	6.6007	7.0182	9.2631	7.6382	9.5498	8.7522	7.4829	8.2037	7.8159	7.7129	8.042	6.7148	7.4084	7.0509
U133A__GCLM	6.0291	7.5479	5.4249	5.7461	7.6196	7.7395	6.217	5.5992	7.0837	7.1773	7.0669	8.3129	8.4717	7.7987	5.9682	6.114	8.1152	7.5195	8.4664	8.4537	6.8713	5.8763	6.9286	6.4362	5.0065	8.8706	6.9329	7.2826	7.292	6.7209	8.5339	6.6394	7.626	8.7869	8.1921	6.054	7.1043	5.0209	6.7278	4.8826	7.8625	6.8645
U133A__PRNP	6.1952	7.6265	4.4988	6.3549	8.3473	2.8621	7.7789	8.8473	8.0052	3.5182	8.5845	9.0397	9.2202	8.6949	3.0417	6.9932	8.0449	9.5522	7.329	9.3616	5.659	4.5659	3.7609	8.366	6.9978	8.3535	5.8395	3.3305	6.5325	4.0872	8.1388	7.1137	7.4428	8.3248	8.0389	5.8058	8.4491	6.0263	6.8121	4.5816	4.4824	5.6471
U133A__DIP2C	6.0306	5.6	6.1426	7.3021	5.8184	7.2703	5.3375	5.9785	7.7083	7.6453	5.5877	6.3643	5.5528	4.2909	6.1653	5.8443	5.318	7.5229	3.946	5.2792	6.2597	6.5002	7.245	7.9021	6.0921	5.9908	7.1526	6.9179	5.8195	6.2128	5.3291	5.3484	6.081	4.2421	5.8763	8.1831	5.1349	5.6502	6.3524	6.2191	5.9423	6.4159
U133A__COTL1	3.8873	6.1669	4.9965	7.057	8.685	3.9985	8.114	6.2075	4.6672	5.8737	7.9639	9.1007	8.7132	9.1908	5.7679	4.9764	9.1278	8.7305	8.2581	8.4075	6.502	5.7289	4.8017	7.2017	5.5067	8.776	5.4758	5.1598	7.8233	5.832	9.0136	5.7785	6.831	8.3543	8.6649	5.26	6.4731	6.115	5.3958	4.3443	4.0865	5.3925
U133A__CALD1	4.2559	5.8786	3.9365	4.9682	7.9225	3.6763	6.3654	6.2884	9.1905	3.4181	8.0223	6.0784	7.1754	4.4506	5.9083	5.5558	9.2409	8.6378	8.8403	9.3954	3.6019	3.9175	4.3435	7.5768	4.9728	7.2995	5.0421	4.1759	7.5142	3.5041	7.4042	4.7812	7.3616	7.3157	7.8436	7.7707	6.7517	4.3805	4.0465	4.0081	5.9235	3.6434
U133A__ASPH	5.3746	6.8366	6.5254	8.1324	6.8716	5.3035	6.6723	6.5755	6.2036	6.0212	7.3679	7.8645	7.2219	8.1345	4.4642	5.177	5.7293	8.8405	7.2005	8.9386	6.6102	5.3359	6.6341	7.0177	8.5437	7.5871	7.8154	6.9904	5.8901	8.6886	6.3256	6.7725	7.7094	6.3051	7.5512	6.0606	8.6961	5.212	8.2391	5.9685	8.1709	5.6668
U133A__KRT5	4.8077	4.8878	5.0165	4.7598	5.3606	5.2034	5.1382	9.8089	10.1851	4.7424	5.3075	11.7433	10.7402	5.5063	5.4241	4.9714	8.9525	8.389	12.0252	5.8278	5.7844	5.2101	5.1395	5.0057	5.0121	4.6854	5.0561	5.6323	5.1925	5.0849	9.7834	5.3946	5.0225	8.8317	4.8533	4.9464	5.2698	4.9329	4.9699	4.9937	5.2146	4.9555
U133A__CHN1	6.5311	5.9812	6.8807	6.9491	7.0345	7.4646	7.5213	6.5837	6.6716	7.5815	6.5206	5.833	5.8687	6.1969	6.8903	5.689	6.1582	8.0957	6.6152	6.58	7.1704	6.9188	6.3722	9.1868	6.0755	7.0938	6.8787	6.7295	8.035	6.1745	5.9018	6.2256	6.4345	9.1519	8.3679	5.7574	6.5288	6.2308	5.9554	7.3065	6.0956	7.0723
U133A__NMI	5.4002	6.3355	5.7453	6.2096	6.1877	3.8738	6.686	5.7535	7.1553	4.6454	6.3539	7.9995	8.664	7.9398	6.1445	6.8946	7.0581	6.7868	8.4223	6.1866	5.3983	5.7694	4.0752	7.4026	5.436	6.8466	6.5341	3.9968	6.5408	5.6363	8.6585	5.8808	6.4119	8.0871	6.5488	4.6572	5.5115	4.7055	6.0912	6.4388	4.0133	5.2935
U133A__ISG20	8.275	7.6967	6.2746	5.2423	5.0474	6.6827	6.4422	6.8949	5.3508	5.1734	5.7079	4.9467	5.2002	6.1257	6.1106	5.3907	6.1804	6.1827	7.1092	4.8358	5.1388	6.1813	5.9174	6.6011	6.2896	4.7503	5.8328	6.4042	6.0334	5.2956	5.4765	7.6847	4.819	6.2048	5.2027	7.8979	6.5604	5.2023	7.1331	7.9348	6.3301	7.1531
U133A__MYST4	7.0787	6.8894	6.0654	8.0895	5.6758	5.793	5.2378	5.4408	7.1973	6.6176	5.3211	6.4505	5.2011	5.0087	5.4608	5.5126	5.0508	5.4213	5.8407	5.1085	4.9302	6.0605	6.3682	5.4057	5.8903	6.1108	6.9664	7.4141	5.7057	6.5656	5.521	5.5771	5.5914	4.719	5.0868	7.9743	5.7341	5.835	6.4515	7.4708	6.5154	8.7538
U133A__BACE2	9.3765	8.281	6.3105	6.1423	6.0657	5.3419	6.603	7.5574	6.834	6.793	7.912	7.5191	7.95	7.8842	7.7563	9.2403	7.9159	7.0988	9.2209	6.3671	7.1378	6.2433	5.9436	6.2496	7.3922	6.7457	6.6809	7.7806	6.3089	5.4893	8.2188	9.4037	6.7943	8.3682	6.6684	5.4672	6.8133	7.5997	8.4457	6.8962	7.3362	6.4187
U133A__SIK1	5.5407	6.6616	4.9096	5.4238	6.6913	5.4221	5.3659	7.7282	8.163	5.4636	5.4409	6.6593	5.7017	6.0411	5.9479	5.3807	7.5037	6.582	5.9786	5.4702	6.3386	6.4975	5.7459	5.7844	5.5274	5.4881	5.517	5.6329	6.3212	4.9697	6.495	5.7079	6.6356	7.7926	6.1986	5.6693	6.413	5.5653	6.0509	5.3543	6.0703	5.5297
U133A__KRT17	4.5314	4.4229	4.4065	4.2371	4.2453	4.4635	4.338	9.1914	6.9783	4.6626	4.4668	7.7268	10.2366	8.2134	4.4425	4.4224	11.2313	4.6517	5.2437	4.895	4.8219	4.4969	4.2308	4.2958	4.5319	4.5144	4.4182	4.8657	4.383	4.5314	8.6433	4.5867	4.6411	8.0138	4.531	4.2526	4.5278	4.4662	4.2884	4.3942	4.3801	4.1639
U133A__CCNE1	6.8741	7.656	6.0468	6.445	6.8969	7.2893	6.4485	7.2019	7.4141	6.8348	10.73	9.2363	7.2786	7.4831	6.9354	6.9815	7.6167	6.8902	7.2455	6.758	7.6532	6.6415	6.293	8.9341	7.247	6.0525	6.3022	6.87	6.7345	6.3794	7.7478	7.0469	6.7699	7.6627	7.2453	5.2141	6.1398	6.3324	6.5824	6.3656	7.0144	7.2583
U133A__CA12	9.2856	6.8362	6.6024	10.0646	4.94	9.4907	5.492	5.3522	5.2704	9.9923	5.8997	5.8965	5.9293	4.8096	8.2238	5.138	5.3006	5.185	5.1204	6.4199	7.0757	8.7923	10.1694	5.1916	8.8035	5.7859	7.8998	10.1217	9.4883	9.7319	5.0811	8.5665	7.398	5.5183	8.3814	7.6774	8.1588	9.8759	9.6625	8.016	9.0663	9.0498
U133A__TNC	5.3228	4.6808	5.0294	4.8493	6.8118	4.6548	6.2793	5.8077	9.2972	4.909	6.0354	4.8131	5.0022	8.1084	6.7858	5.3092	6.2336	9.3754	8.5657	6.5111	5.0374	4.7272	7.5415	7.5353	5.0349	5.0495	6.0046	6.2086	7.7184	9.5715	6.4274	4.904	7.4837	8.1507	6.8616	5.1442	7.8556	4.9164	6.5265	5.2553	5.9237	4.8657
U133A__SNAP29	6.0753	6.8847	6.6089	7.6741	7.0706	7.4019	7.2179	6.5554	7.2833	6.8021	7.1487	7.2073	7.9185	8.4478	6.9875	6.7032	7.5518	7.013	7.1292	7.5478	6.7251	7.0938	7.2318	7.2566	7.0695	6.7081	7.2875	7.2888	6.7597	7.6468	7.4473	6.3874	7.2314	7.0364	7.2486	6.6066	6.8386	7.0725	7.5151	7.0041	7.5015	6.7427
U133A__IGFBP3	5.6494	4.871	5.2836	5.3476	10.6212	4.8745	6.3437	10.6165	6.9528	5.2737	5.3532	11.0036	11.5055	9.3428	8.2413	11.644	9.1924	11.6705	11.6134	10.2776	5.4442	5.6197	9.3685	7.9102	6.1709	6.3213	6.7394	5.1851	9.7614	9.1549	10.5365	6.1615	10.0354	6.1315	5.5192	8.1578	5.9969	5.2047	7.5049	5.0017	5.4275	4.7505
U133A__TFF3	12.242	7.4282	11.8098	12.1898	5.9539	7.9505	6.1278	5.6693	5.4995	9.7873	5.9862	5.5639	5.8248	5.9636	6.9685	5.7579	5.9571	5.5964	5.385	6.1336	7.9223	8.6074	8.054	6.0694	12.8617	5.781	12.1275	8.7981	5.6714	6.2142	5.5641	7.2255	6.0829	5.986	5.7096	12.552	6.9097	7.2481	12.881	8.677	10.9125	9.4077
U133A__CAT	9.2728	8.6882	8.6094	8.1768	7.6458	7.9778	7.5238	7.1926	8.5442	9.183	8.3309	11.1759	8.5523	9.9741	7.1944	8.1137	9.9591	7.7908	8.3007	7.9061	7.4298	7.812	9.1065	7.2563	8.7414	8.3873	9.0302	7.4691	8.5198	8.3149	9.6639	8.1271	8.2005	8.7364	8.0446	6.1542	8.6121	9.4779	9.0364	7.6033	9.6906	7.5928
U133A__CBR1	4.6632	8.0566	5.0839	5.9771	8.1128	6.1108	7.0313	7.0953	6.9501	5.0824	7.8906	8.3527	6.8649	4.8263	5.8994	5.977	7.2162	6.746	7.0213	7.284	7.2775	6.5636	4.8918	7.3525	5.6315	6.639	4.8369	6.4233	7.0842	4.6356	7.2654	7.4491	8.3041	7.4609	7.6399	5.8024	6.1997	7.0802	7.7375	4.251	5.0283	4.3691
U133A__EXT1	5.9409	6.9912	6.0302	6.0805	8.4548	5.5923	6.9876	6.8187	7.0983	7.327	6.7887	7.3775	8.1855	10.4735	6.8258	8.2801	7.7689	7.278	7.6661	9.1103	6.1098	5.6871	5.344	9.0202	6.2664	8.134	6.311	7.1049	8.246	6.3766	7.7789	6.5234	7.4435	8.7782	7.0972	7.003	7.0514	5.8885	6.2246	5.1195	6.942	5.2664
U133A__TGFBI	5.9683	6.9042	6.5837	5.5476	6.1062	5.7755	7.9789	5.3076	9.9085	5.8022	5.705	8.7344	7.4678	9.0113	6.0496	7.0812	6.6511	11.1168	10.6715	11.2079	6.2419	8.2212	5.6705	10.843	6.2392	7.7059	5.9087	6.0484	6.6849	5.846	7.5198	6.7466	11.8115	10.622	11.553	5.5123	5.6781	5.5711	6.5084	5.5391	5.9796	5.3747
U133A__FGFBP1	6.1965	5.9643	6.2317	6.0306	6.0087	6.0549	6.1782	7.9137	6.4222	5.8326	6.1927	9.4132	8.8245	6.3854	6.5978	6.9877	9.3619	7.9677	9.2637	6.2197	6.3322	6.2949	5.9408	5.8681	6.0405	5.8598	6.0973	6.9935	6.3185	6.0582	7.8898	6.3467	5.9731	7.9884	6.3369	5.9495	5.9557	6.0645	5.75	5.7739	6.4898	5.7076
U133A__KRT23	7.5352	6.672	5.1849	6.4603	4.7636	4.7368	4.2736	9.4293	4.776	5.0732	9.4778	4.756	10.0895	7.6207	6.2461	5.997	9.7897	8.9188	9.1358	4.7927	4.5752	4.9813	5.4488	4.7175	6.1306	4.2315	4.9867	5.8845	4.2843	5.3302	10.3263	5.5014	4.8953	5.6731	4.7272	7.3771	7.8789	9.8398	7.9744	5.1192	7.4337	4.4947
U133A__PLSCR1	5.7683	6.133	5.6899	7.381	7.0623	5.5627	7.7485	9.5252	8.7953	6.0307	7.8496	7.6944	10.6908	8.7217	7.12	6.6667	8.7989	7.5371	10.1561	6.8395	6.7902	6.9671	6.7378	7.3472	6.7924	7.2952	6.6431	6.6225	6.6973	5.9994	10.0131	5.5298	6.3075	8.9766	8.1261	4.5375	6.4163	6.1377	6.1938	4.9059	4.7673	6.114
U133A__RPS11	8.733	5.8508	7.4744	7.2067	7.6569	6.6613	10.6295	7.6723	6.1	7.294	7.0191	5.7544	6.6921	7.6675	7.8685	6.7869	6.3032	7.2814	5.7429	8.4126	9.6242	7.3204	7.1407	7.695	7.8463	8.7658	7.2222	7.9554	7.5845	7.207	8.088	10.1389	6.8246	6.6546	6.9884	7.0745	6.37	6.8314	5.6956	7.144	7.1044	5.9172
U133A__KLK5	6.2188	4.9495	4.9553	5.2319	4.9002	5.6246	5.2545	8.9059	8.0659	5.3209	5.8171	8.4486	11.7904	10.1001	5.8285	5.9512	9.4897	8.0299	5.9757	5.5163	5.6573	5.3368	5.3217	5.0999	5.5158	4.976	5.187	5.3432	5.1741	5.1043	10.5143	5.3723	5.6538	5.5758	5.2208	5.4044	9.1243	5.3326	4.9775	5.4287	5.4639	5.0045
U133A__TOM1L1	7.9076	5.7186	9.4773	7.1879	5.1145	6.9637	5.2507	6.7397	4.7466	7.9732	5.146	5.9551	5.8162	5.9377	4.7196	6.3062	6.4622	6.6798	6.1347	4.2894	7.0622	7.4272	7.1205	5.3791	7.2296	5.9639	8.1008	6.8372	6.9063	7.168	6.292	5.5921	6.9032	5.8708	6.031	6.4239	6.756	7.2706	7.6229	8.6175	6.4265	7.7091
U133A__S100A2	5.7104	5.2629	5.0266	5.1361	8.7308	5.1261	9.3678	11.8664	8.1017	4.6494	5.0442	12.1145	9.7223	9.938	6.7237	5.0393	12.6387	7.9326	10.0914	6.775	6.5171	4.9131	4.8508	7.9401	6.4604	5.843	5.1111	6.0773	7.1644	4.8966	8.4703	5.6079	8.4846	10.926	8.9102	5.3655	5.9202	5.5082	5.3582	5.3529	6.4182	5.7302
U133A__EPAS1	7.5586	9.4435	6.5628	6.6454	7.1099	6.6122	7.581	6.878	5.9279	7.9068	9.1876	9.0687	8.1309	8.2067	8.4481	11.134	8.0527	8.9875	8.7955	7.4187	9.242	7.7912	8.5965	8.4085	9.4821	6.3178	8.0953	7.8271	9.2692	7.9185	8.6953	9.5402	6.3055	8.8077	8.0257	8.9549	10.3129	7.6909	9.5309	7.7552	8.2398	6.3461
U133A__SHOC2	6.4196	6.4652	6.926	7.4526	6.3936	7.5677	6.6822	6.5926	7.2378	8.2063	5.6342	7.8995	6.1507	6.0135	5.6852	6.8143	6.356	6.268	7.263	5.3781	6.6247	6.8352	7.1692	6.6768	6.7138	7.1528	7.9108	8.2722	7.2903	8.0058	7.0351	6.3408	6.6276	5.6485	6.6845	7.9337	6.8114	8.0742	7.641	10.5269	6.9367	9.7141
U133A__CRYAB	5.9769	6.6645	5.2189	5.2365	5.1263	5.5506	5.5302	8.962	10.349	5.5635	10.0838	5.3294	7.6599	5.5014	5.645	5.2775	8.9366	7.7718	8.6936	5.6617	5.4935	5.4123	5.2084	5.1464	5.1888	5.1236	5.2909	5.2474	5.0901	5.3376	6.8147	5.6819	6.1253	5.0584	5.4355	5.2794	5.5079	5.4755	4.7935	4.6965	6.1183	4.9777
U133A__CTSH	7.7912	7.8723	7.1516	7.8606	7.6416	5.9081	7.2351	8.2239	6.6067	7.394	8.0708	7.8029	9.1521	8.9282	8.7475	7.4304	8.2436	7.9671	9.1895	6.2436	7.3984	9.0816	6.3329	6.9505	8.1891	6.9421	6.8663	7.6441	5.5631	6.3931	9.1441	7.6669	7.427	8.1701	6.6331	5.5263	7.2394	7.1167	9.3313	7.7488	8.5733	7.101
U133A__ATP2A3	5.5132	9.319	8.7249	7.3499	5.168	6.038	5.663	6.2331	5.3263	5.7661	5.3368	5.4256	5.7565	5.5403	9.0107	7.0559	5.6157	5.4054	5.0194	5.5112	7.0769	8.6257	5.5436	6.0057	8.129	5.3314	8.17	7.0926	5.6345	5.6003	5.2536	7.7102	5.4588	5.5272	5.605	9.8022	5.9734	6.0096	8.4362	6.5268	5.5722	7.4269
U133A__ID3	6.5887	8.2017	6.292	4.9436	9.0818	8.7673	6.8911	6.2882	8.7247	5.5829	4.654	7.8635	9.1626	5.6262	9.7219	9.16	7.4433	9.2935	8.3717	8.8993	7.6416	7.6832	8.4068	8.3992	7.0932	8.1135	7.6525	8.5874	4.423	7.9443	7.0461	8.3927	8.1339	8.6072	8.571	6.0519	8.38	7.5964	7.2625	7.3309	7.6576	7.1219
U133A__SLC43A3	8.4498	6.0402	6.212	6.1253	6.9124	6.1527	6.8568	7.4181	7.4411	6.0274	7.9581	7.8423	8.1366	6.946	6.7228	5.7151	8.4918	7.4582	7.9368	5.8347	6.1997	5.9817	6.1113	7.6993	6.2875	8.9615	6.1498	5.9736	5.6828	8.3214	8.6684	6.166	7.6939	10.4636	6.3855	6.2893	6.2692	6.843	6.1697	5.9313	6.3803	5.7173
U133A__TXNIP	9.0198	6.3159	8.3832	9.4834	6.3813	7.8916	8.9429	9.8559	5.7644	9.3606	6.8518	6.1465	7.4178	7.8682	9.5912	9.4289	7.6529	6.0667	7.4504	5.6214	6.9145	7.9565	7.329	6.5723	9.169	6.4066	8.9171	8.1792	9.6375	7.3859	5.4262	6.7269	5.781	8.2045	7.9514	10.3303	10.2571	7.8199	8.5902	10.4484	8.8872	6.8079
U133A__PITX1	9.8753	7.5732	7.034	4.5147	6.6076	8.178	5.7831	5.4193	6.9945	6.0236	7.476	7.629	9.1927	7.9791	7.0459	6.757	7.7254	6.4763	7.7318	6.1391	6.012	5.5115	5.7696	5.6804	6.1627	6.162	5.8575	9.6044	5.6066	6.2776	8.1453	5.9408	5.1925	6.3959	6.8659	5.0373	8.2732	7.2836	7.4338	6.9897	7.731	7.3591
U133A__PBX1	10.6681	9.5764	9.4725	9.8965	7.1982	8.9231	6.5424	8.3278	6.6554	8.7516	7.3662	6.3245	8.2703	4.0816	6.8856	9.1327	6.7302	7.2431	8.0011	5.482	7.1916	8.0443	8.9407	5.4143	8.5418	4.6607	8.253	8.9907	5.5921	9.1773	7.7912	9.2953	7.468	4.6159	4.8149	9.5481	7.913	8.3759	9.2425	9.5066	9.3962	9.2392
U133A__BAG2	3.9484	3.6233	3.847	3.6546	6.779	3.7302	6.7389	4.687	5.112	3.9445	6.6817	8.2798	6.0631	5.3853	4.0193	4.1116	5.402	5.1323	4.2779	6.4596	4.6848	4.244	4.0731	6.4698	3.909	7.9802	4.5399	3.9434	6.3208	3.9206	5.8701	3.9939	8.1652	7.0594	7.9745	4.0376	3.8011	4.8384	4.0353	3.5252	4.6713	3.6305
U133A__CNN3	6.5662	5.928	6.2459	5.2624	7.9772	7.5358	5.2634	7.333	7.2978	5.852	8.5066	5.2216	8.3566	7.6308	7.8934	5.711	7.0815	8.6543	9.1609	8.1059	3.6902	3.6053	8.2442	7.3666	6.0036	9.026	7.1398	7.5905	6.7258	8.7984	8.6832	6.3226	7.2367	6.9493	5.7464	5.5974	7.5337	7.6915	8.1608	6.8602	6.3169	3.467
U133A__MALL	5.9594	9.6574	5.7996	5.7681	5.5609	5.355	5.4016	7.6983	5.6344	5.9818	6.1853	8.6162	9.3676	10.0543	8.2866	8.4348	6.8244	7.0931	9.9715	5.675	8.3023	6.3252	5.9264	5.4322	6.7314	5.8379	5.7292	6.607	5.3331	5.6076	7.7222	6.8833	7.6292	6.4668	5.7006	6.9903	5.6005	6.0371	5.9517	5.5443	5.6336	5.7131
U133A__C1orf106	10.0398	9.071	6.4457	6.3035	6.014	6.2668	5.4447	7.1557	9.242	6.8518	8.8609	8.3117	8.8083	7.699	8.3482	9.1534	7.9706	6.8505	8.7505	5.9213	5.7634	6.1472	5.874	5.323	9.2096	6.4594	7.3261	8.0817	5.844	7.0397	8.0604	7.7464	6	8.7694	5.5202	7.8809	9.3234	7.395	7.6388	8.4486	7.5821	7.6676
U133A__SLPI	9.7354	9.7856	6.4377	7.1792	5.83	6.2034	6.1402	9.6794	8.9396	6.409	12.2979	9.4158	12.1221	9.8205	7.9238	9.5601	10.5563	9.846	12.4309	6.5235	5.717	5.7027	6.7196	6.2807	8.4893	6.6566	7.6057	8.3239	8.8621	6.6618	9.5609	8.407	6.4807	9.7219	6.3701	7.0311	9.2953	6.979	7.0415	7.4952	6.412	7.3926
U133A__ACSL3	7.1919	6.6538	7.0956	7.0192	5.1187	6.245	7.3775	6.0106	6.1809	5.5562	5.0836	5.5273	4.8164	4.4287	4.2377	5.6088	4.1027	6.7675	6.823	4.2666	7.1963	5.5137	6.6526	5.7361	7.214	5.9762	6.5155	6.1214	6.639	5.7947	4.9361	6.5763	5.0383	4.6216	6.1252	6.7986	8.8893	4.3885	6.9935	6.6779	6.8513	6.744
U133A__PSMB9	4.8843	6.5081	4.5777	6.4754	4.7598	4.9569	7.7952	5.4396	7.3883	5.527	6.1295	8.4128	8.0092	6.9446	7.3893	5.1029	6.1024	7.931	9.9119	5.7298	4.7975	4.492	5.0886	8.6041	4.6674	5.0612	5.1089	6.7275	5.4245	4.8534	9.1835	4.6866	6.3482	7.112	7.5584	4.6708	4.9221	5.6582	4.9831	4.8526	4.7699	4.6645
U133A__CRISPLD2	5.923	7.4687	7.2715	6.6231	8.8524	5.9012	6.3128	6.0864	9.8636	6.5173	6.1973	6.2995	8.7598	6.864	7.2833	7.1847	6.9195	8.9948	7.1804	7.4314	5.9925	6.5184	5.8596	7.0327	6.0859	6.0414	7.68	6.3421	6.0298	6.3528	7.8965	6.2556	5.9922	6.2245	6.4427	7.297	6.1095	6.9753	6.1861	6.4316	6.1384	6.7485
U133A__CCND1	9.1764	8.4714	8.1237	9.1256	5.4377	8.8941	5.4406	10.0998	7.9929	9.1837	4.3292	8.6063	8.813	10.9904	7.1587	8.1578	6.4037	8.1008	9.0473	8.209	8.2177	9.1804	11.883	6.9939	9.3043	8.8488	8.5351	10.1566	6.4148	6.4129	7.8056	7.9009	6.6177	8.3147	8.4694	8.7082	8.5885	7.1643	7.8528	8.5427	9.8744	9.2077
U133A__NEDD4	5.8766	5.7439	5.8644	5.7051	8.7922	7.1953	6.1936	5.5039	5.1218	6.4833	5.2576	5.4214	5.58	5.8284	4.7364	5.4936	5.4286	5.4974	5.2635	6.0369	6.1024	5.4419	6.1074	6.471	5.8631	8.2282	6.2391	6.6502	7.6668	6.199	6.5735	5.913	6.1135	6.0024	7.5448	7.4447	6.7903	5.6626	6.515	6.1297	5.6007	6.457
U133A__PTRF	6.1143	6.0022	6.2617	5.8685	9.7082	5.8463	9.004	8.3455	6.1188	5.7173	6.9987	8.6548	8.2281	7.4855	6.7332	6.6073	6.763	9.0215	7.1768	9.9604	6.0237	6.3204	5.3083	9.1023	6.1647	9.8031	6.2294	7.3507	8.0369	6.3333	7.3438	5.6802	9.5435	8.2916	9.4023	5.267	6.5915	6.796	6.1726	5.4646	6.4682	5.981
U133A__TBC1D9	6.3771	7.496	6.0691	9.2575	4.8144	7.0148	5.4363	4.3359	5.6622	8.2883	5.4965	3.5309	5.9846	5.0743	5.0615	7.5382	5.0659	6.6908	7.3101	6.1223	6.8606	8.7386	8.2356	5.9894	7.447	6.3818	8.4877	7.2127	6.5487	5.1711	6.4193	6.5539	5.0828	4.6908	6.4141	8.6955	6.6034	5.0197	7.5227	6.7933	6.4315	7.8456
U133A__S100A9	7.9647	11.9201	5.7847	6.7985	5.4442	5.8403	4.9458	6.0309	6.2418	6.3714	8.7074	8.3063	10.7464	12.1734	7.3804	12.1265	10.5052	5.607	8.7234	5.5487	4.8491	5.2184	5.2175	5.4068	11.3006	5.0361	5.7072	5.0373	9.8176	5.4591	11.588	10.8214	5.383	7.9261	5.5795	6.5783	7.8847	5.9403	11.6483	5.5256	5.3227	6.655
U133A__TAP1	5.7327	7.5006	6.3813	7.6236	5.9818	6.3709	7.4078	6.5781	9.653	6.8374	6.8908	8.2561	7.7278	8.4082	7.8418	5.7944	7.9218	7.8805	9.3298	6.9324	6.4186	6.1383	7.2276	9.1618	6.1234	6.0921	6.3952	7.2535	6.5874	5.9068	9.2916	6.5505	7.8065	7.5458	7.6768	5.8906	6.2797	7.491	6.9934	6.2227	5.7339	6.26
U133A__DAAM1	5.7712	6.9394	7.4256	9.1201	5.7426	6.5441	7.2811	5.5412	5.8286	7.3134	4.3108	6.1768	6.3515	5.6336	5.6113	9.0542	6.947	5.6935	6.8334	4.2798	6.7682	7.0736	7.5356	5.712	6.5563	4.2843	6.6937	6.402	5.1898	7.1325	6.5947	6.6966	5.278	5.2773	4.3674	7.2789	5.4127	6.6933	7.2805	7.2217	6.0354	7.1886
U133A__KYNU	3.1107	7.5015	3.7016	3.7004	4.199	6.8799	3.4469	3.3451	3.3778	5.2812	5.0897	9.7837	6.6414	8.1632	3.6599	5.8705	8.3008	4.2979	3.6763	3.9397	9.3041	9.2168	3.205	6.7245	6.0479	5.4828	6.253	3.5387	4.3284	3.4423	9.3122	4.7613	3.2793	9.6851	5.4603	3.4978	4.0878	8.121	5.0006	5.7334	3.7515	3.5004
