Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__CAT	9.2728	8.6882	8.9651	8.6094	8.1768	7.6458	7.9778	7.1926	8.5442	9.183	8.3309	11.1759	8.5523	9.9741	8.1137	9.9591	7.7908	8.3007	7.9061	7.4298	7.812	9.1065	7.2563	8.7414	8.3873	9.0302	7.4691	8.3149	8.1271	8.2005	8.7364	8.0446	6.1542	10.075	8.6121	9.4779	9.0364	7.6033	7.5928
U133A__CTSH	7.7912	7.8723	8.9284	7.1516	7.8606	7.6416	5.9081	8.2239	6.6067	7.394	8.0708	7.8029	9.1521	8.9282	7.4304	8.2436	7.9671	9.1895	6.2436	7.3984	9.0816	6.3329	6.9505	8.1891	6.9421	6.8663	7.6441	6.3931	7.6669	7.427	8.1701	6.6331	5.5263	8.3996	7.2394	7.1167	9.3313	7.7488	7.101
U133A__GCHFR	7.0875	7.7336	7.3299	7.4086	6.3534	5.9174	7.0334	6.0695	5.6255	6.5892	6.057	5.9386	5.6697	6.4225	7.2153	6.4454	5.5521	9.3148	5.7151	6.6593	6.6104	6.846	5.6439	8.0588	4.8651	7.7018	7.5975	8.9348	8.3753	6.5251	6.4883	5.3529	6.5813	7.5842	5.7935	6.8521	6.8993	8.7278	7.0875
U133A__ATAD2	6.8306	9.7425	6.8257	7.2074	7.7682	7.5005	8.1133	7.5445	7.4831	9.109	7.4683	8.4138	8.6117	9.0584	9.6902	7.8008	7.7841	8.4046	7.5952	7.8972	8.2899	8.0551	7.8695	7.1376	7.9276	7.1281	6.9105	8.5164	9.6147	6.7236	7.8568	7.4166	5.1149	7.7748	6.8203	7.7042	7.4249	6.7952	7.5119
U133A__DKK1	4.4374	5.0117	6.3413	9.4756	4.5936	6.5014	4.5847	3.8903	4.6547	9.8575	5.5531	9.7499	6.6482	8.9757	4.3313	6.5983	7.3948	4.6587	8.431	9.3303	8.505	4.4631	8.7426	6.0065	10.0983	6.1811	9.4083	4.3075	5.0502	5.9542	8.2824	10.4274	5.6311	7.3843	9.043	4.323	4.5639	4.4719	4.6765
U133A__FAR2	6.3903	8.0677	5.6978	6.9496	6.2868	5.9047	5.7329	6.2657	5.466	7.1439	6.4881	6.0924	5.6582	5.9597	7.204	5.8775	6.299	8.1854	7.381	5.6307	5.8298	6.5426	6.0009	6.0981	5.3047	6.5191	7.4616	5.4745	7.7824	5.6838	6.4978	6.3407	8.1011	8.018	7.6185	5.7586	5.2172	8.6558	8.0705
U133A__CDKN1A	8.2831	7.2923	7.3268	7.7668	9.5202	6.794	7.442	8.4726	7.4215	6.9593	8.0665	7.8881	9.2323	8.3044	6.6142	10.089	7.0906	7.2666	8.4832	8.0984	8.6455	9.5528	7.835	8.8575	6.9282	9.465	7.5943	7.1964	7.4332	7.7385	9.0587	7.7207	7.994	8.4722	6.635	8.1709	8.8133	8.4019	9.8192
U133A__EFNB2	5.4764	4.7613	4.9303	7.0119	6.4386	8.6207	7.4791	8.8445	5.5096	6.4622	4.9044	8.2395	7.0896	7.4331	9.9666	5.9393	6.9153	7.5536	5.9236	6.4018	6.9459	6.1413	8.3547	5.5304	5.5961	7.2819	7.5891	7.6132	4.8166	4.7258	8.8053	8.021	8.057	5.2698	4.9264	5.6351	4.1326	4.9242	7.1568
U133A__ZNF217	7.419	7.5835	6.9251	7.8014	8.8077	6.3906	7.2507	6.639	6.8205	7.0884	6.5128	5.7742	6.7022	5.9938	6.8491	6.55	6.4752	7.1567	5.4451	7.5959	8.0458	7.2063	6.4752	8.3299	5.7126	7.3471	6.1379	5.9462	7.1079	5.8327	5.9423	5.1742	6.4352	7.3122	5.7603	6.5379	9.0439	7.9256	7.0191
U133A__CREB3L1	9.9753	6.8952	6.6652	8.2344	7.0169	8.3166	7.2069	6.7265	6.5493	6.8227	6.8608	6.6412	6.3049	6.6823	8.2575	6.5061	7.276	6.2286	7.6721	6.7558	6.778	6.7579	6.6342	8.4046	6.8272	7.7827	8.3634	6.9498	6.8894	7.7342	6.7875	7.8455	10.4804	7.4026	7.2405	6.9607	7.8818	7.7099	6.8147
U133A__F2RL1	5.0596	6.3428	6.4671	3.9371	4.6177	3.3402	5.3026	6.4559	4.9549	3.7885	5.0169	6.9584	6.7467	8.915	5.178	6.0668	4.5773	5.9755	6.7862	5.3338	4.8866	3.7741	7.0288	4.6	8.6755	4.2629	5.4487	3.2747	4.6219	7.6825	6.5574	4.4934	3.7193	6.9195	3.9098	4.5678	5.2637	4.4543	5.6641
U133A__EIF5A	6.1532	10.2322	11.5081	6.6804	8.676	10.141	10.3505	7.0561	6.2771	10.4307	10.9743	9.7164	7.3039	9.2206	10.6954	11.0518	6.7936	10.9733	11.4584	6.2508	7.0806	7.2351	10.9628	6.3987	9.8155	8.213	8.5732	9.7217	9.4725	10.7482	11.3354	10.6383	7.469	5.9167	10.9772	6.6051	6.774	8.3558	9.9089
U133A__APOD	9.7815	7.0284	6.0701	6.285	6.7823	6.0931	6.2108	6.2081	5.8998	6.1683	6.3706	5.6952	6.6942	6.2645	8.9069	6.3223	5.9225	5.7288	6.1374	6.3176	7.3443	6.6797	6.0506	10.0771	6.1221	6.443	10.7247	6.2183	7.7596	6.2803	5.9412	6	5.9374	5.8299	8.0883	8.1551	9.0423	10.6398	5.9344
U133A__GRB10	4.7959	5.4919	6.2638	8.5374	8.2707	5.3595	7.4569	5.402	10.2075	6.5732	6.3604	4.9465	4.8583	6.6414	6.2955	4.6338	6.1154	7.6347	7.8401	5.8101	5.4498	9.6632	7.1144	5.4158	6.6734	6.0157	7.1687	5.4992	4.9824	5.3711	4.4084	7.763	6.053	7.6325	5.8099	6.8667	7.2711	4.8448	6.1565
U133A__PHGDH	7.4108	7.1537	10.3442	8.105	6.4854	8.4641	6.9078	7.2091	9.3914	8.3536	7.7658	8.2451	8.4218	7.6994	7.1137	7.4823	8.446	9.7916	7.6953	7.2645	6.7722	5.8624	7.797	6.6487	6.6278	8.0502	7.8655	7.9675	6.7189	9.1647	8.0666	6.5386	9.6919	9.7963	8.2777	7.7695	7.4865	7.2748	7.6427
U133A__CNN3	6.5662	5.928	7.2837	6.2459	5.2624	7.9772	7.5358	7.333	7.2978	5.852	8.5066	5.2216	8.3566	7.6308	5.711	7.0815	8.6543	9.1609	8.1059	3.6902	3.6053	8.2442	7.3666	6.0036	9.026	7.1398	7.5905	8.7984	6.3226	7.2367	6.9493	5.7464	5.5974	9.1542	7.5337	7.6915	8.1608	6.8602	3.467
U133A__MAFB	4.2939	5.2209	6.2054	6.0526	7.1675	4.5699	8.118	4.4545	6.0147	5.8886	5.9523	4.6033	8.0513	5.6472	5.899	5.4665	8.7595	6.8573	6.4104	4.5053	5.7821	6.9794	6.131	5.4416	4.4014	6.1242	5.0501	8.6345	4.3436	4.4115	6.6507	4.4563	7.0732	7.0174	7.4185	5.1496	5.3409	5.6559	6.4191
U133A__TP53I3	6.4026	6.6763	8.2514	6.3293	5.9343	7.1322	6.819	7.1618	6.3678	6.5144	7.206	6.7321	7.3316	7.6571	5.8259	8.1345	6.9746	6.8374	7.2446	6.7114	7.2028	7.7129	7.0884	6.1951	7.7591	7.3	6.3167	7.4749	6.4755	7.6138	7.5304	7.6483	5.9188	5.8959	6.2309	11.9441	6.5465	6.4171	6.7233
U133A__SHMT2	6.8623	6.8222	7.9185	7.071	7.0055	7.6469	6.4895	7.1328	7.2544	6.7988	6.8016	7.7717	6.9625	7.2352	7.1546	6.8061	6.8646	7.8655	7.2257	6.7149	7.2691	6.8747	7.2939	6.993	8.2976	7.3437	7.2153	7.1317	7.177	6.9664	7.6724	8.1897	10.3165	8.4652	8.1213	7.8199	7.3251	6.8354	7.5223
U133A__PSMD3	8.2836	10.1567	7.0712	10.9679	7.4334	7.0583	7.8847	6.5305	7.5896	7.2693	7.2269	8.5095	7.8073	7.9887	7.5412	7.8983	7.6875	7.627	7.5954	7.4128	7.8714	7.6951	7.6183	7.296	7.7875	7.2688	7.4941	8.1391	9.5126	7.7735	7.5639	8.0665	6.9437	7.5932	7.4112	8.182	10.762	6.9633	8.6239
U133A__GGT1	6.3598	7.8753	6.1146	6.9381	7.2095	5.218	6.6358	5.9838	5.8612	5.8938	6.2897	5.7906	5.633	5.6301	6.5264	5.9789	5.836	5.2491	6.162	5.6221	5.586	7.1572	5.3165	6.8532	5.7474	9.3288	5.4845	6.6688	7.0597	5.7279	5.4076	5.5316	5.1897	6.2766	6.0135	6.5047	6.6745	7.9471	5.6866
U133A__GPRC5C	7.4235	6.1309	5.8727	6.7046	6.796	5.3902	6.9703	5.6507	5.5117	6.314	5.8513	5.5639	5.7202	5.8357	6.4456	5.8599	6.2879	5.6807	6.194	6.4966	6.7739	7.9681	9.0957	7.5182	5.7214	8.3154	6.1173	7.1564	6.0889	5.7109	5.5935	5.16	6.7736	6.437	6.2738	7.4572	7.4876	7.2886	6.3964
U133A__FTL	9.9572	7.7744	11.2056	10.0591	9.0597	10.2013	8.6878	10.819	10.2002	9.6632	9.4582	11.7469	11.211	10.81	10.6899	9.2376	9.8686	11.1678	11.7066	8.6347	9.802	9.7402	10.2633	9.1036	11.4905	9.5794	9.595	8.687	7.3449	12.0038	10.5268	11.4457	11.6906	9.9193	10.7519	8.3996	9.5434	9.0406	8.4759
U133A__SATB1	7.5811	6.46	6.2436	7.915	5.7225	7.0344	6.4978	6.1	5.8269	7.1574	6.5031	6.3052	5.7998	5.4998	7.4283	5.3983	7.152	5.1854	6.1773	5.6476	5.9801	5.4887	5.4686	5.7554	6.2095	6.7748	7.3489	6.0288	6.1325	5.3575	5.6958	5.9003	6.7011	5.4317	5.4964	10.497	5.3939	5.5049	5.2759
U133A__BMI1	5.2627	6.2853	6.8977	5.6401	9.3719	6.6391	6.0857	5.3895	6.8203	7.5417	5.7456	5.0391	5.5369	5.7849	6.4265	5.3789	5.998	6.2942	5.6207	6.3277	6.0755	7.9302	5.5347	5.2115	7.341	7.0147	5.6888	7.2058	5.6715	6.5148	6.4517	5.8622	7.106	6.8552	5.8714	5.5429	7.4405	6.1095	6.7911
U133A__MAP1B	5.2828	4.7448	6.4849	4.9262	4.8618	7.9119	4.5738	6.6054	8.1982	4.5955	5.1547	5.4784	4.3322	4.8752	4.6449	6.1241	8.077	7.8322	9.7287	4.2933	5.1401	5.3466	8.6245	5.0681	8.226	4.7169	4.9647	4.3393	4.5124	7.7301	5.7202	8.3276	10.7187	6.9184	4.8221	4.5797	4.5998	4.8576	4.5338
U133A__TACC3	7.9931	7.225	8.6016	7.6127	7.2142	7.6443	7.982	7.6965	8.6478	7.214	7.2143	7.1982	7.173	8.3961	7.6045	7.0091	7.3873	7.9097	7.7088	7.6992	7.9589	7.9334	7.0625	6.8516	8.1394	7.527	7.3323	7.209	6.9977	7.4363	8.1802	8.5846	11.6511	7.4416	6.3867	7.9388	6.7576	7.2558	8.1604
U133A__ALCAM	8.4595	8.1579	6.8491	8.6235	9.699	11.3957	10.2818	11.083	9.297	8.7161	5.2536	9.3681	4.9052	8.8817	11.0934	8.0901	8.3299	6.1549	10.5841	4.9554	7.7611	7.498	8.725	9.1394	9.0281	10.0631	9.6275	9.3491	7.8245	8.5534	8.2447	8.1907	10.8795	10.1931	7.8574	8.2233	9.1252	10.6201	9.5037
U133A__HMOX1	5.9805	6.3462	7.4205	6.2042	6.0583	9.3758	6.8273	6.6101	6.269	6.5746	7.1662	6.0146	6.2742	5.9549	6.7426	7.6179	6.5557	6.0875	7.9038	5.9175	5.8619	6.4551	6.459	6.0077	6.365	6.3473	6.6004	6.3751	6.243	9.709	5.7164	8.5448	6.5511	6.6615	5.9153	5.9068	5.6787	6.4186	6.8615
U133A__ABLIM1	8.6762	8.9014	5.5503	5.137	7.0127	5.1287	7.6638	6.9115	8.5793	7.4417	6.7201	8.0471	8.5764	7.3477	7.2971	7.9321	6.4772	7.9876	4.3541	5.5293	5.161	7.1559	4.8561	7.9446	7.0666	7.5952	9.4549	7.4208	7.5593	8.0406	6.8577	5.867	7.0137	8.578	8.6624	6.9056	7.7575	9.3072	8.0811
U133A__IMPA1	5.2363	5.5406	5.9502	6.2377	7.4474	7.8499	6.6765	6.7184	6.6645	7.2692	6.5049	7.2301	6.5723	6.7778	6.2072	6.3296	9.1622	7.2514	8.1778	6.2839	5.8652	7.2879	7.6629	5.4641	9.0728	6.6845	5.8907	6.172	5.4364	7.0298	7.1631	7.3519	6.3428	7.4269	7.1394	6.7237	7.0669	6.539	7.6335
U133A__TIMP2	6.9407	8.1437	7.5463	5.9061	6.7268	6.8093	6.4559	7.4862	6.1842	6.645	7.2158	7.4453	6.6229	7.8937	6.1997	7.5739	7.5759	6.5576	6.9703	6.4701	6.6941	6.911	9.6382	6.6629	6.7168	5.6529	6.2677	5.5385	7.5049	8.0501	6.498	6.5791	5.934	6.7798	5.9121	6.6794	7.9524	5.8372	7.0237
U133A__ZNF544	6.9864	6.6867	8.7357	6.9637	7.6542	7.1156	7.4338	7.4326	7.681	7.4451	6.6237	9.6213	8.1072	6.7879	7.0077	6.8549	7.3676	6.9216	7.1203	7.0009	6.9974	7.2612	6.3988	6.4939	7.2039	7.0974	7.1081	6.2996	6.724	7.0081	6.8126	6.8659	7.3366	7.3685	6.3543	6.967	6.629	6.3383	6.9272
U133A__ALDH1A3	6.3501	8.1049	10.7086	5.7829	5.558	5.0371	5.7541	10.4029	6.9131	5.5586	5.9053	9.253	9.3821	11.1356	7.2073	9.6541	7.0172	8.7778	6.3367	7.9258	5.9722	5.3213	6.7306	7.3828	5.8164	5.5605	7.0272	5.6679	7.2823	5.5688	9.2197	5.8794	5.5785	9.9387	4.9809	5.821	6.1372	6.0094	5.9709
U133A__FADS1	5.3104	4.4739	5.6559	8.0702	5.4823	9.0096	5.3236	6.1392	7.5248	5.3496	7.8723	8.1328	5.7481	4.6693	5.6732	4.5489	8.1703	7.1886	7.1482	7.4537	7.4987	6.9271	7.0149	6.0625	7.8986	5.6721	7.4793	5.9334	4.5959	7.3449	8.8393	7.1644	7.0115	8.0054	4.7401	5.7566	6.9044	4.3667	7.3382
U133A__BRD3	8.0335	7.0552	7.9053	8.8741	8.701	8.1861	7.469	8.1703	8.9881	7.7792	6.9922	6.8743	8.1244	6.8308	8.0223	8.4947	8.351	7.6168	6.5313	7.3688	7.6875	7.6713	7.2378	8.1662	7.3083	8.1786	6.8757	7.9636	6.8199	7.1282	7.3145	6.6386	10.3884	7.1802	7.558	7.3309	7.0895	7.6949	7.5907
U133A__LGALS3	10.5437	5.1967	9.2022	9.6117	6.0831	6.4736	10.6334	10.9923	5.693	8.8476	8.3646	7.9691	10.9476	10.8001	12.024	5.7673	10.2078	9.9033	8.7651	11.0085	11.0133	5.2014	10.9874	11.7566	8.7619	10.9523	10.7569	9.6504	5.5985	11.4504	10.2765	8.6932	10.8435	11.6285	6.0519	10.2811	11.7026	10.4785	9.7376
U133A__C5orf13	7.5479	5.1369	4.8195	6.7214	7.2221	10.5831	8.7053	6.8127	10.1445	5.6449	7.1065	5.0964	5.3783	7.077	6.914	5.561	7.2038	5.9763	8.7252	5.4808	5.8234	8.3707	9.2578	5.8943	5.5724	6.9229	7.5753	8.2068	4.9232	7.1556	5.2497	9.5255	9.8606	6.3485	5.4205	6.0864	7.4534	6.3202	6.9258
U133A__GOLGA8A	5.5482	5.624	6.4387	7.8406	6.2792	7.9159	5.1443	6.1268	6.5558	3.9995	6.2642	7.0239	4.5668	5.7512	6.4569	5.5296	6.6093	6.9683	4.5496	4.7798	5.7913	4.5748	6.1873	5.6399	5.1079	4.7992	4.7586	6.2041	5.4125	5.9638	7.2451	4.9087	7.7159	7.0286	8.1643	5.205	7.8459	8.5237	7.3475
U133A__COL1A1	4.8595	4.5017	4.3453	6.7347	4.1388	11.3634	4.9378	5.8092	4.8212	5.5465	4.0655	4.7173	4.1605	3.5882	4.5906	7.139	10.8683	4.5265	10.6014	3.8974	5.0738	5.193	10.155	4.7577	3.982	5.968	4.0965	6.6127	3.9594	11.1959	5.4949	8.7142	5.5253	4.1782	4.3818	5.6643	3.9736	5.6976	5.9443
